Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys,loc_ID,Longitude,Latitude,Match Score
Cumberland River Comp Care Center,,,915 North Laurel Road,,,Pittsburg,KY,40755,(606)864-2104 Intake: (606)526-9598,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/SS/PA/AH/DU/CJ/AD/CHLD/YAD/ADLT/FEM/MALE/,3530KY40755,-84.1044977512698,37.156693594137494,97.16
East Kentucky Rehabilitation Center,,,921 South Lake Drive,,,Prestonsburg,KY,41653,(606)263-4714 Intake: (606)263-4715,,MHSAF/SA/OP/OIT/ORT/CT/SF/PI/CO/DU/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,1683KY41653,-82.76361448621299,37.66575105832466,100.0
Hope in the Mountains,,,105 Trimble Chapel Square,,,Prestonsburg,KY,41653,(606)874-0240 Intake: (606)874-1666,,SAF/SA/RES/RL/CT/SF/DU/WN/DV/YAD/ADLT/FEM/,8448KY41653,-82.74593558290316,37.63678369467928,100.0
Mountain Comprehensive Care Center,Layne House,,1416 South Lake Drive,,,Prestonsburg,KY,41653,(606)886-7839,,SAF/SA/DT/RES/RS/RL/RD/SF/SS/PA/AH/DU/WN/MN/YAD/ADLT/FEM/MALE/,7421KY41653,-82.7590973041164,37.667859495964365,100.0
Mountain Comprehensive Care Center,Outpatient,,104 South Front Avenue,,,Prestonsburg,KY,41653,(606)886-4350,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/AH/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,4487KY41653,-82.77499002969655,37.66672060093292,100.0
VanArk Behavioral Mangement Inc,,,207 West Court Street,,,Prestonsburg,KY,41653,(606)886-9989 Intake: (606)477-9060,,SAF/SA/OP/ORT/SF/AH/DU/CHLD/ADLT/FEM/MALE/,3693KY41653,-82.77426707850898,37.66742468351709,100.0
Pennyroyal MH/MR Board,Caldwell County Mental Health Center,,1350 U.S. Highway 62 West,,,Princeton,KY,42445,(270)881-9551 Intakes: (270)365-2008 (877)473-7766 (270),473-7766,SAF/SA/NXN/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/AH/DU/CJ/CHLD/YAD/ADLT/FEM/MALE/,4369KY42445,-87.91539490591518,37.10678715589785,100.0
West Kentucky Drug and Alcohol,Intervention Services LLC/Princeton,,102 Highway 62 West,Suite B,,Princeton,KY,42445,(270)247-4212 Intake: (800)273-1282,,SAF/SA/OP/ORT/SF/SP/DU/YAD/ADLT/FEM/MALE/,4666KY42445,-87.88188564475313,37.10944283641808,100.0
Behavioral Resources Inc,,,City Chambers Building,230 North Willow Street,,Providence,KY,42450,(270)824-9355,,SAF/SA/OP/ORT/SF/DU/CHLD/YAD/ADLT/FEM/MALE/,8383KY42450,-87.75595999999996,37.39659500000005,85.0
River Valley Behavioral Healthcare,,,606 1st Street,,,Providence,KY,42450,(270)689-6500 Intake: (270)683-4039,,MHSAF/SA/OP/ODT/OIT/ORT/SF/MD/MC/SI/PI/MI/AH/YAD/ADLT/FEM/MALE/,9233KY42450,-87.75779257889738,37.39072911319822,98.04
AA and Associates Approved Alc/Drug,Programs CRS Inc,,1402 North Dixie Highway,,,Radcliff,KY,40160,(270)352-5220 Intake: (800)357-0767,,SAF/SA/BU/VTRL/OP/OMB/OIT/ORT/CT/SF/DU/CJ/SE/WN/MN/YAD/ADLT/FEM/MALE/,3032KY40160,-85.95144066583323,37.85446726079607,98.87
Communicare Inc,,,1072 South Dixie Boulevard,,,Radcliff,KY,40160,(270)351-8166 Intake: (888)344-8066,,MHF/SA/OP/ORT/CT/SF/AH/CO/AD/CHLD/YAD/ADLT/FEM/MALE/,8151KY40160,-85.92858881034344,37.82826223775201,100.0
Kentucky Driving School,,,543 North Wilson Road,Suite C,,Radcliff,KY,40160,(270)351-5102,,SAF/SA/OP/ORT/SF/SS/PA/CO/DU/GL/VET/ADM/MF/CJ/SE/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,4551KY40160,-85.94380783193925,37.8448063544206,100.0
Lincoln Trail Behavioral Health System,United Healthcare of Hardin Inc,,3909 South Wilson Road,,,Radcliff,KY,40160,(270)351-9444 Intakes: (800)274-7374x433 (270)351- 9444x239,,MHSAF/SA/DT/BU/NXN/OP/ODT/HID/HIT/SF/MD/MC/SI/PI/MI/AH/CO/VET/ADM/MF/AD/WN/MN/CHLD/ADLT/FEM/MALE/,9237KY40160,-85.91285396642692,37.78902005301249,100.0
Bluegrass Alcohol Counseling,,,236 East Main Street,,,Richmond,KY,40475,(859)353-2528,,SAF/SA/OP/ORT/SF/DU/YAD/ADLT/FEM/MALE/,0701KY40475,-84.29200092530438,37.74637393548449,100.0
Liberty Place Recovery Ctr for Women,,,218 Lake Street,,,Richmond,KY,40475,(859)625-0104,,SAF/SA/RES/RL/NP/PA/CJ/WN/YAD/ADLT/FEM/,0216KY40475,-84.27664293175414,37.74249877209893,100.0
Renewed Living DUI and Substance Abuse Services,,,72 High Street,,,Russell Springs,KY,42642,(270)866-3535 Intake: (270)403-9735,,SAF/SA/OP/ORT/SF/AH/DU/SE/WN/MN/YAD/ADLT/FEM/MALE/,5892KY42642,-85.08882362332982,37.05753345506412,100.0
Advanced Behavioral Consultants,,,156 South Summer Street,2nd Floor,,Russellville,KY,42276,(270)726-2211,,MHSAF/SA/OP/ORT/SF/MD/MC/SI/PI/MI/IHS/DU/CJ/WN/MN/ADLT/FEM/MALE/,3241KY42276,-86.88565111108394,36.845268340243614,100.0
LifeSkills Inc,,,237 East 6th Street,P.O. Box 323,,Russellville,KY,42276,(270)726-3629,,MHF/SA/NXN/VTRL/OP/ORT/SF/PI/MI/IHS/SS/AH/DU/CHLD/YAD/ADLT/FEM/MALE/,1452KY42276,-86.88492649555437,36.84399697316999,100.0
ADOSA Counseling,HC 60 Box 10,,,,,Salyersville,KY,41465,(606)349-7793,,SAF/SA/OP/OIT/ORT/SF/PI/MI/DU/AD/PW/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,6549KY41465,-83.07203999999996,37.747960000000035,100.0
Mountain Comprehensive Care Center,Magoffin County Courthouse,,100 East Maple,,,Salyersville,KY,41465,(606)349-3115,,SAF/SA/OP/ORT/CT/SF/MD/MC/SI/MI/SS/AH/DU/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,5999KY41465,-83.05073305810662,37.758569070603,98.84
Mountain Comprehensive Care Center,Magoffin County Clinic,,145 Allen Drive,Highway 114,,Salyersville,KY,41465,(606)349-3115,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/AH/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,5688KY41465,-83.05866103565772,37.74645082410262,100.0
Pathways Inc,Elliott County Outpatient,,374 North KY State Route 7,,,Sandy Hook,KY,41171,(606)738-6163 Intake: (800)562-8909,,MHSAF/SA/NXN/VTRL/OP/ORT/SF/MD/MC/SI/PI/MI/SS/AH/DU/CJ/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,3972KY41171,-83.11812494095327,38.10140004758789,93.68
Hilltop Counseling Services,Outpatient Services,,1421 Old Gallatin Road,Suite E,,Scottsville,KY,42164,(270)239-3722,,MHSAF/SA/OP/ORT/SF/MD/MC/SI/PI/MI/SS/CO/DU/CJ/AD/MN/CHLD/YAD/ADLT/FEM/MALE/,7153KY42164,-86.20981700076254,36.7408569421344,100.0
LifeSkills Inc,Scottsville Counseling Center,,512 Bowling Green Road,,,Scottsville,KY,42164,(270)237-4481,,MHSAF/SA/OP/ORT/SF/MD/MC/PI/MI/AH/DU/CJ/CHLD/YAD/ADLT/FEM/MALE/,0082KY42164,-86.20041518201981,36.75422368728685,100.0
Time Out Community Counseling and Correctional Services LLC,,,201 West Main Street Old City,Suite 201,,Scottsville,KY,42164,(270)237-3463,,SAF/SA/OP/ORT/SF/DU/CHLD/YAD/ADLT/FEM/MALE/,3685KY42164,-86.19165022546211,36.75350048947568,98.33
Seven Counties Services,Shelby County,,250 Alpine Drive,,,Shelbyville,KY,40065,(502)633-5683 Intakes: (502)589-1100 (800)264-8799,,MHF/SA/OP/ORT/SF/MD/PI/SS/AH/CO/DU/WN/MN/YAD/ADLT/FEM/MALE/,8981KY40065,-85.20205600429401,38.220243532313134,100.0
180 Counseling Services Inc,,,1729 Highway 44,,,Shepherdsville,KY,40165,(502)543-4766 Intake: (502)724-6738,,SAF/SA/OP/OIT/ORT/SF/PI/SS/DU/YAD/ADLT/FEM/MALE/,4400KY40165,-85.69101793025197,38.00065418146574,100.0
Miller Counseling Inc,,,4815 North Preston Highway,,,Shepherdsville,KY,40165,(502)593-3621 Intakes: (502)955-1009 (502)593-3631,,MHF/SA/OP/ORT/SF/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,9214KY40165,-85.67806367359927,38.05045322101853,100.0
Seven Counties Services,Bullitt,,130 South Joe B Hall Avenue,,,Shepherdsville,KY,40165,(502)543-7033 Intakes: (502)955-6447 (800)264-8799,,MHF/SA/OP/ORT/SF/MD/PI/SS/AH/CO/DU/WN/MN/YAD/ADLT/FEM/MALE/,1583KY40165,-85.71200868054979,37.98723718110529,100.0
Adanta Group,Somerset Clinic Hardin Lane,,259 Parkers Mill Road,,,Somerset,KY,42503,(606)679-7348,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/AH/DU/CJ/YAD/ADLT/FEM/MALE/,8862KY42503,-84.62176393932742,37.039722878038674,99.51
Catalyst Inc,,,321 Ringgold Road,,,Somerset,KY,42503,(606)451-1936,,MHSAF/SA/OP/ORT/SF/PI/MI/DU/YAD/ADLT/FEM/MALE/,5273KY42503,-84.63213017426072,37.094477702441786,100.0
Oasis Care Center,Eagle Heights Church,,200 Jessie Lane,,,Somerset,KY,42501,(606)416-1307 Intake: (606)802-2927x60680,,SAF/SA/HH/OP/RES/RL/OIT/ORT/CT/SF/SS/CO/DU/CJ/AD/WN/MN/DV/CHLD/YAD/ADLT/FEM/MALE/,5225KY42501,-84.56911754075871,37.09421916263804,100.0
Pulaski Child and Adolescent Services,,,113 Hardin Lane,,,Somerset,KY,42503,(606)679-6251,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/AH/AD/CHLD/FEM/MALE/,5870KY42503,-84.620603920314,37.0877800748101,100.0
Windows of Discovery Inc,,,650 North Main Street,Suite 224,,Somerset,KY,42501,(606)678-9183,,MHSAF/SA/OP/OIT/ORT/SF/AH/DU/CJ/CHLD/YAD/ADLT/FEM/MALE/,8094KY42501,-84.6086203607771,37.100877830339996,100.0
Clinic,,,160 Hospital Drive,,,South Williamson,KY,41503,(606)237-4800,,GHF/SA/BU/OTPA/OP/OMB/OIT/ORT/SF/CO/GL/VET/ADM/MF/SE/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,3855KY41503,-82.29677382587619,37.67637961090809,100.0
Communicare Inc,,,24 East Main Street,,,Springfield,KY,40069,(859)336-9171 Intake: (888)344-8066,,MHF/SA/OP/ORT/SF/MD/MC/SI/PI/MI/SS/AH/AD/PW/CHLD/YAD/ADLT/FEM/MALE/,1773KY40069,-85.22193018821093,37.685129783920175,98.9
Alternative Counseling,,,310 West Main Street,,,Stanford,KY,40484,(859)881-1908,,SAF/SA/OP/ORT/SF/DU/CHLD/YAD/ADLT/FEM/MALE/,0010KY40484,-84.66425323144732,37.52901739791466,100.0
Fort Logan Comprehensive Care Center,,,322 Frontier Boulevard,,,Stanford,KY,40484,(606)365-2197 Intake: (800)928-8000,,MHF/SA/OP/ORT/SF/MD/MC/SI/PI/MI/SS/AH/CO/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,3101KY40484,-84.67699774758762,37.5471764977776,100.0
Seven Counties Services,Spencer County,,80 East Main Street,Suite 4,,Taylorsville,KY,40071,(502)477-2577,,MHF/SA/OP/ORT/SF/MD/SS/AH/CO/DU/WN/MN/YAD/ADLT/FEM/MALE/,5500KY40071,-85.34340447995037,38.031392883523964,100.0
LifeSkills Inc,Monroe County Service Center,,800 North Main Street,,,Tompkinsville,KY,42167,(270)487-5655,,MHSAF/SA/OP/ORT/SF/MD/PI/SS/AH/DU/CJ/AD/PW/CHLD/YAD/ADLT/FEM/MALE/,1317KY42167,-85.68828315053442,36.70731675440504,100.0
Comprehend Inc,Lewis County CMHC,,505 2nd Street,,,Vanceburg,KY,41179,(606)796-3021 Intakes: (606)564-4016 (877)852-1523,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/AH/DU/CJ/CHLD/YAD/ADLT/FEM/MALE/,1704KY41179,-83.31399872264853,38.59887506459234,100.0
Evergreen Counseling LLC,,,303 West High Street,,,Warsaw,KY,41095,(859)567-5507,,MHSAF/SA/OP/ORT/SF/PI/DU/CHLD/YAD/ADLT/FEM/MALE/,9484KY41095,-84.90591687474586,38.78243752330297,100.0
NorthKey Community Care,Gallatin County Substance Abuse Servs,,203 West Main Street,,,Warsaw,KY,41095,(859)567-4430 Intake: (859)331-3292,,MHSAF/SA/OP/ORT/SF/MD/MC/PI/SS/AH/CHLD/YAD/ADLT/FEM/MALE/,5441KY41095,-84.90318416303458,38.78294585862465,100.0
Pathways Inc,Morgan County Outpatient,,767 North Main Steet,,,West Liberty,KY,41472,(606)743-3139 Intake: (800)562-8909,,MHSAF/SA/NXN/VTRL/OP/ORT/SF/MD/MC/SI/PI/MI/SS/AH/DU/CHLD/YAD/ADLT/FEM/MALE/,3375KY41472,-83.25894753600424,37.9243268947697,92.12
Adanta Group,Whitley City Clinic,South Fork Plaza,90 Medical Lane,,,Whitley City,KY,42653,(606)376-2466,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/AH/DU/CJ/AD/CHLD/YAD/ADLT/FEM/MALE/,9591KY42653,-84.47151849501145,36.73510362316238,98.04
McCreary County DUI Services,First Financial Plaza,,Suite E,,,Whitley City,KY,42653,(606)376-9930,,SAF/SA/OP/ORT/SF/AH/DU/CHLD/YAD/ADLT/FEM/MALE/,2667KY42653,-84.46670009999997,36.722989200000036,90.0
Cumberland River Behavioral Health,,,285 Cemetery Road,,,Williamsburg,KY,40769,(606)549-1440,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/SS/PA/AH/DU/CJ/AD/CHLD/YAD/ADLT/FEM/MALE/,7716KY40769,-84.16520442137073,36.74905443594257,100.0
L and N Counseling,,,688 South Highway 25 West,Suite 2,,Williamsburg,KY,40769,(606)521-5009 Intake: (606)261-4286,,SAF/SA/OP/ORT/CT/SF/SS/PA/CO/DU/VET/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,9016KY40769,-84.15396953311743,36.741539884951614,100.0
Awareness and Discovery Group LLC,,,214 South Main Street,Suite C,,Williamstown,KY,41097,(859)525-1487 Intake: (859)431-7747,,SAF/SA/OP/ORT/CT/SF/PI/MI/SS/SP/DU/CHLD/YAD/ADLT/FEM/MALE/,5504KY41097,-84.56198546316561,38.635724917350146,100.0
NorthKey Community Care,Grant County Outpatient Services,,308 Barnes Road,,,Williamstown,KY,41097,(859)824-4442 Intake: (859)331-3292,,MHSAF/SA/OP/ORT/SF/MD/MC/PI/SS/AH/CHLD/YAD/ADLT/FEM/MALE/,4533KY41097,-84.58044165958671,38.64624747477775,100.0
Isaiah House Recovery Center,,,2084 Main Street,,,Willisburg,KY,40078,(859)375-9200 Intakes: (859)375-9201 (859)375-9202,,SAF/SA/DT/OP/RES/RS/RL/RD/ORT/CT/SF/MD/MC/SI/PI/MI/SS/PA/CO/DU/GL/VET/MF/CJ/SE/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,1529KY40078,-85.13088516737588,37.80786760721628,100.0
Bluegrass Counseling Services,,,120 South Main Street,,,Winchester,KY,40391,(859)744-8888 Intake: (859)368-7660,,MHSAF/SA/OP/ODT/OIT/ORT/CT/SF/PI/AH/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,5590KY40391,-84.17829931908219,37.990964910942616,100.0
Bluegrass.org,Clark County Office,,325 Professional Avenue,,,Winchester,KY,40391,(859)737-9108 Intake: (800)928-8000,,MHSAF/SA/OP/ORT/SF/MD/MC/PI/MI/SS/AH/AD/CHLD/YAD/ADLT/FEM/MALE/,0844KY40391,-84.19922877369346,37.99853694677812,100.0
Choices of Louisiana Inc,,,2116 North Bolton Avenue,,,Alexandria,LA,71303,(318)445-1250,,SAF/SA/MM/DM/VTRL/OP/OMB/ORT/CT/SF/PI/CO/PW/YAD/ADLT/FEM/MALE/,9477LA71303,-92.47633174642742,31.32256263462953,100.0
Bastrop Behavioral Health Clinic,,,320 South Franklin Street,,,Bastrop,LA,71220,(318)283-0868 Intake: (318)283-0868x0,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/ATR/SS/PA/AH/AD/CHLD/ADLT/FEM/MALE/,3508LA71220,-91.91332266289436,32.775999732676894,100.0
Baton Rouge Area,Alcohol and Drug Center Inc,,1819 Florida Boulevard,,,Baton Rouge,LA,70802,(225)389-3325,,SAF/SA/DT/OP/RES/RS/RL/RD/OIT/ORT/HID/HIT/SF/MD/PI/MI/ATR/SS/PA/AH/ADM/YAD/ADLT/FEM/MALE/,7780LA70802,-91.16973182097306,30.449941563500857,100.0
Baton Rouge Treatment Center Inc,,,11445 Reiger Road,,,Baton Rouge,LA,70809,(225)932-9867 Intake: (866)762-3766,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/VTRL/OTPA/OP/OD/OMB/ORT/CT/SF/PI/MI/CO/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,9094LA70809,-91.05386684187138,30.375136385619445,100.0
Capital Area Ctr for Adult Behav Hlth,Addiction Recovery Services,,4615 Government Street,Building 2,,Baton Rouge,LA,70806,(225)925-1906,,SAF/SA/NXN/OP/OIT/ORT/SF/MD/MC/PI/SS/AH/DU/WN/YAD/ADLT/FEM/MALE/,9952LA70806,-91.14204491076157,30.444900510108514,100.0
Capital Area Recovery Program,,,2455 Woodale Boulevard,,,Baton Rouge,LA,70805,(225)922-3169 Intake: (225)922-3227,,MHSAF/SA/DT/RES/RS/RD/MD/MC/SI/PI/SS/CO/GL/VET/ADM/MF/CJ/SE/MN/TRMA/XA/DV/YAD/ADLT/MALE/,7783LA70805,-91.11673801723715,30.47167951728761,97.34
Cenikor Foundation,,,2414 Bunker Hill Drive,,,Baton Rouge,LA,70808,(225)218-1960 Intake: (888)236-4567,,SAF/SA/OP/ORT/SF/MD/PI/MI/ATR/PA/CO/GL/VET/CJ/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,7154LA70808,-91.13117576163782,30.42063649297721,100.0
Reality House,,,2056 North Boulevard,,,Baton Rouge,LA,70806,(225)343-3438,,SAF/SA/HH/RES/RL/MD/PA/CO/PW/WN/YAD/ADLT/FEM/,1470LA70806,-91.16711937411087,30.44754839523115,100.0
OBrien House,,,1231 Laurel Street,,,Baton Rouge,LA,70802,(225)344-6345,,SAF/SA/HH/OP/RES/RL/ODT/OIT/ORT/SF/MD/PI/IHS/ATR/SS/PA/CO/DU/VET/WN/MN/YAD/ADLT/FEM/MALE/,5707LA70802,-91.17706877699915,30.450871191197482,100.0
Salvation Army,,,7361 Airline Highway,,,Baton Rouge,LA,70805,(225)355-4483 Intake: (225)355-4483x0,,SAF/SA/HH/RES/RL/ATR/PA/SE/MN/YAD/ADLT/MALE/,2208LA70805,-91.11495626960622,30.480136165047146,100.0
Woodlake Addiction Recovery,,,10473 Old Hammond Highway,,,Baton Rouge,LA,70816,(225)924-1910 Intake: (225)933-9000,,MHSAF/SA/DT/BU/NXN/VTRL/HH/OP/RES/RS/RL/RD/OD/OMB/ODT/OIT/ORT/CT/SF/MD/SI/PI/MI/ATR/PA/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,8416LA70816,-91.06997252465656,30.433620082626373,100.0
Washington Parish,Addictive Disorders Clinic,,619 Willis Avenue,,,Bogalusa,LA,70427,(985)732-6610,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/PA/AH/YAD/ADLT/FEM/MALE/,8574LA70427,-89.87062378689163,30.782410863543664,100.0
CADA Bossier,,,1525 Fullilove Drive,,,Bossier City,LA,71112,(318)747-1211 Intake: (318)222-8511,,SAF/SA/BU/NXN/VTRL/RES/RS/RL/SF/MD/PI/ATR/PA/AH/PW/WN/MN/TRMA/BC/XA/DV/YAD/ADLT/FEM/MALE/,1120LA71112,-93.6883175623083,32.50429740757894,100.0
Opiate Replacement Therapy Ctrs of,America Inc,,2013 Rees Street,,,Breaux Bridge,LA,70517,(337)332-4878 Intake: (337)332-4562,Methadone and Buprenorphine Clients Only,SAF/SA/MM/BU/OTPA/OP/OMB/SF/PW/YAD/ADLT/FEM/MALE/,6253LA70517,-91.91390387070645,30.291912647620286,100.0
Guidance Center Inc,,,2626 Charles Drive,Suite 210,,Chalmette,LA,70044,(504)278-4006,,MHF/SA/OP/ORT/MD/YAD/ADLT/FEM/MALE/,4942LA70044,-89.94743645654405,29.938055290811718,98.44
Chitimacha Tribe of Louisiana,Human Services,,3231 Chitimacha Trail,,,Charenton,LA,70523,(337)923-7000,,MHSAF/SA/OP/OIT/ORT/CT/SF/PI/IHS/PA/CHLD/YAD/ADLT/FEM/MALE/,9271LA70523,-91.52629180035194,29.88851700370161,97.13
Edgefield Recovery Center,,,10627 Highway 71 South,,,Cheneyville,LA,71325,(318)279-2751 Intake: (888)372-2673,,SAF/SA/DT/NXN/VTRL/OP/RES/RS/RL/RD/ODT/HID/HIT/SF/PI/CO/GL/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,3614LA71325,-92.31338746487776,31.021885285629978,100.0
Feliciana Ctr for Addictive Disorders,,,12080 Marston Street,,,Clinton,LA,70722,(225)683-3874,,SAF/SA/OP/ORT/SF/MD/MC/PI/SS/YAD/FEM/MALE/,0401LA70722,-91.02337021303735,30.86361511111641,100.0
Grant Addictive Disorders Clinic,,,211 Main Street,,,Colfax,LA,71417,(318)627-3528,,SAF/SA/OP/ORT/CT/SF/MD/SS/PA/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/DV/CHLD/ADLT/FEM/MALE/,8874LA71417,-92.71162333176365,31.517305237801448,100.0
Youth Service Bureau of,Saint Tammany,,430 North New Hampshire Street,,,Covington,LA,70433,(985)893-2570 Intakes: (985)893-6113x108 (985)893- 6113x111,,SAF/SA/OP/ORT/SF/SS/PA/CO/CJ/AD/CHLD/FEM/MALE/,6412LA70433,-90.09602924347664,30.47725729666524,100.0
Crowley Behavioral Health Clinic,,,1822 West 2nd Street,,,Crowley,LA,70526,(337)788-7511 Intake: (337)788-7515,,MHSAF/SA/NXN/VTRL/OP/ORT/SF/MD/MC/SI/PI/MI/SS/PA/AH/DU/AD/PW/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,2613LA70526,-92.39153755118863,30.20081843876203,100.0
Journey Home Inc,,,10875 Fontenot Road,,,Denham Springs,LA,70726,(225)667-3933,,SAF/SA/HH/RES/RS/RL/SF/PI/CO/WN/TRMA/XA/DV/YAD/ADLT/FEM/,2305LA70726,-90.90690335766735,30.37829660828157,100.0
Narconon Louisiana,New Life Retreat Inc,,35059 Bend Road,,,Denham Springs,LA,70706,(225)243-5047,,SAF/SA/DT/OP/RES/RL/RD/OIT/ORT/SF/PI/YAD/ADLT/FEM/MALE/,1249LA70706,-90.96806355363005,30.575718738767854,100.0
Beauregard Behavioral Health Clinic,,,106 West Port Street,,,Deridder,LA,70634,(337)462-1641,,MHSAF/SA/NXN/OP/ORT/CT/SF/MD/MC/SI/PI/MI/SS/AH/YAD/ADLT/FEM/MALE/,5747LA70634,-93.28654938996141,30.848807492688714,100.0
Parish of Ascension,Ascension Counseling Center,,1112 SE Ascension Complex Avenue,Suite A,,Gonzales,LA,70737,(225)450-1158,,MHF/SA/OP/OIT/ORT/SF/MD/SI/PI/SS/AH/AD/CHLD/YAD/ADLT/FEM/MALE/,3927LA70737,-90.91336488300628,30.22479504357315,90.59
Power House Services Inc,,,715 West Worthey Road,,,Gonzales,LA,70737,(225)647-8277,,SAF/SA/HH/RES/RL/SF/CO/GL/VET/MF/CJ/MN/TRMA/XA/DV/CHLD/ADLT/MALE/,4993LA70737,-90.92629736596923,30.225465357082705,98.06
Family House/Louisiana,,,112 Holmes Boulevard,Apartment B-1,,Gretna,LA,70056,(504)367-7600,,SAF/SA/RES/RL/CT/MD/MC/SS/PA/AH/CO/CJ/PW/WN/TRMA/BC/YAD/ADLT/FEM/,0920LA70056,-90.03169520293909,29.918267461433157,100.0
Responsibility House,,,1799 Stumpf Boulevard,Building 1 Suites 2 and 4,,Gretna,LA,70056,(504)324-6265 Intake: (504)367-4234,,SAF/SA/HH/OP/RES/RL/ODT/OIT/ORT/CT/SF/MD/SI/PI/ATR/PA/CO/CJ/MN/TRMA/XA/YAD/ADLT/FEM/MALE/,4141LA70056,-90.03668964376524,29.91130595557001,100.0
Choices of Louisiana at North Shore,,,615 Pride Drive,,,Hammond,LA,70401,(985)419-1666,Methadone Clients Only,SAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/CT/SF/PI/MI/CO/PW/WN/TRMA/YAD/ADLT/FEM/MALE/,5468LA70401,-90.4236919202022,30.518859992976694,100.0
Hammond Addictive Disorders Clinic,,,835 Pride Drive,Suite B,,Hammond,LA,70401,(985)543-4730,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/PA/AH/YAD/ADLT/FEM/MALE/,4588LA70401,-90.4237118691321,30.522460188028607,100.0
Gateway Recovery Systems,Outpatient Treatment Substance Abuse,,4103 Lac Couture Drive,,,Harvey,LA,70058,(504)368-9935,,SAF/SA/HH/OP/OIT/ORT/SF/MD/SI/PI/ATR/CO/VET/ADM/MN/YAD/ADLT/FEM/MALE/,4497LA70058,-90.04579247443272,29.847271735708823,100.0
Jonesville Addictive Disorders Clinic,,,308 Nasif Street,,,Jonesville,LA,71343,(318)339-6203,,SAF/SA/OP/ORT/CT/SF/SS/PA/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,8794LA71343,-91.8215014736821,31.630083542069148,100.0
Choices of Louisiana Inc,,,128 Woodland Drive,,,La Place,LA,70068,(985)651-3777 Intake: (985)651-3771,Methadone and Buprenorphine Clients Only,SAF/SA/MM/DM/BU/VTRL/OTPA/OP/OMB/ORT/CT/SF/PI/MI/CO/PW/YAD/ADLT/FEM/MALE/,7867LA70068,-90.45007748084605,30.086159412789296,100.0
River Parishes Treatment Center,,,1809 West Airline Highway,,,La Place,LA,70068,(985)652-8444 Intake: (985)651-7064,,MHF/SA/OP/OIT/ORT/SF/MD/SI/PI/DU/CHLD/ADLT/FEM/MALE/,5719LA70068,-90.50070669267522,30.073313598336977,100.0
