Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys
Integrity House LLC,,,25081 Riverdale Street,,,Dearborn,MI,48124,(313)624-6654,,MHSAF/SA/HH/OP/RES/RS/RL/OIT/ORT/CT/SF/MD/MC/PI/MI/SS/CO/SE/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Premier Services of Michigan LLC,,,25639 Ford Road,,,Dearborn Heights,MI,48127,(313)277-3293,Methadone Clients Only,SAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/ORT/SF/PI/PW/WN/MN/YAD/FEM/MALE/
Vista Maria/Girls Care Program,,,20651 West Warren Avenue,,,Dearborn Heights,MI,48127,(313)271-3050,,MHSAF/SA/RES/RS/RL/SF/MD/CO/CJ/AD/PW/TRMA/XA/CHLD/FEM/
A Few Steps Counseling Services,,,14219 Flanders Street,,,Detroit,MI,48205,(313)521-7877,DWI/DUI Clients Only,MHSAF/SA/OP/ODT/OIT/ORT/SF/SS/PA/CO/DU/GL/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Absolutely Private Counseling,,,14341 West McNichols Road,,,Detroit,MI,48235,(313)303-4449 Intake: (313)505-5111,,MHSAF/SA/OP/ORT/CT/SF/SS/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Adult Well Being Services,,,1413 Field Street,,,Detroit,MI,48214,(313)347-2055 Intakes: (313)347-2070 (313)924-7860,,MHSAF/SA/OP/ODT/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/PA/YAD/ADLT/FEM/MALE/
American Indian Health and,Family Services of SE Michigan,,4880 Lawndale Street,,,Detroit,MI,48210,(313)846-3718,,SA/OP/ORT/SF/MD/MC/SI/PI/IHS/ATR/SS/SP/NX/FX/CO/GL/VET/ADM/MF/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/F4/N24/
Catholic Social Services of,Wayne County,,9851 Hamilton Avenue,,,Detroit,MI,48202,(313)883-2337,,SA/OP/ORT/SF/PI/CJ/SE/WN/MN/XA/DV/YAD/ADLT/FEM/MALE/
Detroit East Inc,Community Mental Health Center,,6309 Mack Avenue,,,Detroit,MI,48207,(313)921-4700 Intakes: (313)331-3435 (313)921-4700x251,,SAF/SA/BU/OP/OMB/OIT/ORT/SF/MD/MC/SI/PI/SS/PA/CO/SE/WN/MN/TRMA/YAD/ADLT/FEM/MALE/
Detroit LIGHT House Program,,,2727 2nd Avenue,Suite 133,,Detroit,MI,48201,(313)832-1300 Intake: (800)467-7654,,SAF/SA/OP/ORT/SF/MD/SI/SS/PA/YAD/ADLT/FEM/MALE/
Detroit Rescue Mission Ministries,Christian Guidance Center,,19211 Anglin Street,,,Detroit,MI,48234,(313)263-0077 Intake: (313)263-0077x4013,,SAF/SA/DT/RES/RS/RL/RD/MD/PA/CJ/MN/YAD/ADLT/MALE/
Detroit Rescue Mission Ministries,Genesis House III,,2015 Webb Street,,,Detroit,MI,48206,(313)883-5614x5552 Intake: (313)883-5614x5557,,MHSAF/SA/HH/RES/RS/RL/MD/SI/SS/PA/CO/GL/VET/ADM/MF/CJ/SE/PW/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/
Elmhurst Home Inc,,,12010 Linwood Street,,,Detroit,MI,48206,(313)867-1090 Intake: (313)867-1090x105,,SAF/SA/RES/RS/RL/SF/MD/SS/PA/CO/GL/VET/ADM/MF/CJ/MN/TRMA/XA/DV/YAD/ADLT/MALE/
Emmanuel House Inc,Recovery Program,,18570 Fitzpatrick Court,,,Detroit,MI,48228,(313)270-4099 Intake: (313)868-8606,,SA/HH/RES/RS/RL/SF/CO/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
Get Back Up Inc,,,12305 Dexter Avenue,,,Detroit,MI,48206,(313)397-1306,,SAF/SA/HH/OP/RES/RS/RL/ORT/MD/SI/SS/PA/MN/YAD/ADLT/MALE/
Heartline Inc,Lutheran Social Services of Michigan,,8201 Sylvester Street,,,Detroit,MI,48214,(313)923-4200,,SAF/SA/HH/RES/RL/SF/SS/PA/CJ/WN/YAD/ADLT/FEM/
Jabez Recovery Management Services,,,2755 Collingwood Street,,,Detroit,MI,48206,(313)305-7040 Intake: (313)399-2563,,SAF/SA/OP/RES/RS/RL/OIT/ORT/SF/MD/SI/PI/SS/AH/CO/DU/GL/VET/CJ/SE/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Jefferson House,,,8311 East Jefferson Avenue,,,Detroit,MI,48214,(313)331-8900,,SAF/SA/RES/RL/NP/PA/MN/YAD/ADLT/MALE/
John D Dingel Veteran Affairs Med Ctr,Chemical Dependency Treatment Services,,4646 John R Road,,,Detroit,MI,48201,(313)576-1000x64948 Intakes: (313)576-1000x64947 (313)576- 1000x63395,,MHSAF/SA/DT/MM/DM/BU/NXN/VTRL/OP/OD/OMB/ODT/OIT/ORT/HID/CT/VAMC/SF/MC/PI/MI/CO/TRMA/XA/YAD/ADLT/FEM/MALE/
Kim Logan Communication Clinic Inc,,,3011 West Grand Boulevard,Suite 423,,Detroit,MI,48204,(313)664-4900,,MHSAF/SA/OP/ORT/SF/SI/PI/SS/AH/DU/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Lakeridge Outpatient Treatment,Transitional Housing Program,,15941 Fairfield Street,,,Detroit,MI,48238,(313)345-4310,,MHSAF/SA/NXN/HH/OP/RES/RL/ORT/MD/MC/SI/CO/GL/VET/CJ/SE/WN/MN/BC/YAD/ADLT/FEM/MALE/
Latino Family Services Inc,,,3815 West Fort Street,,,Detroit,MI,48216,(313)279-3232,,MHSAF/SA/OP/ORT/SF/MD/MC/PI/MI/PA/SP/CO/DU/GL/VET/SE/AD/WN/MN/ADLT/FEM/MALE/
Mariners Inn,,,445 Ledyard Street,,,Detroit,MI,48201,(313)962-9446 Intake: (800)467-2452,,SAF/SA/OP/RES/RS/RL/OIT/ORT/SF/MD/MC/SS/PA/AH/CO/DU/MN/TRMA/YAD/ADLT/MALE/
McCain LLC,,,7633 East Jefferson,Suite 110,,Detroit,MI,48214,(313)952-1963,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/SI/PI/MI/IHS/ATR/SS/PA/AH/SP/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/ADLT/FEM/MALE/
Metro East,Substance Abuse Treatment Corporation,,13929 Harper Avenue,,,Detroit,MI,48213,(313)371-0055 Intake: (313)371-0056,Methadone Clients Only,SA/DT/MM/DM/OTPA/OP/OD/OMB/OIT/ORT/SF/MD/MC/PI/SS/SE/WN/MN/YAD/ADLT/FEM/MALE/
Metropolitan Arts Complex Inc,DBA Metro Arts Therapy Servs/Main Off,,11000 West McNichols Road,Suites B-2 B-3 and B-4,,Detroit,MI,48221,(313)863-5554 Intake: (800)467-2452,,MHSAF/SA/OP/ORT/SF/MD/SS/PA/CO/YAD/ADLT/FEM/MALE/
Nardin Park,Recovery Center (NPRC),,9605 West Grand River Avenue,,,Detroit,MI,48204,(313)834-5930 Intakes: (313)834-5930x120 (313)834- 5931x120,Methadone Clients Only,SAF/SA/MM/OTPA/OP/OMB/CT/SF/MD/MC/PI/SS/WN/MN/YAD/ADLT/FEM/MALE/
National Council on Alcoholism and,Drug Depend GDA Vantage Point West,,16647 Wyoming Street,,,Detroit,MI,48221,(313)341-9891 Intake: (313)861-0666,DWI/DUI Clients Only,SAF/SA/OP/OIT/ORT/SF/MD/MC/PI/ATR/SS/PA/DU/CHLD/YAD/ADLT/FEM/MALE/
Phillip Street Friends Outpatient,,,16352 East Warren Street,,,Detroit,MI,48224,(877)312-1458 Intake: (313)854-0082,,MHSAF/SA/HH/OP/OIT/ORT/CT/SF/MD/MC/SI/SS/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Positive Images,,,13340 East Warren Avenue,,,Detroit,MI,48215,(313)822-6940,,MHSAF/SA/NXN/OP/ORT/CT/SF/MD/MC/SI/PI/SS/PA/CO/WN/TRMA/DV/YAD/ADLT/FEM/
Positive Images,Residential,,694 East Grand Boulevard,,,Detroit,MI,48207,(313)822-6940 Intake: (313)822-6940x100,,MHSAF/SA/BU/NXN/RES/RS/RL/SF/MD/MC/PI/SS/AH/CO/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/
Quality Behavioral Health Inc,,,745-751 East Grand Boulevard,,,Detroit,MI,48207,(313)922-2222,,MHSAF/SA/DT/BU/HH/OP/RES/RS/RL/RD/ODT/OIT/ORT/SF/MD/SI/PI/SS/PA/AH/CO/WN/MN/YAD/ADLT/FEM/MALE/
Salvation Army Harbor Light System,Subst Abuse Ctr/Women/Children/Men,,3737 Lawton Street,,,Detroit,MI,48208,(313)361-6136 Intakes: (313)361-6136x274 (313)361- 6136x275,,SAF/SA/DT/HH/OP/RES/RS/RL/RD/ODT/OIT/ORT/SF/MD/PI/ATR/SS/PA/CO/GL/VET/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Self Help Addiction Rehab (SHAR),Main,,1852 West Grand Boulevard,,,Detroit,MI,48208,(313)894-8444 Intakes: (313)894-8444x2226 (313)894-8276,,SA/DT/BU/HH/OP/RES/RS/RL/RD/ODT/OIT/ORT/SF/MD/MC/SI/PI/PA/DU/YAD/ADLT/FEM/MALE/
Sims Counseling PC,,,8200 East Jefferson Avenue,Apartment 904,,Detroit,MI,48214,(313)568-1808,,SAF/SA/OP/ODT/OIT/ORT/CT/SF/MD/MC/PI/MI/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/
Sobriety House Inc,,,2081 West Grand Boulevard,,,Detroit,MI,48208,(313)895-0500,,SAF/SA/HH/OP/RES/RS/RL/OIT/ORT/CT/SF/MD/SI/PI/SS/PA/DU/CJ/MN/YAD/ADLT/MALE/
Star Center Inc,,,13575 Lesure Street,,,Detroit,MI,48227,(313)493-4410,Methadone Clients Only,SAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/ORT/CT/SF/MD/MC/SS/FX/CO/SE/WN/MN/YAD/ADLT/FEM/MALE/F4/
Starr Detroit,,,22400 West 7 Mile Road,,,Detroit,MI,48219,(313)794-4447 Intake: (313)794-4484,,MHSAF/SA/OP/ORT/IHS/ADLT/FEM/MALE/
UPC Tolan Park Research Clinic,,,3901 Chrysler Drive,,,Detroit,MI,48202,(313)993-3964,Methadone and Buprenorphine Clients Only,MHSAF/SA/MM/BU/NXN/VTRL/OTPA/OP/OMB/ORT/CT/SF/MD/MC/SI/PI/MI/CO/PW/TRMA/YAD/ADLT/FEM/MALE/
Pokagon Band of Potawatomi Indians,Behavioral Health,,57392 M-51 South,,,Dowagiac,MI,49047,(269)782-4141 Intake: (269)782-4141x413,,MHSAF/SA/OP/ORT/CT/MD/MC/PI/IHS/ATR/ADLT/FEM/MALE/
Lansing Psychological Associates PC,,,234 Michigan Avenue,,,East Lansing,MI,48823,(517)337-6545,,MHSAF/SA/OP/ORT/SF/MC/SI/PI/MI/CO/ADLT/FEM/MALE/
Meridian,Professional Psychological Consultants,,5031 Park Lake Road,,,East Lansing,MI,48823,(517)332-0811,,MHSAF/SA/BU/OP/OMB/ODT/OIT/ORT/SF/MC/PI/MI/CO/SE/AD/WN/MN/TRMA/CHLD/YAD/ADLT/FEM/MALE/
Catholic Social Services of the UP,The Upper Peninsula,,1100 Ludington Street,Suite 401,,Escanaba,MI,49829,(906)786-7212,,MHSAF/SA/NXN/OP/ORT/SF/MD/MC/SI/PI/SS/CHLD/ADLT/FEM/MALE/
Great Lakes Recovery Centers Inc,Escanaba Outpatient Services,,1401 North 26th Street,Suite 109,,Escanaba,MI,49829,(906)789-3528 Intake: (906)228-6545,,SAF/SA/OP/ORT/SF/MD/SI/PI/MI/ATR/AH/DU/CHLD/ADLT/FEM/MALE/
Michigan Behavioral Health Institute,,,863 North Pine Road,Suite B,,Essexville,MI,48732,(989)893-2121 Intake: (989)893-2121x0,,MHSAF/SA/BU/NXN/OP/OMB/ORT/SF/MC/SI/PI/MI/CO/SE/WN/MN/TRMA/CHLD/ADLT/FEM/MALE/
Action Net Psychological Services PLLC,,,27600 Farmington Road,Suite 103,,Farmington,MI,48334,(248)884-2187 Intake: (248)925-6644,,MHSAF/SA/OP/OIT/ORT/CT/SF/ATR/SS/FX/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/F4/F15/F28/
Community Network Services Inc,,,38855 Hills Tech Drive,,,Farmington,MI,48331,(248)745-4900 Intake: (877)211-8611,,MHF/SA/BU/VTRL/OP/OMB/ORT/SF/MD/MC/SI/PI/PA/YAD/ADLT/FEM/MALE/
Counseling/Assessment Associates LLC,,,32969 Hamilton Court,Suite 100,,Farmington,MI,48334,(248)324-9744,,SAF/SA/OP/ORT/SF/SS/CO/DU/GL/VET/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
McCain LLC,Dr Annette McCain,,32841 Middlebelt Road,Suite 409,,Farmington,MI,48334,(313)952-1963,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/IHS/ATR/SS/PA/AH/SP/FX/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/CHLD/YAD/ADLT/FEM/MALE/F4/
New Oakland,Child Adolescent Family Center,,32961 Middle Belt Road,,,Farmington,MI,48334,(248)855-1540,,MHF/SA/OP/ODT/OIT/ORT/SF/MD/MC/SI/PI/MI/CO/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
Above the Water House,,,4105 Keyes Street,,,Flint,MI,48504,(810)877-2907,,SAF/SA/HH/RES/RL/SF/CO/WN/YAD/ADLT/FEM/
Auburn Counseling Associates,,,3600 South Dort Highway,Suite 44,,Flint,MI,48507,(810)744-3300,,MHSAF/SA/NXN/OP/ORT/SF/MD/MC/PI/MI/CHLD/ADLT/FEM/MALE/
Bio Medical Behavioral Health System,,,1044 Gilbert Street,,,Flint,MI,48532,(810)422-9406,Methadone and Buprenorphine Clients Only,SAF/SA/MM/BU/OTPA/OP/OMB/ORT/SF/MD/MC/SI/PI/AH/SP/FX/CO/YAD/ADLT/FEM/MALE/F28/F66/
Catholic Charities of,Shiawassee and Genesee Counties,,901 Chippewa Street,,,Flint,MI,48503,(810)232-9950,,MHSAF/SA/OP/ORT/SF/MD/MC/SI/PI/MI/SS/PA/AH/CO/DU/CJ/AD/WN/MN/DV/CHLD/YAD/ADLT/FEM/MALE/
Flint Odyssey House Inc,,,1108 Lapeer Road,,,Flint,MI,48503,(810)238-5888 Intakes: (810)232-7919 (810)238-0483x0,,SAF/SA/HH/OP/ODT/OIT/ORT/SF/MD/SI/PI/AH/CO/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Flint Odyssey House Inc,,,1225 Martin Luther King Jr Avenue,,,Flint,MI,48503,(810)238-7435 Intake: (810)238-7226,,MHSAF/SA/HH/OP/ORT/SF/MD/SI/AH/CO/GL/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Flint Odyssey House Inc,Residential/Outpatient Program,,529 Martin Luther King Jr Avenue,,,Flint,MI,48502,(810)238-7226 Intakes: (810)238-5888 (810)238-7226x0,,SAF/SA/HH/OP/RES/RS/RL/ORT/CT/SF/MD/MC/SI/PI/AH/CO/PW/WN/MN/TRMA/BC/XA/DV/YAD/ADLT/FEM/MALE/
Holy Cross Childrens Services,DBA Holy Cross Counseling Services,,504 North Grand Traverse Street,,,Flint,MI,48503,(810)391-2638 Intake: (810)249-9924,,SAF/SA/HH/OP/ORT/SF/MD/SI/PI/AH/AD/YAD/ADLT/MALE/
Holy Cross Childrens Services,DBA Holy Cross Counseling Services,,712 North Grand Traverse,,,Flint,MI,48503,(810)391-2295 Intake: (810)249-9924,,SAF/SA/HH/OP/ORT/SF/MD/SI/PI/AH/YAD/ADLT/MALE/
Holy Cross Childrens Services,DBA Holy Cross Counseling Services,,G 3500 Flushing Road,Suite 250,,Flint,MI,48504,(810)249-9924 Intake: (810)249-9924x0,,SAF/SA/OP/ORT/SF/MD/MC/SI/PI/SS/AH/WN/YAD/ADLT/FEM/MALE/
New Passages,Hope Network,,1110 Eldon Baker Drive,,,Flint,MI,48507,(810)232-2766,,MHF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/SS/AH/SP/DU/AD/YAD/ADLT/FEM/MALE/
New Paths Inc,,,765 East Hamilton Avenue,,,Flint,MI,48505,(810)233-5340x137 Intake: (810)233-5340x132,,SAF/SA/DT/BU/HH/OP/RES/RS/RD/OIT/ORT/SF/MD/SI/SP/CO/DU/GL/VET/CJ/SE/WN/MN/TRMA/XA/YAD/ADLT/FEM/MALE/
Oakland Psychological Clinic (PC),,,2222 South Linden Road,Suite J,,Flint,MI,48532,(810)732-0560,,MHSAF/SA/BU/NXN/OP/OMB/ORT/CT/SF/MC/PI/MI/AH/SP/FX/CHLD/YAD/ADLT/FEM/MALE/F25/F28/
Recovery Unlimited Treatment Center,,,3169 West Pierson Road,Suite G,,Flint,MI,48504,(810)785-4930,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/OTPA/OP/OD/OMB/ORT/CT/SF/MC/PI/CO/GL/VET/MF/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Sacred Heart Rehabilitation Center Inc,,,2091 Professional Drive,Suite 1-1,,Flint,MI,48532,(810)732-1652x100 Intake: (810)732-1652,,MHSAF/SA/MM/DM/BU/VTRL/OP/OMB/ODT/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/AH/CO/DU/CHLD/ADLT/FEM/MALE/
Oakland Psychological Clinic (PC),,,16664 15 Mile Road,,,Fraser,MI,48026,(586)294-3030,,MHSAF/SA/BU/NXN/OP/OMB/ORT/CT/SF/MC/PI/MI/FX/CHLD/YAD/ADLT/FEM/MALE/F4/
Intervention and Rehab Associates Inc,,,4595 North River Road,,,Freeland,MI,48623,(989)781-0505,,MHSAF/SA/DT/OP/OD/ORT/SF/PI/SS/CO/DU/TRMA/XA/CHLD/YAD/ADLT/FEM/MALE/
Catholic Human Services Inc,Alcohol and Drug Services,,829 West Main Street,Suite C-3,,Gaylord,MI,49735,(989)732-6761,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/MI/SS/AH/CHLD/ADLT/FEM/MALE/
Michigan Therapeutic Consultants PC,,,711 South Illinois Avenue,,,Gaylord,MI,49735,(989)732-4357,Methadone Clients Only,SAF/SA/MM/OTPA/OP/OMB/ORT/CT/SF/PI/CO/DU/VET/ADM/MF/CJ/PW/WN/MN/TRMA/XA/YAD/ADLT/FEM/MALE/
NMSAS Recovery Center,,,2136 West M32,,,Gaylord,MI,49735,(989)732-1791,,SAF/SA/BU/NXN/OP/OMB/ORT/CT/SF/MD/SI/PI/AH/WN/MN/TRMA/YAD/ADLT/FEM/MALE/
Ten Sixteen Recovery Network,,,1302 Chatterton Street,Suite 2,,Gladwin,MI,48624,(989)426-8886,,SAF/SA/OP/ORT/SF/MD/SI/PI/SS/CO/AD/WN/YAD/ADLT/FEM/MALE/
Oakland Psychological Clinic (PC),,,10785 South Saginaw Street,Suite A Building E,,Grand Blanc,MI,48439,(810)695-0055,,MHSAF/SA/NXN/OP/ORT/SF/MC/SI/PI/MI/SP/CHLD/YAD/ADLT/FEM/MALE/
Ottagan Addictions Recovery Inc (OAR),,,700 Washington Avenue,Suite 220,,Grand Haven,MI,49417,(616)842-6710,,SAF/SA/OP/OIT/ORT/CT/SF/MD/MC/PI/SS/PA/WN/MN/CHLD/ADLT/FEM/MALE/
Pathways MI (Formerly Child and Family,Services of Western MI),,321 South Beechtree Street,,,Grand Haven,MI,49417,(616)846-5880,,MHSAF/SA/OP/ORT/SF/MD/MC/PI/SS/CHLD/YAD/ADLT/FEM/MALE/
Alcohol and Chemical Abuse Consultants,(ACAC) Inc,,3949 Sparks Drive SE,Suite 103,,Grand Rapids,MI,49546,(616)957-5850,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/MC/SI/PI/MI/CO/DU/GL/VET/CJ/SE/AD/PW/WN/MN/TRMA/DV/CHLD/ADLT/FEM/MALE/
Anderson Substance Abuse Treatment Ctr,,,3501 Lake Eastbrook Boulevard,Suite 120,,Grand Rapids,MI,49546,(616)648-2593 Intake: (616)975-0400,,MHSAF/SA/OP/ORT/CT/SF/PI/MI/SS/CHLD/ADLT/FEM/MALE/
Arbor Circle Corporation,,,1115 Ball Avenue,Building C,,Grand Rapids,MI,49505,(616)459-7215 Intake: (616)459-7215x6116,,MHSAF/SA/OP/OIT/ORT/CT/SF/MD/MC/PI/MI/AH/SP/CO/DU/GL/CHLD/YAD/ADLT/FEM/MALE/
Bethany Christian Services,Substance Abuse Counseling Program,,901 Eastern Avenue NE,,,Grand Rapids,MI,49501,(616)224-7617 Intake: (616)224-7406,,MHSAF/SA/DT/OP/OD/ORT/CT/SF/MD/MC/SI/PI/MI/SS/SP/FX/TRMA/CHLD/ADLT/FEM/MALE/F28/F92/
Catholic Charities West Michigan,Grand Rapids,,40 Jefferson Street SE,,,Grand Rapids,MI,49503,(616)456-1443 Intake: (616)356-6247,,MHSAF/SA/OP/ORT/SF/MD/MC/PI/MI/CO/CJ/AD/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
Cherry Street Health Services,,,100 Cherry Street SE,,,Grand Rapids,MI,49503,(616)965-8200x8220 Intake: (616)965-8200,,GHF/SA/BU/NXN/VTRL/OP/ORT/SF/MD/MC/SI/PI/MI/SS/PA/AH/SP/CO/WN/MN/YAD/ADLT/FEM/MALE/
Cherry Street Health Services,Southside Health Center/MATP,,2303 Kalamazoo Avenue SE,Suite 100,,Grand Rapids,MI,49507,(616)965-8390 Intake: (616)965-8300,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/NXN/VTRL/OTPA/OP/OD/OMB/ODT/ORT/SF/MD/MC/SI/PI/AH/CO/GL/CJ/SE/AD/PW/WN/MN/XA/DV/CHLD/ADLT/FEM/MALE/
Family Outreach Center,OP MH and Substance Use Disorder Prog,,1939 South Division Avenue,,,Grand Rapids,MI,49507,(616)247-3815,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/PI/SS/PA/SP/CO/DU/CJ/MN/CHLD/YAD/ADLT/FEM/MALE/
Freedom House,,,160 68th Street SE,,,Grand Rapids,MI,49548,(616)222-4501 Intake: (616)281-0061x6613,,SAF/SA/RES/RS/RL/SF/MD/SI/PI/SS/PA/CO/CJ/BC/YAD/ADLT/FEM/
Guiding Light Mission,,,255 South Division Street,,,Grand Rapids,MI,49503,(616)451-0236,,SAF/SA/HH/OP/RES/RL/ORT/NP/PA/GL/VET/SE/MN/YAD/ADLT/MALE/
North Kent Guidance Services LLC,,,5250 Northland Drive NE,Suite A,,Grand Rapids,MI,49525,(616)361-5001,,MHSAF/SA/OP/ORT/SF/MC/PI/MI/ADLT/FEM/MALE/
Our Hope Association,,,324 Lyon Street NE,,,Grand Rapids,MI,49503,(616)451-2039,,SAF/SA/HH/OP/RES/RS/RL/OIT/ORT/SF/MD/PI/CO/WN/TRMA/YAD/ADLT/FEM/
Pine Rest,DeMey Clinic,,320 Commerce SW,Suite 220,,Grand Rapids,MI,49503,(616)258-7599,,MHSAF/SA/OP/ORT/SF/MD/MC/SI/PI/MI/AH/CO/DU/CJ/YAD/ADLT/FEM/MALE/
Pine Rest,Jellema House,,523 Lyon Street NE,,,Grand Rapids,MI,49503,(616)222-6861 Intakes: (616)456-0850 (616)456-0833,,SAF/SA/BU/HH/RES/RS/RL/SF/MD/MC/SI/PI/SS/SP/VET/MN/YAD/ADLT/MALE/
Pine Rest Christian Mental Hlth Servs,Campus Clinic,,300 68th Street SE,,,Grand Rapids,MI,49501,(616)258-7429 Intakes: (616)258-7500 (616)281-6302,,MHSAF/SA/DT/BU/NXN/VTRL/OP/OD/ODT/OIT/ORT/SF/MC/PI/MI/CHLD/ADLT/FEM/MALE/
Pine Rest Christian Mental Hlth Servs,Northeast Clinic,,3225 North Evergreen Drive NE,Suite 301,,Grand Rapids,MI,49525,(616)364-1500 Intake: (616)258-7500,,MHF/SA/OP/ORT/SF/MD/MC/PI/MI/ADLT/FEM/MALE/
Pine Rest Christian Mental Hlth Servs,Northwest Clinic,,2118 Three Mile Road NW,,,Grand Rapids,MI,49544,(616)222-3720 Intake: (866)852-4001,,MHF/SA/OP/ORT/SF/MC/PI/MI/AH/CHLD/YAD/ADLT/FEM/MALE/
Reality Counseling Services,,,2610 Buchanan Avenue SW,,,Grand Rapids,MI,49548,(616)475-8660,,SAF/SA/OP/OIT/ORT/SF/DU/CJ/DV/CHLD/ADLT/FEM/MALE/
SOS Counseling Services,Substance Abuse Treatment Services,,942 West Fulton Street,,,Grand Rapids,MI,49504,(616)732-8110,,SAF/SA/OP/ODT/OIT/ORT/CT/SF/DU/GL/VET/ADM/MF/CJ/AD/WN/MN/XA/DV/YAD/ADLT/FEM/MALE/
Salvation Army,Turning Point Programs,,1215 Fulton Street,Suite E,,Grand Rapids,MI,49503,(616)742-0351 Intakes: (616)742-0351x118 (616)742- 0366x106,,MHSAF/SA/BU/NXN/VTRL/OP/RES/RS/RL/OIT/ORT/SF/MD/MC/SI/PI/AH/CO/TRMA/YAD/ADLT/FEM/MALE/
Wedgwood Christian Services,Summit Prog/Residential Intensive OP,,3300 36th Street SE,,,Grand Rapids,MI,49512,(616)942-2110 Intake: (616)281-6449,,SAF/SA/OP/RES/RS/RL/OIT/ORT/SF/MD/SI/PI/MI/AH/AD/BC/CHLD/FEM/MALE/
West Brook Recovery Center LLC,,,3210 Eagle Run Drive NE,Suite 200,,Grand Rapids,MI,49525,(616)957-1200,,SAF/SA/DT/BU/NXN/VTRL/HH/OP/RES/RS/RL/OD/OMB/OIT/ORT/CT/SF/PI/CO/WN/MN/YAD/ADLT/FEM/MALE/
Pine Rest Christian Mental Hlth Servs,Southwest Clinic,,4211 Parkway Place,Suite 100,,Grandville,MI,49418,(616)222-3700 Intake: (866)852-4001,,MHSAF/SA/OP/ORT/CT/SF/MC/PI/ADLT/FEM/MALE/
Grace Center,,,6459 West M-72,,,Grayling,MI,49738,(989)348-2544,,SAF/SA/OP/ORT/SF/MD/MC/SI/PI/SS/AH/DU/CJ/AD/WN/ADLT/FEM/MALE/
North Kent Guidance Services LLC,,,106 South Greenville West Drive,Suite 3,,Greenville,MI,48838,(616)754-2364 Intakes: (616)754-2364x105 (616)361-5001,,MHSAF/SA/OP/ORT/SF/MC/PI/MI/AH/CHLD/YAD/ADLT/FEM/MALE/
Wedgwood Christian Services,,,126 East Cass Street,,,Greenville,MI,48838,(616)255-6334,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/AD/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
Eastwood Clinics,,,22151 Moross Road,PB1 Suite 334,,Grosse Pointe,MI,48236,(313)343-7230,,MHSAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/PA/AH/WN/MN/ADLT/FEM/MALE/
Guidance and Prevention Services,,,2649 Caniff Street,,,Hamtramck,MI,48212,(313)368-9877,,SAF/SA/OP/OIT/ORT/SF/SS/DU/VET/ADM/CJ/SE/WN/MN/CHLD/ADLT/FEM/MALE/
