"","Name","Hospital.Type","Address","Address_2","City","State","Zipcode","County","Latitude","Longitude","Staffed.All.Beds","Staffed.ICU.Beds","Licensed.All.Beds","All.Bed.Occupancy.Rate","ICU.Bed.Occupancy.Rate","Staffed.All.Beds...SOURCE","Staffed.ICU.Beds...SOURCE","Licensed.All.Beds...SOURCE","All.Bed.Occupancy.Rate...SOURCE","ICU.Bed.Occupancy.Rate...SOURCE","CCM_ID","DH.ID","HCRIS.ID","HIFLD.ID"
"3127","JEFFERSON REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","565 COAL VALLEY ROAD, P O BOX 18119","","PITTSBURGH","PA",15236,"ALLEGHENY",40.3174455910001,-79.933649767,289,30,341,0.49,0.54,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",24915236,3199,390265,24915236
"3128","AURORA CHARTER OAK","PSYCHIATRIC","1161 EAST COVINA BOULEVARD","","COVINA","CA",91724,"LOS ANGELES",34.0998053400001,-117.86647858,134,0,134,0.929666734819055,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2491724,4661,54069,2491724
"3129","REHABILITATION HOSPITAL OF THE PACIFIC","REHABILITATION","226 NO KUAKINI ST","","HONOLULU","HI",96817,"HONOLULU",21.32141338,-157.854493574,80,0,82,0.787876712328767,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2496817,4510,123025,2496817
"3130","MERCY MEDICAL CENTER","GENERAL ACUTE CARE","2700 NW STEWART PARKWAY","","ROSEBURG","OR",97471,"DOUGLAS",43.2415621220001,-123.366711098,140,32,174,0.53,0.36,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2497471,3146,380027,2497471
"3131","LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER","GENERAL ACUTE CARE","7601 EAST IMPERIAL HIGHWAY","","DOWNEY","CA",90242,"LOS ANGELES",33.928401502,-118.158878677,101,12,158,0.5793,NA,"DH-NUM_STAFFE","DH-NUM_ICU_BE","DH-NUM_LICENS","DH-BED_UTILIZ","None",24990242,437,NA,24990242
"3132","PROVIDENCE ST. JOSEPH'S HOSPITAL","CRITICAL ACCESS","500 E WEBSTER AVE","","CHEWELAH","WA",99109,"STEVENS",48.2778786270001,-117.710894368,23,NA,65,0.37,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",2499109,4060,501309,2499109
"3133","MAT-SU REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","2500 S. WOODWORTH LOOP","","PALMER","AK",99645,"MATANUSKA-SUSITNA",61.5628935770001,-149.258311157,74,14,125,0.72,0.33,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2499645,117,20006,2499645
"3134","BROOKE ARMY MEDICAL CENTER","MILITARY","3551 ROGER BROOKE DR","","FORT SAM HOUSTON","TX",78234,"BEXAR",29.4600959750001,-98.4155912589999,483,NA,483,NA,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","None","None",25,5802,NA,25
"3135","HOSP PSIQUIATRIA FORENSE DE PONCE","GENERAL ACUTE CARE","PR-14 KM 4.2","","PONCE","PR",731,"PONCE",18.0343936780001,-66.594541522,30,0,NA,0.590502283105023,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2500731,NA,404008,2500731
"3136","VA MEDICAL CENTER - PHILADELPHIA","MILITARY","UNIVERSITY & WOODLAND AVENUES","","PHILADELPHIA","PA",19104,"PHILADELPHIA",39.94788477,-75.2000750889999,NA,NA,280,NA,NA,"None","None","HIFLD-BEDS","None","None",25019104,3316,NA,25019104
"3137","SIGNATURE HEALTHCARE BROCKTON HOSPITAL","GENERAL ACUTE CARE","680 CENTRE STREET","","BROCKTON","MA",2302,"PLYMOUTH",42.0879,-70.9915,175,16,197,0.63,0.45,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2502302,1826,220052,2502302
"3138","MEMORIAL HOSPITAL JACKSONVILLE","GENERAL ACUTE CARE","3625 UNIVERSITY BLVD S","","JACKSONVILLE","FL",32216,"DUVAL",30.288061779,-81.601508032,377,51,454,0.75,0.58,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25032216,729,100179,25032216
"3139","UPPER CONNECTICUT VALLEY HOSPITAL","GENERAL ACUTE CARE","181 CORLISS LANE","","COLEBROOK","NH",3576,"COOS",44.9044471120001,-71.480809426,16,NA,16,0.21,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",2503576,2447,301300,2503576
"3140","GRIFFIN HOSPITAL","GENERAL ACUTE CARE","130 DIVISION ST","","DERBY","CT",6418,"NEW HAVEN",41.3356129970001,-73.089205142,101,14,101,0.7,0.54,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2506418,675,70031,2506418
"3141","MARLTON REHABILITATION HOSPITAL","REHABILITATION","92 BRICK ROAD","","MARLTON","NJ",8053,"BURLINGTON",39.88243807,-74.91813873,61,0,61,0.894093869301594,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2508053,5336,313032,2508053
"3142","LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER","GENERAL ACUTE CARE","375 LAGUNA HONDA BOULEVARD","NaN","SAN FRANCISCO","CA",94116,"SAN FRANCISCO",37.74931,-122.45689,NA,NA,780,NA,NA,"None","None","HIFLD-BEDS","None","None",25094116,NA,NA,25094116
"3143","WILKES-BARRE VETERANS AFFAIRS MEDICAL CENTER","MILITARY","1111 EAST END BOULEVARD","","WILKES-BARRE","PA",18711,"LUZERNE",41.248104282,-75.835969313,58,NA,58,NA,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","None","None",25118711,3285,NA,25118711
"3144","MEMORIAL HOSPITAL MIRAMAR","GENERAL ACUTE CARE","1901 SW  172ND AVE","","MIRAMAR","FL",33029,"BROWARD",25.9908681520001,-80.372751179,178,18,178,0.57,0.46,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25133029,716,100285,25133029
"3145","SISTERS OF CHARITY HOSPITAL","GENERAL ACUTE CARE","2157 MAIN ST","","BUFFALO","NY",14214,"ERIE",42.928436892,-78.8484586449999,386,30,386,0.55,0.37,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2514214,2599,330078,2514214
"3146","GETTYSBURG HOSPITAL","GENERAL ACUTE CARE","147 GETTYS STREET, PO BOX 3786","","GETTYSBURG","PA",17325,"ADAMS",39.824378,-77.234390999,76,8,76,0.61,0.66,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2517325,3190,390065,2517325
"3147","LAKEWOOD REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","3700 EAST SOUTH STREET","","LAKEWOOD","CA",90712,"LOS ANGELES",33.8597066200001,-118.148402965,172,32,172,0.65,0.57,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25190712,384,50581,25190712
"3148","FORT WASHINGTON HOSPITAL","GENERAL ACUTE CARE","11711 LIVINGSTON ROAD","","FORT WASHINGTON","MD",20744,"PRINCE GEORGE'S",38.728563368,-76.9927016889999,29,4,29,0.79,0.79,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2520744,1771,210060,2520744
"3149","COATESVILLE VETERANS AFFAIRS MEDICAL CENTER","MILITARY","1400 BLACK HORSE ROAD","","COATESVILLE","PA",19320,"CHESTER",39.997591017,-75.7975710619999,NA,NA,145,NA,NA,"None","None","HIFLD-BEDS","None","None",25219320,3234,NA,25219320
"3150","INOVA ALEXANDRIA HOSPITAL","GENERAL ACUTE CARE","4320 SEMINARY ROAD","","ALEXANDRIA","VA",22304,"ALEXANDRIA",38.822123643,-77.105534721,334,40,334,0.55,0.65,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2522304,3966,490040,2522304
"3151","MEMORIAL HOSPITAL OF TAMPA","GENERAL ACUTE CARE","2901 SWANN AVE","","TAMPA","FL",33609,"HILLSBOROUGH",27.9379217800001,-82.4899045459999,147,12,183,0.3,0.56,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25233609,750,100206,25233609
"3152","GRAFTON CITY HOSPITAL","CRITICAL ACCESS","1 HOSPITAL PLAZA","","GRAFTON","WV",26354,"TAYLOR",39.343785128,-80.025217348,25,NA,25,0.3,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",2526354,4112,511307,2526354
"3153","MEDINA REGIONAL HOSPITAL","GENERAL ACUTE CARE","3100 AVENUE E","","HOUSTON","TX",78861,"MEDINA",29.3346229570001,-99.134482544,25,NA,25,0.35,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",25278861,3762,451330,25278861
"3154","ALLEGHANY MEMORIAL HOSPITAL","GENERAL ACUTE CARE","233 DOCTORS STREET","","SPARTA","NC",28675,"ALLEGHANY",36.509521051,-81.114611006,25,NA,41,0.14,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",2528675,2742,341320,2528675
"3155","LANGLEY PORTER PSYCHIATRIC INSTITUTE","PSYCHIATRIC","401 PARNASSUS AVENUE","","SAN FRANCISCO","CA",94143,"SAN FRANCISCO",37.763472349,-122.456850621,56,NA,56,0.266634,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","DH-BED_UTILIZ","None",25294143,4485,NA,25294143
"3156","SPRINGS MEMORIAL HOSPITAL","GENERAL ACUTE CARE","800 W MEETING ST","","LANCASTER","SC",29720,"LANCASTER",34.7176870730001,-80.7877213739999,166,20,211,0.3,0.65,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2529720,3392,420036,2529720
"3157","CARL VINSON VA MEDICAL CENTER","MILITARY","1826 VETERANS BLVD","","DUBLIN","GA",31021,"LAURENS",32.5364813680001,-82.943226402,NA,NA,178,NA,NA,"None","None","HIFLD-BEDS","None","None",2531021,945,NA,2531021
"3158","EXCELA HEALTH WESTMORELAND HOSPITAL","GENERAL ACUTE CARE","532 WEST PITTSBURGH STREET","","GREENSBURG","PA",15601,"WESTMORELAND",40.300795195,-79.554513288,246,34,375,0.75,0.57,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25315601,3338,390145,25315601
"3159","TRISTAR SKYLINE MADISON CAMPUS","PSYCHIATRIC","500 HOSPITAL DRIVE","","MADISON","TN",37115,"DAVIDSON",36.254361098,-86.682104623,NA,NA,172,NA,NA,"None","None","HIFLD-BEDS","None","None",2537115,NA,NA,2537115
"3160","ST. JOSEPH MEDICAL CENTER","GENERAL ACUTE CARE","1401 ST  JOSEPH PARKWAY","","HOUSTON","TX",77002,"HARRIS",29.748116127,-95.366148139,248,24,744,0.6,0.71,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25377002,3708,450035,25377002
"3161","COVINGTON COUNTY HOSPITAL","GENERAL ACUTE CARE","701 SOUTH HOLLY STREET","","COLLINS","MS",39428,"COVINGTON",31.6372220480001,-89.554743467,25,NA,35,0.57,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",2539428,2107,251325,2539428
"3162","FRAZIER REHAB INSTITUTE","REHABILITATION","220 ABRAHAM FLEXNER WAY","","LOUISVILLE","KY",40202,"JEFFERSON",38.2489557580001,-85.750218461,NA,NA,135,NA,NA,"None","None","HIFLD-BEDS","None","None",2540202,NA,NA,2540202
"3163","BRUNSWICK HOSPITAL CENTER, INC","PSYCHIATRIC","81 LOUDEN AVENUE","","AMITYVILLE","NY",11701,"SUFFOLK",40.685236608,-73.421145351,124,0,124,0.85468404772426,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25411701,6064,334026,25411701
"3164","WARREN STATE HOSPITAL","PSYCHIATRIC","33 MAIN DRIVE","","NORTH WARREN","PA",16365,"WARREN",41.879474,-79.146869,152,0,152,0.90077505407354,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25416365,4488,394016,25416365
"3165","LICKING MEMORIAL HOSPITAL","GENERAL ACUTE CARE","1320 WEST MAIN STREET","","NEWARK","OH",43055,"LICKING",40.0483019270001,-82.450635227,219,38,227,0.36,0.63,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2543055,2955,360218,2543055
"3166","ST. JOSEPH MEDICAL CENTER IN THE HEIGHTS","GENERAL ACUTE CARE","1917 ASHLAND STREET","4th Floor","HOUSTON","TX",77008,"HARRIS",29.8036716230001,-95.4041461749999,NA,NA,35,NA,NA,"None","None","DH-NUM_LICENS","None","None",25477008,6577,NA,25477008
"3167","MAYO CLINIC HEALTH SYSTEM - NORTHLAND IN BARRON","GENERAL ACUTE CARE","1222 E WOODLAND AVE","","BARRON","WI",54812,"BARRON",45.3974096150001,-91.839526093,25,NA,25,0.51,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",254812,4121,521315,254812
"3168","SPARROW HEALTH SYSTEM-ST LAWRENCE CAMPUS","GENERAL ACUTE CARE","1210 W SAGINAW","","LANSING","MI",48915,"INGHAM",42.741519649,-84.569991795,36,0,50,0.646575342465753,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HIFLD-BEDS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2548915,NA,232037,2548915
"3169","LODI MEMORIAL HOSPITAL","GENERAL ACUTE CARE","975 SOUTH FAIRMONT AVENUE","","LODI","CA",95240,"SAN JOAQUIN",38.121323342,-121.286818425,182,10,194,0.51,0.53,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25495240,510,50336,25495240
"3170","BRYLIN HOSPITAL","PSYCHIATRIC","1263 DELAWARE AVE","","BUFFALO","NY",14209,"ERIE",42.9184178300001,-78.868002387,88,0,88,0.434184308841843,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25514209,5416,334022,25514209
"3171","ALLEGHENY VALLEY HOSPITAL","GENERAL ACUTE CARE","1301 CARLISLE STREET","","NATRONA HEIGHTS","PA",15065,"ALLEGHENY",40.6182848180001,-79.736751349,143,16,190,0.26,0.38,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25515065,3203,390032,25515065
"3172","PALMER LUTHERAN HEALTH CENTER","CRITICAL ACCESS","112 JEFFERSON","","WEST UNION","IA",52175,"FAYETTE",42.9682880450001,-91.810114875,25,NA,25,0.15,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",2552175,1347,161316,2552175
"3173","SACRED HEART HSPTL","GENERAL ACUTE CARE","900 W CLAIREMONT AVE","","EAU CLAIRE","WI",54701,"EAU CLAIRE",44.794465774,-91.510666756,168,22,344,0.53,0.34,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2554701,4150,520013,2554701
"3174","RICE MEMORIAL HOSPITAL","GENERAL ACUTE CARE","301 BECKER AVENUE SOUTHWEST","","WILLMAR","MN",56201,"KANDIYOHI",45.1201381930001,-95.0460918149999,81,8,136,0.46,0.1,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2556201,2017,240088,2556201
"3175","AVERA DE SMET MEMORIAL HOSPITAL","CRITICAL ACCESS","306 PRAIRIE AVENUE SOUTHWEST","","DE SMET","SD",57231,"KINGSBURY",44.385945802,-97.561297152,6,NA,6,0.1,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",2557231,3431,431332,2557231
"3176","MEMORIAL HERMANN HOSPITAL","GENERAL ACUTE CARE","6411 FANNIN STREET","","HOUSTON","TX",77030,"HARRIS",29.7145511730001,-95.396282026,994,56,1182,0.73,0.56,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25577030,3707,450068,25577030
"3177","OAKES COMMUNITY HOSPITAL","CRITICAL ACCESS","1200 N 7TH ST","","OAKES","ND",58474,"DICKEY",46.1503806630001,-98.088894282,20,NA,20,0.22,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",2558474,5111,351315,2558474
"3178","MAYO CLINIC HOSPITAL ROCHESTER ST MARY'S CAMPUS","GENERAL ACUTE CARE","1216 SECOND STREET SOUTHWEST","","ROCHESTER","MN",55902,"OLMSTED",44.020559152,-92.4827202879999,1115,212,2059,0.74,0.67,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",255902,2043,240010,255902
"3179","GARFIELD COUNTY HEALTH CENTER","CRITICAL ACCESS","332 LEAVITT AVENUE","","JORDAN","MT",59337,"GARFIELD",47.318873012,-106.911255282,4,NA,25,0,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",2559337,2293,271310,2559337
"3180","NORTHSHORE UNIVERSITY HEALTH SYSTEM SKOKIE HOSPITAL","GENERAL ACUTE CARE","9600 GROSS POINT ROAD","","SKOKIE","IL",60076,"COOK",42.056416062,-87.7407096109999,NA,NA,234,NA,NA,"None","None","HIFLD-BEDS","None","None",2560076,NA,NA,2560076
"3181","THE LONG ISLAND HOME","PSYCHIATRIC","400 SUNRISE HIGHWAY VALENTINE HALL","","AMITYVILLE","NY",11701,"SUFFOLK",40.6857660380001,-73.422632514,202,0,202,0.825344162995595,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25611701,4396,334027,25611701
"3182","MEMORIAL HOSPITAL PEMBROKE","GENERAL ACUTE CARE","7800 SHERIDAN ST","","PEMBROKE PINES","FL",33024,"BROWARD",26.029793102,-80.245584816,301,24,301,0.28,0.36,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25633024,707,100230,25633024
"3183","WOMEN'S AND CHILDREN'S HOSPITAL","GENERAL ACUTE CARE","404 N  KEENE STREET COLUMBIA","","COLUMBIA","MO",65201,"BOONE",38.95747363,-92.28821141,NA,NA,NA,NA,NA,"None","None","","None","None",2565201,NA,NA,2565201
"3184","HUTCHINSON REGIONAL MEDICAL CENTER INC","GENERAL ACUTE CARE","1701 E 23RD AVENUE","","HUTCHINSON","KS",67502,"RENO",38.079918148,-97.891615542,127,18,190,0.35,0.35,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2567502,1498,170020,2567502
"3185","VALLEY COUNTY HEALTH SYSTEM","CRITICAL ACCESS","2707 L STREET","","ORD","NE",68862,"VALLEY",41.6021114770001,-98.942805277,16,NA,16,0.32,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",2568862,2407,281353,2568862
"3186","LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL","GENERAL ACUTE CARE","25333 BARTON ROAD","","LOMA LINDA","CA",92354,"SAN BERNARDINO",34.047305635,-117.251636776,NA,NA,134,NA,NA,"None","None","HIFLD-BEDS","None","None",25692354,NA,NA,25692354
"3187","FREEMAN REGIONAL HEALTH SERVICES","CRITICAL ACCESS","510 EAST 8TH STREET","","FREEMAN","SD",57029,"HUTCHINSON",43.3451631570001,-97.4301842849999,25,NA,25,0.09,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",257029,5378,431313,257029
"3188","FOUR WINDS HOSPITAL WESTCHESTER","PSYCHIATRIC","800 CROSS RIVER ROAD","","KATONAH","NY",10536,"WESTCHESTER",41.266391317,-73.620717514,88,0,175,0.99134495641345,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25710536,4712,334049,25710536
"3189","DALLAS COUNTY MEDICAL CENTER","CRITICAL ACCESS","201 NORTH CLIFTON STREET","","FORDYCE","AR",71742,"DALLAS",33.81085539,-92.425587644,22,NA,25,0.08,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",2571742,213,41317,2571742
"3190","GOOD SHEPHERD REHABILITATION HOSPITAL","REHABILITATION","850 SOUTH 5TH STREET","","ALLENTOWN","PA",18103,"LEHIGH",40.592608482,-75.463855354,106,0,106,0.660920134401654,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25718103,4881,393035,25718103
"3191","MEMORIAL HOSPITAL WEST","GENERAL ACUTE CARE","703 N FLAMINGO RD","","PEMBROKE PINES","FL",33028,"BROWARD",26.0130154080001,-80.310800362,486,32,486,0.61,0.79,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25733028,718,100281,25733028
"3192","MUSCOGEE (CREEK) NATION LONG TERM ACUTE CARE HOSPITAL","LONG TERM CARE","900 EAST AIRPORT ROAD","","OKMULGEE","OK",74447,"OKMULGEE",35.667282511,-95.96034371,4,0,4,0.788356164383562,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2574447,6056,372023,2574447
"3193","CHICKASAW NATION MEDICAL CENTER","CRITICAL ACCESS","1921 STONECIPHER BLVD.","","ADA","OK",74820,"PONTOTOC",34.731167683,-96.645419767,72,NA,72,0.33,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",2574820,3110,370180,2574820
"3194","HOUSTON NORTHWEST MEDICAL CENTER","GENERAL ACUTE CARE","710 FM 1960 WEST","","HOUSTON","TX",77090,"HARRIS",30.020440498,-95.44271418,288,38,417,0.65,0.76,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25777090,3694,450638,25777090
"3195","ST. DAVID'S SOUTH AUSTIN MEDICAL CENTER","GENERAL ACUTE CARE","901 WEST BEN WHITE BOULEVARD","","AUSTIN","TX",78704,"TRAVIS",30.2259300590001,-97.77459614,299,38,334,0.9,0.79,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2578704,3832,450713,2578704
"3196","LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER","PSYCHIATRIC","1710 BARTON ROAD","","REDLANDS","CA",92373,"SAN BERNARDINO",34.0494388270001,-117.214083143,89,0,99,0.806833923349238,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",25792373,5271,54093,25792373
"3197","FOUR WINDS HOSPITAL SARATOGA","PSYCHIATRIC","30 CRESCENT AVENUE","","SARATOGA SPRINGS","NY",12866,"SARATOGA",43.058130469,-73.78539606,88,NA,88,0.9913449,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","DH-BED_UTILIZ","None",25812866,4898,NA,25812866
"3198","DELTA COUNTY MEMORIAL HOSPITAL","GENERAL ACUTE CARE","1501 E 3RD STREET","","DELTA","CO",81416,"DELTA",38.744964623,-108.047018608,49,6,49,0.28,0.4,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",2581416,600,60071,2581416
"3199","WASHINGTON HEALTH GREENE","GENERAL ACUTE CARE","350 BONAR AVENUE","","WAYNESBURG","PA",15370,"GREENE",39.900621002,-80.173196001,23,NA,23,0.35,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",25815370,3263,390150,25815370
