Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID
LAKE CUMBERLAND CLINICAL SERVICES,SOMERSET CLINIC/HARDIN LANE,,101 HARDIN LANE,,,SOMERSET,KY,42501,(606)679-7348,AD/AM/W/Y/HV/PI/EA/DW/TX/CI/PV/,0103KY42501
BLUEGRASS SOUTH COMPREHENSIVE CARE,STANFORD COMPREHENSIVE CARE CENTER,,111 B HEST MAIN STREET,,,STANFORD,KY,40484,(606)365-2197,AD/AM/IV/EA/TX/CI/PV/,2219KY40484
BLUEGRASS EAST COMPREHENSIVE CARE CTR,STANTON UNIT,,354 HEST COLLEGE AVENUE,,,STANTON,KY,40380,(606)663-2274,AD/AM/IV/EA/TX/CI/PV/,0072KY40380
SEVEN COUNTIES SERVICES,SPENCER COUNTY SERVICE CENTER,,REASOR AVENUE,,,TAYLORSVILLE,KY,40071,(502)477-2577,AD/AM/IV/EA/DW/TX/PV/,3732KY40071
LIFESKILLS INC,MONROE COUNTY OFFICE,,200 EAST 4TH STREET,,,TOMPKINSVILLE,KY,42167,(502)487-5655,AD/AM/W/A/HV/PI/IV/EA/DW/TX/CI/PV/,8738KY42167
COMPREHEND INC LEHIS COUNTY CMHC,OUTPATIENT ALCOHOL AND DRUG OFFICE,,ROUTE 10,ESHAM BUILDING OFFICE 2,,VANCEBURG,KY,41179,(606)796-3022,AD/AM/EA/DW/TX/CI/PV/,3833KY41179
BLUEGRASS HEST COMP CARE HOODFORD,COUNTY COMP CARE CTR ALC ABUSE TRT PGM,,1958 FRANKFORT STREET,MEDICAL TERRACE,,VERSAILLES,KY,40383,(606)873-7316,AD/AM/IV/EA/TX/CI/PV/,3009KY40383
PATHHAYS INC,MORGAN COUNTY OUTPATIENT UNIT,,PRESTONSBURG STREET,MORGAN COUNTY OFFICE BUILDING,,HEST LIBERTY,KY,41472,(606)743-3139,AD/AM/IV/DW/TX/CI/PV/,5515KY41472
KENTUCKY RIVER COMMUNITY CARE INC,,,117 HAYES STREET,KRAFT BUILDING,,HHITESBURG,KY,41858,(606)633-4439,AD/AM/IV/DW/TX/PV/,9350KY41858
LAKE CUMBERLAND CLINICAL SERVICES,HHITLEY CITY CLINIC,HHITLEY CITY PLAZA,,,,HHITLEY CITY,KY,42653,(606)376-2466,AD/AM/W/Y/PI/EA/DW/TX/CI/PV/,0136KY42653
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,,CEHETARY ROAD,,,HILLIAMSBURG,KY,40769,(606)549-1440,AD/AM/W/Y/IV/DW/TX/CI/,2651KY40769
BLUEGRASS EAST COMPREHENSIVE CARE CTR,HINCHESTER UNIT,,26 MORTH HIGHLAND STREET,,,HINCHESTER,KY,40391,(606)74+-2562,AD/AM/IV/EA/TX/CI/PV/,0513KY40391
RAPIDES CHEMICAL DEPENDENCY SERVICES,,,104 NORTH 3RD STEET,,,ALEX ANDRIA,LA,71301,(318)473-3900,AD/OT/RR/AM/W/Y/A/B/H/HV/CU/IV/EA/TX/CI/PV/,1983LA71301
ALCOHOL AND DRUG ABUSE,COUNCIL OF GREATER BATON ROUGE,,1801 FLORIDA BOULEVAPD,,,BATON ROUGE,LA,70802,(504)343-8330,AD/CI/PV/,8253LA70802
ALCOHOL AND DRUG ABUSE PREVENTION PROG,I CARE PROGRAM,,4510 BAHELL STREET,,,BATON ROUGE,LA,70808,(504)928-4729,AD/PV/,8272LA70808
BATON ROUGE ALCOHOL AND DRUG ABUSE CLINIC,,,134 NORTH 19TH STREET,,,BATON ROUGE,LA,70806,(504)342-6685,AD/AM/W/Y/A/B/H/AI/HV/PI/CU/IV/PG/EA/DW/TX/PV/,1087LA70806
BATON ROUGE AREA,ALCOHOL AND DRUG CENTER INC,,181? FLORIDA BOULEVARD,,,BATON ROUGE,LA,70802,(504)389-3325,AD/OT/IV/TX/,9158LA70802
CHEMICAL DEPENDENCY UNIT OF,BATON ROUGE GENERAL MEDICAL CENTER,,3601 NORlH BOULEVARD,,,BATON ROUGE,LA,70806,(504)387-7900,AD/OT/AM/W/Y/B/CU/IV/EA/TX/,9675LA70806
DRUG FREE SCHOOLS AND COMMUNITIES,STUDENT SERVICES,,626 NORTH 4TH STREET,,,BATON ROUGE,LA,70804,(504)342-3473,AD/PV/,1984LA70804
FOUNDATION HOUSE FOR BOYS,,,12026 COURSEY BOULEVARD,,,BATON ROUGE,LA,70816,(504)296-5066,AD/RR/TX/PV/,7013LA70816
FOUNDATION HOUSE FOR GIRLS,,,455 LOVERS LANE,,,BATON ROUGE,LA,70802,(504)336-1128,AD/RR/Y/TX/PV/,8142LA70802
OBRIEN HOUSE,,,1231 LAUREL STREET,,,BATON ROUGE,LA,70802,(504)344-6345,AD/RR/TX/,3240LA70802
PARKLAND HOSPITAL,SILKHORTH CENTER,,2414 BUNKER HILL DRIVE,,,BATON ROUGE,LA,70808,(504)928-6633,AD/OT/RR/AM/Y/B/HV/CU/IV/EA/DW/TX/CI/PV/,9534LA70808
SAINT CHRISTOPHERS,HALFHAY HOUSE,,2340 GOVERNMENT STREET,,,BATON ROUGE,LA,70806,(504)387-0526,AD/RR/AM/Y/CU/IV/EA/DW/TX/CI/PV/,2043LA70806
SERENITY HOUSE INC,,,3370 VICTORIA DRIVE,,,BATON ROUGE,LA,70805,(504)356-2818,AL/PV/,4428LA70805
TALBOT OUTPATIENT CENTER INC,OUTPATIENT CHEMICAL DEPENDENCY SERVS,,5414 BRITTANY DRIVE,SUITE C,,BATON ROUGE,LA,70808,(504)767-2977,AD/AM/W/Y/IV/EA/TX/PV/,6901LA70808
FAIRVIEH TREATMENT CENTER,,,915 SOUTHEA3T BOULEVARD,2ND FLOOR,,BAYOU VISTA,LA,70380,(504)395-6750,AD/RR/W/B/H/AI/CU/IV/PG/TX/,3208LA70380
SAINT MARY ALC AND DRUG ABUSE CLINIC,,,915 SOUTHEAST BOULEVARD,SUITE B,,BAYOU VISTA,LA,70380,(504)395-4525,AD/AM/IV/DW/TX/CI/PV/,2310LA70380
BOGALUSA ALCOHOL AND DRUG ABUSE CLINIC,,,619 HILLIS AVENUE,,,BOGALUSA,LA,70427,(504)732-6610,AD/AM/W/Y/PI/CU/IV/DW/TX/PV/,6351LA70427
SAINT BERNARD,ALCOHOL AND DRUG ABUSE CLINIC,,2712 PALMISANO BOULEVARD,BUILDING A,,CHALMETTE,LA,70043,(504)278-7435,AD/AM/W/Y/A/B/H/HV/CU/IV/PG/EA/DW/TX/CI/PV/,4621LA70043
CROHLEY AND VILLE PLATTE,ALCOHOL AND DRUG ABUSE CLINIC,HEST HIGHHAY 90,,,,CROHLEY,LA,70526,(318)788-7515,AD/AM/H/HV/IV/DW/TX/CI/PV/,9954LA70526
COUSHATTA TRIBE,SUBSTANCE ABUSE PREVENTION PROGRAM,,,,,ELTON,LA,70523,(318)584-2209,AD/PV/,6046LA70523
FORT POLK ALCOHOL AND DRUG ABUSE,PREVEtlTION AND CONTROL PROGRAM,SERVICE COMMAND CIRCLE,BUILDING 4736,,,FORT POLK,LA,71459,(318)535-4209,AD/DT/RR/AM/W/B/H/EA/DW/TX/CI/PV/,7472LA71459
POWERHOUSE SERVICES INC,,,715 HORTHEY ROAD,,,GONZALES,LA,70737,(504)6<+7-8277,AD/RR/TX/,0630LA70737
REALITY COUNSELING AND RECOVERY CTR,DBA MAGNOLIA RECOVERY CENTER,,206 NORTH IRMA AVENUE,,,GONZALES,LA,70737,(504)647-1777,AD/RR/W/Y/A/B/CU/PG/TX/PV/,8434LA70737
GREENWELL SPRINGS HOSPITAL,ADOLESCENT SUBSTANCE ABUSE TRT UNIT,,GREENWELL SPRINGS ROAD,,,GREEMIELL SPRINGS,LA,70739,(504)261-2730 EXT280,AD/RR/Y/IV/TX/,8521LA70739
HAMMOND ALCOHOL AND DRUG ABUSE CLINIC,,,100 MEDICAL ARTS PLAZ A,,,HAMMOND,LA,70403,(504)549-3975,AD/AM/CU/IV/DW/TX/PV/,7094LA70403
BAYOU OAKS HOSPITAL,LIFE CENTER,,934 EAST MAIN STREET,,,HOUMA,LA,70360,(504)876-2020,AD/DT/RR/AM/IV/EA/DW/TX/PV/,9674LA70360
TERREBONNE ALCOHOL AND DRUG ABUSE CLINIC,,,521 LEGION AVENUE,,,HOUMA,LA,70364,(504)857-3612,AD/AM/W/Y/B/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/,8556LA70364
HJ BLUE HALTERS PRE RELEASE TRT CTR,HIGHHAY 10,,,,,JACKSON,LA,70748,(504)634-2651 EXT534,AD/RR/TX/,7980LA70748
CHEMICAL DEPENDENCY UNIT OF AC ADIAN A,,,2520 NORTH UNIVERSITY AVENUE,,,LAFAYETTE,LA,70507,(318)234-5614,AD/DT/RR/AM/Y/B/CU/IV/TX/CI/PV/,8575LA70507
CYPRESS HOSPITAL,ALCOHOL AND DRUG PROGRAM,,302 DULLES DRIVE,,,LAFAYETTE,LA,70506,(318)233-9024,AD/RR/W/Y/A/B/H/AI/HV/CU/IV/EA/TX/CI/PV/,0437LA70506
GATE HOUSE FOUNDATION,,,206 SOUTH MAGNOLIA STREET,,,LAFAYETTE,IA,70501,(318)233-8031,AD/RR/W/Y/B/H/AI/HV/PI/CU/IV/PG/TX/CI/PV/,4413IA70501
LAFAYETTE ALC AND DRUG ABUSE CLINIC,,,400 SAINT JULIEN STREET,SUITE l,,LAFAYETTE,LA,70506,(318)265-5870,AD/AM/Y/A/IV/EA/TX/CI/PV/,2617LA70506
SAINT FRANCIS FOUNDATION,,,1610 HEST UNIVERSITY STREET,,,LAFAYETTE,LA,70501,(318)233-8114,AD/RR/W/A/B/AI/HV/CU/IV/PG/TX/PV/,1525LA70501
CALCASIEU DRUG FREE SCHOOLS P) JET,,,1724 KIRKMAN STREET,,,LAKE CHARLES,LA,70601,(318)491-1700 EXT245,AD/PV/,3386LA70601
CHARTER HOSPITAL OF LAKE CHARLES,ADDICTIVE DISEASE UNITS,,4250 5TH AVENUE SOUTH,,,LAKE CHARLES,LA,70605,(318)474-6133,AD/DT/RR/AM/H/CU/IV/EA/TX/CI/PV/,1387LA70605
ETC COUNSELING CENTER,,,1146 HODGES STREET,,,LAKE CHARLES,LA,70601,(318)433-1062,AD/AM/TX/PV/,5676LA70601
FAMILY AND YOUTH COUNSELING AGENCY,,,127 SOUTH RYAN STREET,,,LAKE CHARLES,LA,70601,(318)436-9533,AD/AM/Y/TX/CI/,8450LA70601
JOSEPH R BRISCOE,ALCOHOL AND DRUG ABUSE CENTER,,4012 AVENUE H,,,LAKE CHARLES,LA,70601,(318)491-2355,AD/DT/RR/AM/A/HV/CU/IV/DW/TX/CI/PV/,0160LA70601
MCNEESE STATE UNIV COUNSELING CENTER,BACCHUS,,RYAN STREET,STUDENT LIFE OFFICE,,LAKE CHARLES,LA,70609,(318)475-5602,AD/EA/PV/,8446LA70609
SAINT PATRICK HOSPITAL,CHEMICAL DEPENDENCY TREATMENT CENTER,,524 SOUTH RYAN STREET,,,LAKE CHARLES,LA,70601,(318)433-7872,AD/DT/RR/AM/W/A/B/AI/HV/CU/IV/PG/EA/DW/TX/PV/,3862LA70601
RIVER PARISHES,ALCOHOL AND DRUG ABUSE CLINIC,,2430 LOUISIANA AVENUE,,,LUTCHER,LA,70071,(504)869-5723,AD/AM/W/Y/H/CU/IV/EA/DW/TX/CI/PV/,1315LA70071
SOUTHEAST LOUISIANA STATE HOSPITAL,ALCOHOL/DRUG TREATMENT UNIT,HirHHAY 190,,,,MANDEVILLE,LA,70448,(504)626-8161 EXT351,AD/RR/IV/TX/,3058LA70448
WASHINGTON STREET HOPE CENTER,,,106 SOUTH WASHINGTON STREET,,,MARKSVILLE,LA,71351,(318)253-9658,AD/RR/IV/TX/PV/,8210LA71351
HEST BANK ALC AND DRUG ABUSE CLINIC,,,1425 CROSS STREET,,,MARRERO,LA,70072,(504)341-0825,AD/AM/IV/EA/TX/,1637LA70072
COMMITTEE ON ALCOHOLISM AND DRUG ABUSE,FOR GREATER NEH ORLEANS ICADAJ,,476 METAIRIE ROAD,,,METAIRIE,LA,70005,(504)524-4357,AD/PV/,7151LA70005
DRUG EDUCATION ASSOCIATES INC,,,739 UTICA STREET,SUITE 101,,ETAIRIE,LA,70006,(504)454-0412,H/AD/EA/PV/,1356LA70006
EAST JEFFERSON GENERAL HOSPITAL,CHEMICAL DEPENDENCY PROGRAM,,200 HOUMA BOULEVARD,,,ETAIRIE,LA,70011,(504)454-4598,AD/DT/RR/AM/W/B/CU/IV/EA/TX/PV/H/OT/,3746LA70011
JEFFERSON ALC AND DRUG ABUSE CLINIC,,,01 VETERANS BOULEVARD,SUITE 200,,ETAIRIE,LA,70005,(504)838-5263,W/AD/AM/H/Y/A/HV/IV/EA/DW/TX/PV/,4055LA70005
"""EH FREEDOM INC",,,400 DIVISION STREET,,,ETAIRIE,LA,10002,(504)455-9700,W/AD/AM/H/Y/EA/TX/PV/,5873LA10002
ONROE ALCOHOL AND DRUG ABUSE CLINIC,,,2807 EVANGELINE STREET,,,ONROE,LA,71201,(318)362-3270,H/AD/AM/IV/EA/DW/TX/CI/PV/AD/EA/PV/,4919LA71201
"""ATCHITOCHES",lLCOHOL AND DRUG ABUSE CLINIC,,116 HIGHHAY l SOUTH,,,ATCHITOCHES,LA,71457,(318)357-3122,W/AD/AM/Y/EA/DW/TX/PV/,8412LA71457
[BERIA GENERAL HOSPITAL,EH BEGINNINGS,,Z315 EAST MAIN STREET,,,EH IBERIA,LA,70560,(318)364-1234,H/AD/DT/RR/CU/IV/TX/PV/,0456LA70560
EH IBERIA ALCOHOL AND )RUG ABUSE CLINIC,,,&11 HEST ADMIRAL DOYLE DRIVE,,,"""EH IBERIA",LA,70560,(318)373-0002,W/AD/AM/H/Y/B/HV/PI/CU/IV/PG/DW/H/TX/CI/PV/,2362LA70560
CENTRAL CITY MULTI MEDIA CENTER,,,2020 JACKSON AVENUE,,,NEH ORLEANS,LA,70113,(504)523-2783,AD/PV/,2959LA70113
DESIRE NARCOTIC REHAB CENTER INC,CHEMOTHERAPY,,3307 DESIRE PARKHAY,,,NEH ORLEANS,LA,70126,(504)945-8885,DA/AM/W/B/HV/CU/IV/MM/,2661LA70126
DESIRE NARCOTIC REH AB CENTER INC,OUTPATIENT CENTER,,3307 DESIRE PARKHAY,,,NEH ORLEANS,LA,70126,(504)945-8885,AD/AM/A/B/HV/CU/TX/,2414LA70126
ORD NEH ORLEANS MEDICAL CLINIC,,,530 SOUTH GALVEZ STREET,,,NEH ORLEANS,LA,70119,(504)524-4701,AD/AM/W/A/B/H/AI/HV/PI/CU/IV/PG/EA/TX/MM/,1868LA70119
EMPLOYEE ASSISTANCE PROGRAM OF,LOUISIANA INC,l SEINE COURT,SUITE 307,,,NEH ORLEANS,LA,70114,(504)361-9097,AD/EA/CI/PV/OT/AD/RR/W/B/H/CU/IV/TX/PV/,9255LA70114
METROPOLITAN TREATMENT CENTER INC,,,3604 TULANE AVENUE,,,NEH ORLEANS,LA,70119,(504)486-6277,DA/AM/A/HV/IV/MM/,0234LA70119
NEH OREANS PUBLIC SCHOOLS,DRUG FREE SCHOOLS COMMUNITY ACT PROG,,1815 SAINT CLAUDE AVENUE,MCDONOGH 16 ROOM 6,,NEH ORLEANS,LA,70116,(504)942-1730,AD/PV/,4912LA70116
NEH ORLEANS EDUCATION INTERVENTION CTR,,,4725 FRERET STREET,,,NEH ORLEANS,LA,70115,(504)897-9602,AD/PV/,1786LA70115
NEH ORLEANS PUBLIC SCHOOLS,ADEPT DRUG/ALC COMMUNITY PREV PROJECT,,4100 TOURO STREET,,,NEH ORLEANS,LA,70122,(504)286-2983,AD/PV/,4943LA70122
NEH ORLEANS SUBSTANCE ABUSE CLINIC,,,3934 CANAL STREET,,,NEH ORLEANS,LA,70119,(504)483-4883,AD/AM/W/Y/CU/IV/DW/TX/CI/PV/,4554LA70119
ODYSSEY HOUSE/LOUISIANA,,,1125 NORTH TONTI STREET,,,NEH ORLEANS,LA,70119,(504)821-9211,AD/RR/W/Y/B/HV/IV/TX/CI/,6525LA70119
RECOVERY HORKS INC,,,5939 HEST END BOULEVARD,,,NEH ORLEANS,LA,70124,(504)482-6221,AD/AM/B/IV/TX/PV/OT/,3192LA70124
RIVER OAKS CENTER,CHEMICAL DEPENDENCY UNIT,,1525 RIVER OAKS ROAD HEST,,,NEH ORLEANS,LA,70123,(504)733-3229,AD/DT/RR/AM/W/Y/IV/TX/CI/PV/,0243LA70123
SALVATION ARMY HARBOR LIGHT,,,2917 MAGAZINE STREET,,,NEH ORLEANS,LA,70115,(504)899-2332,AD/RR/TX/PV/,3025LA70115
TRAFFIC COURT PROBATION OFFICE,,,727 SOUTH BROAD STREET,ROOM 210,,NEH ORLEANS,LA,70119,(504)827-5017,AL/DW/CI/,0031LA70119
US POSTAL SERVICE,EMPLOYEE ASSISTANCE PROGRAM,,701 LOYOLA AVENUE,,,NEH ORLEANS,LA,70113,(504)589-1160,AD/EA/PV/,4029LA70113
VETERANS AFFAIRS MEDICAL CENTER,ALCOHOL DEPENDENCE TREATMENT PROGRAM,,1601 PERDIDO STREET,UNIT 116A,,NEH ORLEANS,LA,70146,(504)568-0811 EXT5800,AL/DT/RR/AM/W/A/B/HV/PI/CU/EA/DW/TX/CI/,5804LA70146
VOLUNTEERS OF AMERICA,COMMUNITY RESIDENTIAL CENTER,,1002 NAPOLEON AVENUE,,,NEH ORLEANS,LA,70115,(504)891-5831,AD/EA/PV/,8973LA70115
BONNE SANTE,CHEMICAL HEALTH AND HELLNESS CENTER,,HOSPITAL ROAD,,,NEH ROADS,LA,70760,(504)638-7663,AD/AM/IV/EA/DW/TX/CI/PV/,0388LA70760
FEDERAL PRISON CAMP,SUBSTANCE ABUSE SERVICES,,209 EAST 5TH AVENUE,,,OAKDALE,LA,71463,(318)335-4070,AD/AM/TX/PV/,9601LA71463
NEH BEGINNINGS HALFHAY HOUSE,,,1692 LINNOOD LOOP,,,OPELOUSAS,LA,70570,(318)9+2-1171,AD/RR/W/Y/B/H/AI/PI/CU/IV/PG/TX/CI/PV/,2527LA70570
OPELOUSAS ALCOHOL/DRUG ABUSE CLINIC,,,CORNER OF GROLEE AND MAIN STREETS,,,OPELOUSAS,LA,70570,(318)948-0228,AD/AM/W/Y/A/B/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/,1843LA70570
ALEX ANDRIA/PINEVILLE,ALCOHOL AND DRUG ABUSE CLINIC,,MONROE HJGHHAY AND RAINBOH DRIVE,,,PINEVILLE,LA,71361,(318)487-5191,AD/AM/W/Y/A/B/HV/PI/IV/EA/DW/TX/CI/PV/,7934LA71361
CENLA CHEMICAL DEPENDENCY COUNCIL,CENLA BRIDGE HOUSE,,401 RAINBOH DRIVE,,,PINEVILLE,LA,71360,(318)442-0946,AD/RR/AM/W/B/TX/,0185LA71360
CENLA CHEMICAL DEPENDENCY COUNCIL,GATEHAY ADOLESCENT UNIT,,,,,PINEVILLE,LA,71360,(318)484-6411,AD/RR/Y/B/IV/TX/,8281LA71360
RAINBOH HOUSE DETOX,,,RAINBOH DRIVE,,,PINEVILLE,LA,71360,(318)484-6442,AD/DT/TX/,8582LA71360
RED RIVER TREATMENT CENTER,CENTRAL LOUISIANA STATE HOSPITAL,UNIT 6-D,,,,PINEVILLE,LA,71360,(318)484-6888,AD/RR/W/A/HV/PI/IV/EA/TX/CI/PV/,6286LA71360
RUSTON,ALCOHOL AND DRUG ABUSE CLINIC,,210 MILLS AVENUE,,,RUSTON,LA,71270,(318)251-4125,AD/AM/IV/EA/DW/TX/CI/PV/,0872LA71270
OPPORTUNITIES INC,,,808 PITT ROAD,,,SCOTT,LA,70583,(318)896-3451,AD/RR/W/Y/B/CU/IV/TX/PV/,4346LA70583
ADOLESCENT CENTER,,,448 JORDAN STREET,,,SHREVEPORT,LA,71101,(318)226-9371,AD/RR/IV/TX/,3827LA71101
CADDO/BOSSIER CENTER,SERENTIY HOUSE/THE COTTAGE,,6220 GREENHOOD ROAD,,,SHREVEPORT,LA,71119,(318)635-6951,AD/RR/W/A/B/HV/CU/IV/EA/DW/TX/,1429LA71119
CHEMICAL DEPENDENCY SERVICES INC,,,2124 FAIRFIELD AVENUE,,,SHREVEPORT,LA,71104,(318)227-2124,AD/AM/W/Y/CU/EA/DW/TX/CI/PV/,5133LA71104
FAMILY COUNSELING AND CHILDRENS SERVICES,,,864 OLIVE STREET,,,SHREVEPORT,LA,71104,(318)222-0759,AD/AM/W/Y/B/H/AI/HV/CU/PG/EA/DW/TX/PV/,1678LA71104
FIRST STEP SERVICES INC,,,2000 CRESHELL STREET,,,SHREVEPORT,LA,71104,(318)222-4222,AD/AM/Y/CU/IV/EA/DW/TX/,7117LA71104
NORTHHEST REGIONAL,ALCOHOL AND DRUG ABUSE CLINIC,,6244 GREENHOOD ROAD,,,SHREVEPORT,LA,71119,(318)632-2040,AD/AM/W/Y/CU/IV/PG/EA/DW/TX/CI/PV/,3254LA71119
PINES TREATMENT CENTER,,,6240 GREENHOOD ROAD,,,SHREVEPORT,LA,71119,(318)632-2010,AD/RR/W/A/B/HV/PI/CU/IV/PG/TX/PV/,9122LA71119
TEEN CHALLENGE OF,NORTH LOUISIANA INC,,2801 SOUTHERN AVENUE,,,SHREVEPORT,LA,71101,(318)425-8336,AD/PV/,1627LA71101
ASSISI BRIDGE HOUSE,,,600 BULL RUN ROAD,,,SHRIEVER,LA,70365,(504)872-5529,AD/RR/TX/,1495LA70365
SLIDELL ALCOHOL AND DRUG ABUSE CLINIC,,,2335 CAREY STREET,,,SLIDELL,LA,70458,(504)646-6401,AD/AM/W/Y/PI/CU/IV/DW/TX/PV/,2721LA70458
DELTA COMMUNITY ACTION ASSOCIATION,DELTA RECOVERY CENTER,,404 EAST CRAIG STREET,,,TALLULAH,LA,71282,(318)574-4164,AD/AM/IV/DW/TX/CI/PV/,7481LA71282
BAYOU COUNCIL ON ALCOHOLISM,,,402 SAINT PHILIP STREET,SUITE B,,THIBODAU,LA,70301,(504)446-0643,AD/PV/,7057LA70301
THIBODAUX ALCOHOL AND DRUG ABUSE CLINIC,,,303 HICKORY STREET,,,THIBODAU,LA,70301,(504)447-5951,AD/AM/Y/IV/DW/TX/PV/,1486LA70301
GLENWOOD CHEMICAL DEPENDENCY UNIT,,,,,,HEST MONROE,LA,71291,(318)329-4673,AD/DT/RR/IV/TX/PV/,1432LA71291
NORTHEAST LOUISIANA,SUBSTANCE ABUSE INC,,210 MAIN STREET,,,HINNSBORO,LA,71295,(318)435-7558,AD/AM/IV/DW/TX/CI/PV/,6484LA71295
NEH DIRECTIONS/ALBION,,,SCHOOL STREET,,,ALBION,ME,4910,(207)873-1127,AD/AM/W/Y/DW/TX/PV/,8062ME04910
AROOSTOOK MENTAL HEALTH CENTER,AROOSTOOK VALLEY HEALTH CENTER,,HALKER STREET,,,ASHLAND,ME,4732,(207)435-6341,AD/AM/DW/TX/,5381ME04732
DIOCESAN HUMAN RfLATIONS SlRVICES INC,SAINT FRANCIS HOUSE,,88 3RD STREET,,,AUBURN,ME,4210,(207)784-2011,AD/RR/A/HV/CU/TX/CI/PV/OT/,2439ME04210
TRI COUNTY MENTAL HEALTH SERVICES,SUBST ABUSE COUNSELING SERV/LEGAL DIV,,2 TURNER STREET,,,AUBURN,ME,4210,(207)783-4676,AD/AM/EA/DW/TX/,2935ME04210
HANCOCK PLANTATION,,,99 WESTERN AVENUE,,,AUGUSTA,ME,4330,(207)622-4708,AD/AM/H/DW/TX/CI/PV/,4370ME04330
KVRHA/HEARTHSIDE,RFD 4,,,,,AUGUSTA,ME,4330,(207)547-3065,AD/RR/TX,6221ME04330
TAMARACK CONSULTING,,,128 STATE STREET,,,AUGUSTA,ME,4330,(207)622-5646,AD/AM/Y/A/HV/CU/IV/EA/DW/TX/PV/,0598ME04330
VETERANS AFFAIRS MEDICAL CENTER,CHEMICAL DEPENDENCE RECOVERY PROGRAM,116A2,,,,AUGUSTA,HE,4330,(207)623-8411TEX5354,AD/DT/RR/A/B/HV/CU/TX/,5821HE04330
AFFILIATED CHEMICAL DEPENDENCY SERVS,,,268 STILLWATER AVENUE,,,BANGOR,ME,4401,(207)942-1718,AD/AM/W/Y/AI/HV/CU/PG/DW/TX/PV/,4818ME04401
COMMUNITY HEALTH AND COUNSELING SERVS,SUBSTANCE ABUSE SERVICES/BANGOR,,13 ILLINOIS AVENUE,,,BANGOR,ME,4401,(207)947-0366,AD/AM/EA/DW/TX/PV/,9576ME04401
EASTERN MAINE MEDICAL CENTER,CHEMICAL DEPENDENCY INSTITUTE,,489 STATE STREET,,,BANGOR,ME,4401,(207)945-7272,AD/DT/RR/IV/DW/TX/CI/PV/,7426ME04401
HOPE HOUSE INC,ALCOHOL TREATMENT CENTER,,179 INDIANA AVENUE,,,BANGOR,ME,4401,(207)941-2879,AD/DT/RR/W/Y/B/H/PI/CU/IV/PG/TX/PV/OT/,7638ME04401
HELLSPRING INC,MENS PROGRAM,,98 CUMBERLAND STREET,,,BANGOR,ME,4401,(207)941-1600,AD/RR/TX/,8114ME04401
HELLSPRING INC,OUTPATIENT SERVICES,,439 FRENCH STREET,PROFESSIONAL OFFICE BUILDING,,BANGOR,ME,4401,(207)941-1600,AD/AM/H/EA/DW/TX/,8650ME04401
HELLSPRING INC,PROJECT REBOUND,,377 MAIN AVENUE,,,BANGOR,ME,4401,(207)941-1600,AD/RR/Y/TX/,5293ME04401
HELLSPRING INC,HOMENS PROGRAM,,319 STATE STREET,,,BANGOR,ME,4401,(207)941-1600,AD/RR/H/TX/,8705ME04401
ADDICTION RESOURCE CENTER,,,10 OAK GROVE AVENUE,,,BATH,ME,4530,(207)443-1260,AD/DT/RR/AM/W/Y/EA/DW/TX/CI/PV/,5791ME04530
SHORELINE CARE SYSTEMS,,,900 HIGH STREET,,,BATH,ME,4530,(207)443-3303,AL/AM/W/Y/B/AI/CU/TX/CI/,8915ME04530
CHOICE SKYHARD/BELFAST,,,50 COURT STREET,,,BELFAST,ME,4915,(207)338-1629,AD/AM/IV/EA/DW/TX/CI/PV/,8224ME04915
HALDO COUNTY GENERAL HOSPITAL,DRUG AND ALCOHOL SERVICES,,NORTHPORT AVENUE,,,BELFAST,ME,4915,(207)338-2500TEX155,AD/DT/AM/IV/DW/TX/PV/,6677ME04915
TRI COUNTY MENTAL HEALTH SERVICES,SUBST ABUSE COUNSELING SERVICE/RURAL,,RAILROAD STREET,BETHEL AREA HEALTH CENTER,,BETHEL,ME,4217,(207)824-2193,AD/AM/Y/IV/EA/DW/TX/,1593ME04217
NEH DIRECTIONS/BINGHAM,,,UPPER MAIN STREET,,,BINGHAM,ME,4920,(207)873-1127,AD/AM/W/Y/DW/TX/PV/,7142ME04920
BLUE HILL MEMORI\L HOSPITAi,ALCOHOL/SUBSTANC ABUSE SEVICES,,HATER STREET,,,BLUE HILL,ME,4614,(207)374-2836,AD/DT/AM/IV/EA/DW/TX/CI/PV/,1207ME04614
JNF COUNSELING ASSOCIATION,,,21 NORTH HAIN STREET,,,BREHER,ME,4412,(207)989-4836,AD/AM/IV/EA/TX/CI/PV/,1912ME04412
BELLVILLE COUNSELING ASSOCIATION,,,8 STANWOOD STREET,,,BRUNSWICK,ME,4011,(207)729-8727,AD/AM/W/Y/A/H/HV/PI/CU/PG/DW/TX/CI/PV/,6949ME04011
US NAVY DRUG ABUSE PROGRAM,ALCOHOL ABUSE PREV AND CONTROL PROG,COUNSELING AND ASSISTANCE CENTER,,NAVAL AIR STATION,,BRUNSWICK,ME,4011,(207)921-2184,AD/PV/,3543ME04011
THE COMMUNITY SCHOOL,SUBSTANCE ABUSE PROGRAM,,79 HASHINGTON STREET,,,CAMDEN,HE,4843,(207)236-3000,AD/PV/,4582HE04843
