GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GKT001,GKT002,GKT003,GKT004,GKT005,GKT006,GKT007,GKT008,GKT009,GKT010,GKT011,GKT012,GKT013,GKT014,GKT015,GKT016,GKT017,GKT018,GKT019,GKT020,GKT021,GKT022,GKT023,GKT024,GKT025,GKT026,GKT027,GKT028,GKT029,GKT030,GKT031,GKT032,GLD001
"G2700050","2000","US","2","4","Minnesota","27","Becker","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3393969725","348838046","Becker County","A","+46893153","-095742689","06",,,49,2,64,668,250,280,227,272,3441,610,1563,630,1148,319,146,39,60,6,32,613,189,234,245,195,3433,841,1788,826,1344,228,76,16,8463
"G2700070","2000","US","2","4","Minnesota","27","Beltrami","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6488621963","1425316120","Beltrami County","A","+47720834","-094837122","06",,,90,17,74,647,245,372,265,317,3099,687,1681,755,1660,642,214,198,41,18,31,457,249,374,266,302,3413,936,2132,934,1970,510,94,58,11682
"G2700090","2000","US","2","4","Minnesota","27","Benton","009",,,,,"0",,,,,,,,,,,,,"6980","99","N","9999","9999","9",,,,,,,,,"1057430800","12232786","Benton County","A","+45650815","-094070904","06",,,62,25,71,583,191,195,195,255,3687,738,1714,730,1262,337,102,76,95,31,47,663,171,138,189,226,3544,991,1820,855,1367,332,56,41,8608
"G2700110","2000","US","2","4","Minnesota","27","Big Stone","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1287086601","80120966","Big Stone County","A","+45410116","-096409613","06",,,18,0,11,202,43,59,42,32,768,141,243,109,163,45,27,4,10,0,10,216,58,69,50,29,859,135,316,170,181,18,20,2,1927
"G2700130","2000","US","2","4","Minnesota","27","Blue Earth","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1948598037","35067479","Blue Earth County","A","+44088378","-094037045","06",,,164,54,78,621,232,308,211,337,4524,1038,2710,1220,2586,737,299,340,119,54,60,551,250,307,239,317,4385,1390,2828,1246,3167,925,173,214,12654
"G2700150","2000","US","2","4","Minnesota","27","Brown","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1582130022","20048081","Brown County","A","+44255312","-094696210","06",,,12,0,51,815,249,168,149,135,3190,521,1101,526,951,334,180,46,19,16,43,914,136,187,103,210,3534,681,1264,570,1103,196,79,2,6749
"G2700170","2000","US","2","4","Minnesota","27","Carlton","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2228243943","38601965","Carlton County","A","+46627815","-092602262","06",,,81,26,77,484,263,272,299,340,3839,822,1771,657,1096,435,132,4,94,29,55,369,191,260,189,309,4095,1146,1557,849,1134,297,43,23,8865
"G2700190","2000","US","2","4","Minnesota","27","Carver","019",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"924734562","49493783","Carver County","A","+44835379","-093749632","06",,,80,22,86,611,280,269,202,328,5479,1317,3181,1656,5742,1259,558,148,29,54,121,638,263,142,279,328,6033,1753,3515,1732,5543,1158,335,77,11409
"G2700210","2000","US","2","4","Minnesota","27","Cass","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5225549622","1027224890","Cass County","A","+46897206","-094373472","06",,,49,24,61,439,202,325,272,292,3337,696,1529,495,1069,343,173,62,26,8,28,310,171,251,301,252,3488,900,1552,611,1063,269,102,21,9351
"G2700230","2000","US","2","4","Minnesota","27","Chippewa","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1509450344","13013182","Chippewa County","A","+44999546","-095604516","06",,,10,4,46,397,82,99,91,81,1563,290,691,223,412,130,30,9,20,2,2,415,66,152,96,61,1754,350,766,354,480,117,26,0,3505
"G2700250","2000","US","2","4","Minnesota","27","Chisago","025",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1081660196","64380708","Chisago County","A","+45475985","-092911913","06",,,98,8,36,437,159,238,292,353,4816,1146,2259,1143,1440,333,161,43,56,19,15,301,139,309,206,254,4787,1412,2270,1156,1482,330,134,27,9380
"G2700270","2000","US","2","4","Minnesota","27","Clay","027",,,,,"0",,,,,,,,,,,,,"2520","99","N","9999","9999","9",,,,,,,,,"2707168209","19409751","Clay County","A","+46869254","-096568459","06",,,69,28,65,862,242,381,216,233,4093,837,2562,1131,2232,565,249,335,66,60,95,764,128,291,180,252,4248,1459,2647,1358,2904,721,176,131,12323
"G2700290","2000","US","2","4","Minnesota","27","Clearwater","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2576286716","90848475","Clearwater County","A","+47534853","-095381619","06",,,16,6,19,379,64,90,87,56,1003,204,316,119,281,73,46,12,22,11,13,231,84,92,74,73,968,231,400,198,312,51,43,2,2597
"G2700310","2000","US","2","4","Minnesota","27","Cook","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3757048990","4892778762","Cook County","A","+47856408","-090497890","06",,,0,2,4,75,21,39,42,68,548,161,281,90,343,143,64,27,9,0,2,35,23,47,36,35,555,155,339,183,415,100,20,2,1074
"G2700330","2000","US","2","4","Minnesota","27","Cottonwood","033",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1657575598","23089123","Cottonwood County","A","+43990742","-095170319","06",,,19,3,44,384,102,100,78,96,1412,265,573,227,382,121,73,8,12,9,31,405,94,96,89,70,1696,382,690,278,491,70,43,1,3110
"G2700350","2000","US","2","4","Minnesota","27","Crow Wing","035",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2581099850","414386929","Crow Wing County","A","+46477169","-094108446","06",,,94,9,120,802,244,517,313,497,5763,1403,3060,1512,2297,859,376,93,75,12,54,739,266,431,460,437,6689,1717,3144,1895,2434,540,214,26,16467
"G2700370","2000","US","2","4","Minnesota","27","Dakota","037",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1475211060","43383381","Dakota County","A","+44758800","-093120132","06",,,442,113,395,1486,988,1101,917,1975,23758,7426,19119,9941,29469,7626,2624,1173,573,162,357,1744,810,1167,1097,1893,29048,10182,20625,10729,27877,7144,1861,491,69886
"G2700390","2000","US","2","4","Minnesota","27","Dodge","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1138309077","316282","Dodge County","A","+44028165","-092836351","06",,,25,15,32,315,93,161,100,92,2000,374,837,441,697,166,40,7,29,7,28,188,73,110,114,81,1945,579,929,542,809,127,33,0,3293
"G2700410","2000","US","2","4","Minnesota","27","Douglas","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1642886292","221750557","Douglas County","A","+45916902","-095438585","06",,,60,18,44,696,179,212,125,211,3454,588,1905,1130,1266,393,249,44,21,20,27,767,180,154,229,216,3816,994,1950,1156,1378,348,123,8,9603
"G2700430","2000","US","2","4","Minnesota","27","Faribault","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1848292877","20678359","Faribault County","A","+43666389","-093952469","06",,,35,5,44,386,99,133,105,98,2264,378,780,249,531,140,78,3,50,18,35,340,125,166,86,97,2279,594,830,393,632,105,48,2,4584
"G2700450","2000","US","2","4","Minnesota","27","Fillmore","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2230631415","2329971","Fillmore County","A","+43680907","-092083826","06",,,11,6,50,667,149,184,121,112,2646,494,931,469,654,198,104,19,29,2,40,661,109,165,181,99,2564,689,1019,589,921,154,74,5,5686
"G2700470","2000","US","2","4","Minnesota","27","Freeborn","047",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1832782543","38823032","Freeborn County","A","+43666177","-093354730","06",,,121,47,140,748,287,307,292,269,4049,831,1516,752,965,268,163,18,66,45,108,686,181,336,283,290,4385,1039,1813,910,1101,260,82,5,10123
"G2700490","2000","US","2","4","Minnesota","27","Goodhue","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1963911048","57408058","Goodhue County","A","+44414581","-092696810","06",,,71,10,59,692,228,343,216,295,5289,934,2078,1006,1939,544,296,45,41,3,16,854,187,277,274,308,5344,1341,2524,1183,2065,505,138,22,10229
"G2700510","2000","US","2","4","Minnesota","27","Grant","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1415182450","74519039","Grant County","A","+45943961","-095993381","06",,,2,7,12,192,43,34,40,31,736,158,351,173,247,42,33,2,6,0,0,198,27,56,34,37,809,173,380,186,302,36,19,4,1719
"G2700530","2000","US","2","4","Minnesota","27","Hennepin","053",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1441631419","128895633","Hennepin County","A","+44971331","-093362357","06",,,3393,694,2798,4963,3337,4900,4992,8561,70400,21190,59928,24323,98337,29955,14009,5924,4589,782,1953,5967,3743,5300,5679,7597,86547,29311,62570,27522,101403,29175,7577,3025,260093
"G2700550","2000","US","2","4","Minnesota","27","Houston","055",,,,,"0",,,,,,,,,,,,,"3870","99","N","9999","9999","9",,,,,,,,,"1446264136","27193962","Houston County","A","+43708892","-091474135","06",,,22,6,11,470,109,178,103,146,2229,339,838,579,761,304,105,36,23,0,21,425,92,111,80,92,2310,571,936,696,1096,312,50,12,5012
"G2700570","2000","US","2","4","Minnesota","27","Hubbard","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2389148050","199258510","Hubbard County","A","+47051365","-094905303","06",,,4,10,47,329,120,199,116,114,2099,421,1022,368,858,369,130,51,2,11,15,308,112,153,125,97,2272,649,1103,430,869,211,63,17,5769
"G2700590","2000","US","2","4","Minnesota","27","Isanti","059",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1137181433","33168663","Isanti County","A","+45554945","-093273123","06",,,21,8,31,407,167,250,267,269,3894,886,1529,618,928,324,171,44,35,17,33,387,153,197,253,180,3745,1234,1596,846,1052,268,82,23,7903
"G2700610","2000","US","2","4","Minnesota","27","Itasca","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6902469547","680433374","Itasca County","A","+47431706","-093570057","06",,,32,20,82,627,323,338,329,457,5075,1084,2601,930,1868,578,239,122,44,18,34,565,259,375,376,437,4883,1715,2511,1536,1843,388,212,30,14202
"G2700630","2000","US","2","4","Minnesota","27","Jackson","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1817374386","46010669","Jackson County","A","+43681503","-095149650","06",,,17,19,20,284,78,128,80,65,1481,269,640,247,385,65,58,6,18,33,6,201,58,49,67,114,1468,369,592,360,510,62,18,1,2592
"G2700650","2000","US","2","4","Minnesota","27","Kanabec","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1359565637","21893102","Kanabec County","A","+45886975","-093294518","06",,,28,13,16,336,139,191,232,186,2033,359,646,207,307,91,73,21,7,12,7,213,106,141,134,140,2098,505,683,340,382,121,25,5,4619
"G2700670","2000","US","2","4","Minnesota","27","Kandiyohi","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2061780150","170719281","Kandiyohi County","A","+45156823","-095017337","06",,,137,34,176,938,380,212,234,261,3995,823,2106,1116,1606,496,271,44,112,57,110,884,205,229,193,210,4224,1231,2319,1387,1862,376,155,36,11744
"G2700690","2000","US","2","4","Minnesota","27","Kittson","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2841418760","16664830","Kittson County","A","+48764077","-096854114","06",,,7,7,8,187,46,72,37,37,633,139,242,97,224,30,23,6,19,0,29,152,46,33,34,31,629,180,276,180,215,19,19,4,1536
"G2700710","2000","US","2","4","Minnesota","27","Koochiching","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"8035072742","134583173","Koochiching County","A","+48374678","-093660630","06",,,23,12,28,345,120,117,107,163,1851,220,716,363,472,201,92,17,9,2,12,246,78,157,245,141,1894,523,692,425,543,99,74,12,4605
"G2700730","2000","US","2","4","Minnesota","27","Lac Qui Parle","073",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1980991269","34155792","Lac qui Parle County","A","+44995009","-096160391","06",,,11,0,19,320,80,75,43,57,1037,185,370,187,239,60,26,5,15,0,2,281,50,68,33,32,1088,266,452,242,305,69,27,0,2123
"G2700750","2000","US","2","4","Minnesota","27","Lake","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5436798216","2309393470","Lake County","A","+47500149","-091469111","06",,,8,13,8,149,95,105,55,134,1392,275,590,220,584,189,60,22,6,0,14,154,67,73,81,102,1550,295,678,252,453,155,37,31,2959
"G2700770","2000","US","2","4","Minnesota","27","Lake Of The Woods","077",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3358447805","1238921565","Lake of the Woods County","A","+48703552","-094832107","06",,,12,0,2,115,29,44,40,27,552,140,246,74,228,26,21,25,0,0,2,88,35,29,40,22,629,185,220,81,209,16,9,9,1234
"G2700790","2000","US","2","4","Minnesota","27","Le Sueur","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1161608169","65680005","Le Sueur County","A","+44360984","-093747137","06",,,40,4,51,507,154,182,199,179,3261,600,1101,531,950,241,109,57,54,26,52,438,119,217,175,144,3062,667,1340,612,1106,233,67,21,6122
"G2700810","2000","US","2","4","Minnesota","27","Lincoln","081",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1390901199","29548223","Lincoln County","A","+44408243","-096271957","06",,,4,0,8,284,57,55,41,46,872,90,310,128,190,37,37,6,8,2,9,232,30,44,53,37,868,206,326,167,312,41,14,2,1827
"G2700830","2000","US","2","4","Minnesota","27","Lyon","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1849701810","18872576","Lyon County","A","+44412380","-095825676","06",,,74,37,65,522,204,196,110,209,2281,431,1058,550,1116,274,139,79,48,14,55,539,135,157,146,155,2705,627,1216,531,1343,236,72,31,6108
"G2700850","2000","US","2","4","Minnesota","27","McLeod","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1274036610","35632897","McLeod County","A","+44834060","-094263731","06",,,41,10,106,797,152,186,133,221,3987,854,1716,916,1258,311,144,30,64,14,125,831,159,220,175,205,4403,965,1782,972,1428,222,64,4,7824
"G2700870","2000","US","2","4","Minnesota","27","Mahnomen","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1440395658","69548161","Mahnomen County","A","+47319794","-095819296","06",,,10,3,21,210,42,64,53,59,534,81,250,106,151,18,18,8,10,3,11,176,27,51,46,36,587,106,265,132,164,36,12,2,2238
"G2700890","2000","US","2","4","Minnesota","27","Marshall","089",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4590085004","105024444","Marshall County","A","+48325872","-096477565","06",,,25,7,53,392,99,85,79,57,1316,210,451,265,313,57,23,3,22,2,33,293,85,78,73,62,1241,277,550,332,356,54,16,5,2849
"G2700910","2000","US","2","4","Minnesota","27","Martin","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1837194705","52344900","Martin County","A","+43676952","-094537076","06",,,57,0,8,599,126,185,114,129,2737,511,1036,425,724,224,175,6,53,0,25,495,98,228,144,167,2924,691,1289,491,1091,133,50,0,6302
"G2700930","2000","US","2","4","Minnesota","27","Meeker","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1576115126","94646496","Meeker County","A","+45129192","-094507823","06",,,51,4,35,601,186,235,159,158,2864,415,1040,527,714,153,100,26,26,3,31,611,171,133,168,170,2818,738,1117,521,841,166,51,8,6279
"G2700950","2000","US","2","4","Minnesota","27","Mille Lacs","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1487859492","277910248","Mille Lacs County","A","+45857835","-093636826","06",,,30,23,23,438,180,233,227,280,2822,553,1015,339,577,221,98,22,20,9,25,506,153,187,232,165,3081,719,1125,454,632,180,48,5,6863
"G2700970","2000","US","2","4","Minnesota","27","Morrison","097",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2912435151","74650294","Morrison County","A","+46011103","-094345654","06",,,54,11,87,917,262,397,295,215,3972,768,1337,551,763,286,149,26,60,3,50,924,202,294,222,137,3906,1000,1333,777,1033,239,75,2,10146
"G2700990","2000","US","2","4","Minnesota","27","Mower","099",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1842771214","543328","Mower County","A","+43659303","-092838981","06",,,142,34,120,799,305,290,281,267,4209,954,1777,1040,1439,364,140,80,84,44,114,728,225,386,382,354,4871,1187,2063,1296,1332,278,158,6,11196
"G2701010","2000","US","2","4","Minnesota","27","Murray","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1824466297","39074696","Murray County","A","+44004080","-095737563","06",,,10,3,15,353,68,88,58,73,1177,230,474,157,260,51,38,3,33,6,27,318,67,89,38,78,1209,272,508,220,335,41,21,0,2564
"G2701030","2000","US","2","4","Minnesota","27","Nicollet","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1171434445","37949515","Nicollet County","A","+44319600","-094136248","06",,,27,5,25,381,129,115,106,168,2260,593,1484,725,1615,535,204,258,18,4,3,296,105,113,108,122,2589,694,1419,882,1899,498,82,34,5519
"G2701050","2000","US","2","4","Minnesota","27","Nobles","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1852841629","17971993","Nobles County","A","+43659900","-095723933","06",,,159,62,163,652,179,183,142,152,2330,415,800,467,642,102,127,16,121,29,127,690,235,160,125,127,2354,642,892,605,702,166,87,1,6024
"G2701070","2000","US","2","4","Minnesota","27","Norman","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2269528709","1424031","Norman County","A","+47314118","-096531693","06",,,19,10,15,246,68,79,67,45,900,176,406,142,227,32,47,6,9,6,14,236,47,69,47,42,881,261,428,223,310,25,20,2,2236
"G2701090","2000","US","2","4","Minnesota","27","Olmsted","109",,,,,"0",,,,,,,,,,,,,"6820","99","N","9999","9999","9",,,,,,,,,"1691289144","3864463","Olmsted County","A","+44007477","-092442548","06",,,230,42,172,945,624,483,440,508,9340,2460,5625,3160,8161,3073,2499,868,418,32,116,1078,438,493,472,648,9910,3247,6624,4907,8883,2805,1147,429,25777
"G2701110","2000","US","2","4","Minnesota","27","Otter Tail","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5127422301","635074817","Otter Tail County","A","+46405151","-095737156","06",,,151,53,190,1752,388,543,360,479,6215,1380,2649,1500,2106,670,423,114,107,42,132,1431,397,367,423,382,6634,1678,3019,1805,2623,499,192,35,16786
"G2701130","2000","US","2","4","Minnesota","27","Pennington","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1596835117","4668555","Pennington County","A","+48088115","-096079368","06",,,45,9,36,343,88,107,107,95,1347,329,665,350,436,123,89,24,19,12,17,324,103,110,138,103,1399,453,743,590,499,104,34,7,4077
"G2701150","2000","US","2","4","Minnesota","27","Pine","115",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3654584453","60922040","Pine County","A","+46098412","-092834830","06",,,33,2,45,587,296,350,329,392,3827,664,1274,411,609,179,65,25,35,23,9,533,205,344,280,253,3425,877,1244,452,726,164,56,0,8160
"G2701170","2000","US","2","4","Minnesota","27","Pipestone","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1206638778","671275","Pipestone County","A","+44006189","-096254835","06",,,20,0,17,382,54,101,90,63,1124,179,437,169,299,111,30,27,27,6,18,433,36,92,91,66,1280,287,587,184,385,51,25,0,2334
"G2701190","2000","US","2","4","Minnesota","27","Polk","119",,,,,"0",,,,,,,,,,,,,"2985","99","N","9999","9999","9",,,,,,,,,"5103237779","71062834","Polk County","A","+47770373","-096408371","06",,,64,40,101,830,153,222,201,225,3150,706,1541,782,1031,385,128,54,65,30,87,747,192,201,319,167,3259,996,1579,998,1446,391,81,32,8798
"G2701210","2000","US","2","4","Minnesota","27","Pope","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1735644816","122120574","Pope County","A","+45592633","-095447319","06",,,6,0,8,365,85,97,52,68,1257,188,648,349,366,89,70,21,25,0,4,391,45,108,71,79,1326,352,705,355,463,81,42,3,3190
"G2701230","2000","US","2","4","Minnesota","27","Ramsey","123",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"403460947","37182419","Ramsey County","A","+44990915","-093106593","06",,,2668,412,1151,2709,1607,2558,2530,4455,36758,8746,23793,9245,33657,11853,5616,4096,3842,532,1046,4171,1941,2977,3223,4192,45005,13265,24250,11166,36880,12889,3903,2078,133589
"G2701250","2000","US","2","4","Minnesota","27","Red Lake","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1119991223","211320","Red Lake County","A","+47866703","-096084145","06",,,14,1,20,157,43,37,33,31,564,94,192,82,111,21,15,4,7,0,15,150,11,29,34,28,537,133,214,144,120,24,12,2,1119
