ID,ADDRESS,CITY,STATE,ZIP
Sacred Heart Rehabilitation Center Inc,1106 Washington Avenue,Bay City,MI,48708
Community Care Services (CCS),25 Owen Street,Belleville,MI,48111
Berrien County Health Department,756 Pipestone Street,Benton Harbor,MI,49022
Harbortown Treatment Center PLLC,1022 East Main Street,Benton Harbor,MI,49022
Harbortown Treatment Center PLLC,1022 East Main Street,Benton Harbor,MI,49022
Catholic Human Services Inc,6051 Frankfort Highway,Benzonia,MI,49616
Manistee Benzie CMH,6051 Frankfort Highway,Benzonia,MI,49616
Oakland Family Services,2351 West 12 Mile Road,Berkley,MI,48072
Recovery Consultants Inc,2710 West 12 Mile Road,Berkley,MI,48072
Smith Counseling Centers,2790 Coolidge Highway,Berkley,MI,48072
Nova Counseling Associates Inc,1724 North State Street,Big Rapids,MI,49307
Ten Sixteen Recovery Network,21061 19 Mile Road,Big Rapids,MI,49307
Joyce Marty K Frazho,300 East Maple Road,Birmingham,MI,48009
Heron Ridge Associates PLC,7457 Franklin Road,Bloomfield Hills,MI,48301
Kairos Healthcare Inc,6379 Dixie Highway,Bridgeport,MI,48722
Kairos Healthcare Inc,6379 Dixie Highway,Bridgeport,MI,48722
Advanced Counseling Services PC,7600 Grand River Road,Brighton,MI,48114
Ann Arbor Consultation Services Inc,2040 Grand River Annex,Brighton,MI,48114
Brighton Hospital,12851 East Grand River Road,Brighton,MI,48116
Key Development Center,2060 Grand River Annex,Brighton,MI,48114
Saint Joseph Mercy Outpatient Behav Servs,7960 West Grand River Road,Brighton,MI,48114
Bay Mills Health Center,12124 West Lakeshore Drive,Brimley,MI,49715
Catholic Human Services Inc,421 South Mitchell Street,Cadillac,MI,49601
Pine Rest Christian Mental Hlth Servs,9090 South Rodgers Court SE,Caledonia,MI,49316
Phoenix House Inc,57467 Waterworks Street,Calumet,MI,49913
Advanced Counseling Services PC,5958 North Canton Center Road,Canton,MI,48187
Growth Works Inc,50430 Schoolhouse Road,Canton,MI,48187
Hegira Programs Inc (HPI),43825 Michigan Avenue,Canton,MI,48188
List Psychological Services PLC,467 North State Street,Caro,MI,48723
List Psychological Services PLC,651 North State Street,Caro,MI,48723
Cass County Community Mental Health,960 M60 East,Cassopolis,MI,49031
New Alternatives Inc,26120 Van Dyke Boulevard,Center Line,MI,48015
Community Mental Health of St Joseph,677 East Main Street,Centreville,MI,49032
Bay Area Substance Education Servs Inc,208 West Lincoln Street,Charlevoix,MI,49720
Catholic Human Services Inc,12900 U.S. 31 North,Charlevoix,MI,49720
Barry Eaton District Health Department,1033 Healthcare Drive,Charlotte,MI,48813
Harbor Hall Cheboygan Oupatient,520 North Main Street,Cheboygan,MI,49721
Chelsea Community Hospital,350 North Main Street Suite 150,Chelsea,MI,48118
Ten Sixteen Recovery Network,127 West 4th Street,Clare,MI,48617
Advanced Counseling Services PC,6770 Dixie Highway,Clarkston,MI,48346
Heron Ridge Associates PLC,3694 Clarkston Road,Clarkston,MI,48348
North Oakland Counseling Associates,6887 Dixie Highway,Clarkston,MI,48346
Triad Associates PC/Clarkston,8062 Ortonville Road,Clarkston,MI,48348
Chambers and Associates Company,12 Church Avenue,Clawson,MI,48017
Holy Cross Childrens Services,8759 Clinton Macon Road,Clinton,MI,49236
Action Counseling Clinic Inc,33985 Harper Avenue,Clinton Township,MI,48035
Bio Medical Behavioral Healthcare Inc,22900 East Remick Street,Clinton Township,MI,48036
Eastwood Clinics,35455 Garfield Road,Clinton Township,MI,48035
Henry Ford Behavioral Health Services,42633 Garfield Road,Clinton Township,MI,48038
Macomb Family Services Inc,36975 Utica Road,Clinton Township,MI,48036
Northpoint Pioneer Inc,43900 Garfield Road,Clinton Township,MI,48038
Salvation Army,42590 Stepnitz Drive,Clinton Township,MI,48036
CHC Branch County Substance,370 East Chicago Street,Coldwater,MI,49036
Pines Behavioral Health Services,200 Orleans Boulevard,Coldwater,MI,49036
Apex Behavioral Health PLLC,6 Park Lane Boulevard,Dearborn,MI,48126
Eastwood Clinics,5111 Auto Club Drive,Dearborn,MI,48126
Family Service Inc,19855 West Outer Drive,Dearborn,MI,48124
Henry Ford Behavioral Health Services,5111 Auto Club Drive,Dearborn,MI,48126
Catholic Social Services of,20382 Van Born Road,Dearborn Heights,MI,48125
Premier Care,25639 Ford Road,Dearborn Heights,MI,48127
Vista Maria/Girls Care Program,20651 West Warren Avenue,Dearborn Heights,MI,48127
Acupuncture Treatment Concepts II,40 Hague Street,Detroit,MI,48202
Adult Well Being Services,1413 Field Avenue,Detroit,MI,48214
American Indian Health and Family Services of SE Michigan,4880 Lawndale Street,Detroit,MI,48210
BABES,33 East Forest,Detroit,MI,48201
Catholic Social Services of,9851 Hamilton Avenue,Detroit,MI,48202
Detroit Central City,10 Peterboro Street,Detroit,MI,48201
Detroit East Inc,6309 Mack Avenue,Detroit,MI,48207
Detroit Light House Program,3800 Woodward Avenue,Detroit,MI,48201
Detroit Rescue Mission Ministries,3840 Fairview Avenue,Detroit,MI,48214
Eastwood Clinics,11542 Conner Street,Detroit,MI,48205
Eastwood Clinics,4777 East Outer Drive,Detroit,MI,48234
Elmhurst Home Inc,12007 Linwood Street,Detroit,MI,48206
Emmanuel House Inc,18570 Fitzpatrick Court,Detroit,MI,48228
Family Service Inc,220 Bagley Street,Detroit,MI,48226
Family Service Inc,14200 Kercheval Street,Detroit,MI,48215
Few Steps,14219 Flanders Street,Detroit,MI,48205
Get Back Up Inc,12305 Dexter Avenue,Detroit,MI,48206
Heartline Inc,8201 Sylvester Street,Detroit,MI,48214
Hope Nework Insight/Detroit,7430 2nd Avenue,Detroit,MI,48202
Jabez Recovery Management Services,2755 Collingwood,Detroit,MI,48206
John D Dingel Veteran Affairs Med Ctr,4646 John Road,Detroit,MI,48201
Kim Logan Communication Clinic Inc,8313 Grand River Street,Detroit,MI,48204
Lakeridge Outpatient Treatment,15941 Fairfield Street,Detroit,MI,48238
Latino Family Services Inc,3815 West Fort Street,Detroit,MI,48216
Mariners Inn,445 Ledyard Street,Detroit,MI,48201
Metro East,13929 Harper Avenue,Detroit,MI,48213
Metropolitan Arts Complex Inc,11000 West McNichols Street,Detroit,MI,48221
NW Industrial Drug Rehab Clinic,9600 Dexter Street,Detroit,MI,48206
Nardin Park,9605 West Grand River Avenue,Detroit,MI,48204
National Council on Alcoholism,16647 Wyoming Street,Detroit,MI,48221
Northeast Guidance Center,12800 East Warren Avenue,Detroit,MI,48215
Positive Images,13340 East Warren Avenue,Detroit,MI,48215
Positive Images,694 East Grand Boulevard,Detroit,MI,48207
Quality Behavioral Health Inc,745-751 East Grand Boulevard,Detroit,MI,48207
Sacred Heart,17131 Gitre Street,Detroit,MI,48205
Salvation Army Harbor Light System,3737 Lawton Street,Detroit,MI,48208
Self Help Addiction Rehab (SHAR),4216 McDougall Street,Detroit,MI,48207
Self Help Addiction Rehab (SHAR),1852 West Grand Boulevard,Detroit,MI,48208
Sims Counseling PC,615 Griswold Street,Detroit,MI,48214
Sobriety House Inc,2081 West Grand Boulevard,Detroit,MI,48208
Star Center Inc,13575 Lesure Street,Detroit,MI,48227
Todd Phillips Childrens Home,8141 East Outer Drive,Detroit,MI,48213
UPC Jefferson Avenue Research Clinic,2761 East Jefferson Avenue,Detroit,MI,48207
Pokagon Band of Potawatomi Indians,57392 M-51 South,Dowagiac,MI,49047
Addiction Relief and Supported Recovery Inc,1151 Michigan Avenue,East Lansing,MI,48823
Lansing Psychological Associates PC,234 Michigan Avenue,East Lansing,MI,48823
Meridian,5031 Park Lake Road,East Lansing,MI,48823
Eastwood Clinics,20811 Kelly Road,Eastpointe,MI,48021
Catholic Social Services of,1100 Ludington Street,Escanaba,MI,49829
Great Lakes Recovery Centers Inc,2415 14th Avenue South,Escanaba,MI,49829
Michigan Behavioral Health Institute,863 North Pine Road,Essexville,MI,48732
ADF Counseling,31583 Alameda Drive,Farmington,MI,48336
Action Net Psychological Services PLLC,27600 Farmington Road,Farmington,MI,48334
Community Network Services Inc,38855 Hills Tech Drive,Farmington,MI,48331
Counseling/Assessment Associates LLC,32969 Hamilton Court,Farmington,MI,48334
McCain LLC,32841 Middlebelt Road,Farmington,MI,48334
Above the Water House,4105 Keyes Street,Flint,MI,48504
Auburn Counseling Associates,3600 South Dort Highway,Flint,MI,48507
Catholic Charities of,901 Chippewa Street,Flint,MI,48503
Flint Odyssey House Inc,1225 Martin Luther King Jr Avenue,Flint,MI,48503
Flint Odyssey House Inc,529 Martin Luther King Jr Avenue,Flint,MI,48502
Hope Network Insight,1110 Eldon Baker Drive,Flint,MI,48507
New Paths Inc,765 East Hamilton Avenue,Flint,MI,48505
Oakland Psychological Clinic (PC),2222 South Linden Road,Flint,MI,48532
Recovery Unlimited Treatment Center,3169 West Pierson Road,Flint,MI,48504
Sacred Heart Rehabilitation Center Inc,2091 Professional Drive,Flint,MI,48532
Transitional Lifestyles Community,1626 North Grand Travere,Flint,MI,48503
Woodward Counseling Inc,G-3500 Flushing Road,Flint,MI,48504
Oakland Psychological Clinic (PC),16664 15 Mile Road,Fraser,MI,48026
Intervention and Rehab Associates Inc,4595 North River Road,Freeland,MI,48623
Catholic Human Services Inc,2090 M-32 West,Gaylord,MI,49735
Ten Sixteen Recovery Network,137 Commerce Court,Gladwin,MI,48624
Oakland Psychological Clinic (PC),10785 South Saginaw Street,Grand Blanc,MI,48439
Ottagan Addictions Recovery Inc (OAR),700 Washington Avenue,Grand Haven,MI,49417
Pathways MI (formerly Child and Family,321 South Beechtree Street,Grand Haven,MI,49417
Alcohol and Chemical Abuse Consultants,3949 Sparks Drive SE,Grand Rapids,MI,49546
Anderson Substance Abuse Treatment Ctr,3501 Lake Eastbrook Boulevard,Grand Rapids,MI,49546
Arbor Circle Corporation,1115 Ball Avenue,Grand Rapids,MI,49505
Bethany Christian Services,901 Eastern Avenue NE,Grand Rapids,MI,49501
Catholic Charities West Michigan,40 Jefferson Street SE,Grand Rapids,MI,49503
Family Outreach Center,1939 South Division Avenue,Grand Rapids,MI,49507
Freedom House,300 68th Street SE,Grand Rapids,MI,49501
Guiding Light Mission,255 South Division Street,Grand Rapids,MI,49503
Mel Trotter Ministries,225 Commerce Street SW,Grand Rapids,MI,49503
North Kent Guidance Services LLC,5250 Northland Drive NE,Grand Rapids,MI,49525
Our Hope Association,324 Lyon Street NE,Grand Rapids,MI,49503
Pine Rest,620 Century Avenue SW,Grand Rapids,MI,49503
Pine Rest,523 Lyon Street NE,Grand Rapids,MI,49503
Pine Rest,243 68th Street,Grand Rapids,MI,49548
Pine Rest Christian Mental Hlth Servs,300 68th Street SE,Grand Rapids,MI,49501
Pine Rest Christian Mental Hlth Servs,300 68th Street SE,Grand Rapids,MI,49501
Pine Rest Christian Mental Hlth Servs,3225 North Evergreen Drive NE,Grand Rapids,MI,49525
Pine Rest Christian Mental Hlth Servs,550 3 Mile Road,Grand Rapids,MI,49544
Proaction Behavioral Health Alliance,1400 Leonard Street NE,Grand Rapids,MI,49505
Proaction Behavioral Health Alliance,2303 Kalamazoo Avenue SE,Grand Rapids,MI,49507
Proaction Behavioral Health Alliance,200 Eastern Avenue SE,Grand Rapids,MI,49503
Reality Counseling Services,2610 Buchanan Avenue SW,Grand Rapids,MI,49548
SOS Counseling Services,942 West Fulton Street,Grand Rapids,MI,49504
Salvation Army,72 Sheldon Boulevard SE,Grand Rapids,MI,49503
Wedgewood Christian Services,3300 36th Street SE,Grand Rapids,MI,49512
West Brook Recovery Center LLC,3210 Eagle Run Drive NE,Grand Rapids,MI,49525
Pine Rest Christian Mental Hlth Servs,4211 Parkway Place,Grandville,MI,49418
Grace Center,6459 West M-72,Grayling,MI,49738
North Kent Guidance Services LLC,106 South Greenville West Drive,Greenville,MI,48838
Catholic Social Services of,15200 East Jefferson Avenue,Grosse Pointe,MI,48230
COBAP Substance Abuse Treatment and Prevention Program,17357 Klinger Street,Hamtramck,MI,48212
Guidance Prevention Services Inc,3309 Holbrook Street,Hamtramck,MI,48212
North Central Health Center,4321 East McNichols Road,Hamtramck,MI,48212
Sunshine Treatment Institute PLLC,4821 East McNicholas Road,Hamtramck,MI,48212
Christian Counseling,100 Quincy Street,Hancock,MI,49930
Phoenix House Inc,801 North Lincoln Drive,Hancock,MI,49930
West Michigan Community Mental Health,105 Lincoln Street,Hart,MI,49420
Van Buren/Cass District Health Dept,57418 County Road 681,Hartford,MI,49057
Barry County,915 West Green Street,Hastings,MI,49058
Black Family Development Inc,211 Glendale Street,Highland Park,MI,48203
Detroit Rescue Mission Ministries,91 Glendale Street,Highland Park,MI,48203
Naomis Nest,245 Pitkin Street,Highland Park,MI,48203
New Light Recovery Center Inc,300 West McNichols Street,Highland Park,MI,48203
Rainbow Center of Michigan Inc,12501 Hamilton Avenue,Highland Park,MI,48203
Gayle Seely LLC,101 East Bacon Street,Hillsdale,MI,49242
McCullough Vargas and Associates,110 Reading Avenue,Hillsdale,MI,49250
Catholic Charities West Michigan,355 Settlers Road,Holland,MI,49423
Holland Community Hospital,854 South Washington Avenue,Holland,MI,49423
Ottagan Addictions Recovery Inc (OAR),483 Century Lane,Holland,MI,49423
Ottagan Addictions Recovery Inc (OAR),231 Washington Boulevard,Holland,MI,49423
Ottagan Addictions Recovery Inc (OAR),377 Lincoln Avenue,Holland,MI,49423
Pathways MI (formerly Child and Family,412 Century Lane,Holland,MI,49423
Pine Rest Christian Mental Hlth Servs,926 South Washington Street,Holland,MI,49423
Complete Counseling Center Inc,721 East Grand River Avenue,Howell,MI,48843
Amazing Miracles LLC,321 West Main Street,Ionia,MI,48846
Catholic Charities West Michigan,601 East Washington Street,Ionia,MI,48846
Inner Access Therapy Center,112 South Depot Street,Ionia,MI,48846
Ionia Cnty Substance Abuse Initiative,175 East Adams Street,Ionia,MI,48846
Catholic Social Services of the UP,427 South Stephenson Avenue,Iron Mountain,MI,49801
Great Lakes Recovery Centers Inc,427 South Stephenson Avenue,Iron Mountain,MI,49801
Oscar G Johnson VAMC,325 East H Street,Iron Mountain,MI,49801
Second Chance Substance Abuse Services,200 West Ludington Street,Iron Mountain,MI,49801
Samaritan Counseling Centers of the,117 West Genesee Street,Iron River,MI,49935
Superior Psychology Services,601 Washington Avenue,Iron River,MI,49935
Great Lakes Recovery Centers Inc,10565 Grand View Lane,Ironwood,MI,49938
Great Lakes Recovery Centers Inc,97 South Fourth Street,Ishpeming,MI,49849
Allegiance Addiction Recover Center,2424 West Washington Street,Jackson,MI,49203
Allegiance Substance Abuse Services,323 West Michigan Avenue,Jackson,MI,49201
Family Service and Childrens Aid,302 North Blackstone Street,Jackson,MI,49201
Victory Clinical Services III,3300 Lansing Avenue,Jackson,MI,49202
Child and Family,5340 Holiday Terrace,Kalamazoo,MI,49009
Community Healing Centers,2615 Stadium Drive,Kalamazoo,MI,49008
Community Healing Centers,1910 Shaffer Street,Kalamazoo,MI,49048
Inter Act of Michigan Inc,610 South Burdick Street,Kalamazoo,MI,49007
Kalamazoo Psychology LLC,122 West South Street,Kalamazoo,MI,49007
New Way Counseling Center,1128 South Westnedge Avenue,Kalamazoo,MI,49008
Pine Rest Christian Mental Hlth Servs,1530 Nichols Road,Kalamazoo,MI,49006
Psychological Consultants of MI PC,6376 Quail Run,Kalamazoo,MI,49009
University Substance Abuse Clinic,1000 Oakland Drive,Kalamazoo,MI,49008
Victory Clinical Services,1020 South Westnedge Street,Kalamazoo,MI,49008
Oakland Psychological Clinic (PC),1455 South Lapeer Road,Lake Orion,MI,48360
New Day,16025 Brewery Road,Lanse,MI,49946
Child and Family Services Capital Area,4287 Five Oaks Drive,Lansing,MI,48911
Cognitive Consultants LLC,4500 Empire Way,Lansing,MI,48917
Edward W Sparrow Hospital,1210 West Saginaw Street,Lansing,MI,48915
Glass House,419 North Martin Luther King Jr Blvd,Lansing,MI,48915
Holden House,3300 South Pennsylvania Avenue,Lansing,MI,48910
Hope Network Insight/Lansing,2929 Covington Court,Lansing,MI,48912
Life Journeys,820 North Capitol Avenue,Lansing,MI,48906
McMathis Counseling Services,1609 East Michigan Avenue,Lansing,MI,48912
Michigan Access Center Inc,2722 East Michigan Avenue,Lansing,MI,48912
Michigan Therapeutic Consultants PC,913 West Holmes Road,Lansing,MI,48910
National Council on Alcoholism,3400 South Cedar Street,Lansing,MI,48910
Prevention and Training Services,4601 West Saginaw Street,Lansing,MI,48917
Reality Counseling Services,610 East Grand River Avenue,Lansing,MI,48906
Red Cedar Clinic,2025 South Washington Avenue,Lansing,MI,48910
Victory Clinical Services,4902 South Cedar Street,Lansing,MI,48910
Alcohol Information and Counseling Ctr,1800 Imlay City Road,Lapeer,MI,48446
Blue Water Ctr for Independent Living,392 Nepessing Street,Lapeer,MI,48446
Concepts in Counseling LLC,608 Fox Street,Lapeer,MI,48446
Lapeer County Community MH Center,1570 Suncrest Drive,Lapeer,MI,48446
List Psychological Services PLC,624 West Nepessing Road,Lapeer,MI,48446
Community Care Services (CCS),26184 West Outer Drive,Lincoln Park,MI,48146
Working for the Lord Ministry,1772 Emmons Boulevard,Lincoln Park,MI,48146
Arbor Medical,27550 Joy Road,Livonia,MI,48150
Livonia Counseling Center,15370 Levan Road,Livonia,MI,48154
Oakland Psychological Clinic (PC),33300 Five Mile Road,Livonia,MI,48154
Saint Mary Mercy Hospital,36475 5 Mile Road,Livonia,MI,48154
Ultimate Solutions Inc,29240 Buckingham Street,Livonia,MI,48154
Gateway Counseling Center,1463 East 12 Mile Road,Madison Heights,MI,48071
Be-Da-Bin Behavioral Health Program,1762 U.S. 31,Manistee,MI,49660
Catholic Human Services Inc,50 Filer Street,Manistee,MI,49660
Centra Wellness Network,395 3rd Street,Manistee,MI,49660
Great Lakes Recovery Centers Inc,300 Walnut Street,Manistique,MI,49854
Sault Tribe Health and Human Services,5968 West Highway U.S. 2,Manistique,MI,49854
Family Resource Counseling and Learning Center Inc,6444 Morris Street,Marlette,MI,48453
Catholic Social Services of,347 Rock Street,Marquette,MI,49855
Great Lakes Recovery Centers Inc,241 Wright Street,Marquette,MI,49855
Great Lakes Recovery Centers Inc,1009 West Ridge Street,Marquette,MI,49855
Marquette General Health System,420 West Magnetic Street,Marquette,MI,49855
Community Mental Health of Clinton,706 Curtis Street,Mason,MI,48854
Sacred Heart Rehabilitation Center Inc,400 Stoddard Road,Memphis,MI,48041
