Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys,ID
Omegon Inc,,,2000 Hopkins Crossroad,,,Hopkins,MN,55305,(952)541-4738,,MH-SA/TX/RL/AD/CO/SF/MD/SI/PI/,1424MN55305
Hutchinson Area Healthcare,,,1095 Highway 15 South,,,Hutchinson,MN,55350,(320)234-4610 Hotline: (320)587-5502,,GH/TX/OP/SF/PI/MI/,8732MN55350
Rational Alternatives,,,900 5th Street,P.O. Box 593,,International Falls,MN,56649,(218)285-7029,,SA/TX/OP/AD/SF/MD/SI/PI/,0924MN56649
Ashley House Inc,,,DBA Road to Recovery,308 West Ashley Street,,Jackson,MN,56143,(507)847-3148 Intake: (800)308-7023,,SA/TX/OP/SF/SI/PI/,8601MN56143
Counseling Clinic,La Crescent,,33 South Walnut Street,Suite 100,,La Crescent,MN,55947,(507)895-6666 Hotline: (800)362-8255,,MH-SA/TX/OP/AD/CO/WN/MN/DU/CJ/SF/MC/PI/MI/AH/F66/,2026MN55947
New Beginnings at Litchfi eld,,,114 North Holcombe Street,Suite 140,,Litchfi eld,MN,55355,(320)693-2461 Hotline: (800)487-8758,,SA/TX/OP/SF/SI/PI/AH/,2574MN55355
Wings Adolescent Treatment Services,,,1326 East Ripley Street,,,Litchfi eld,MN,55355,(302)593-0440 Intake: (320)593-0440,,SA/TX/RS/RL/AD/DU/SF/MD/PI/,7315MN55355
Eff ective Living Center Inc,,,103 6th Street NE,,,Little Falls,MN,56345,(320)632-3166,,SA/TX/OP/SF/SI/PI/MI/,5624MN56345
Haven Road Recovery Center LLC,,,16403 Haven Road,,,Little Falls,MN,56345,(320)632-0065,,SA/TX/OP/DU/SF/SI/PI/,1749MN56345
Pineview Recovery Center,,,912 Main Street,,,Littlefork,MN,56653,(218)278-4607,,SA/TX/DT/BU/RS/RL/SF/MD/SI/PI/,9329MN56653
Haven Road Recovery Center LLC,Todd County,,17 2nd Street North,,,Long Prairie,MN,56347,(320)732-0958 Intake: (320)632-0065,,SA/TX/OP/DU/SF/MD/PI/,5054MN56347
Vinland National Center,Inpatient Program/Extended Care/OP,,3675 Ihdauhapi Road,,,Loretto,MN,55357,(763)479-3555x506 Intake: (763)479-3555,,SA/TX/RS/RL/OP/PH/WN/MN/SF/MC/SI/PI/MI/,1757MN55357
Sanford Hospital Luverne,Outpatient Program,,1600 North Kniss Avenue,,,Luverne,MN,56156,(507)283-2321x246 Intake: (507)449-1246,,SA/TX/OP/SF/MC/SI/PI/MI/,9659MN56156
Mahnomen County Human Services,Chemical Dependency Outpatient Servs,,311 North Main Street,P.O. Box 460,,Mahnomen,MN,56557,(218)935-2568 Intake: (218)935-2568x18,,SA/TX/OP/DU/SF/,3396MN56557
Womens Wellbriety Center,,,2388 State Highway 200,,,Mahnomen,MN,56557,(218)936-5653,,SA/TX/RL/CO/PW/BC/CJ/SF/MD/MC/SI/PI/MI/SS/,8417MN56557
Addiction Recovery Technologies,,,12 Civic Center Plaza,Suite 2116,,Mankato,MN,56001,(507)345-4670,,SA/TX/OP/AD/DU/SF/SI/PI/AH/,4551MN56001
House of Hope Inc,,,1429 3rd Avenue,,,Mankato,MN,56001,(507)385-7600 Intakes: (507)385-7603 (507)385-7608,,SA/TX/HH/RS/RL/OP/PH/DU/SF/SI/PI/MI/,7062MN56001
House of Hope Inc,,,1614 3rd Avenue,,,Mankato,MN,56001,(507)388-9830 Intakes: (507)385-7603 (507)385-7600,,SA/TX/HH/RL/SF/SI/,5902MN56001
Mankato Family Focus,,,309 Holly Lane,,,Mankato,MN,56001,(507)625-3372,,SA/TX/OP/SF/MD/MC/SI/PI/MI/AH/,1701MN56001
Dimension in Recovery,,,33 Birch Avenue,,,Maple Lake,MN,55358,(612)267-2493 Intakes: (651)338-3317 (320)963-6865x1,,SA/TX/OP/AD/CO/SF/SI/PI/,5324MN55358
Maple Lake Recovery Center,,,207 Division Street East,,,Maple Lake,MN,55358,(320)963-6865 Intakes: (651)338-3317 (320)963-6865x1,,SA/TX/HH/RL/AD/CO/SF/SI/PI/,4818MN55358
Prairie Centre for the Family LLC,,,408 East Main Street,Suite 2,,Marshall,MN,56258,(507)532-2715 Intake: (507)532-2608,,MH-SA/TX/OP/AD/SF/MD/SI/MI/,7173MN56258
Project Turnabout,Marshall,,1220 Birch Street,,,Marshall,MN,56258,(507)532-3008,,SA/TX/HH/RL/OP/DU/SF/MD/SI/PI/,7787MN56258
3 RS/Nuway Counseling Center Inc,,,2220 Central Avenue NE,,,Minneapolis,MN,55418,(612)789-8030,,SA/TX/OP/CO/DU/SF/SI/PI/,6363MN55418
African American Family Services,,,2616 Nicollet Avenue South,,,Minneapolis,MN,55408,(612)871-7878x123 Intake: (612)871-7878,,MH-SA/TX/OP/AD/CO/PW/WN/MN/CJ/SF/MD/MC/SI/PI/MI/AH/,9963MN55408
Alliance Clinic,,,3329 University Avenue SE,,,Minneapolis,MN,55414,(612)454-2260,Methadone Clients Only,MH-SA/TX/MM/OP/WN/MN/SF/SI/PI/MI/SS/F37/F92/,0414MN55414
Anthony Louis Center,Blaine,,1000 Paul Parkway,,,Minneapolis,MN,55434,(763)757-2906,,SA/TX/RS/OP/AD/SF/SI/PI/MI/,8430MN55434
Ark Counseling of Plymouth,,,1884 Berkshire Lane,,,Minneapolis,MN,55441,(763)559-5677,,SA/TX/OP/SF/MD/MC/PI/,9933MN55441
Avalon Prospect Park,,,2800 University SE,Suite 202,,Minneapolis,MN,55414,(612)638-2282,,MH-SA/TX/OP/CO/MN/SF/MD/MC/SI/PI/MI/,5273MN55414
Chrysalis,,,4432 Chicago Avenue South,,,Minneapolis,MN,55407,(612)871-0118,,MH-SA/TX/BU/OP/CO/PW/WN/SF/MD/SI/PI/MI/,7831MN55407
Club Recovery,,,6550 York Avenue South,Suite 620,,Minneapolis,MN,55435,(952)926-2526,,SA/TX/OP/WN/MN/DU/SF/SI/PI/MI/,1532MN55435
Comunidades Latinas Unidas en Servicio,(CLUES),,720 East Lake Street,,,Minneapolis,MN,55407,(612)746-3500x3526 Intake: (612)746-3500,,MH-SA/TX/OP/CO/DU/SF/SI/PI/SP/,8377MN55407
Correctional Transition Services,,,1901 44th Avenue North,,,Minneapolis,MN,55412,(612)588-7530 Hotline: (952)381-7605,,SA/TX/OP/WN/MN/CJ/SF/MD/MC/SI/PI/MI/PA/,9884MN55412
Courage Center Site,Vinland National Center,,3915 Golden Valley Road,,,Minneapolis,MN,55422,(763)520-0329 Intake: (763)479-3555,,SA/TX/OP/CO/SF/SI/PI/MI/,2855MN55422
Create Inc,,,1911 Pleasant Avenue South,,,Minneapolis,MN,55403,(612)874-9811 Intake: (612)874-9811x1,,SA/TX/OP/DU/CJ/SF/SI/PI/,1988MN55403
Eden Mens Program,,,1025 Portland Avenue South,,,Minneapolis,MN,55404,(612)338-0723 Intake: (612)338-0723x108,,SA/TX/RL/OP/PH/MN/CJ/SF/SI/PI/,1849MN55404
Fairveiw Health Services,,,2450 Riverside Avenue,,,Minneapolis,MN,55454,(612)672-2736 Intake: (612)672-6600,,MH-SA/TX/PH/CO/SF/MD/MC/PI/MI/AH/,5977MN55454
Fairview Recovery Services,Adolescent Outpatient,,2960 Winnetka Avenue North,Suite 101,,Minneapolis,MN,55427,(612)672-2736 Intake: (612)672-6600,,SA/TX/PH/AD/SF/MD/MC/PI/MI/AH/,0564MN55427
Fairview Recovery Services,Adult Chemical Dependency Program,,2450 Riverside Avenue,,,Minneapolis,MN,55454,(612)672-2736 Intake: (612)672-6600,,SA/TX/OP/WN/MN/SF/MD/MC/PI/MI/AH/,8718MN55454
Fairview Recovery Services,Adult Chemical Dependency Program,,3400 West 66th Street,Suite 400,,Minneapolis,MN,55435,(952)924-5716 Intakes: (612)672-2736 (612)672-6600,,SA/TX/OP/SE/WN/MN/DU/SF/MD/MC/PI/MI/AH/,5817MN55435
Fairview Recovery Services,Deaf and Hard of Hearing Program,Fairview University Medical Center,2450 Riverside Avenue,,,Minneapolis,MN,55454,(612)273-4402 Intake: (800)282-3323,,SA/TX/DT/BU/HI/RS/SF/MD/MC/PI/MI/AH/,8718MN55454
Fairview Recovery Services,Rehabilitation Services,,2450 Riverside Avenue,,,Minneapolis,MN,55454,(612)672-6600 Intake: (612)672-2736,,SA/TX/DT/BU/HI/RS/OP/CO/SE/WN/MN/SF/MD/MC/PI/MI/AH/,8718MN55454
First Nation Recovery Center,,,2020 Bloomington Avenue South,,,Minneapolis,MN,55404,(612)871-1208,,MH-SA/TX/OP/CO/SF/SI/PI/SS/,8386MN55404
Hazelden Center for Youth and Families,,,11505 36th Avenue North,,,Minneapolis,MN,55441,(888)257-7800 Intake: (800)257-7800 Hotline: (800)257-7800,,SA/TX/DT/BU/RS/RL/PH/AD/CO/WN/MN/SF/PI/AH/,8139MN55441
Health Recovery Center Inc,,,3255 Hennepin Avenue South,,,Minneapolis,MN,55408,(612)827-7800 Intake: (800)554-9155,,SA/TX/DT/BU/OP/PH/AD/CO/HV/SE/PW/WN/MN/DU/CJ/SF/PI/,7974MN55408
Hennepin Faculty Associates,Addiction Medicine Program,,914 South 8th Street,Suite S-131,,Minneapolis,MN,55404,(612)347-7600 Intakes: (612)347-0926 (612)347-7610,Methadone and Buprenorphine Clients Only,MH/TX/DT/MM/DM/BU/OP/CO/HV/WN/MN/SF/MD/MC/SI/PI/F37/,6460MN55404
House of Charity,Day By Day Program,,510 South 8th Street,,,Minneapolis,MN,55404,(612)594-2000 Intake: (612)594-2005,,SA/TX/HH/OP/WN/MN/SF/MD/SI/PI/,9793MN55404
Lifestyle Counseling of,Richfi eld Bloomington,,9613 Girard Avenue South,,,Minneapolis,MN,55431,(952)888-3511,,SA/TX/OP/SF/MD/MC/PI/,9743MN55431
Living Free Recovery Services,,,9201 75th Avenue North,,,Minneapolis,MN,55428,(763)315-7170,,SA/TX/OP/SF/MD/SI/PI/,3704MN55428
Micah House,,,3045 5th Avenue South,,,Minneapolis,MN,55408,(612)827-0484 Intake: (612)824-0484,,SA/TX/RS/OP/PH/CO/MN/CJ/MC/SI/,1091MN55408
Minnesota Teen Challenge,Extended Care Program,,1619 Portland Avenue South,,,Minneapolis,MN,55404,(612)373-3366x6104 Intakes: (612)373-3366x6536 (612),,MH-SA/TX/HH/RS/RL/AD/SF/MD/SI/PI/SS/,4401MN55404
Mission Care Detox Center,,,3409 East Medicine Lake Boulevard,,,Minneapolis,MN,55441,(763)559-1402,,SA/DT/HH/RS/SF/MD/MC/SI/PI/MI/,6160MN55441
Morgan Treatment Center,,,1025 Portland Avenue South,,,Minneapolis,MN,55404,(763)559-3918,,SA/TX/OP/MN/SF/,0790MN55404
Muscala Chemical Health Clinic,,,6950 Francis Avenue South,Suite 11,,Minneapolis,MN,55435,(952)920-1351 Intake: (952)920-1351x12,,SA/TX/DT/OP/PH/DU/SF/PI/PA/,2312MN55435
New Connection Programs,Coon Rapids Outpatient Programs,,199 Coon Rapids Boulevard,Suite 110,,Minneapolis,MN,55433,(763)784-2454,,SA/TX/OP/AD/SF/MD/PI/MI/,7349MN55433
New Perspectives LLC,,,6427 Penn Avenue South,,,Minneapolis,MN,55423,(612)465-8110x104,DWI/DUI Clients Only,SA/TX/OP/PH/MN/DU/CJ/SF/SI/PI/SS/,4905MN55423
On Belay House,,,115 Forestview Lane North,,,Minneapolis,MN,55441,(763)546-8008,,SA/TX/HH/RL/AD/CO/SF/MD/SI/PI/MI/,4385MN55441
Park Avenue Center,,,2525 Park Avenue,,,Minneapolis,MN,55404,(612)871-7443,,SA/TX/RS/RL/OP/PH/CO/WN/MN/DU/CJ/SF/SI/PI/,6611MN55404
People Inc,Huss Recovery Services,,1315 Girard Avenue North,,,Minneapolis,MN,55411,(612)287-2341,,MH-SA/TX/OP/CO/WN/MN/SF/MD/SI/PI/,7508MN55411
Pride Institute,Outpatient Program,,2110 Lyndale Avenue South,,,Minneapolis,MN,55408,(952)934-7554 Intake: (612)825-8714 Hotline: (800)547-7433,,MH-SA/TX/OP/CO/GL/SF/SI/PI/,1265MN55408
Prodigal House,,,5103 Minnehaha Avenue South,Minnesota Veterans Home Building 16,,Minneapolis,MN,55417,(612)721-8556x13 Intake: (612)721-8556x11,,SA/TX/HH/RL/OP/CO/MN/SF/SI/PI/,3639MN55417
Progress Valley I,,,3033 Garfi eld Avenue South,,,Minneapolis,MN,55408,(612)827-2517,,SA/TX/HH/RS/RL/OP/CO/MN/CJ/SF/SI/PI/PA/,3306MN55408
Progress Valley II,,,308 East 78th Street,,,Minneapolis,MN,55423,(612)869-3223,,SA/TX/HH/BU/RS/RL/OP/CO/PW/WN/SF/SI/PI/PA/,2873MN55423
RS Eden Womens Program,,,1025 Portland Avenue South,,,Minneapolis,MN,55404,(612)338-2158,,SA/TX/RL/OP/CO/PW/WN/CJ/SF/MD/MC/SI/PI/MI/,8593MN55404
Recovery Resource Center,,,1900 Chicago Avenue South,,,Minneapolis,MN,55404,(612)752-8050,,MH-SA/TX/HH/OP/PH/CO/HV/PW/WN/MN/CJ/SI/PI/PA/,9720MN55404
Salvation Army Harbor Light,Multi Service Center Beacon Program,,1010 Currie Avenue North,4th Floor,,Minneapolis,MN,55403,(612)338-0113x3112 Intakes: (612)767-3110 (612)338-0113x3141,,SA/TX/RL/OP/PH/CO/MN/CJ/SF/SI/PI/,3085MN55403
Specialized Treatment Services,,,1132 Central Avenue NE,,,Minneapolis,MN,55413,(612)236-1702,,SA/TX/OP/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/SI/PI/,0935MN55413
Specialized Treatment Services Inc,,,1121 Jackson Street NE,Suite 105,,Minneapolis,MN,55413,(612)236-1700 Intakes: (612)236-1700x1812 (612)236- 1700x1702,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/CO/PW/WN/MN/DU/SF/SI/PI/MI/,3550MN55413
Transformations House II,For Women,,351 74th Avenue NE,,,Minneapolis,MN,55432,(763)786-8172 Intake: (763)427-7155,,SA/TX/BU/RS/RL/OP/PH/WN/SF/SI/PI/,0502MN55432
Turning Point Inc,Male Halfway House,,1105 16th Avenue North,,,Minneapolis,MN,55411,(612)520-9388 Intakes: (612)520-4004 (612)520-9181,,SA/TX/HH/RS/RL/MN/SF/SI/PI/,7604MN55411
Turning Point Inc,Male Inpatient Program,,1500 Golden Valley Road,,,Minneapolis,MN,55411,(612)520-4004,,SA/TX/RL/OP/CO/HV/SE/PW/CJ/SF/MD/MC/SI/PI/MI/,3809MN55411
Unity Hospital,Substance Abuse Services,,550 Osborne Road,2 East,,Minneapolis,MN,55432,(763)236-4300 Intake: (793)236-4506,,SA/TX/DT/BU/HI/CO/WN/MN/SF/MD/MC/SI/PI/MI/SS/AH/,3563MN55432
Unity Hospital Outpatient Services,,,7590 Lyric Lane NE,,,Minneapolis,MN,55432,(763)236-4300 Hotline: (763)236-7911,,SA/TX/OP/PH/SF/MD/SI/PI/MI/PA/AH/,5404MN55432
Veterans Aff airs Medical Center,Addictive Disorders Services,,1 Veterans Drive,Highway 55 and County 62 Unit 116A-4,,Minneapolis,MN,55417,(612)467-2228,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PH/WN/SF/MD/MC/PI/MI/SS/PA/,4067MN55417
Wayside House Inc,,,3705 Park Center Boulevard,,,Minneapolis,MN,55416,(952)405-7636 Intakes: (952)405-7650 (952)926-5626x222,,SA/TX/HH/BU/RS/RL/OP/PH/CO/WN/SF/MD/MC/SI/PI/MI/AH/,2776MN55416
River Ridge Treatment Center,,,15612 West Highway 7,Highwood Offi ce Center Suite 150,,Minnetonka,MN,55345,(952)936-0304 Intake: (952)894-7722,,MH-SA/TX/OP/WN/MN/DU/CJ/SF/SI/PI/MI/,8838MN55345
Prairie House,,,305 Prairie Road,,,Monticello,MN,55362,(651)785-5647 Intakes: (651)338-3317 (320)963-6865x1,,SA/TX/HH/RL/AD/CO/SF/SI/PI/,9302MN55362
Anchorage,,,810 4th Street,,,Moorhead,MN,56560,(218)281-1500 Intake: (218)287-1500,,MH-SA/TX/RS/RL/OP/CO/WN/MN/SF/MD/SI/PI/MI/,3548MN56560
Clay County Receiving Center,Detox,,715 North 11th Street,Suite 203,,Moorhead,MN,56560,(218)299-5171,,MH-SA/DT/RS/SF/SI/PI/AH/,5325MN56560
ShareHouse Wellness Center,,,715 North 11th Street,Suite 204,,Moorhead,MN,56560,(218)233-6398 Intake: (877)294-6561,,SA/TX/OP/PH/AD/DU/SF/SI/PI/MI/,3785MN56560
New Visions Center of Morris,,,712 Atlantic Avenue,,,Morris,MN,56267,(320)585-6180,,SA/TX/OP/DU/SF/SI/PI/MI/,2839MN56267
Woniya Kini Behavioral Services,,,39458 Reservation Highway 1,P.O. Box 308,,Morton,MN,56270,(507)697-6288x11 Intake: (507)697-6288,,SA/TX/RS/RL/OP/AD/SF/SI/PI/,8980MN56270
Anishinaabe Miikana,Gidamaajitaamin Bois Forte,,13019 Westley Drive,Suite B,,Nett Lake,MN,55772,(218)757-0111 Intake: (218)753-2347 Hotlines: (218)757-0111 (218)753-2347,,SA/TX/OP/DU/SF/SI/PI/,4855MN55772
Pine Manor Inc,Chemical Dependency Services,,22195 State 34,,,Nevis,MN,56467,(218)732-4337,,SA/TX/DT/RS/RL/PH/SF/MC/SI/PI/,0191MN56467
Brown County Evaluation Center,,,510 North Front Street,,,New Ulm,MN,56073,(507)359-9111,,SA/DT/RS/SF/MD/MC/SI/PI/MI/,5862MN56073
New Ulm Medical Center,Substance Abuse Services,,1324 5th Street North,,,New Ulm,MN,56073,(507)233-1118,,SA/TX/DT/RS/OP/PH/AD/CJ/SF/SI/PI/MI/,7565MN56073
ShareHouse Stepping Stones,,,102 Miller Street,P.O. Box 219,,New York Mills,MN,56567,(218)385-2991,,SA/TX/HH/RL/OP/PW/WN/BC/SF/PI/,5511MN56567
Omada Behavioral Health Services,Northfi eld,,401 Division Street South,Suite A,,Northfi eld,MN,55057,(507)664-9407,,SA/TX/OP/AD/SF/MD/SI/PI/MI/,8991MN55057
South Central Human Relations,Dual Recovery Program,,610 Florence Avenue,,,Owatonna,MN,55060,(507)444-2250 Hotline: (507)455-8100,,MH-SA/TX/OP/AD/CO/MN/CJ/SF/MD/MC/SI/PI/MI/AH/,3272MN55060
West Hills Lodge Inc,,,545 Florence Avenue,,,Owatonna,MN,55060,(507)451-1172,,SA/TX/HH/RL/SF/SI/,3814MN55060
Rewind Inc,,,840 East Main Street,,,Perham,MN,56573,(218)346-6100,,SA/TX/HH/RL/OP/MN/SF/SI/,0602MN56573
Avalon in Pine City,,,645 3rd Avenue SW,,,Pine City,MN,55063,(320)629-1362,,SA/TX/OP/DU/SF/SI/PI/,2343MN55063
Meadow Creek,,,Route 4,,,Pine City,MN,55063,(763)444-4838 Intake: (320)629-0077,,SA/TX/DT/BU/RS/RL/PH/CO/HV/PW/WN/SF/MD/SI/PI/,7953MN55063
Wenden Recovery Services Inc,,,124 Main Street SW,,,Preston,MN,55965,(507)765-2505,,SA/TX/DT/OP/CO/GL/SE/PW/WN/MN/DU/CJ/SF/MD/MC/SI/PI/,8883MN55965
Recovery Plus Rum River,Outpatient Program,,209 6th Avenue South,,,Princeton,MN,55371,(763)389-5080 Intakes: (763)389-5080x100 (800)964-8524,,SA/TX/RS/RL/OP/PH/CO/PW/WN/SF/MD/MC/SI/PI/,4897MN55371
Lifestyle Counseling Services,,,14162 Commerce Avenue NE,Suite 400,,Prior Lake,MN,55372,(952)447-1117,,SA/TX/OP/SF/SI/PI/,9485MN55372
Wenden Recovery Services Inc,,,217 Plum Street,Suite 220,,Red Wing,MN,55066,(651)385-0600 Intake: (877)574-7328,,SA/TX/OP/DU/SF/MD/SI/PI/,2173MN55066
Red Lake Chemical Health Program,Red Lake Group Home/Extended Care,,14414 Green Lake Road,,,Redby,MN,56670,(218)679-3868 Intake: (218)679-3995,,SA/TX/DT/RL/OP/AD/CJ/MD/MC/SI/,2955MN56670
Northern Winds Treatment Center,,,Highway 1,,,Redlake,MN,56671,(218)679-3387 Intake: (218)679-2455 Hotlines: (218)679-3387 (218)679-2455,,SA/TX/HH/RS/RL/SF/SI/,9898MN56671
Project Turnabout,,,334 South Jeff erson Street,,,Redwood Falls,MN,56283,(507)637-8783 Intake: (800)862-1453 Hotline: (800)862-1453,,SA/TX/OP/SF/MD/SI/PI/,2453MN56283
Corrections Recovery Services,Outpatient Program,,151 4th Street SE,,,Rochester,MN,55904,(507)328-6687 Intakes: (507)328-7214 (507)328-6400,,MH-SA/TX/OP/PW/WN/CJ/SF/SI/PI/PA/,6930MN55904
EmPower CTC,,,602 11th Avenue NW,Suite 300,,Rochester,MN,55901,(507)292-1379 Intake: (507)252-6985,,MH-SA/TX/OP/PW/WN/MN/DU/CJ/SF/MD/SI/PI/MI/SP/,3733MN55901
Fountain Center of Rochester,,,4122 18th Avenue NW,,,Rochester,MN,55901,(507)252-0818,,SA/TX/OP/AD/SF/SI/PI/,4802MN55901
Gables,,,604 5th Street SW,,,Rochester,MN,55902,(507)282-2500,,MH-SA/TX/HH/RS/RL/OP/PH/CO/HV/PW/WN/SF/SI/PI/,3138MN55902
Guest House Inc,,,4800 48th Street NE,,,Rochester,MN,55903,(507)288-4693 Intake: (800)634-4155 Hotline: (800)634-4155,,SA/TX/RS/RL/MN/SF/PI/MI/,8084MN55903
Mayo Foundation,Addiction Services,,1216 2nd Street SW,Genrose 1-B,,Rochester,MN,55902,(507)255-4065 Intakes: (507)255-3636 (507)266-5100,,SA/TX/OP/AD/CO/SF/MC/SI/PI/MI/AH/,4129MN55902
Metro Treatment of Minnesota LP,Rochester Metro Treatment Center,,2360 North Broadway,,,Rochester,MN,55906,(507)282-0142,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/,1223MN55906
Pathway House,,,613 2nd Street SW,,,Rochester,MN,55902,(507)287-6121,,SA/TX/HH/RL/MN/SF/SI/,3361MN55902
Pathway House,Womens Facility,,103 6th Avenue SW,,,Rochester,MN,55902,(507)281-0441 Intake: (507)287-6121,,SA/TX/HH/RL/WN/SF/SI/,3735MN55902
Perkins Counseling Center,,,1500 1st Avenue NE,Suite 209,,Rochester,MN,55906,(507)529-1758 Intake: (507)529-1738,,SA/TX/OP/DU/SF/MD/MC/SI/PI/SS/,4896MN55906
Rochester Behavioral Health Services,,,1027 7th Street NW,Suite 207,,Rochester,MN,55901,(507)281-0023x206 Intake: (507)281-0023 Hotline: (507)281-0023,,SA/TX/OP/WN/MN/DU/SF/MD/SI/PI/MI/SS/,4995MN55901
Zumbro Valley Mental Health Center,Pacing Recovery Eff ectively Program,,343 Wood Lake Drive SE,,,Rochester,MN,55904,(507)289-2089,,MH-SA/TX/BU/OP/CO/DU/SF/SI/PI/,6629MN55904
Zumbro Valley Mental Health Center,Recovery Basics,,343 Wood Lake Drive SE,,,Rochester,MN,55904,(507)289-2089,,MH-SA/TX/BU/OP/CO/DU/SF/SI/PI/,6629MN55904
Zumbro Valley Mental Health Center,Right to Recovery Program,,343 Wood Lake Drive SE,,,Rochester,MN,55904,(507)289-2089,,SA/TX/BU/OP/CO/DU/CJ/SF/SI/PI/,6629MN55904
Glenmore Recovery Center,Outpatient Clinic,,216 Center Street West,Suite 101,,Roseau,MN,56751,(218)463-3447,,SA/TX/OP/DU/SF/SI/PI/MI/,5193MN56751
Teen Focus Recovery Center,,,475 South Dana Avenue,P.O. Box 106,,Rush City,MN,55069,(320)358-4065,,SA/TX/OP/AD/SF/SI/PI/,2028MN55069
Central Minnesota Mental Health Center,Detox/Crisis,,1321 13th Street North,,,Saint Cloud,MN,56303,(320)252-6654 Hotline: (800)635-8008,,SA/DT/RS/CO/HV/GL/SE/PW/WN/MN/CJ/SF/PI/MI/SS/PA/AH/SP/,0564MN56303
Claras House,,,1564 County Road 134,,,Saint Cloud,MN,56303,(320)229-4950,,SA/TX/RS/OP/PH/AD/CO/SF/SI/PI/MI/AH/,0366MN56303
Easthaven Halfway House,,,1425 East Saint Germain Street,,,Saint Cloud,MN,56304,(320)202-7881,,SA/TX/HH/RL/CO/HV/GL/SE/MN/SF/MD/MC/SI/PI/,5162MN56304
Focus 12 Halfway House,,,3220 8th Street North,Offi ce 6,,Saint Cloud,MN,56303,(320)252-2425,,SA/TX/HH/RL/SI/,8928MN56303
Metro Treatment of Minnesota LP,Saint Cloud Metro Treatment Center,,524 25th Avenue North,,,Saint Cloud,MN,56303,(320)202-1909,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/,2698MN56303
Passages,,,121 Park Avenue South,,,Saint Cloud,MN,56301,(320)259-5692 Intake: (320)259-9149 Hotline: (800)742-4357,,MH-SA/TX/HH/RL/OP/CO/BC/MN/SF/MC/SI/PI/AH/,4920MN56301
Saint Cloud Hospital,Recovery Plus,,713 Anderson Avenue,,,Saint Cloud,MN,56303,(320)229-3760 Intake: (320)229-3760x23806,,MH-SA/TX/DT/BU/RS/RL/OP/PH/AD/CO/SE/PW/WN/BC/MN/CJ/SF/MD/MC/SI/PI/MI/SS/PA/AH/,9710MN56303
Veterans Aff airs Medical Center,Alcohol/Drug Dependence Treatment Prog,,4801 Veterans Drive,,,Saint Cloud,MN,56303,(320)252-1670 Intake: (320)255-6390,,MH-SA/TX/BU/RS/RL/OP/CO/SF/SI/PI/MI/PA/AH/,5061MN56303
AA Alternatives of Minnesota Inc,,,366 North Prior Avenue,,,Saint Paul,MN,55104,(651)645-6100,,SA/TX/BU/OP/CO/HV/GL/SE/WN/MN/DU/CJ/SF/PI/,2689MN55104
African American Family Services,,,1041 Selby Avenue,,,Saint Paul,MN,55104,(612)871-7878 Intake: (651)642-0021,,MH-SA/TX/OP/PH/AD/CO/PW/WN/MN/CJ/SF/MD/MC/SI/PI/MI/AH/,8924MN55104
Amethyst Counseling Services,Outpatient Chem Dep Treatment Services,,1405 Silver Lake Road,,,Saint Paul,MN,55112,(651)633-4532,,SA/TX/OP/WN/MN/SF/SI/PI/,5704MN55112
Anthony Louis Center,Woodbury/Outpatient,,7700 Hudson Road,Suite 600,,Saint Paul,MN,55125,(651)731-0031,,SA/TX/OP/AD/SF/SI/PI/MI/,1565MN55125
Avalon Midway Womens Program,,,1885 University Avenue,Suite 222,,Saint Paul,MN,55104,(651)647-0095,,SA/TX/OP/WN/SF/SI/PI/AH/,3879MN55104
Avalon/Eagan,,,1230 Eagan Industrial Road,Suite 100,,Saint Paul,MN,55121,(651)454-2833,,SA/TX/OP/SF/SI/PI/,0141MN55121
CD Service Coordination,Saint Josephs Hospital,,45 West 10th Street,,,Saint Paul,MN,55102,(651)326-3792 Intakes: (651)326-3644 (651)326-3645,,SA/TX/OP/SF/MC/SI/PI/AH/,7852MN55102
Community Drug and Alcohol Services,,,1600 University Avenue West,,,Saint Paul,MN,55104,(651)209-6632x1 Intake: (651)209-6632x101,,MH-SA/TX/OP/PH/AD/CO/SF/MD/SI/PI/,5159MN55104
Comunidades Latinas Unidas en Servicio,(CLUES),,797 East 7th Street,,,Saint Paul,MN,55106,(651)379-4200,,SA/TX/OP/DU/SF/SI/PI/SP/,9386MN55106
Conceptual Counseling Inc,,,287 6th Street East,Suite 300,,Saint Paul,MN,55101,(651)221-0334,,SA/TX/OP/WN/MN/DU/SF/PI/MI/,5750MN55101
Create Inc,South,,15025 Glazier Avenue,Suite 240,,Saint Paul,MN,55124,(952)432-1391 Intake: (612)874-9811x1,,SA/TX/BU/OP/DU/CJ/SF/SI/PI/,0029MN55124
Haven in Woodbury Outpatient Program,,,2042 Wooddale Drive,Suite 220,,Saint Paul,MN,55125,(651)734-9633 Intake: (651)734-9533,,SA/TX/OP/PH/AD/WN/MN/DU/SF/SI/PI/,0854MN55125
