name1,name2,street1,street2,city,state,zip,zip4,county,latitude,longitude
NuWay Rochester Counseling Center ,,300 11th Avenue NW,,Rochester,MN,55901,,Olmsted,44.0271044,-92.4784211
Mayo Clinic,Addiction Services,1216 2nd Street SW,Generose 1 East,Rochester,MN,55902,,Olmsted,44.0211624,-92.4820759
Pathway House,Womens Program,103 6th Avenue SW,,Rochester,MN,55902,,Olmsted,44.0223697,-92.4713297
Pathway House,Mens Program,613 2nd Street SW,,Rochester,MN,55902,,Olmsted,44.0218955,-92.4717741
Gables,,604 5th Street SW,,Rochester,MN,55902,,Olmsted,44.017929,-92.471731
Cook County,Wilderness Outpatient Trt Services,Court House,411 West 2nd Street,Grand Marais,MN,55604,,Cook,47.752557,-90.3393728
Nystrom and Associates LTD,,401 16th Street SE,,Rochester,MN,55904,,Olmsted,44.0003872,-92.4561844
Fountain Centers,Albert Lea,404 West Fountain Street,,Albert Lea,MN,56007,,Freeborn,43.6524998,-93.373062
Independent Management Services Inc,,226 West Clark Street,,Albert Lea,MN,56007,,Freeborn,43.6499646,-93.3707977
Sanford Hospital,Luverne Outpatient Program,1600 North Kniss Avenue,,Luverne,MN,56156,,Rock,43.6710519,-96.2124869
Common Ground,Recovery House,174 Main Street,Suite 2,Winona,MN,55987,6573,Winona,44.0518792,-91.6379925
Hiawatha Valley Mental Health Ctr,,420 East Sarnia Street,Suite 2100,Winona,MN,55987,6412,Winona,44.0405834,-91.6312989
Winona Counseling Clinic Inc,,902 East 2nd Street,Suite 220,Winona,MN,55987,,Winona,44.0470937,-91.6124941
Hiawatha Valley Mental Health Ctr,,221 South Kingston Street,,Caledonia,MN,55921,,Houston,43.6341578,-91.4957474
Weems Community MH Center,Scott County Office,13682 Highway 80 West,,Forest,MS,39074,,Scott,32.3646615,-89.4788493
Weems Community MH Center,Newton County Office,90 South 6th Avenue,,Decatur,MS,39327,,Newton,32.4372696,-89.1103604
Weems Community MH Center,Smith County Office,355 Highway 37 South,,Raleigh,MS,39153,,Smith,31.98402286,-89.49886143
Weems Community MH Center,Leake County Office,529 East Main Street,,Carthage,MS,39051,,Leake,32.7365167,-89.5261635
Weems Community MH Center,Neshoba County Office,1011 Posey Avenue,,Philadelphia,MS,39350,,Neshoba,32.7548258,-89.1029297
Region 8 Mental Health Services,,613 Marquette Road,,Brandon,MS,39042,,Rankin,32.276857,-90.0124393
Region 8 Mental Health Services,Residential Treatment Center,3112 Simpson Highway 13,,Mendenhall,MS,39114,,Simpson,31.983119,-89.870232
Weems Community MH Center,Weems LifeCare,1415 1/2 College Drive,,Meridian,MS,39304,,Lauderdale,32.3717649,-88.7327774
A Second Chance,,2401 State Boulevard,,Meridian,MS,39307,,Lauderdale,32.3824852,-88.7279152
Mississippi State Hospital,Substance Use Service,3550 Highway 468 West,Buildings 81 and 87,Whitfield,MS,39193,,Rankin,32.2410093,-90.071175
Meridian Treatment Center,Metro Treatment of Mississippi LP,2419 10th Street,,Meridian,MS,39301,,Lauderdale,32.3667152,-88.7034136
Three Oaks Behavioral Health of,Ridgeland LLC,408 Fontaine Place,Suite 101,Ridgeland,MS,39157,,Madison,32.4100015,-90.1136597
Innovative Behavioral Services Inc,,357 Towne Center Place,Suite 100,Ridgeland,MS,39157,,Madison,32.4070233,-90.1247279
Jackson Comprehensive Trt Ctrs LLC,,1935 Lakeland Drive,Suite 900,Jackson,MS,39216,,Hinds,32.3327766,-90.1365919
A Bridge to Recovery,,1437 Old Square Road,Suite 101,Jackson,MS,39236,,Hinds,32.3613408,-90.1472723
Weems Community MH Center,Clarke County Office,102 Park Place,,Quitman,MS,39355,,Clarke,32.0367456,-88.7272431
Veterans Affairs Medical Center,Addictive Disorders Treatment Program,1500 East Woodrow Wilson Drive,Unit 116-A4,Jackson,MS,39216,,Hinds,32.3278243,-90.1674953
ALTR of Jackson LLC,,500 East Woodrow Wilson Drive,Suite D,Jackson,MS,39216,,Hinds,32.327173,-90.178155
Alcohol Services Center Inc,,950 NW Street,,Jackson,MS,39202,2566,Hinds,32.311131,-90.1816021
Mississippi Care LLC,Main,100 Amite Street,,Jackson,MS,39201,,Hinds,32.3017838,-90.188025
Hinds Behavioral Health Services,,3450 Highway 80 West,,Jackson,MS,39209,,Hinds,32.298846,-90.241079
Life Help,Attala County Office,314 South Huntington Street,,Kosciusko,MS,39090,4012,Attala,33.0555755,-89.5867018
Harbor Houses of Jackson Inc,Transitional Program,5354 I-55 South Frontage Road East,,Byram,MS,39272,,Hinds,32.2147852,-90.2301246
Harbor Houses of Jackson Inc,Residential Primary,5354 I-55 South Frontage Road East,,Byram,MS,39272,,Hinds,32.2149365,-90.2303981
Center for Independent Learning,The Friendship Connection,1480 Raymond Road,,Jackson,MS,39204,,Hinds,32.2827704,-90.2528363
Friends of Alcoholics,,1298 FOA Road,,Jackson,MS,39209,,Hinds,32.4475468,-90.2992167
Community Counseling Services,Winston,16220 West Main Street,,Louisville,MS,39339,,Winston,33.1242363,-89.0704272
Born Free New Beginnings,Trt Program of Catholic Charities Inc,7100 Midway Road,,Raymond,MS,39154,8384,Hinds,32.2298774,-90.3747951
Clearview Recovery Center of,Pine Belt Mental Healthcare Resources,3 Clearview Circle,,Moselle,MS,39459,,Jones,31.469493,-89.3304345
Pine Belt Mental Healthcare Resources,,1104 Cedar Street,Suite B,Waynesboro,MS,39367,,Wayne,31.68233,-88.645323
Region 8 Mental Health Services,A and D Services,1007 Carroll Drive,,Hazlehurst,MS,39083,,Copiah,31.8737781,-90.4000308
Pine Belt Mental Healthcare Resources,Region 12,103 South 19th Avenue,,Hattiesburg,MS,39401,1030,Forrest,31.3235029,-89.3189148
Pine Grove BH and Addiction Servs,,2255 Broadway Drive,,Hattiesburg,MS,39402,,Forrest,31.294462,-89.3251181
Pine Belt Mental Healthcare Resources,Perry County Office,91180 Highway 42 West,,Richton,MS,39476,6349,Greene,31.3541838,-88.9540652
Pine Belt Mental Healthcare Resources,Region 12 Oak Arbor,4507 U.S. Highway 49 South,,Hattiesburg,MS,39401,,Forrest,31.2232277,-89.2682132
Pine Belt Mental Healthcare Resources,Marion County Office,217 Dewey Street,,Columbia,MS,39429,,Marion,31.2568331,-89.8367668
Region 8 Mental Health Services,Lincoln County Office,624 Highway 51 North,,Brookhaven,MS,39601,,Lincoln,31.5921601,-90.4553825
Pine Belt Mental Healthcare Resources,Lamar County,805 Highway 589,,Purvis,MS,39475,,Lamar,31.165319,-89.424099
Warren Yazoo Chem Dep Ctr,Region XV/Mental Health,3442 Wisconsin Avenue,,Vicksburg,MS,39180,,Warren,32.3141465,-90.8633058
Marian Hill Chemical Dependency Center,,1111 North Frontage Road,,Vicksburg,MS,39180,,Warren,32.3185395,-90.8823029
Christian Changes Csl and Recovery,,796 U.S. 45 Alternate South,,Starkville,MS,39759,,Oktibbeha,33.4718702,-88.6593441
Life Help Mental Health Ctr/Region 6,,2504 Old Browning Road,P.O. Box 1505,Greenwood,MS,38930,,Leflore,33.5171,-90.1508031
Life Help,Main Office,2504 Browning Road,,Greenwood,MS,38930,,Leflore,33.5171064,-90.1517297
Life Help,Denton House,113 Highway 7 South,,Greenwood,MS,38930,,Leflore,33.517006,-90.152339
Life Help,Intensive Outpatient,113 Highway 7 South,,Greenwood,MS,38930,,Leflore,33.5170029,-90.1524142
Life Help Mental Health Ctr/Region 6,Rolling Fork Office/Sharkey County,317 West Race Street,,Rolling Fork,MS,39159,,Sharkey,32.9057872,-90.8844187
Jolimar Recovery Center,,1038 River Ridge Road,,Summit,MS,39666,,Pike,31.280919,-90.421749
Serenity Summit LLC,,1056 Tower Road,,Summit,MS,39666,,Pike,31.281078,-90.448413
Recovery House,,770 Golding Road,,Columbus,MS,39702,,Lowndes,33.4187517,-88.3224428
Pine Belt Mental Healthcare Resources,Greene County,1501 Lackey Street,,Leakesville,MS,39451,,Greene,31.151566,-88.5603399
Community Counseling Services,Clay County Office,217 Court Street,,West Point,MS,39773,,Clay,33.6052968,-88.6492705
Pines and Cady Hill,Recovery Center,1011 Main Street,,Columbus,MS,39701,,Lowndes,33.4964375,-88.4215236
Southwest MS Mental Health Complex,Region 11 Addiction Services,301 Robb Street,,Summit,MS,39666,,Pike,31.2841819,-90.4753318
Life Help Mental Health Ctr/Region 6,Grenada County Office,467 Springhill Road,,Grenada,MS,38901,,Grenada,33.7761866,-89.82041
Gulf Coast Mental Health Center,Stone County Office,200 Coastal Paper Avenue,,Wiggins,MS,39577,,Stone,30.8376253,-89.1365848
Southern Living Services,DBA Estate at River Bend/Main,226 Lowe Lane,,Lucedale,MS,39452,,George,30.9237882,-88.7195624
Communicare,Calhoun County Office,235 South Murphee Street,,Pittsboro,MS,38951,,Calhoun,33.91808763,-89.32677125
Communicare,Yalobusha County Office,214 Frostland Drive,,Water Valley,MS,38965,,Yalobusha,34.1307524,-89.63729214
Home of Grace,Men Addiction Recovery Program,14200 Jericho Road,,Vancleave,MS,39565,,Jackson,30.5466822,-88.7141056
Mississippi Drug and Alcohol ,Treatment Center,13251 Reece Bergeron Road,,Biloxi,MS,39532,,Harrison,30.4786132,-88.9123718
Lifecore Region III MHC,Pontotoc County,339 Legion Lane,,Pontotoc,MS,38863,8978,Pontotoc,34.2534244,-89.0215552
Gulf Coast Mental Health Center,Crossroads Recovery Center,15094 County Barn Road,,Gulfport,MS,39503,,Harrison,30.4315929,-89.0900216
Region I Mental Health Center,Fairland Center,3000 Highway 49 South,,Tutwiler,MS,38963,,Tallahatchie,34.070313,-90.49145
Region I Mental Health Center,Sunflower Landing,2950 Highway 49 South,,Tutwiler,MS,38963,,Tallahatchie,34.070313,-90.49145
Oxford Outpatient Treatment Center,,611 Commerce Parkway,,Oxford,MS,38655,7362,Lafayette,34.2986243,-89.5178912
Lifecore Health Group Addiction Servs,,920 Boone Street,,Tupelo,MS,38804,,Lee,34.2364033,-88.6814011
Region III Chem Dependency,,920 Boone Street,,Tupelo,MS,38804,5908,Lee,34.2376179,-88.6807639
Gulf Coast Veterans Healthcare System,Biloxi,400 Veterans Avenue,,Biloxi,MS,39531,,Harrison,30.4148594,-88.9450284
Communicare,Outpatient Treatment,152 Highway 7 South,,Oxford,MS,38655,,Lafayette,34.330179,-89.516514
Communicare,Haven House,152-A Highway 7 South,,Oxford,MS,38655,,Lafayette,34.3331566,-89.5166811
Biloxi Treatment Center,Metro Treatment of Mississippi LP,1989 Pass Road,,Biloxi,MS,39531,,Harrison,30.4022023,-88.9542165
Fair Park Counseling,,210 East Main Street,Suite 2-C,Tupelo,MS,38804,,Lee,34.257225,-88.7003996
Gulf Coast Mental Health Center,Region 13,1600 Broad Avenue,,Gulfport,MS,39501,3603,Harrison,30.3711355,-89.1197494
Smart Medi Care Health Services Inc,Main,415 Highway 6 West,,Oxford,MS,38655,,Lafayette,34.349308,-89.7198173
Gulf Coast Mental Health Center,Hancock County Office,819 Central Avenue,,Bay Saint Louis,MS,39520,,Hancock,30.299898,-89.351258
Region I Mental Health Center,Alcohol and Drug Services,1742 Cheryl Street,Health Services Building,Clarksdale,MS,38614,,Coahoma,34.19519865,-90.55315903
Stevens Center of Singing River Servs,Region 14,4905 Telephone Road,,Pascagoula,MS,39567,,Jackson,30.3824809,-88.5350529
Communicare,Panola County Satellite Office,100 East Frontage Road,,Sardis,MS,38666,,Panola,34.4373025,-89.8923541
Oxford Treatment Center,,297 County Road 244,,Etta,MS,38627,,Union,34.4840684,-89.2867654
Communicare,Tate County Office,101 Preston McKay Drive,,Senatobia,MS,38668,,Tate,34.59256539,-89.8812665
Region IV MHS,Booneville Extension Office,2100 Chambers Street,,Booneville,MS,38829,,Prentiss,34.6573478,-88.5322405
Communicare,Marshall County Office,695 Highway 4 East,,Holly Springs,MS,38635,,Marshall,34.7715683,-89.4296824
Parkwood Behavioral Health System,,8135 Goodman Road,,Olive Branch,MS,38654,,De Soto,34.9612834,-89.8456536
Region IV MH/MR,,1213 Maria Lane,,Iuka,MS,38852,,Tishomingo,34.8056256,-88.2047775
Freedom Healthcare,,7185 Swinnea Road,,Southaven,MS,38671,,DeSoto,34.965261,-89.9726161
Region IV MHS,Chemical Dependency Complex,401 New Hope Drive,,Corinth,MS,38835,,Alcorn,34.9340532,-88.563078
Region IV Mental Health Services,,601 Foote Street,,Corinth,MS,38834,,Alcorn,34.9357733,-88.5188721
Southeast Missouri Behavioral Health,Rolla Office,1051 Kings Highway ,Suite 5,Rolla,MO,65401,,Phelps,37.9438979,-91.785404
Compass Health Inc,Pathways Comm Behavioral Hlthcare,1448 East 10th Street,,Rolla,MO,65401,,Phelps,37.9506681,-91.751325
Compass Health Inc,,155 Park Drive,,Saint Robert,MO,65584,,Pulaski,37.8280961,-92.1776664
Southeast Missouri Behavioral Health,,403 School Street,,Waynesville,MO,65583,2547,Pulaski,37.8308524,-92.2001037
Cuba Outpatient,,312 North Franklin Street,,Cuba,MO,65453,,Crawford,38.065143,-91.404903
Southeast Missouri Behavioral Health,,312 North Franklin Street,,Cuba,MO,65453,1717,Crawford,38.064564,-91.404164
Southeast Missouri Behavioral Health,,402 North Grand Street,,Salem,MO,65560,1270,Dent,37.6457227,-91.542671
Southeast Missouri Behavioral Health,Salem Center,203 North Grand Street,,Salem,MO,65560,,Dent,37.6442681,-91.5423882
Southeast Missouri Behavioral Health,,200 North Washington Street,,Salem,MO,65560,1349,Dent,37.6442699,-91.5372368
Southeast Missouri Behavioral Health,,1014 West Highway 28,,Owensville,MO,65066,,Gasconade,38.34059,-91.513322
Missouri Alcohol Drug Assessment,Consultants,1014 West Highway 28,,Owensville,MO,65066,,Gasconade,38.34059,-91.513322
Compass Health Inc,,704 East Highway 28,,Owensville,MO,65066,,Gasconade,38.3473624,-91.490285
Compass Health,,101 Progress Drive,,Sullivan,MO,63080,,Franklin,38.2008599,-91.1715611
Community Counseling Servs of Missouri,,1591 North Highway 63,Suite C,Houston,MO,65483,,Texas,37.3425308,-91.9358448
Southeast Missouri Behavioral Health,Houston Office,1597 North Highway 63,,Houston,MO,65483,,Texas,37.312441,-91.96043
Preferred Family Healthcare Inc,Jefferson City Adolescent CSTAR,101 Adams Street,,Jefferson City,MO,65101,,Cole,38.575804,-92.166089
Compass Health Inc,Cedar Ridge Treatment Center,1091 Midway Drive,,Linn Creek,MO,65052,,Camden,38.0677723,-92.6910408
Compass Health Inc,Pathways Comm Behavioral Hlthcare,227 Metro Drive,,Jefferson City,MO,65109,1134,Cole,38.5922569,-92.2225522
Lake Area Citizens Advisory Board,(LACAB),1253 Butler Road,,Lebanon,MO,65536,,Laclede,37.667216,-92.634251
Compass Health Inc,Pathways Comm Behavioral Hlthcare,206 South Mill Street,,Eldon,MO,65026,1864,Miller,38.3483763,-92.578125
Preferred Family Healthcare Inc,,210 Hoover Road,,Jefferson City,MO,65109,,Cole,38.597596,-92.221681
Compass Health Inc,Pathways Comm Behavioral Hlthcare,63 VFW Road,,Camdenton,MO,65020,8411,Camden,38.0008,-92.7320238
Compass Health Inc,,860 Lynn Street,,Lebanon,MO,65536,3810,Laclede,37.6959075,-92.6678283
Lake Area Citizens Advisory Board,(LACAB),409 U.S. Highway 54,,Camdenton,MO,65020,6948,Camden,38.0059935,-92.7504547
Advanced Trt and Recovery Inc,,111 Liberty Plaza,,Union,MO,63084,,Franklin,38.4892061,-91.1730209
Preferred Family Healthcare Inc,,100 West Main Street,,Union,MO,63084,1363,Franklin,38.445507,-91.009597
Missouri Alcohol Drug Assessment,Consultants Inc,216 East Locust Street,,Union,MO,63084,1832,Franklin,38.4447,-91.0068615
Preferred Family Healthcare Inc,,411 East Locust Street,,Union,MO,63084,,Franklin,38.4447811,-91.0055016
Southeast Missouri Behavioral Health,Potosi Office,10071 Crescent Road,,Potosi,MO,63664,,Washington,37.936438,-90.787909
Family Counseling Center Inc,,219 East Second Street,,Mountain Grove,MO,65711,1749,Wright,37.1300103,-92.2612036
Compass Health Inc,Pathways Comm Behav Hlthcare,2625 Fairway Drive ,Suite E,Fulton,MO,65251,,Callaway,38.8799794,-91.9654611
Compass Health Inc,Pathways Comm Behav Hlthcare/OIT,2625 Fairway Drive,Suite E,Fulton,MO,65251,,Callaway,38.8799794,-91.9654611
Sana Lake Recovery,,8350 State Route 30,,Dittmer,MO,63023,,Jefferson,38.3184963,-90.7115219
Southeast Missouri Behavioral Health,,200 Saint Mary Street,,Pilot Knob,MO,63663,,Iron,37.625578,-90.649028
Preferred Family Healthcare Inc,,1206 East Veterans Memorial Parkway,Suite A,Warrenton,MO,63383,1314,Warren,38.818119,-91.1305292
Community Treatment Inc,,4 Hickory Ridge Road,Suite 600,Hillsboro,MO,63050,5117,Jefferson,38.22102,-90.57404
Compass Health Inc,Pathways Comm Behavioral Hlthcare,1000 West Nifong Street,Building 6 Suite 220-B,Columbia,MO,65203,,Boone,38.9077234,-92.3559343
Community Treatment Inc,,351 Main Street,,Hillsboro,MO,63050,,Jefferson,38.232067,-90.564203
Preferred Family Healthcare Inc,,108 South Sturgeon Street,,Montgomery City,MO,63361,2503,Montgomery,38.9771814,-91.504557
Harry S Truman Memorial,Veterans Hospital,800 Hospital Drive,,Columbia,MO,65201,,Boone,38.9372354,-92.3288487
Compass Health Inc,,3501 Berrywood Drive,,Columbia,MO,65203,4103,Boone,38.959027,-92.285853
Burrell Behavioral Health,,3401 Berrywood Drive,Suite 300,Columbia,MO,65201,6515,Boone,38.9588132,-92.2870359
TriCounty Psychological Services Inc,,541 West Hubble Drive,,Marshfield,MO,65706,,Webster,37.3436364,-92.914554
Compass Health Inc,Pathways Comm Behavioral Hlthcare,201 North Garth Avenue,,Columbia,MO,65203,,Boone,38.9544162,-92.3392283
DRD Management Inc,BHG Columbia Treatment Center,1301 Vandiver Drive,Suite Y,Columbia,MO,65202,,Boone,38.9719349,-92.3208527
Reality House Programs Inc,Clinical Services Department,1301 Vandiver Drive,Suites 103-105-107-109,Columbia,MO,65202,,Boone,38.9719349,-92.3208527
Southeast Missouri Behavioral Health,,1103 Weber Road,,Farmington,MO,63640,3345,Saint Francois,37.7990242,-90.4422407
Adult and Teen Challenge of ,Saint Louis,2650 Appletree Acres,,High Ridge,MO,63049,,Jefferson,38.4657066,-90.5164169
Southeast Missouri Behavioral Health,,1542 Sainte Genevieve Avenue,,Farmington,MO,63640,3454,Saint Francois,37.7776129,-90.3930171
Southeast Missouri Behavioral Health,Aquinas Center,5536 State Highway 32 East,,Farmington,MO,63640,,Saint Francois,37.7791435,-90.3856458
Southeast Missouri Behavioral Health,,401 North Main Street,,Van Buren,MO,63965,,Carter,36.997913,-91.01467
COMTREA Inc,,110 North Mill Street,,Festus,MO,63028,,Jefferson,38.220611,-90.392977
COMTREA Inc,,1817 Gravois Road,,High Ridge,MO,63049,,Jefferson,38.4820607,-90.5050696
CenterPointe Hospital,,4801 Weldon Spring Parkway,,Saint Charles,MO,63304,,Saint Charles,38.71338,-90.688561
FCC Behavioral Health,Adolescent RISE,3411 Division Drive,,West Plains,MO,65775,,Howell,36.7794588,-91.891126
Aviary Recovery Center,Outpatient,1391 Smizer Mill Road,Suite 101,Fenton,MO,63026,,Saint Louis,38.5244676,-90.4772073
Turning Point Recovery Center,,201 East Monroe Street,Suite 103,Mexico,MO,65265,,Audrain,39.1732966,-91.8808525
Southeast Missouri Behavioral Health,,125 East Green Street,,Piedmont,MO,63957,,Wayne,37.1552764,-90.6950617
Preferred Family Healthcare Inc,,269 Firehouse Lane,Suite 1,Troy,MO,63379,,Lincoln,38.9842708,-90.9877221
Eastern MO Alt Sentencing Servs Inc,EMASS/Troy CIP/SROP,415 East Cherry Street,,Troy,MO,63379,,Lincoln,38.980995,-90.977773
COMTREA Inc,,21 Municipal Drive,,Arnold,MO,63010,,Jefferson,38.44488771,-90.40204793
Preferred Family Healthcare Inc,,1011 East Cherry Street,,Troy,MO,63379,,Lincoln,38.9849722,-90.9638855
Eastern MO Alt Sentencing Servs Inc,EMASS/O Fallon CIP/SROP,201 O Fallon Plaza,,O Fallon,MO,63366,,Saint Charles,38.8081548,-90.6981506
Valley Hope of Boonville,,1415 West Ashley Road,,Boonville,MO,65233,,Cooper,38.9529186,-92.7650692
South Central Missouri,Citizens Advisory Board Inc,207 East Main,,West Plains,MO,65775,,Howell,36.7282693,-91.8509999
Compass Health Inc,Pathways Comm Behavioral Healthcare,319 Main Street,,Boonville,MO,65233,1565,Cooper,38.9758834,-92.7440787
Family Counseling Center Inc,Turning Leaf,1015 Lanton Road,,West Plains,MO,65775,,Howell,36.7131685,-91.8428035
BHG XXVIII LLC,BHG West Plains Treatment Center,1639 Bruce Smith Parkway,,West Plains,MO,65775,,Howell,36.7125583,-91.8757748
Compass Health Inc,Pathways Comm Behavioral Hlthcare,17571 North Dam Access Road,,Warsaw,MO,65355,6396,Benton,38.2648759,-93.3863845
Alternative Behavioral Care,,255 Spencer Road,Suite 101,Saint Peters,MO,63376,,Saint Charles,38.7881281,-90.6040001
Kirkwood Medication Assisted Trts,,111 Prospect Avenue,Suite 201,Saint Louis,MO,63122,,Saint Louis,38.567925,-90.4075849
Assessment and Counseling Solutions,Saint Louis Site,11648 Gravois Road,Suite 245,Saint Louis,MO,63126,,Saint Louis,38.534638,-90.381995
