"","name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility"
"7483","Interfaith Medical Center Inc","Behavioral Hlth Prog for Adults (BHP)","1545 Atlantic Avenue","4th Floor, South S-402","Brooklyn","NY",11213,NA,"Kings","718-613-6210","","","718-613-6219","http://Interfaithmedical.org",40.6783744,-73.9374075,"MH"
"7484","JGB MH and Mental Retardation Servs","Lighthouse Guild Behavioral Health","250 West 64 Street","","New York","NY",10023,NA,"New York","212-769-7800","","","","http://lighthouseguild.org",40.7742841,-73.9880461,"MH"
"7485","Jewish Board of Family/Childrens Servs","Crown Heights Counseling Center","1055 Saint Johns Place","","Brooklyn","NY",11213,NA,"Kings","718-773-2080","","844-663-2255","","http://jewishboard.org/",40.6715308,-73.9430114,"MH"
"7486","Floating Hospital","","4143 Crescent Street","","Long Island City","NY",11101,8397,"Queens","718-784-2240","","","","http://www.thefloatinghospital.org",40.7511173,-73.9398368,"MH"
"7487","Fortune Society Inc","The Better Living Center","29-76 Northern Boulevard","2nd Floor","Long Island City","NY",11101,NA,"Queens","718-906-2982","","347-510-3443","","http://www.fortunesociety.org",40.7502991,-73.9347724,"MH"
"7488","NYU Langone Hospital/Brooklyn","","150 55th Street","","Brooklyn","NY",11220,2559,"Kings","718-630-7000","Intakes","718-437-5210","718-630-7189","http://www.nyulangone.org",40.6466416,-74.0211153,"MH"
"7489","Family Health Centers at NYU Langone","Ambulatory Behavioral Health","514 49th Street","","Brooklyn","NY",11220,NA,"Kings","718-431-2600","","","","http://",40.6451964,-74.0093388,"MH"
"7490","Community Healthcare Network","Crown Heights","1167 Nostrand Avenue","","Brooklyn","NY",11225,NA,"Kings","718-778-0198","","","","http://www.chnnyc.org",40.6590262,-73.9502067,"MH"
"7491","William A White Institute","","20 West 74th Street","","New York","NY",10023,NA,"New York","212-873-0725 x26","Intakes","212-873-0725 x20","212-873-0726","http://wawhite.org",40.77778,-73.97619,"MH"
"7492","Gracie Square Hospital Inc","Inpatient Unit","420 East 76th Street","2nd-5th Floors","New York","NY",10021,NA,"New York","212-988-4400","Intakes","212-434-5300","212-434-5415","http://www.nygsh.org",40.7697411,-73.9530951,"MH"
"7493","League School","","567 Kingston Avenue","","Brooklyn","NY",11203,NA,"Kings","718-498-2500","Intakes","718-498-2500 x146","718-498-2500 x130","http://www.leaguecenter.org",40.6596913,-73.9419063,"MH"
"7494","Health and Hospitals/Kings","Kings City Hosp Child/Adol Clinic","451 Clarkson Avenue","R Building, 7th Floor","Brooklyn","NY",11203,NA,"Kings","718-245-2520","","","718-245-2516","http://www.nychealthandhospitals.org/kingscounty",40.6567192,-73.9461696,"MH"
"7495","Maimonides Medical Center","Community Mental Health Center","920 48th Street","","Brooklyn","NY",11219,NA,"Kings","718-283-8100","","","718-283-7864","http://www.maimonidesmed.org",40.6403019,-73.9997605,"MH"
"7496","Coalition for Hispanic Family Services","Bonding Links/Enlazos Familiares MHC","315 Wyckoff Avenue","Suite 6","Brooklyn","NY",11237,NA,"Kings","718-497-6090 x362","Intakes","718-497-1955 x361","718-497-6090 x361","http://www.hispanicfamilyservicesny.org/",40.7001958,-73.9117555,"MH"
"7497","NYC Health and Hospital/Kings","KCHC-BH-Adult Outpatient Services","451 Clarkson Avenue","Building R","Brooklyn","NY",11203,NA,"Kings","718-245-8802","","718-245-2727","","http://www.nychealthandhospitals.org/kingscounty",40.6568816,-73.9447075,"MH"
"7498","Kings County Hospital Center","Behavioral Health Derpartment","451 Clarkson Avenue","","Brooklyn","NY",11203,NA,"Kings","718-245-5619","Intakes","718-245-2727","718-245-2718","http://www.nyc.gov/kchc",40.6566053,-73.9450693,"MH"
"7499","Ambulatory Care Services/Office Based","Addiction Services/Kings Cnty Hosp Ctr","451 Clarkson Avenue","Building E","Brooklyn","NY",11203,NA,"Kings","347-450-1354","","","","http://",40.6566053,-73.9450693,"MH"
"7500","NYC/HHC Kings County Hospital Center","KCHC Child/Adolescent Psych IP Servs","451 Clarkson Avenue","Building R","Brooklyn","NY",11203,NA,"Kings","718-245-2304","","718-245-2310","","http://www.nychealthandhospitals.org/kingscounty",40.6566053,-73.9450693,"MH"
"7501","NYC H/H Kings County Hospital Center","Partial Hospitalization Program KCHC","451 Clarkson Avenue","R Building, 3rd Floor","Brooklyn","NY",11203,NA,"Kings","718-245-4956","","","","http://www.nychealthandhospitals.org/kingscounty",40.6566053,-73.9450693,"MH"
"7502","NYC/HHC Kings County Hospital Center","Kings County Hospital CPEP","451 Clarkson Avenue","","Brooklyn","NY",11203,NA,"Kings","718-245-8929","","718-245-2310","","http://www.nychealthandhospitals.org/kingscounty",40.6566053,-73.9450693,"MH"
"7503","Beverley Mack Harry","Consulting Services Inc","738 Crown Street","Floor 1","Brooklyn","NY",11213,NA,"Kings","718-363-0100","","","","http://",40.6651052,-73.9331692,"MH"
"7504","New York City Childrens Center","Brooklyn Childrens Behav Health Clinic","1819 Bergen Street","","Brooklyn","NY",11233,NA,"Kings","718-221-4500","","718-264-4697","","http://omh.ny.gov",40.6749034,-73.9213473,"MH"
"7505","New York City Childrens Center","Brooklyn Campus","1819 Bergen Street","","Brooklyn","NY",11233,NA,"Kings","718-613-3100","Intakes","718-264-4934","718-613-3055","http://omh.ny.gov/omhweb/facilities/nyccc",40.6749034,-73.9213473,"MH"
"7506","Interborough Developmental and","Consultation Ctr/Crown Heights Clinic","921 East New York Avenue","","Brooklyn","NY",11203,NA,"Kings","718-778-0485","","","","http://www.interborough.org",40.6632148,-73.9324459,"MH"
"7507","Kingsboro Psychiatric Center","","681 Clarkson Avenue","","Brooklyn","NY",11203,2125,"Kings","718-221-7395","","","","http://omh.ny.gov/omhweb/facilities/kbpc",40.6562314,-73.9390004,"MH"
"7508","Kingsbrook Jewish Medical Center","Mental Health Clinic","585 Schenectady Avenue","","Brooklyn","NY",11203,NA,"Kings","718-604-5000 x5281","","718-604-5281","","http://www.kingsbrook.org",40.659569,-73.933783,"MH"
"7509","Coalition for Hispanic Family Services","Bonding Links Enlazos Familiares CCR","63 Schaefer Street","","Brooklyn","NY",11207,NA,"Kings","718-443-5875","","","","http://www.hispanicfamilyservicesny.org/",40.686338,-73.91145,"MH"
"7510","New York City Childrens Center","Queens Mid Childhood Clinic at PS 169","110 East 88th Street","","New York","NY",10128,NA,"New York","212-987-2010","","","212-987-2513","http://www.omh.ny.gov/omhweb/facilities/nyccc",40.7808828,-73.9556596,"MH"
"7511","Metropolitan Center for Mental Health","","160 West 86th Street","","New York","NY",10024,NA,"New York","212-362-8755","","212-543-0004","","http://www.metropolitancenter.com",40.787184,-73.974453,"MH"
"7512","Jewish Board of Family/Childrens Servs","Boro Park Counseling Center","1273 53rd Street","","Brooklyn","NY",11219,NA,"Kings","718-435-5700","","844-663-2255","","http://jewishboard.org/",40.6331517,-73.994676,"MH"
"7513","Ohel Kadimah Pros","","6023 Fort Hamilton Parkway","","Brooklyn","NY",11219,NA,"Kings","718-686-3400","","","","http://www.ohelfamily.org",40.6326082,-74.0060095,"MH"
"7514","Behavioral Associates","","1619 3rd Avenue","Suite 202","New York","NY",10128,NA,"New York","212-860-8500","","","","http://www.behavioralassociates.com",40.781522,-73.9508722,"MH"
"7515","New York Psychotherapy Counseling Ctr","Bushwick Child/Family MH Center","102 Pilling Street","","Brooklyn","NY",11207,NA,"Kings","718-602-1000","","","","http://www.nypcc.org",40.6848508,-73.9063638,"MH"
"7516","Creedmoor Psychiatric Center","Steinway Wellness and Recovery Center","3811 Broadway Street","3rd Floor","Astoria","NY",11103,NA,"Queens","718-726-5953 x200","","718-726-5953 x220","","http://omh.ny.gov/omhweb/facilities/crpc/outpatient_services.htm",40.7593104,-73.9190353,"MH"
"7517","Mount Sinai Adolescent Health Center","","312 East 94th Street","","New York","NY",10128,NA,"New York","212-423-2900","Intakes","212-423-2981","212-423-3000","http://",40.7823067,-73.9472333,"MH"
"7518","Metropolitan Center for Mental Health","","336 Central Park West","","New York","NY",10025,NA,"New York","212-864-3666","","212-543-0004","","http://www.metropolitancenter.com/",40.7904197,-73.966175,"MH"
"7519","Goodwill Industries NY/NJ","PROS Rebound","4-21 27th Avenue","","Astoria","NY",11102,NA,"Queens","718-777-6311","Intakes","718-777-6391","718-371-6311","http://www.goodwillnynj.org/",40.7743181,-73.9311433,"MH"
"7520","Western Queens","Consultation Center","61-20 Woodside Avenue","","Woodside","NY",11377,NA,"Queens","718-672-1705","","","","http://www.mhpwq.org",40.7444692,-73.9028203,"MH"
"7521","ACQC Woodside Satellite","ACQC","62-07 Woodside Avenue","3rd Floor","Woodside","NY",11377,NA,"Queens","718-472-9400","","718-896-2500 x5716","","http://acqc.org/services/mental-health/",40.7447205,-73.9022592,"MH"
"7522","Brooklyn Center for ","Families in Crisis","1309-1311 Foster Avenue","","Brooklyn","NY",11230,NA,"Kings","718-282-0010","","","","http://bcfcbrooklyn.org",40.633668,-73.964444,"MH"
"7523","NYC HH Metropolitan Hospital Center","Metropolitan Hosp Adult Mental HC","1900 2nd Avenue","1st Floor","New York","NY",10029,NA,"New York","212-423-6645","Intakes","212-423-6528","212-423-6529","http://www.nychealthandhospitals.org/metropolitan/",40.7854095,-73.9458363,"MH"
"7524","NYC HH Metropolitan Hospital Ctr","Metrop Hosp CMHC Child/Adol Clinic","1900 Second Avenue","6th Floor","New York","NY",10029,NA,"New York","212-423-6945","","","","http://www.nychealthandhospitals.org/metropolitan/",40.7854095,-73.9458363,"MH"
"7525","Mount Sinai Medical Center","Behavioral Health Unit","1 Gustave L Levy Place","P.O. Box 1230","New York","NY",10029,NA,"New York","212-659-8785","","212-659-9100","","http://www.mountsinai.org/patient-care/service-areas/psychiatry/areas-of-care",40.7899899,-73.9536909,"MH"
"7526","Mount Sinai Medical Center","Child Adolescent and Family Services","1 Gustave L Levy Place","P.O. Box 1228","New York","NY",10029,NA,"New York","212-241-7175","","","","http://www.mountsinai.org/",40.7899899,-73.953689,"MH"
"7527","Ryan Health","Mental Health","801 Amsterdam Avenue","","New York","NY",10025,NA,"New York","212-769-7200","","","","http://",40.7959946,-73.9686316,"MH"
"7528","Child Center of NY","Woodside Clinic","6714 41st Avenue","","Woodside","NY",11377,NA,"Queens","718-458-4243 x205","Intakes","718-458-4243 x200","718-458-4243 x201","http://www.childcenterny.org",40.7442769,-73.897211,"MH"
"7529","South Beach Psychiatric Center","Mapleton Outpatient Clinic","1083 McDonald Avenue","","Brooklyn","NY",11230,2651,"Kings","718-421-7444","","","","http://omh.ny.gov/omhweb/facilities/sbpc",40.6268385,-73.9757206,"MH"
"7530","ICL Inc","PROS","2581 Atlantic Avenue","","Brooklyn","NY",11207,NA,"Kings","718-495-6700 x20430","","718-495-6700 x20416","","http://iclinc.net",40.6758804,-73.8991703,"MH"
"7531","Institute for Community Living Inc","Bushwick ACT","2581 Atlantic Avenue","2nd Floor","Brooklyn","NY",11207,NA,"Kings","718-495-0920 x20600","","212-385-3030","","http://iclinc.net/",40.6758804,-73.8991703,"MH"
"7532","Brookdale Hospital Medical Center","Department of Psychiatry","1 Brookdale Plaza","12th Floor","Brooklyn","NY",11212,NA,"Kings","718-240-6330","","718-240-6168","","http://",40.6549132,-73.9126971,"MH"
"7533","Queens Cnty Neuropsychiatric Institute","","3764 72nd Street","","Jackson Heights","NY",11372,6143,"Queens","718-335-3434","","","","http://www.qcni.nyc",40.746828,-73.893911,"MH"
"7534","Staten Island Mental Health","A Div of Richmond University Med Ctr","444 Saint Marks Place","","Staten Island","NY",10301,NA,"Richmond","718-720-6727","Intakes","718-442-2225 x263","718-442-2225 x103","http://www.rumcsi.org/staten-island-mental-health-society",40.6387518,-74.0775836,"MH"
"7535","Catholic Charities Neighborhood Servs","Glendale Mental Health Clinic","67-29 Myrtle Avenue","2nd Floor","Ridgewood","NY",11385,NA,"Queens","718-456-7001","","","","http://www.ccbq.org",40.7017983,-73.8855047,"MH"
"7536","East NY Diagnostic and","Treatment Center Behavioral Health","2094 Pitkin Avenue","","Brooklyn","NY",11207,NA,"Kings","718-240-0600","","","718-240-0618","http://",40.671727,-73.895218,"MH"
"7537","Neighborhood Counseling Center Inc","Dyker Heights Clinic","7701 13th Avenue","","Brooklyn","NY",11228,NA,"Kings","718-232-1351","","","","http://nccny.com",40.6189393,-74.0085519,"MH"
"7538","Flatbush Behavioral Health Center","Formerly Bohan-Denton FGC","1623 Flatbush Avenue","","Brooklyn","NY",11210,NA,"Kings","718-377-5755","","","","http://www.ccbq.org",40.6311073,-73.9450749,"MH"
"7539","Sister Mary Assisium Residence","","382 Westervelt Avenue","","Staten Island","NY",10301,NA,"Richmond","718-876-1290","","718-982-4740","","http://www.stvincentswestchester.org",40.6387765,-74.082012,"MH"
"7540","Bridge Inc","Bridge Diane Goldberg PROS","248 West 108th Street","","New York","NY",10025,NA,"New York","212-663-3000 x1329","","212-663-3000 x1372","","http://www.thebridgeny.org",40.8025241,-73.9669556,"MH"
"7541","Bridge Inc","Mental Health Clinic","248 West 108th Street","","New York","NY",10025,NA,"New York","212-663-3000 x1372","","","","http://www.thebridgeny.org/",40.8025241,-73.9669556,"MH"
"7542","Therapeutic Early Childhood Center","Preschool Day Treatment","35 East 110th Street","3rd Floor","New York","NY",10029,NA,"New York","212-426-3400","Intakes","212-426-3400 x3469","212-426-3400 x3455","http://www.northsidecenter.org",40.7965189,-73.9481277,"MH"
"7543","Northside Center for Child Development","Home Based Crisis Intervention","1475 Park Avenue","","New York","NY",10029,NA,"New York","212-426-3400","","917-763-5293","","http://northsidecenter.org",40.7965189,-73.9481277,"MH"
"7544","Northside Center for Child Development","Home Based Crisis Intervention I","35 East 110th Street","","New York","NY",10029,NA,"New York","212-426-3400","","","212-426-3403","http://www.northsidecenter.org",40.7965189,-73.9481277,"MH"
"7545","Manhattan Psychiatric Center","Psychiatric Inpatient Unit","Wards Island Complex","","New York","NY",10035,NA,"New York","646-672-6000","","646-672-6398","","http://www.omh.ny.gov/omhweb/facilities/nyccc/",40.7892148,-73.9296257,"MH"
"7546","BK Psychotherapy LCSW Services","","111 Dahlgren Place","","Brooklyn","NY",11228,NA,"Kings","718-745-4288","","","718-745-4289","http://",40.6169222,-74.024688,"MH"
"7547","Kirby Forensic Psychiatric Center","","600 East 125th Street","Wards Island Complex","New York","NY",10035,NA,"New York","646-766-4000","","","","http://omh.ny.gov/omhweb/facilities/krpc",40.7899829,-73.9288084,"MH"
"7548","NYPCC Queens Adult Home Clinic","","80-20 45th Avenue","","Elmhurst","NY",11373,NA,"Queens","718-478-2900","","","","http://www.nypcc.org",40.741254,-73.883939,"MH"
"7549","Union Settlement Association Inc","James Weldon Johnson Counseling Ctr","2089 3rd Avenue","","New York","NY",10029,NA,"New York","212-828-6144","","","212-828-6147","http://unionsettlement.org",40.7966251,-73.9403517,"MH"
"7550","Child Center of NY Inc","Elmhurst Clinic Asian Outreach Program","81-14 Queens Boulevard","","Elmhurst","NY",11373,NA,"Queens","718-899-9810 x2360","","","","http://www.childcenterny.org",40.737222,-73.881749,"MH"
"7551","New York Foundling Hospital","Mental Health Clinic","109 East 115th Street","","New York","NY",10029,NA,"New York","917-485-7280","","","","http://",40.7986114,-73.9430999,"MH"
"7552","Mount Sinai Saint Lukes Hospital","Department of Psychiatry","1090 Amsterdam Avenue, 16th Floor","Department of Psychiatry","New York","NY",10025,1716,"New York","212-523-4104","","212-523-8080","","http://www.mountsinai.org/",40.8054543,-73.9624787,"MH"
"7553","Lexington Ctr for Mental Hlth Svcs Inc","","25-26 75th Street","","East Elmhurst","NY",11370,NA,"Queens","718-350-3110","","","718-350-3031","http://",40.7621897,-73.8936726,"MH"
"7554","NYC/HHC Elmhurst Hospital Center","Elmhurst Hosp MH School-based Clinic","Joseph Pulitzer IS 145","33-34 80th Street","Jackson Heights","NY",11372,NA,"Queens","718-457-1242","","718-899-0592","","http://",40.75439,-73.887512,"MH"
"7555","Kingsboro Psychiatric Center","Canarsie Mental Health Clinic","9801 Foster Avenue","","Brooklyn","NY",11236,NA,"Kings","718-257-7780","","","","http://",40.649208,-73.90483,"MH"
"7556","Childrens Aid","Dunlevy Milbank Center","14-32 West 118th Street","","New York","NY",10026,NA,"New York","212-369-8339","","","212-831-9829","http://www.childrensaidnyc.org/",40.8023322,-73.9469758,"MH"
"7557","Ohel Childrens Home/Family Servs Inc","Tikvah at Ohel Clinic","1268 East 14th Street","","Brooklyn","NY",11230,5241,"Kings","718-382-0045","","","800-603-6435","http://",40.6181152,-73.9614225,"MH"
"7558","Center for Counseling of Harlem","Institute for Family Health","1824 Madison Avenue","2nd Floor","New York","NY",10035,NA,"New York","212-423-4200","","","212-423-4500","http://www.institute.org",40.8018509,-73.9437621,"MH"
