COUNTYFP,county,totalP,totalP_hh,totalP_fhh,nonRel_fhh,nonRel_fhhR,totalP_nfhh,nonRel_nfhh,nonRel_nfhhR,groupQuar,groupQuarR
02090,"Fairbanks North Star Borough, Alaska",99653,95411,78313,2767,3.53,17098,4642,27.15,7154,7.18
02130,"Ketchikan Gateway Borough, Alaska",13804,13520,10925,572,5.24,2595,665,25.63,1050,7.61
02170,"Matanuska-Susitna Borough, Alaska",103464,101508,88177,3599,4.08,13331,4147,31.11,5276,5.1
02180,"Nome Census Area, Alaska",9925,9391,8500,579,6.81,891,191,21.44,453,4.56
02070,"Dillingham Census Area, Alaska",4975,4620,4124,210,5.09,496,93,18.75,237,4.76
02282,"Yakutat City and Borough, Alaska",689,623,502,15,2.99,121,25,20.66,67,9.72
02164,"Lake and Peninsula Borough, Alaska",1375,1270,1096,57,5.2,174,34,19.54,80,5.82
02240,"Southeast Fairbanks Census Area, Alaska",6876,6550,5664,168,2.97,886,199,22.46,524,7.62
02020,"Anchorage Municipality, Alaska",296112,288674,238337,9728,4.08,50337,13989,27.79,19705,6.65
72037,"Ceiba Municipio, Puerto Rico",11853,11835,10123,359,3.55,1712,252,14.72,621,5.24
72039,"Ciales Municipio, Puerto Rico",16912,16895,15064,842,5.59,1831,238,13.0,723,4.28
72045,"Comerío Municipio, Puerto Rico",19539,19528,17499,524,2.99,2029,209,10.3,756,3.87
72071,"Isabela Municipio, Puerto Rico",42420,42096,37188,1116,3.0,4908,572,11.65,1929,4.55
72073,"Jayuya Municipio, Puerto Rico",14906,14647,13489,500,3.71,1158,59,5.09,464,3.11
72081,"Lares Municipio, Puerto Rico",26451,26191,23350,604,2.59,2841,278,9.79,1298,4.91
72085,"Las Piedras Municipio, Puerto Rico",37768,37715,34150,942,2.76,3565,640,17.95,1469,3.89
72127,"San Juan Municipio, Puerto Rico",344606,337406,267668,7375,2.76,69738,8620,12.36,26744,7.76
72143,"Vega Alta Municipio, Puerto Rico",37724,36942,33403,756,2.26,3539,283,8.0,1429,3.79
72093,"Maricao Municipio, Puerto Rico",6202,6187,5443,144,2.65,744,150,20.16,374,6.03
16059,"Lemhi County, Idaho",7798,7595,6127,180,2.94,1468,84,5.72,746,9.57
16075,"Payette County, Idaho",23041,22891,19476,845,4.34,3415,552,16.16,1416,6.15
16009,"Benewah County, Idaho",9086,9002,7472,293,3.92,1530,397,25.95,557,6.13
16017,"Bonner County, Idaho",42711,42277,35230,924,2.62,7047,1343,19.06,2997,7.02
16033,"Clark County, Idaho",1077,1056,991,28,2.83,65,0,0.0,18,1.67
16037,"Custer County, Idaho",4141,4022,3304,83,2.51,718,97,13.51,347,8.38
16039,"Elmore County, Idaho",26433,25757,21823,760,3.48,3934,703,17.87,1736,6.57
16043,"Fremont County, Idaho",12965,12386,11434,218,1.91,952,127,13.34,477,3.68
16065,"Madison County, Idaho",38705,38214,32621,647,1.98,5593,3831,68.5,783,2.02
16079,"Shoshone County, Idaho",12526,12219,9787,255,2.61,2432,357,14.68,1119,8.93
16049,"Idaho County, Idaho",16337,15636,12902,224,1.74,2734,512,18.73,1054,6.45
16081,"Teton County, Idaho",11080,11080,9127,335,3.67,1953,673,34.46,813,7.34
16077,"Power County, Idaho",7713,7642,6712,108,1.61,930,63,6.77,536,6.95
16087,"Washington County, Idaho",10025,9896,8323,180,2.16,1573,194,12.33,690,6.88
17067,"Hancock County, Illinois",18112,17835,15177,376,2.48,2658,302,11.36,1072,5.92
17119,"Madison County, Illinois",265670,260151,212008,5263,2.48,48143,10015,20.8,17634,6.64
17063,"Grundy County, Illinois",50509,50183,43575,1045,2.4,6608,1133,17.15,2921,5.78
17091,"Kankakee County, Illinois",111061,105529,88670,2649,2.99,16859,3280,19.46,6424,5.78
17131,"Mercer County, Illinois",15693,15467,12929,215,1.66,2538,413,16.27,1196,7.62
17043,"DuPage County, Illinois",931743,918835,793052,12966,1.63,125783,23026,18.31,45861,4.92
17003,"Alexander County, Illinois",6532,6401,5435,142,2.61,966,130,13.46,441,6.75
17129,"Menard County, Illinois",12367,12229,10399,251,2.41,1830,293,16.01,661,5.34
17099,"LaSalle County, Illinois",110401,107063,89329,2648,2.96,17734,2642,14.9,7890,7.15
17031,"Cook County, Illinois",5223719,5131695,4140656,99031,2.39,991039,211775,21.37,358472,6.86
17115,"Macon County, Illinois",106512,102837,82597,2220,2.69,20240,2866,14.16,8156,7.66
20199,"Wallace County, Kansas",1575,1553,1322,21,1.59,231,21,9.09,89,5.65
20017,"Chase County, Kansas",2645,2553,2112,42,1.99,441,64,14.51,183,6.92
20189,"Stevens County, Kansas",5686,5571,4952,65,1.31,619,151,24.39,268,4.71
20183,"Smith County, Kansas",3663,3597,2975,36,1.21,622,53,8.52,240,6.55
20067,"Grant County, Kansas",7616,7547,6722,130,1.93,825,148,17.94,269,3.53
20085,"Jackson County, Kansas",13318,13179,11262,326,2.89,1917,299,15.6,865,6.49
20095,"Kingman County, Kansas",7470,7341,6283,130,2.07,1058,91,8.6,464,6.21
20109,"Logan County, Kansas",2810,2774,2344,34,1.45,430,39,9.07,204,7.26
20131,"Nemaha County, Kansas",10104,9786,8368,185,2.21,1418,130,9.17,668,6.61
20149,"Pottawatomie County, Kansas",23545,23194,20598,340,1.65,2596,236,9.09,1291,5.48
20209,"Wyandotte County, Kansas",164345,163004,136528,4565,3.34,26476,4857,18.34,10882,6.62
20021,"Cherokee County, Kansas",20331,20088,17190,266,1.55,2898,353,12.18,1095,5.39
20015,"Butler County, Kansas",66468,63642,55445,946,1.71,8197,1346,16.42,3018,4.54
20027,"Clay County, Kansas",8142,7985,6794,58,0.85,1191,83,6.97,495,6.08
20105,"Lincoln County, Kansas",3097,3034,2369,52,2.2,665,158,23.76,274,8.85
20169,"Saline County, Kansas",54977,53500,43444,1125,2.59,10056,1549,15.4,3939,7.16
20191,"Sumner County, Kansas",23208,22715,19061,349,1.83,3654,397,10.86,1561,6.73
20195,"Trego County, Kansas",2858,2772,2253,77,3.42,519,31,5.97,266,9.31
20197,"Wabaunsee County, Kansas",6888,6793,5820,56,0.96,973,97,9.97,534,7.75
20205,"Wilson County, Kansas",8780,8641,7010,265,3.78,1631,266,16.31,750,8.54
20123,"Mitchell County, Kansas",6222,5976,4599,65,1.41,1377,306,22.22,540,8.68
20141,"Osborne County, Kansas",3603,3496,2644,43,1.63,852,119,13.97,374,10.38
20005,"Atchison County, Kansas",16363,14912,12194,279,2.29,2718,567,20.86,970,5.93
21227,"Warren County, Kentucky",126427,119173,95701,3022,3.16,23472,6669,28.41,8514,6.73
21003,"Allen County, Kentucky",20794,20574,17923,415,2.32,2651,470,17.73,1029,4.95
21017,"Bourbon County, Kentucky",20144,19886,16349,625,3.82,3537,812,22.96,1064,5.28
21029,"Bullitt County, Kentucky",79466,79119,69356,1971,2.84,9763,1979,20.27,3685,4.64
21055,"Crittenden County, Kentucky",9083,8867,7490,244,3.26,1377,185,13.44,623,6.86
21075,"Fulton County, Kentucky",6210,5780,4710,228,4.84,1070,76,7.1,470,7.57
21119,"Knott County, Kentucky",15513,14813,12535,316,2.52,2278,327,14.35,938,6.05
21165,"Menifee County, Kentucky",6405,6322,5317,96,1.81,1005,141,14.03,471,7.35
21177,"Muhlenberg County, Kentucky",31081,30211,26330,684,2.6,3881,582,15.0,1348,4.34
21193,"Perry County, Kentucky",26917,26287,22202,839,3.78,4085,569,13.93,1513,5.62
21237,"Wolfe County, Kentucky",7223,7085,5869,207,3.53,1216,218,17.93,446,6.17
21051,"Clay County, Kentucky",20621,19116,16916,487,2.88,2200,174,7.91,945,4.58
21013,"Bell County, Kentucky",27188,26267,21914,438,2.0,4353,489,11.23,1887,6.94
21057,"Cumberland County, Kentucky",6713,6622,5593,123,2.2,1029,38,3.69,406,6.05
21083,"Graves County, Kentucky",37294,36655,30775,487,1.58,5880,763,12.98,2357,6.32
21129,"Lee County, Kentucky",6751,6222,4763,76,1.6,1459,122,8.36,556,8.24
21031,"Butler County, Kentucky",12745,12529,10844,425,3.92,1685,226,13.41,770,6.04
21061,"Edmonson County, Kentucky",12122,11732,9985,228,2.28,1747,246,14.08,868,7.16
21097,"Harrison County, Kentucky",18668,18302,15695,657,4.19,2607,428,16.42,1007,5.39
21023,"Bracken County, Kentucky",8306,8274,6709,96,1.43,1565,338,21.6,699,8.42
21179,"Nelson County, Kentucky",45388,44832,38018,773,2.03,6814,1336,19.61,2702,5.95
21231,"Wayne County, Kentucky",20609,20331,16388,636,3.88,3943,857,21.73,1386,6.73
21155,"Marion County, Kentucky",19232,18402,15028,501,3.33,3374,468,13.87,1288,6.7
21221,"Trigg County, Kentucky",14344,14245,11947,202,1.69,2298,482,20.97,840,5.86
21015,"Boone County, Kentucky",129095,128053,113043,2659,2.35,15010,2918,19.44,5495,4.26
21113,"Jessamine County, Kentucky",52422,50567,44330,1574,3.55,6237,1538,24.66,1764,3.36
21121,"Knox County, Kentucky",31467,30757,25466,673,2.64,5291,979,18.5,2235,7.1
21133,"Letcher County, Kentucky",22676,22439,18920,521,2.75,3519,320,9.09,1443,6.36
21139,"Livingston County, Kentucky",9263,9204,7614,84,1.1,1590,245,15.41,648,7.0
21195,"Pike County, Kentucky",60483,59275,50092,873,1.74,9183,1110,12.09,3698,6.11
21211,"Shelby County, Kentucky",46786,45200,39256,1255,3.2,5944,1048,17.63,2194,4.69
21005,"Anderson County, Kentucky",22214,22111,18769,563,3.0,3342,675,20.2,1063,4.79
21027,"Breckinridge County, Kentucky",20080,19776,16712,411,2.46,3064,650,21.21,1127,5.61
21073,"Franklin County, Kentucky",50296,48528,38702,1142,2.95,9826,1735,17.66,3693,7.34
21147,"McCreary County, Kentucky",17635,15749,13625,315,2.31,2124,282,13.28,991,5.62
21151,"Madison County, Kentucky",89700,83198,65969,2092,3.17,17229,4726,27.43,6047,6.74
21169,"Metcalfe County, Kentucky",10004,9871,8371,210,2.51,1500,285,19.0,462,4.62
21189,"Owsley County, Kentucky",4463,4384,3783,110,2.91,601,95,15.81,156,3.5
21213,"Simpson County, Kentucky",18063,17691,15482,449,2.9,2209,283,12.81,860,4.76
21049,"Clark County, Kentucky",35872,35447,29393,963,3.28,6054,1375,22.71,2117,5.9
21219,"Todd County, Kentucky",12350,12164,10715,210,1.96,1449,223,15.39,592,4.79
21041,"Carroll County, Kentucky",10711,10384,8727,287,3.29,1657,303,18.29,784,7.32
21053,"Clinton County, Kentucky",10211,10051,8531,422,4.95,1520,124,8.16,650,6.37
21077,"Gallatin County, Kentucky",8703,8598,7256,360,4.96,1342,221,16.47,668,7.68
22083,"Richland Parish, Louisiana",20474,19482,16885,457,2.71,2597,303,11.67,1010,4.93
01033,"Colbert County, Alabama",54495,54059,45998,826,1.8,8061,1030,12.78,3025,5.55
01045,"Dale County, Alabama",49255,47992,40681,869,2.14,7311,1227,16.78,2721,5.52
01065,"Hale County, Alabama",14887,14688,12441,213,1.71,2247,149,6.63,886,5.95
01049,"DeKalb County, Alabama",71200,70240,61288,1652,2.7,8952,1233,13.77,3917,5.5
01053,"Escambia County, Alabama",37328,34498,28631,686,2.4,5867,652,11.11,2366,6.34
01111,"Randolph County, Alabama",22574,22085,18871,371,1.97,3214,441,13.72,1515,6.71
01097,"Mobile County, Alabama",414659,405711,341154,7008,2.05,64557,10502,16.27,25097,6.05
01105,"Perry County, Alabama",9486,8683,7084,172,2.43,1599,108,6.75,591,6.23
01029,"Cleburne County, Alabama",14938,14769,12575,310,2.47,2194,328,14.95,755,5.05
01035,"Conecuh County, Alabama",12514,12469,10590,225,2.12,1879,192,10.22,799,6.38
01005,"Barbour County, Alabama",25782,22882,19447,367,1.89,3435,279,8.12,1347,5.22
01007,"Bibb County, Alabama",22527,20436,18119,336,1.85,2317,424,18.3,969,4.3
01015,"Calhoun County, Alabama",115098,111986,94634,2818,2.98,17352,3152,18.17,6466,5.62
02013,"Aleutians East Borough, Alaska",3425,2236,1776,76,4.28,460,138,30.0,210,6.13
02261,"Valdez-Cordova Census Area, Alaska",9301,9052,7254,310,4.27,1798,572,31.81,767,8.25
02122,"Kenai Peninsula Borough, Alaska",58220,56534,45875,1520,3.31,10659,2584,24.24,4571,7.85
02230,"Skagway Municipality, Alaska",1061,913,603,47,7.79,310,111,35.81,130,12.25
02198,"Prince of Wales-Hyder Census Area, Alaska",6474,6369,5308,222,4.18,1061,220,20.74,582,8.99
13245,"Richmond County, Georgia",201463,191564,155671,3795,2.44,35893,6857,19.1,12611,6.26
13251,"Screven County, Georgia",13990,13579,11528,261,2.26,2051,252,12.29,841,6.01
13267,"Tattnall County, Georgia",25353,18935,16249,358,2.2,2686,279,10.39,983,3.88
13019,"Berrien County, Georgia",19025,18843,16060,412,2.57,2783,444,15.95,1040,5.47
13295,"Walker County, Georgia",68824,67385,58745,1636,2.78,8640,1379,15.96,3208,4.66
13135,"Gwinnett County, Georgia",902298,897305,805006,19602,2.44,92299,21427,23.21,33336,3.69
13013,"Barrow County, Georgia",76887,76653,69132,2277,3.29,7521,1464,19.47,2829,3.68
13049,"Charlton County, Georgia",12983,11797,10493,373,3.55,1304,297,22.78,485,3.74
13065,"Clinch County, Georgia",6743,6269,5183,89,1.72,1086,177,16.3,359,5.32
13015,"Bartow County, Georgia",103620,102716,89840,2777,3.09,12876,2731,21.21,5207,5.03
13097,"Douglas County, Georgia",141840,140509,122914,3192,2.6,17595,3677,20.9,6406,4.52
13131,"Grady County, Georgia",24926,24755,21105,657,3.11,3650,1054,28.88,1084,4.35
13141,"Hancock County, Georgia",8535,5905,4525,11,0.24,1380,125,9.06,447,5.24
13313,"Whitfield County, Georgia",103849,102450,89462,1879,2.1,12988,2751,21.18,4845,4.67
13193,"Macon County, Georgia",13480,11516,9729,179,1.84,1787,133,7.44,833,6.18
13285,"Troup County, Georgia",69774,68189,58977,1477,2.5,9212,1316,14.29,3830,5.49
13145,"Harris County, Georgia",33590,33029,30183,442,1.46,2846,355,12.47,1286,3.83
13249,"Schley County, Georgia",5211,5210,4785,46,0.96,425,0,0.0,148,2.84
13321,"Worth County, Georgia",20656,20499,18035,397,2.2,2464,403,16.36,1109,5.37
13093,"Dooly County, Georgia",13905,12588,10781,196,1.82,1807,231,12.78,791,5.69
13109,"Evans County, Georgia",10727,10204,8777,255,2.91,1427,240,16.82,554,5.16
13307,"Webster County, Georgia",2613,2608,2154,0,0.0,454,74,16.3,171,6.54
13103,"Effingham County, Georgia",58689,58365,51394,1166,2.27,6971,1478,21.2,2820,4.8
13125,"Glascock County, Georgia",3009,2926,2495,30,1.2,431,54,12.53,168,5.58
13239,"Quitman County, Georgia",2276,2276,1919,41,2.14,357,25,7.0,143,6.28
13051,"Chatham County, Georgia",287049,274733,218447,6526,2.99,56286,14803,26.3,19477,6.79
13167,"Johnson County, Georgia",9730,9483,8253,280,3.39,1230,151,12.28,561,5.77
13173,"Lanier County, Georgia",10366,10059,8884,215,2.42,1175,22,1.87,516,4.98
13195,"Madison County, Georgia",28900,28651,25589,472,1.84,3062,490,16.0,1155,4.0
13205,"Mitchell County, Georgia",22432,20186,17118,442,2.58,3068,542,17.67,1090,4.86
13277,"Tift County, Georgia",40510,38537,32559,534,1.64,5978,1242,20.78,2188,5.4
13233,"Polk County, Georgia",41621,41397,35477,1153,3.25,5920,1199,20.25,2347,5.64
13263,"Talbot County, Georgia",6378,6361,5276,107,2.03,1085,123,11.34,477,7.48
13273,"Terrell County, Georgia",8859,8533,7438,254,3.41,1095,148,13.52,455,5.14
13275,"Thomas County, Georgia",44730,43942,37098,999,2.69,6844,1227,17.93,2827,6.32
13319,"Wilkinson County, Georgia",9078,8971,7679,195,2.54,1292,211,16.33,558,6.15
13221,"Oglethorpe County, Georgia",14784,14654,12610,299,2.37,2044,301,14.73,808,5.47
13243,"Randolph County, Georgia",7087,6910,5705,42,0.74,1205,244,20.25,488,6.89
13299,"Ware County, Georgia",35599,33122,27952,1022,3.66,5170,523,10.12,2218,6.23
13305,"Wayne County, Georgia",29767,27668,23725,657,2.77,3943,700,17.75,1357,4.56
13315,"Wilcox County, Georgia",8846,6742,5754,111,1.93,988,112,11.34,441,4.99
13009,"Baldwin County, Georgia",45286,40988,31232,652,2.09,9756,2929,30.02,3433,7.58
13031,"Bulloch County, Georgia",74782,66642,50783,1509,2.97,15859,5631,35.51,5266,7.04
13061,"Clay County, Georgia",3001,2946,2366,63,2.66,580,70,12.07,280,9.33
13101,"Echols County, Georgia",3994,3994,3435,42,1.22,559,79,14.13,313,7.84
13089,"DeKalb County, Georgia",743187,730169,575716,18536,3.22,154453,39412,25.52,51547,6.94
13143,"Haralson County, Georgia",28956,28595,24730,661,2.67,3865,796,20.6,1411,4.87
13163,"Jefferson County, Georgia",15772,15234,12905,182,1.41,2329,295,12.67,941,5.97
13181,"Lincoln County, Georgia",7799,7704,6216,152,2.45,1488,175,11.76,490,6.28
13213,"Murray County, Georgia",39557,39327,34587,1050,3.04,4740,1172,24.73,1766,4.46
13235,"Pulaski County, Georgia",11295,9748,8063,285,3.53,1685,475,28.19,586,5.19
13241,"Rabun County, Georgia",16457,16036,12985,240,1.85,3051,632,20.71,936,5.69
13281,"Towns County, Georgia",11417,10584,8731,203,2.33,1853,218,11.76,568,4.98
20055,"Finney County, Kansas",36957,36378,31992,1247,3.9,4386,849,19.36,1997,5.4
20075,"Hamilton County, Kansas",2616,2616,2246,78,3.47,370,75,20.27,172,6.57
20103,"Leavenworth County, Kansas",80042,74056,65170,1854,2.84,8886,1283,14.44,3801,4.75
20201,"Washington County, Kansas",5525,5376,4426,56,1.27,950,130,13.68,453,8.2
20203,"Wichita County, Kansas",2143,2113,1799,19,1.06,314,26,8.28,168,7.84
20129,"Morton County, Kansas",2838,2755,2293,27,1.18,462,29,6.28,224,7.89
20137,"Norton County, Kansas",5486,4651,3908,178,4.55,743,117,15.75,286,5.21
20009,"Barton County, Kansas",26791,26329,21846,718,3.29,4483,821,18.31,1753,6.54
20029,"Cloud County, Kansas",9060,8716,6982,404,5.79,1734,262,15.11,734,8.1
20047,"Edwards County, Kansas",2925,2831,2318,51,2.2,513,20,3.9,258,8.82
20101,"Lane County, Kansas",1642,1634,1257,31,2.47,377,31,8.22,186,11.33
20165,"Rush County, Kansas",3102,3032,2319,32,1.38,713,81,11.36,279,8.99
20115,"Marion County, Kansas",12032,11235,9464,142,1.5,1771,220,12.42,767,6.37
20133,"Neosho County, Kansas",16125,15686,13054,495,3.79,2632,256,9.73,1050,6.51
20143,"Ottawa County, Kansas",5902,5815,4961,138,2.78,854,114,13.35,367,6.22
20161,"Riley County, Kansas",75296,65433,42698,997,2.34,22735,10301,45.31,6526,8.67
20007,"Barber County, Kansas",4733,4683,3745,86,2.3,938,136,14.5,487,10.29
20041,"Dickinson County, Kansas",19004,18667,15512,423,2.73,3155,346,10.97,1570,8.26
20087,"Jefferson County, Kansas",18888,18651,16030,266,1.66,2621,473,18.05,1027,5.44
21089,"Greenup County, Kentucky",35765,35356,30580,780,2.55,4776,803,16.81,1608,4.5
21069,"Fleming County, Kentucky",14479,14445,12589,320,2.54,1856,251,13.52,750,5.18
21043,"Carter County, Kentucky",27290,26572,23135,670,2.9,3437,303,8.82,1496,5.48
21081,"Grant County, Kentucky",24915,24503,21708,615,2.83,2795,556,19.89,1051,4.22
21111,"Jefferson County, Kentucky",767154,750957,593808,17198,2.9,157149,31924,20.31,58382,7.61
21141,"Logan County, Kentucky",26849,26498,22252,486,2.18,4246,643,15.14,1658,6.18
21161,"Mason County, Kentucky",17153,16858,14211,457,3.22,2647,389,14.7,1064,6.2
21191,"Pendleton County, Kentucky",14520,14268,12570,287,2.28,1698,307,18.08,666,4.59
21201,"Robertson County, Kentucky",2143,2080,1700,44,2.59,380,38,10.0,206,9.61
21215,"Spencer County, Kentucky",18246,18122,16437,404,2.46,1685,445,26.41,627,3.44
21011,"Bath County, Kentucky",12268,12183,10629,322,3.03,1554,316,20.33,439,3.58
21007,"Ballard County, Kentucky",8090,7972,6651,170,2.56,1321,341,25.81,413,5.11
21021,"Boyle County, Kentucky",29913,26947,22421,626,2.79,4526,809,17.87,1560,5.22
21087,"Green County, Kentucky",11023,10884,9190,153,1.66,1694,201,11.87,705,6.4
21095,"Harlan County, Kentucky",27134,26433,22328,525,2.35,4105,599,14.59,1661,6.12
26009,"Antrim County, Michigan",23177,22921,19459,697,3.58,3462,498,14.38,1458,6.29
26061,"Houghton County, Michigan",36360,33836,24881,477,1.92,8955,3201,35.75,3105,8.54
26093,"Livingston County, Michigan",188482,187241,163550,3319,2.03,23691,4581,19.34,9321,4.95
26069,"Iosco County, Michigan",25247,24875,19367,713,3.68,5508,880,15.98,2385,9.45
26085,"Lake County, Michigan",11763,11412,9134,375,4.11,2278,458,20.11,1028,8.74
26101,"Manistee County, Michigan",24444,22997,18767,555,2.96,4230,592,14.0,1763,7.21
26119,"Montmorency County, Michigan",9261,9094,7244,273,3.77,1850,281,15.19,863,9.32
26141,"Presque Isle County, Michigan",12797,12579,10389,209,2.01,2190,251,11.46,1000,7.81
26051,"Gladwin County, Michigan",25289,25045,20402,532,2.61,4643,657,14.15,2186,8.64
26077,"Kalamazoo County, Michigan",261573,253080,193143,6480,3.36,59937,18031,30.08,18496,7.07
26107,"Mecosta County, Michigan",43264,40284,30976,1221,3.94,9308,3168,34.04,2750,6.36
26103,"Marquette County, Michigan",66939,62680,47504,1571,3.31,15176,4568,30.1,5184,7.74
26123,"Newaygo County, Michigan",48142,47342,40067,1095,2.73,7275,1305,17.94,3231,6.71
26133,"Osceola County, Michigan",23232,22744,19124,601,3.14,3620,599,16.55,1520,6.54
26137,"Otsego County, Michigan",24397,23954,20135,715,3.55,3819,695,18.2,1603,6.57
26025,"Calhoun County, Michigan",134473,130419,106885,4412,4.13,23534,3518,14.95,9642,7.17
26031,"Cheboygan County, Michigan",25458,25140,20601,522,2.53,4539,706,15.55,1942,7.63
26095,"Luce County, Michigan",6364,5292,4353,84,1.93,939,163,17.36,394,6.19
26081,"Kent County, Michigan",643140,631949,522446,16840,3.22,109503,29116,26.59,37182,5.78
