"","COUNTYFP","YFips","Year","State","CountyName","TtlPrPpr","FmlPrPpr","MlPrPpr","AapiPrPpr","BlckPrPpr","LtnxPrPpr","NtvPrPpr","WhtPrPpr","TtlPrAPpr","FmlPrAPpr","MlPrAPpr","AapiPrAPpr","BlckPrAPpr","LtnxPrAPpr","NtvPrAPpr","WhtPrAPpr"
"1561","29155",201629155,2016,"MO","Pemiscot County",1912.93,393.77,3601.99,NA,3306.08,NA,NA,1456.64,1385.22,536.96,2328.36,NA,1919.66,NA,NA,1229.45
"1562","29157",201629157,2016,"MO","Perry County",659.74,216.7,1093.52,NA,NA,NA,NA,650.57,536.04,216.7,848.7,NA,NA,NA,NA,539.29
"1563","29159",201629159,2016,"MO","Pettis County",1059.94,305.86,1814.92,NA,4250.8,568.18,NA,988.52,727.77,335.7,1120.32,NA,2019.13,349.65,NA,720.88
"1564","29161",201629161,2016,"MO","Phelps County",1260.41,327.89,2051.03,NA,3374.58,813.01,NA,1260.47,842.5,357.04,1254.09,NA,1687.29,542.01,NA,860.26
"1565","29163",201629163,2016,"MO","Pike County",1132.27,464.37,1606.89,NA,2255.64,NA,NA,1010.49,771.62,444.18,1004.3,NA,1169.59,NA,NA,731.4
"1566","29165",201629165,2016,"MO","Platte County",505.28,88.08,926.81,NA,1572.39,334.19,1149.43,435.94,358.73,115.42,604.57,NA,959.77,257.07,NA,322.78
"1567","29167",201629167,2016,"MO","Polk County",864.71,228.02,1519.79,0,1901.14,896.86,0,867.39,703.84,337.07,1081.19,NA,NA,NA,NA,723.71
"1568","29169",201629169,2016,"MO","Pulaski County",749.1,420.88,972.07,NA,914.33,186.09,NA,852.09,605.04,472.68,694.96,NA,735.44,209.35,NA,680.93
"1569","29171",201629171,2016,"MO","Putnam County",1112.71,NA,NA,NA,NA,NA,NA,NA,897.34,NA,NA,NA,NA,NA,NA,NA
"1570","29173",201629173,2016,"MO","Ralls County",1028.81,224.5,1812.5,0,11111.11,0,0,885.25,728.08,192.43,1250,0,7070.71,0,0,639.34
"1571","29175",201629175,2016,"MO","Randolph County",1500.85,509.32,2317.11,NA,2531.65,NA,NA,1452.21,1113.53,509.32,1610.95,NA,1772.15,NA,NA,1080.72
"1572","29177",201629177,2016,"MO","Ray County",891.44,265.77,1502.32,NA,4054.05,NA,NA,866.78,684.13,265.77,1092.6,0,5405.41,0,0,633.7
"1573","29179",201629179,2016,"MO","Reynolds County",1127.92,318.47,1883.99,NA,NA,NA,NA,1149.12,769.03,318.47,1189.89,NA,NA,NA,NA,721.54
"1574","29181",201629181,2016,"MO","Ripley County",997.98,117.4,1899.95,NA,NA,NA,NA,1024.19,879.17,234.8,1539.2,NA,NA,NA,NA,900.79
"1575","29183",201629183,2016,"MO","St. Charles County",455.14,102.27,812.14,NA,2244.57,273.29,NA,369.16,273.39,103.04,445.74,NA,1180.59,161.49,NA,231.38
"1576","29185",201629185,2016,"MO","St. Clair County",1463.69,501.74,2374,NA,NA,NA,NA,1456.98,938.26,540.33,1314.83,NA,NA,NA,NA,945.07
"1577","29186",201629186,2016,"MO","Ste. Genevieve County",957.9,305.81,1580.76,NA,4651.16,NA,NA,909.42,790.93,323.8,1237.11,NA,4651.16,NA,NA,745.73
"1578","29187",201629187,2016,"MO","St. Francois County",1552.37,596.88,2292.93,NA,1441.63,1116.43,NA,1580.32,1044.74,581.3,1403.92,NA,808.72,956.94,NA,1070.94
"1579","29189",201629189,2016,"MO","St. Louis County",467.58,67.69,901.26,21.99,1239.03,185.48,NA,222.79,197.49,55.76,351.19,NA,421.43,70.92,NA,132.89
"1580","29195",201629195,2016,"MO","Saline County",1967.35,587.33,3285.26,NA,5831.53,896.55,NA,1837.25,1161.28,489.44,1802.88,1393.73,2699.78,344.83,NA,1132.55
"1581","29197",201629197,2016,"MO","Schuyler County",373.55,NA,NA,NA,NA,NA,NA,NA,410.91,303.03,515.84,0,0,0,0,420.81
"1582","29199",201629199,2016,"MO","Scotland County",741.79,0,1455.3,0,0,0,0,757.03,777.11,NA,NA,NA,NA,NA,NA,NA
"1583","29201",201629201,2016,"MO","Scott County",1209.39,259.49,2194.2,0,3569.02,1359.22,0,876.21,767.74,194.62,1361.92,0,1717.17,776.7,0,637.69
"1584","29203",201629203,2016,"MO","Shannon County",339.05,202.92,470.59,NA,NA,NA,NA,335.15,358.99,284.09,431.37,NA,NA,NA,NA,335.15
"1585","29205",201629205,2016,"MO","Shelby County",887.41,223.21,1543.55,NA,NA,NA,NA,805.76,665.56,NA,NA,NA,NA,NA,NA,NA
"1586","29207",201629207,2016,"MO","Stoddard County",1325.22,522.65,2123.97,NA,3913.04,NA,NA,1300.6,1341.52,718.64,1961.42,NA,4782.61,NA,NA,1306.23
"1587","29209",201629209,2016,"MO","Stone County",898.39,250.95,1576.06,NA,3571.43,NA,NA,894.84,597.06,250.95,959.34,NA,NA,NA,NA,596.56
"1588","29211",201629211,2016,"MO","Sullivan County",762.97,268.67,1207.15,NA,NA,NA,NA,930.54,813.84,429.88,1158.86,NA,NA,NA,NA,963.78
"1589","29213",201629213,2016,"MO","Taney County",1003.48,219.5,1837.63,NA,1669.45,569.65,NA,1038.46,768.25,300.37,1266.06,NA,1502.5,466.08,NA,787.12
"1590","29215",201629215,2016,"MO","Texas County",1030.93,371.7,1578.77,NA,NA,NA,NA,1130.96,918.46,495.59,1269.88,NA,NA,NA,NA,993.03
"1591","29217",201629217,2016,"MO","Vernon County",818.39,228,1439.77,NA,NA,NA,NA,829.5,678.1,288.8,1087.83,NA,NA,NA,NA,706.31
"1592","29219",201629219,2016,"MO","Warren County",1509.22,379.72,2624.43,NA,5704.1,605.14,NA,1426.48,995.14,417.7,1565.28,NA,3386.81,NA,NA,961.1
"1593","29221",201629221,2016,"MO","Washington County",1513.36,488.19,2429.82,NA,NA,NA,NA,1568.47,983.99,422.22,1486.2,NA,NA,NA,NA,1028.07
"1594","29223",201629223,2016,"MO","Wayne County",1168.64,324.84,2022.24,NA,NA,NA,NA,1131.49,854.49,399.8,1314.46,NA,NA,NA,NA,819.35
"1595","29225",201629225,2016,"MO","Webster County",726.49,174.02,1241.88,NA,1694.92,NA,NA,711.13,482.93,174.02,771.1,NA,1694.92,NA,NA,468.2
"1596","29227",201629227,2016,"MO","Worth County",577.56,NA,NA,NA,NA,NA,NA,NA,825.08,NA,NA,NA,NA,NA,NA,NA
"1597","29229",201629229,2016,"MO","Wright County",1086.16,290.86,1888.18,NA,NA,NA,NA,1100.67,1122.67,399.93,1851.51,NA,NA,2185.79,NA,1119.65
"1598","29510",201629510,2016,"MO","St. Louis city",2038.73,163.58,3990.86,92.68,3968.19,244.35,NA,528.19,585.86,77.35,1115.26,NA,1067.77,85.52,NA,219.92
"1599","30001",201630001,2016,"MT","Beaverhead County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600","30003",201630003,2016,"MT","Big Horn County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601","30005",201630005,2016,"MT","Blaine County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602","30007",201630007,2016,"MT","Broadwater County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603","30009",201630009,2016,"MT","Carbon County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604","30011",201630011,2016,"MT","Carter County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605","30013",201630013,2016,"MT","Cascade County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606","30015",201630015,2016,"MT","Chouteau County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607","30017",201630017,2016,"MT","Custer County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608","30019",201630019,2016,"MT","Daniels County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609","30021",201630021,2016,"MT","Dawson County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1610","30023",201630023,2016,"MT","Deer Lodge County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611","30025",201630025,2016,"MT","Fallon County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612","30027",201630027,2016,"MT","Fergus County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613","30029",201630029,2016,"MT","Flathead County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1614","30031",201630031,2016,"MT","Gallatin County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615","30033",201630033,2016,"MT","Garfield County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616","30035",201630035,2016,"MT","Glacier County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617","30037",201630037,2016,"MT","Golden Valley County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618","30039",201630039,2016,"MT","Granite County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619","30041",201630041,2016,"MT","Hill County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620","30043",201630043,2016,"MT","Jefferson County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621","30045",201630045,2016,"MT","Judith Basin County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622","30047",201630047,2016,"MT","Lake County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623","30049",201630049,2016,"MT","Lewis and Clark County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624","30051",201630051,2016,"MT","Liberty County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625","30053",201630053,2016,"MT","Lincoln County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626","30055",201630055,2016,"MT","McCone County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627","30057",201630057,2016,"MT","Madison County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628","30059",201630059,2016,"MT","Meagher County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629","30061",201630061,2016,"MT","Mineral County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630","30063",201630063,2016,"MT","Missoula County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","30065",201630065,2016,"MT","Musselshell County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632","30067",201630067,2016,"MT","Park County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","30069",201630069,2016,"MT","Petroleum County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634","30071",201630071,2016,"MT","Phillips County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635","30073",201630073,2016,"MT","Pondera County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636","30075",201630075,2016,"MT","Powder River County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637","30077",201630077,2016,"MT","Powell County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638","30079",201630079,2016,"MT","Prairie County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","30081",201630081,2016,"MT","Ravalli County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","30083",201630083,2016,"MT","Richland County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","30085",201630085,2016,"MT","Roosevelt County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","30087",201630087,2016,"MT","Rosebud County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","30089",201630089,2016,"MT","Sanders County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644","30091",201630091,2016,"MT","Sheridan County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","30093",201630093,2016,"MT","Silver Bow County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646","30095",201630095,2016,"MT","Stillwater County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","30097",201630097,2016,"MT","Sweet Grass County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648","30099",201630099,2016,"MT","Teton County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649","30101",201630101,2016,"MT","Toole County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650","30103",201630103,2016,"MT","Treasure County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651","30105",201630105,2016,"MT","Valley County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652","30107",201630107,2016,"MT","Wheatland County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","30109",201630109,2016,"MT","Wibaux County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654","30111",201630111,2016,"MT","Yellowstone County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","31001",201631001,2016,"NE","Adams County",419.43,113.68,705.25,NA,4504.5,728.41,NA,331.96,214.71,124.02,299.49,0,1801.8,312.17,0,188.87
"1656","31003",201631003,2016,"NE","Antelope County",246.24,0,477.71,0,0,0,0,257.66,NA,NA,NA,NA,NA,NA,NA,NA
"1657","31005",201631005,2016,"NE","Arthur County",0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,NA,0
"1658","31007",201631007,2016,"NE","Banner County",0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0
"1659","31009",201631009,2016,"NE","Blaine County",0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,NA,0
"1660","31011",201631011,2016,"NE","Boone County",159.59,0,304.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","31013",201631013,2016,"NE","Box Butte County",366.68,0,724.22,0,0,755.67,2083.33,262.61,73.34,0,144.84,0,0,0,0,87.54
"1662","31015",201631015,2016,"NE","Boyd County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663","31017",201631017,2016,"NE","Brown County",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"1664","31019",201631019,2016,"NE","Buffalo County",477.47,55.88,887.41,NA,2136.75,692.92,NA,439.65,183.64,62.08,301.84,NA,NA,364.7,NA,167.49
"1665","31021",201631021,2016,"NE","Burt County",210.03,NA,NA,NA,NA,NA,NA,NA,131.27,NA,NA,NA,NA,NA,NA,NA
"1666","31023",201631023,2016,"NE","Butler County",368.4,NA,NA,NA,NA,NA,NA,NA,122.8,NA,NA,NA,NA,NA,NA,NA
"1667","31025",201631025,2016,"NE","Cass County",270.99,75,461.33,NA,NA,NA,NA,272.13,147.81,75,218.53,NA,NA,NA,NA,136.06
"1668","31027",201631027,2016,"NE","Cedar County",100.75,0,197.08,NA,NA,NA,NA,82.78,NA,NA,NA,NA,NA,NA,NA,NA
"1669","31029",201631029,2016,"NE","Chase County",173.46,0,340.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1670","31031",201631031,2016,"NE","Cherry County",346.22,NA,NA,NA,NA,NA,NA,NA,201.96,NA,NA,NA,NA,NA,NA,NA
"1671","31033",201631033,2016,"NE","Cheyenne County",458.21,NA,NA,NA,NA,NA,NA,NA,173.8,NA,NA,NA,NA,NA,NA,NA
"1672","31035",201631035,2016,"NE","Clay County",298.43,0,572.02,NA,NA,NA,NA,241.11,NA,NA,NA,NA,NA,NA,NA,NA
"1673","31037",201631037,2016,"NE","Colfax County",362.7,NA,NA,NA,NA,NA,NA,NA,75.56,0,135.06,NA,NA,NA,NA,NA
"1674","31039",201631039,2016,"NE","Cuming County",77.25,0,149.64,NA,NA,NA,NA,NA,77.25,0,149.64,NA,NA,NA,NA,NA
"1675","31041",201631041,2016,"NE","Custer County",205.6,0,402.23,0,0,0,0,215.27,110.71,0,216.58,0,0,0,0,115.91
"1676","31043",201631043,2016,"NE","Dakota County",338.93,NA,NA,NA,NA,NA,NA,NA,299.52,143.66,451.57,NA,NA,220.35,3343.47,222.33
"1677","31045",201631045,2016,"NE","Dawes County",231.83,0,455.73,NA,NA,NA,NA,174.66,NA,NA,NA,NA,NA,NA,NA,NA
"1678","31047",201631047,2016,"NE","Dawson County",426.09,58.14,756.09,NA,664.45,359.78,NA,426.54,164.94,NA,NA,NA,NA,NA,NA,NA
"1679","31049",201631049,2016,"NE","Deuel County",371.75,0,725.95,0,0,0,0,405.27,NA,NA,NA,NA,NA,NA,NA,NA
"1680","31051",201631051,2016,"NE","Dixon County",204.74,0,395.03,0,0,0,0,238.66,NA,NA,NA,NA,NA,NA,NA,NA
"1681","31053",201631053,2016,"NE","Dodge County",461.02,118.03,794.49,NA,2097.9,374.11,NA,430.38,295.41,154.35,432.56,NA,NA,149.64,NA,278.17
"1682","31055",201631055,2016,"NE","Douglas County",514,60.89,970.36,69.6,2295.26,508.73,2557.2,234.89,219.62,54.37,386.06,25.31,892.08,188.68,1345.9,115.74
"1683","31057",201631057,2016,"NE","Dundy County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","31059",201631059,2016,"NE","Fillmore County",259.44,236.13,281.69,NA,NA,NA,NA,215.45,144.13,NA,NA,NA,NA,NA,NA,NA
"1685","31061",201631061,2016,"NE","Franklin County",345.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686","31063",201631063,2016,"NE","Frontier County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687","31065",201631065,2016,"NE","Furnas County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688","31067",201631067,2016,"NE","Gage County",605.88,138.29,1060.33,NA,3883.5,NA,NA,584.89,272.64,107.56,433.09,NA,NA,NA,NA,252.92
"1689","31069",201631069,2016,"NE","Garden County",467.73,0,875.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690","31071",201631071,2016,"NE","Garfield County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","31073",201631073,2016,"NE","Gosper County",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"1692","31075",201631075,2016,"NE","Grant County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","31077",201631077,2016,"NE","Greeley County",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1694","31079",201631079,2016,"NE","Hall County",591.67,105.97,1061.92,NA,1745.64,586.82,5000,518.89,278.89,90.08,461.7,0,1080.63,211.64,2222.22,261.37
"1695","31081",201631081,2016,"NE","Hamilton County",177.27,0,354.61,0,0,0,0,186.08,141.82,0,283.69,0,0,0,0,148.86
"1696","31083",201631083,2016,"NE","Harlan County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","31085",201631085,2016,"NE","Hayes County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","31087",201631087,2016,"NE","Hitchcock County",376.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699","31089",201631089,2016,"NE","Holt County",338.81,NA,NA,NA,NA,NA,NA,NA,67.76,NA,NA,NA,NA,NA,NA,NA
"1700","31091",201631091,2016,"NE","Hooker County",0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0
"1701","31093",201631093,2016,"NE","Howard County",212.54,0,415.8,0,0,0,0,221.67,NA,NA,NA,NA,NA,NA,NA,NA
"1702","31095",201631095,2016,"NE","Jefferson County",782.18,290.84,1252.32,NA,NA,NA,18181.82,601.5,497.75,193.89,788.5,NA,NA,NA,NA,375.94
"1703","31097",201631097,2016,"NE","Johnson County",145.22,0,224.01,0,0,0,0,188.54,NA,NA,NA,NA,NA,NA,NA,NA
"1704","31099",201631099,2016,"NE","Kearney County",253.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","31101",201631101,2016,"NE","Keith County",340.14,0,661.16,NA,NA,NA,NA,303.67,127.55,0,247.93,NA,NA,NA,NA,116.8
"1706","31103",201631103,2016,"NE","Keya Paha County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1707","31105",201631105,2016,"NE","Kimball County",559.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","31107",201631107,2016,"NE","Knox County",295.42,0,571.66,0,0,0,890.87,243.61,NA,NA,NA,NA,NA,NA,NA,NA
"1709","31109",201631109,2016,"NE","Lancaster County",502.49,90.59,897.3,181.39,3388.95,798.97,2886.6,312.58,239.33,82.8,389.36,63.49,1544.2,316.57,1374.57,158.3
"1710","31111",201631111,2016,"NE","Lincoln County",386.7,54.94,714.29,NA,1403.51,563.06,NA,347.88,181.98,45.78,316.46,NA,NA,225.23,NA,173.94
"1711","31113",201631113,2016,"NE","Logan County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1712","31115",201631115,2016,"NE","Loup County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","31117",201631117,2016,"NE","McPherson County",8737.86,0,17647.06,NA,NA,133333.33,NA,4081.63,0,0,0,NA,0,0,NA,0
"1714","31119",201631119,2016,"NE","Madison County",497.74,100.95,883.69,0,2762.43,656.25,3100.78,395.94,343.89,110.12,571.28,0,1381.22,312.5,3488.37,289.98
"1715","31121",201631121,2016,"NE","Merrick County",352.92,NA,NA,NA,NA,NA,NA,NA,103.8,NA,NA,NA,NA,NA,NA,NA
"1716","31123",201631123,2016,"NE","Morrill County",237.53,0,466.36,NA,NA,NA,NA,206.61,NA,NA,NA,NA,NA,NA,NA,NA
"1717","31125",201631125,2016,"NE","Nance County",457.25,0,903.34,NA,NA,NA,NA,427.76,274.35,0,542.01,NA,NA,NA,NA,237.64
"1718","31127",201631127,2016,"NE","Nemaha County",386.54,NA,NA,NA,NA,NA,NA,NA,136.43,NA,NA,NA,NA,NA,NA,NA
"1719","31129",201631129,2016,"NE","Nuckolls County",166.18,0,324.68,0,0,0,0,173.99,NA,NA,NA,NA,NA,NA,NA,NA
"1720","31131",201631131,2016,"NE","Otoe County",403.94,NA,NA,NA,NA,NA,NA,NA,248.58,NA,NA,NA,NA,NA,NA,NA
"1721","31133",201631133,2016,"NE","Pawnee County",407.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","31135",201631135,2016,"NE","Perkins County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","31137",201631137,2016,"NE","Phelps County",269.93,NA,NA,NA,NA,NA,NA,NA,125.97,NA,NA,NA,NA,NA,NA,NA
"1724","31139",201631139,2016,"NE","Pierce County",252.06,0,490.2,NA,NA,NA,NA,235.79,160.4,0,311.94,NA,NA,NA,NA,141.48
"1725","31141",201631141,2016,"NE","Platte County",432.47,40.76,797.42,NA,NA,656,9589.04,341.91,191.67,NA,NA,NA,NA,NA,NA,NA
"1726","31143",201631143,2016,"NE","Polk County",159.03,0,314.07,NA,NA,NA,NA,136.71,NA,NA,NA,NA,NA,NA,NA,NA
"1727","31145",201631145,2016,"NE","Red Willow County",374.36,0,731.64,NA,NA,NA,NA,356.33,149.75,0,292.65,NA,NA,NA,NA,129.58
"1728","31147",201631147,2016,"NE","Richardson County",362.78,NA,NA,NA,NA,NA,NA,NA,106.7,NA,NA,NA,NA,NA,NA,NA
"1729","31149",201631149,2016,"NE","Rock County",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"1730","31151",201631151,2016,"NE","Saline County",250.33,0,477.18,NA,NA,NA,NA,264.51,108.84,NA,NA,NA,NA,NA,NA,NA
"1731","31153",201631153,2016,"NE","Sarpy County",199.86,27.63,368.45,NA,763.5,216.83,1436.27,159.53,111.89,31.08,190.99,NA,527.18,108.42,1077.2,85.42
"1732","31155",201631155,2016,"NE","Saunders County",346.47,157.08,528.54,NA,NA,NA,NA,320.72,92.39,NA,NA,NA,NA,NA,NA,NA
"1733","31157",201631157,2016,"NE","Scotts Bluff County",631.11,71.33,1203.61,NA,NA,1093.84,3361.34,419.88,229.91,53.5,410.32,NA,NA,422.18,1400.56,129.67
"1734","31159",201631159,2016,"NE","Seward County",183.27,0,351.62,NA,NA,NA,NA,144.77,73.31,NA,NA,NA,NA,NA,NA,NA
"1735","31161",201631161,2016,"NE","Sheridan County",734.56,NA,NA,NA,NA,NA,NA,NA,300.5,NA,NA,NA,NA,NA,NA,NA
"1736","31163",201631163,2016,"NE","Sherman County",294.29,0,584.8,0,0,0,0,305.06,NA,NA,NA,NA,NA,NA,NA,NA
"1737","31165",201631165,2016,"NE","Sioux County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1738","31167",201631167,2016,"NE","Stanton County",160.51,0,313.97,0,0,0,0,173.36,NA,NA,NA,NA,NA,NA,NA,NA
"1739","31169",201631169,2016,"NE","Thayer County",420.46,0,815.77,NA,NA,NA,NA,365.1,NA,NA,NA,NA,NA,NA,NA,NA
"1740","31171",201631171,2016,"NE","Thomas County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1741","31173",201631173,2016,"NE","Thurston County",194.51,NA,NA,NA,NA,NA,NA,NA,121.57,NA,NA,NA,NA,NA,NA,NA
"1742","31175",201631175,2016,"NE","Valley County",294.37,NA,NA,NA,NA,NA,NA,NA,168.21,0,333.61,0,0,0,0,176.83
"1743","31177",201631177,2016,"NE","Washington County",244.08,63.59,421.15,0,4081.63,0,0,222.57,220.46,79.49,358.76,NA,4081.63,NA,NA,181.35
