name1,name2,street1,street2,city,state,zip,zip4,category,countyGEOID,countyName,source,Longitude,Latitude,
Tennova Healthcare/Cleveland,Tennova Behavioral Health Services,2800 Westside Drive,NA,Cleveland,TN,37312,NA,naltrexone/vivitrol,47011,Bradley,SAMHSA,35.1942901,-84.8810585,35.1942901
Empower Recovery Services,NA,645 3rd Avenue SW,NA,Pine City,MN,55063,NA,naltrexone/vivitrol,27115,Pine,SAMHSA,45.826683,-92.971285,45.826683
Stevens Center of Singing River Servs,Region 14,4905 Telephone Road,NA,Pascagoula,MS,39567,NA,naltrexone/vivitrol,28059,Jackson,SAMHSA,30.3824809,-88.5350529,30.3824809
Hiwassee Mental Health Center,NA,940 South Ocoee Street,NA,Cleveland,TN,37311,NA,naltrexone/vivitrol,47011,Bradley,SAMHSA,35.1533636,-84.8806921,35.1533636
ThedaCare Behavioral Health at,ThedaCare Regional Medical Center,130 2nd Street,NA,Neenah,WI,54956,NA,naltrexone/vivitrol,55139,Winnebago,SAMHSA,44.187021,-88.4537599,44.187021
Turning Point Recovery Center Inc,NA,9201 Montgomery Boulevard,Suite V,Albuquerque,NM,87111,NA,naltrexone/vivitrol,35001,Bernalillo,SAMHSA,35.1309477,-106.5404077,35.1309477
Pathways To A Better Life LLC,NA,530 State Highway 67,NA,Kiel,WI,53042,NA,naltrexone/vivitrol,55071,Manitowoc,SAMHSA,43.912123,-88.0220539,43.912123
Sun Behavioral Health,NA,820 Dolwick Drive,NA,Erlanger,KY,41018,NA,naltrexone/vivitrol,21117,Kenton,SAMHSA,39.0384161,-84.5953254,39.0384161
Pinnacle Treatment Ctr OH VI,NA,5122 Glencrossing Way,NA,Cincinnati,OH,45238,NA,naltrexone/vivitrol,39061,Hamilton,SAMHSA,39.1314591,-84.6143472,39.1314591
Park Center Inc,Bluffton Counseling Services,1115 South Main Street,NA,Bluffton,IN,46714,NA,naltrexone/vivitrol,18179,Wells,SAMHSA,40.7287869,-85.170974,40.7287869
New Vista,Schwartz Center,3479 Buckhorn Drive,NA,Lexington,KY,40515,NA,naltrexone/vivitrol,21067,Fayette,SAMHSA,37.9772274,-84.458819,37.9772274
ARC Counseling Centers,Lexington Counseling Center,3439 Buckhorn Drive,Suite 160,Lexington,KY,40515,NA,naltrexone/vivitrol,21067,Fayette,SAMHSA,37.977039,-84.458233,37.977039
Meridian Behavioral Health,Meadow Creek Womens Residential,17305 Meadow Creek Lane,NA,Pine City,MN,55063,NA,naltrexone/vivitrol,27115,Pine,SAMHSA,45.8558495,-93.0018804,45.8558495
Midwestern Colorado Mental Health Ctr,DBA The Center for Mental Health,710 North Taylor Street,NA,Gunnison,CO,81230,NA,naltrexone/vivitrol,8051,Gunnison,SAMHSA,38.5515982,-106.9240093,38.5515982
Taylor County,Human Services Department,540 East College Street,NA,Medford,WI,54451,NA,naltrexone/vivitrol,55119,Taylor,SAMHSA,45.12998658,-90.33687426,45.12998658
Calumet County Department of,Health and Human Services,206 Court Street,NA,Chilton,WI,53014,NA,naltrexone/vivitrol,55015,Calumet,SAMHSA,44.02952358,-88.16908834,44.02952358
Rapid City,CBOC/Outpatient Treatment Program,123 Main Street,NA,Rapid City,SD,57701,NA,naltrexone/vivitrol,46103,Pennington,SAMHSA,44.0504037,-103.2250147,44.0504037
Ridgeview,NA,830 Main Street,Suite 2,Wartburg,TN,37887,NA,naltrexone/vivitrol,47129,Morgan,SAMHSA,36.1037769,-84.593173,36.1037769
Ridge Behavioral Health System,NA,3050 Rio Dosa Drive,NA,Lexington,KY,40509,NA,naltrexone/vivitrol,21067,Fayette,SAMHSA,38.004533,-84.442675,38.004533
Addiction Recovery Care LLC,NA,210 Thomas More Parkway,NA,Fort Mitchell,KY,41017,NA,naltrexone/vivitrol,21117,Kenton,SAMHSA,39.0234364,-84.5703272,39.0234364
Sage Neuroscience Center,NA,7850 Jefferson Street NE,Suite 300,Albuquerque,NM,87109,NA,naltrexone/vivitrol,35001,Bernalillo,SAMHSA,35.1719082,-106.5907269,35.1719082
Renew Recovery,NA,599 Freedom Park Drive,NA,Fort Mitchell,KY,41017,NA,naltrexone/vivitrol,21117,Kenton,SAMHSA,39.0091207,-84.5558532,39.0091207
BrightView,NA,6527 Colerain Avenue,NA,Cincinnati,OH,45239,NA,naltrexone/vivitrol,39061,Hamilton,SAMHSA,39.2072202,-84.5840154,39.2072202
Gulf Coast Veterans Healthcare System,Mobile Outpatient Clinic,4444 Demetropolis Road,NA,Mobile,AL,36619,NA,naltrexone/vivitrol,1097,Mobile,SAMHSA,30.6002419,-88.1572165,30.6002419
Transitions Residential,Treatment Facility,313 Madison Pike,NA,Erlanger,KY,41018,NA,naltrexone/vivitrol,21117,Kenton,SAMHSA,38.9889258,-84.5337933,38.9889258
Pathways to a Better Life LLC,NA,13111 Lax Chapel Road,NA,Kiel,WI,53042,NA,naltrexone/vivitrol,55071,Manitowoc,SAMHSA,43.939473,-87.9797718,43.939473
ThedaCare Behavioral Health,NA,1095 Midway Road,NA,Menasha,WI,54952,NA,naltrexone/vivitrol,55139,Winnebago,SAMHSA,44.2287488,-88.4275904,44.2287488
Sheboygan County Hlth and Human Servs,MH and SA Treatment Center,1011 North 8th Street,NA,Sheboygan,WI,53081,NA,naltrexone/vivitrol,55117,Sheboygan,SAMHSA,43.7555463,-87.7125664,43.7555463
First Nations Community Hlthsource,NA,5608 Zuni Road SE,NA,Albuquerque,NM,87108,NA,naltrexone/vivitrol,35001,Bernalillo,SAMHSA,35.0725906,-106.5834062,35.0725906
Veterans Affairs Medical Center,Substance Use Disorders Prog Clinic,1501 San Pedro Street SE,NA,Albuquerque,NM,87108,NA,naltrexone/vivitrol,35001,Bernalillo,SAMHSA,35.0552772,-106.57766,35.0552772
NM Department of Health,Turquoise Lodge Hospital,5400 Gibson Boulevard SE,NA,Albuquerque,NM,87108,NA,naltrexone/vivitrol,35001,Bernalillo,SAMHSA,35.057986,-106.5813804,35.057986
Shadow Mountain Recovery,Detox and Assessment,5400 Gibson Boulevard SE,Elevator D 3rd Floor,Albuquerque,NM,87108,4729,naltrexone/vivitrol,35001,Bernalillo,SAMHSA,35.057986,-106.5813804,35.057986
Haven Behavioral Outpatient Program,NA,5400 Gibson Boulevard SE,3rd Floor,Albuquerque,NM,87108,NA,naltrexone/vivitrol,35001,Bernalillo,SAMHSA,35.057986,-106.5813804,35.057986
Courageous Transformations Inc,NA,3301 Los Arboles NE,NA,Albuquerque,NM,87107,NA,naltrexone/vivitrol,35001,Bernalillo,SAMHSA,35.114608,-106.6087306,35.114608
Guidance Foundation Inc,NA,4101 Barbara Loop SE,Suite D,Rio Rancho,NM,87124,NA,naltrexone/vivitrol,35043,Sandoval,SAMHSA,35.2359804,-106.6543219,35.2359804
Center for Addiction Treatment,NA,830 Ezzard Charles Drive,NA,Cincinnati,OH,45214,NA,naltrexone/vivitrol,39061,Hamilton,SAMHSA,39.1103562,-84.5298959,39.1103562
A Nu Direction,NA,500 Hospital Drive,NA,Wetumpka,AL,36092,NA,naltrexone/vivitrol,1051,Elmore,SAMHSA,32.5523787,-86.1866697,32.5523787
Outagamie County,Health and Human Services,320 South Walnut Street,NA,Appleton,WI,54911,NA,naltrexone/vivitrol,55087,Outagamie,SAMHSA,44.2587754,-88.4111719,44.2587754
BrightView,NA,5108 Sandy Lane,NA,Fairfield,OH,45014,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.340048,-84.556892,39.340048
University of New Mexico Hospital,Addictions and Substance Abuse Prog,2600 Yale Boulevard SE,NA,Albuquerque,NM,87106,NA,naltrexone/vivitrol,35001,Bernalillo,SAMHSA,35.0534708,-106.6213478,35.0534708
Cincinnati VA Medical Center,Substance Dependence Program,3200 Vine Street,Suite A-800,Cincinnati,OH,45220,NA,naltrexone/vivitrol,39061,Hamilton,SAMHSA,39.1395244,-84.5082088,39.1395244
Sojourner Recovery Services,Outpatient Clinic,1430 University Boulevard,NA,Hamilton,OH,45011,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.380949,-84.5611078,39.380949
Crossroads Center,NA,311 Martin Luther King Drive East,NA,Cincinnati,OH,45219,NA,naltrexone/vivitrol,39061,Hamilton,SAMHSA,39.1346411,-84.5017762,39.1346411
Brightview,NA,446 Morgan Street,NA,Cincinnati,OH,45206,NA,naltrexone/vivitrol,39061,Hamilton,SAMHSA,39.1253327,-84.4995225,39.1253327
NorthEastern Center Inc,Albion Outpatient,833 East Main Street,NA,Albion,IN,46701,NA,naltrexone/vivitrol,18113,Noble,SAMHSA,41.3964528,-85.4135952,41.3964528
University of Cincinnati,Physicians Company LLC (UCPC LLC,3131 Harvey Avenue,NA,Cincinnati,OH,45229,NA,naltrexone/vivitrol,39061,Hamilton,SAMHSA,39.136301,-84.4991537,39.136301
Community Behavioral Health,NA,820 South Martin Luther King Jr Blvd,NA,Hamilton,OH,45011,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.391038,-84.5586211,39.391038
Evolution Group Inc,NA,218 Broadway Boulevard SE,NA,Albuquerque,NM,87102,NA,naltrexone/vivitrol,35001,Bernalillo,SAMHSA,35.081929,-106.644559,35.081929
First Step Home Inc,Residential,2203 Fulton Avenue,NA,Cincinnati,OH,45206,NA,naltrexone/vivitrol,39061,Hamilton,SAMHSA,39.1207997,-84.4919841,39.1207997
Sojourner Recovery Services,Herland Family Center,516 High Street,NA,Hamilton,OH,45011,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.3985608,-84.5567212,39.3985608
Sojourner Recovery Services,Womens Residential,449 North 3rd Street,NA,Hamilton,OH,45011,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.4050338,-84.5578166,39.4050338
Sojourner Recovery Services,Outpatient,515 Dayton Street,NA,Hamilton,OH,45011,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.4002738,-84.5558375,39.4002738
Otis R Bowen Ctr for Human Serv Inc,Albion Office,101 East Park Drive,NA,Albion,IN,46701,NA,naltrexone/vivitrol,18113,Noble,SAMHSA,41.3955319,-85.4056726,41.3955319
Otis R Bowen Ctr for Human Serv Inc,Noble County Office,101 East Park Street,NA,Albion,IN,46701,NA,naltrexone/vivitrol,18113,Noble,SAMHSA,41.3955319,-85.4056726,41.3955319
North Central Healthcare,Wausau,1100 Lake View Drive,NA,Wausau,WI,54403,NA,naltrexone/vivitrol,55073,Marathon,SAMHSA,44.9315472,-89.6335915,44.9315472
Sojourner Recovery Services,Mens Residential,819 Buckeye Street,NA,Hamilton,OH,45011,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.4003478,-84.5509454,39.4003478
Cumberland River Behavioral Health,NA,260 Old U.S. Highway 25 South,NA,Mount Vernon,KY,40456,NA,naltrexone/vivitrol,21203,Rockcastle,SAMHSA,37.354335,-84.3301876,37.354335
Sojourner Recovery Services,Womens Residential,294 North Fair Avenue,NA,Hamilton,OH,45011,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.397852,-84.541066,39.397852
Sunrise Treatment Center,NA,680 Northland Boulevard,NA,Cincinnati,OH,45240,NA,naltrexone/vivitrol,39061,Hamilton,SAMHSA,39.281182,-84.500421,39.281182
Wausau Comprehensive Treatment Center,NA,210 Washington Street,NA,Wausau,WI,54403,NA,naltrexone/vivitrol,55073,Marathon,SAMHSA,44.95913,-89.6290185,44.95913
DeCoach Rehabilitation Centre,NA,6570 Sosna Drive,NA,Fairfield,OH,45014,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.3211144,-84.4972388,39.3211144
First Choice Community Hlthcare Inc,NA,2001 El Centro Familiar Boulevard SW,NA,Albuquerque,NM,87105,NA,naltrexone/vivitrol,35001,Bernalillo,SAMHSA,35.0459303,-106.6828384,35.0459303
New Vista,Center for Women and Children,403 Gibson Lane,NA,Richmond,KY,40475,NA,naltrexone/vivitrol,21151,Madison,SAMHSA,37.7338272,-84.2870406,37.7338272
Otis R Bowen Ctr for Human Serv Inc,Allen County,2100 Goshen Road,NA,Fort Wayne,IN,46808,NA,naltrexone/vivitrol,18003,Allen,SAMHSA,41.1084833,-85.1690793,41.1084833
Center for Behavioral Health,NA,1018 Ival James Boulevard,NA,Richmond,KY,40475,8174,naltrexone/vivitrol,21151,Madison,SAMHSA,37.7590748,-84.270059,37.7590748
Hiwassee Mental Health Center,Athens,1805 Ingleside Avenue,NA,Athens,TN,37303,NA,naltrexone/vivitrol,47107,McMinn,SAMHSA,35.463071,-84.582398,35.463071
Transitions Falmouth Treatment Center,NA,512 Maple Avenue,NA,Falmouth,KY,41040,NA,naltrexone/vivitrol,21191,Pendleton,SAMHSA,38.6736963,-84.3342378,38.6736963
Beckett Springs Hospital,NA,8614 Shepherd Farm Drive,NA,West Chester,OH,45069,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.3436028,-84.4562357,39.3436028
Gateways,Outpatient Alcohol and Drug Services,4760 Madison Road,NA,Cincinnati,OH,45227,NA,naltrexone/vivitrol,39061,Hamilton,SAMHSA,39.161881,-84.414042,39.161881
Center for Behavioral Health IN Inc,NA,3910 Lima Road,NA,Fort Wayne,IN,46805,NA,naltrexone/vivitrol,18003,Allen,SAMHSA,41.1135511,-85.144898,41.1135511
MedMark Treatment Centers,Chatsworth Georgia,1289 GI Maddox Parkway,NA,Chatsworth,GA,30705,NA,naltrexone/vivitrol,13213,Murray,SAMHSA,34.7832365,-84.7963697,34.7832365
Bradford Health Services,Montgomery Regional Office,386 Saint Lukes Drive,NA,Montgomery,AL,36117,NA,naltrexone/vivitrol,1101,Montgomery,SAMHSA,32.3793482,-86.1703676,32.3793482
Lucina Treatment Center LLC,NA,6017 Stoney Creek Drive,NA,Fort Wayne,IN,46825,NA,naltrexone/vivitrol,18003,Allen,SAMHSA,41.1333638,-85.1397101,41.1333638
VA Northern Indiana Healthcare System,NA,2121 Lake Avenue,NA,Fort Wayne,IN,46805,5100,naltrexone/vivitrol,18003,Allen,SAMHSA,41.091211,-85.1098926,41.091211
Park Center Inc,NA,1909 Carew Street,NA,Fort Wayne,IN,46805,NA,naltrexone/vivitrol,18003,Allen,SAMHSA,41.0936779,-85.1084921,41.0936779
VA Northern Indiana Healthcare System,Fort Wayne Annex,2500 East State Boulevard,NA,Fort Wayne,IN,46805,5100,naltrexone/vivitrol,18003,Allen,SAMHSA,41.0957854,-85.106194,41.0957854
Parkview Behavioral Health,NA,1720 Beacon Street,NA,Fort Wayne,IN,46805,NA,naltrexone/vivitrol,18003,Allen,SAMHSA,41.091906,-85.101851,41.091906
CleanSlate Centers,NA,3005 East State Boulevard,Suite B,Fort Wayne,IN,46805,NA,naltrexone/vivitrol,18003,Allen,SAMHSA,41.0976369,-85.1008017,41.0976369
Bourbon Community Hospital,Stoner Creek Behavioral Health Centre,9 Linville Drive,NA,Paris,KY,40361,NA,naltrexone/vivitrol,21017,Bourbon,SAMHSA,38.222728,-84.238235,38.222728
Otis R Bowen Ctr for Human Serv Inc,LaGrange Bowen Office,836 North Detroit Street,NA,LaGrange,IN,46761,NA,naltrexone/vivitrol,18087,LaGrange,SAMHSA,41.6522988,-85.4190371,41.6522988
Northeastern Center Inc,NA,2155 North State Road 9 South,NA,LaGrange,IN,46761,NA,naltrexone/vivitrol,18087,LaGrange,SAMHSA,41.6727259,-85.4247009,41.6727259
eXclusive Services,NA,11134 Luschek Drive,NA,Cincinnati,OH,45241,NA,naltrexone/vivitrol,39061,Hamilton,SAMHSA,39.2687372,-84.3799858,39.2687372
Modern Psychiatry and Wellness LLC,NA,6942 Tylersville Road,NA,West Chester,OH,45069,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.3576868,-84.3935032,39.3576868
Park Center Inc,Decatur Counseling Services,809 High Street,NA,Decatur,IN,46733,NA,naltrexone/vivitrol,18001,Adams,SAMHSA,40.819686,-84.917284,40.819686
Behav Health Adams Cnty,Memorial Hospital Inc,1100 Mercer Avenue,NA,Decatur,IN,46733,NA,naltrexone/vivitrol,18001,Adams,SAMHSA,40.8169024,-84.913822,40.8169024
Adams Memorial Hospital,Outpatient Behavioral Health Services,1300 Mercer Avenue,NA,Decatur,IN,46733,NA,naltrexone/vivitrol,18001,Adams,SAMHSA,40.812593,-84.908151,40.812593
Kentucky Addiction Centers LLC,NA,625 Tech Drive,Suite B,Winchester,KY,40391,NA,naltrexone/vivitrol,21049,Clark,SAMHSA,38.0120007,-84.182283,38.0120007
Lumiere Healing Center,NA,7593 Tylers Place Boulevard,NA,West Chester,OH,45069,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.3586989,-84.3742885,39.3586989
Northeastern Center Inc,Noble County Office,1930 East Dowling Street,NA,Kendallville,IN,46755,NA,naltrexone/vivitrol,18113,Noble,SAMHSA,41.4444621,-85.2322572,41.4444621
Cumberland River Behavioral Health,NA,1348 Highway 421 North,NA,McKee,KY,40447,NA,naltrexone/vivitrol,21109,Jackson,SAMHSA,37.4954323,-84.1509446,37.4954323
Access Counseling Services LLC,NA,2114 Central Avenue,NA,Middletown,OH,45044,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.512224,-84.386981,39.512224
Individual Care Center Inc,NA,8833 Chapel Square Drive,Suite A,Cincinnati,OH,45249,NA,naltrexone/vivitrol,39061,Hamilton,SAMHSA,39.286725,-84.317705,39.286725
Recovery House of East Tennessee,Addiction Treatment Center,105 Caldwell Circle,NA,Oliver Springs,TN,37840,NA,naltrexone/vivitrol,47001,Anderson,SAMHSA,36.0190241,-84.3049939,36.0190241
Pinnacle Treatment Centers OH X LLC,NA,950 Lila Avenue,NA,Milford,OH,45150,NA,naltrexone/vivitrol,39025,Clermont,SAMHSA,39.1740775,-84.2785486,39.1740775
Sunrise Treatment Center,NA,160 North Breiel Boulevard,NA,Milford,OH,45150,NA,naltrexone/vivitrol,39017,Butler,SAMHSA,39.5136206,-84.3549854,39.5136206
Renew Recovery,NA,2645 North Laurel Road,Suite B,London,KY,40741,NA,naltrexone/vivitrol,21125,Laurel,SAMHSA,37.1741974,-84.1270633,37.1741974
Sunrise Treatment Center,NA,25 Whitney Drive,Suite 122,Middletown,OH,45042,NA,naltrexone/vivitrol,39025,Clermont,SAMHSA,39.15569,-84.258032,39.15569
Ridge,NA,25 Whitney Drive,Suite 120,Milford,OH,45150,NA,naltrexone/vivitrol,39025,Clermont,SAMHSA,39.1558215,-84.2575935,39.1558215
Cumberland River Behavioral Health,NA,285 Cemetery Road,NA,Williamsburg,KY,40769,NA,naltrexone/vivitrol,21235,Whitley,SAMHSA,36.748788,-84.159583,36.748788
Lindner Center of HOPE,NA,4075 Old Western Row Road,NA,Mason,OH,45040,NA,naltrexone/vivitrol,39165,Warren,SAMHSA,39.3312446,-84.2951171,39.3312446
Access Counseling Services LLC,NA,4464 South Dixie Highway,NA,Franklin,OH,45005,NA,naltrexone/vivitrol,39165,Warren,SAMHSA,39.509898,-84.333847,39.509898
Lindner Center of Hope,Hope Center North,4483 U.S. Route 42,NA,Mason,OH,45040,NA,naltrexone/vivitrol,39165,Warren,SAMHSA,39.3731212,-84.2906235,39.3731212
Cumberland River Behavioral Health,NA,915 North Laurel Road,NA,Pittsburg,KY,40755,NA,naltrexone/vivitrol,21125,Laurel,SAMHSA,37.1562572,-84.1047306,37.1562572
North Central Healthcare,Merrill,607 North Sales Street,Suite 309,Merrill,WI,54452,NA,naltrexone/vivitrol,55069,Lincoln,SAMHSA,45.1849713,-89.6727771,45.1849713
MARCO Services Inc,NA,1114 South 11th Street,NA,Manitowoc,WI,54220,NA,naltrexone/vivitrol,55071,Manitowoc,SAMHSA,44.08689375,-87.66200826,44.08689375
Lakeview Center Inc,Adult Outpatient,6021 Industrial Boulevard,Suite A,Century,FL,32535,NA,naltrexone/vivitrol,12033,Escambia,SAMHSA,30.97220655,-87.27387593,30.97220655
Ridgeview Psych Hosp and Ctr,NA,240 West Tyrone Road,NA,Oak Ridge,TN,37830,NA,naltrexone/vivitrol,47001,Anderson,SAMHSA,36.0258796,-84.2431088,36.0258796
Cumberland River Behavioral Health,Crossroads,610 American Greeting Road,NA,Corbin,KY,40701,NA,naltrexone/vivitrol,21125,Laurel,SAMHSA,36.97182764,-84.09206646,36.97182764
Cumberland River Behavioral Health,NA,1203 American Greeting Road,NA,Corbin,KY,40702,NA,naltrexone/vivitrol,21125,Laurel,SAMHSA,36.9804402,-84.0894295,36.9804402
Central Minnesota Adult Teen Challenge,NA,2424 Business 371,NA,Brainerd,MN,56401,NA,naltrexone/vivitrol,27035,Crow Wing,SAMHSA,46.3284127,-94.2034852,46.3284127
Nystrom and Associates Ltd,NA,13045 Falcon Drive,Suite 100,Baxter,MN,56425,4201,naltrexone/vivitrol,27035,Crow Wing,SAMHSA,46.33974,-94.254021,46.33974
Holy Family Memorial Behavioral Health,NA,339 Reed Avenue,NA,Manitowoc,WI,54220,NA,naltrexone/vivitrol,55071,Manitowoc,SAMHSA,44.1133847,-87.652234,44.1133847
Colorado West Regional Mental Hlth Ctr,DBA Mind Springs Health,407 South Lincoln Street,NA,Steamboat Springs,CO,80487,NA,naltrexone/vivitrol,8107,Routt,SAMHSA,40.4761819,-106.8271943,40.4761819
Northeastern Center Inc,Dekalb County,1800 Wesley Road,NA,Auburn,IN,46706,NA,naltrexone/vivitrol,18033,DeKalb,SAMHSA,41.3719838,-85.0311946,41.3719838
Northeastern Center Inc,NA,1850 Wesley Road,NA,Auburn,IN,46706,NA,naltrexone/vivitrol,18033,DeKalb,SAMHSA,41.372441,-85.030102,41.372441
Campbell County Outpatient Center,NA,110 North Tennessee Avenue,NA,La Follette,TN,37766,NA,naltrexone/vivitrol,47013,Campbell,SAMHSA,36.38096846,-84.12269303,36.38096846
Ridgeview Psychiatric,Hospital and Center,110 North Tennessee Avenue,NA,La Follette,TN,37766,NA,naltrexone/vivitrol,47013,Campbell,SAMHSA,36.3811833,-84.122545,36.3811833
Clermont Recovery Center Inc,NA,1088 Wasserman Way,Suite C,Batavia,OH,45103,NA,naltrexone/vivitrol,39025,Clermont,SAMHSA,39.08083296,-84.14767103,39.08083296
BrightView,NA,1100 Hospital Drive,NA,Batavia,OH,45103,NA,naltrexone/vivitrol,39025,Clermont,SAMHSA,39.0801771,-84.147073,39.0801771
Jaywalker Lodge Inc,Solutions Program,734 Main Street,NA,Carbondale,CO,81623,NA,naltrexone/vivitrol,8045,Garfield,SAMHSA,39.4003529,-107.2147178,39.4003529
Jaywalker Lodge Inc,NA,811 Main Court,NA,Carbondale,CO,81623,NA,naltrexone/vivitrol,8045,Garfield,SAMHSA,39.4007412,-107.2161721,39.4007412
Comprehend Inc,NA,134 Grandview Drive,NA,Brooksville,KY,41004,NA,naltrexone/vivitrol,21023,Bracken,SAMHSA,38.6792874,-84.058024,38.6792874
Pine Rest Christian Mental Hlth Srvs,Kalamazoo Clinic,1530 Nichols Road,NA,Kalamazoo,MI,49006,NA,naltrexone/vivitrol,26077,Kalamazoo,SAMHSA,42.306522,-85.6279493,42.306522
Talbert House Warren County,NA,759 Columbus Avenue,NA,Lebanon,OH,45036,NA,naltrexone/vivitrol,39165,Warren,SAMHSA,39.4452943,-84.1910418,39.4452943
Victory Clinical Services,NA,401 Howard Street,NA,Kalamazoo,MI,49001,2748,naltrexone/vivitrol,26077,Kalamazoo,SAMHSA,42.274044,-85.587972,42.274044
InterAct of Michigan Inc,Substance Abuse Services,610 South Burdick Street,NA,Kalamazoo,MI,49007,NA,naltrexone/vivitrol,26077,Kalamazoo,SAMHSA,42.2859187,-85.5832767,42.2859187
Willowbrooke at Tanner,NA,523 Dixie Street,NA,Carrollton,GA,30117,NA,naltrexone/vivitrol,13045,Carroll,SAMHSA,33.5726001,-85.0725747,33.5726001
Dayton VA Medical Center,NA,4100 West 3rd Street,NA,Dayton,OH,45428,NA,naltrexone/vivitrol,39113,Montgomery,SAMHSA,39.749224,-84.253287,39.749224
Pathways Inc,Montgomery County Outpatient,300 Foxglove Drive,NA,Mount Sterling,KY,40353,9769,naltrexone/vivitrol,21173,Montgomery,SAMHSA,38.0655834,-83.95685603,38.0655834
Colorado West Regional Mental Hlth Ctr,DBA Mind Springs Health,6916 Highway 82,NA,Glenwood Springs,CO,81601,NA,naltrexone/vivitrol,8045,Garfield,SAMHSA,39.4723591,-107.2685329,39.4723591
JourneyPure,Norris,17 Ridgeway Road,NA,Norris,TN,37828,NA,naltrexone/vivitrol,47001,Anderson,SAMHSA,36.1908317,-84.0802128,36.1908317
