Name1,Name2,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID
NY THERAPEUTIC COMMUNITY INC,BAYVIEW CORRECTIONAL FACILITY,550 WEST 20TH STREET,,,NEW YORK,NY,10011.0,(212)989-7656,Drug,2960NY10011
ODYSSEY HOUSE,MABON PARENTS PROGRAM,WARDS ISLAND,BUILDillG 13,,NEW YORK,NY,10035.0,(212)369-3351,Drug,9062NY10035
ODYSSEY HOUSE,,18TH STREET GRAMACY,208210 EAST 18TH STREET,,NEW YORK,NY,10003.0,(212)673-4320,Drug,6866NY10003
ODYSSEY HOUSE III,,30911 EAST SIXTH STREET,,,NEW YORK,NY,10003.0,(212)673-4320,Drug,8001NY10003
PHASE PIGGY BACK INC,ADULT TREATMENT UNIT,507 WEST 145TH STREET,,,hEW YORK,NY,10031.0,(212)234-1660,Drug,0022NY10031
PHASE PIGGY BACK INC,YOUTH INTERVENTION AND DEVELOPMENT,458 WEST 145TH STREET,,,NEW YORK,NY,10031.0,(212)234-1660,Drug,1956NY10031
PHOENIX HOUSE FOUNDATION INC,RIVERSIDE,253 WEST 73RD STREET,,,NEW YORK,NY,10023.0,(212)595-5810,Drug,0317NY10023
PHOENIX HOUSE RTC,,253 WEST 73RD STREET,,,NEW YORK,NY,10023.0,,Drug,0546NY10023
PHOENIX HOUSE STEP 1,,74TH STREET UNIT,164 WEST 74TH STREET,,NEW YORK,NY,10023.0,(212)595-5810,Drug,7094NY10023
PROJECT CONTACT,CRISIS CENTER,315 EAST TENTH STREET,,,NEW YORK,NY,10009.0,(212)475-6200EXT.249,Alcoholism/Drug,5574NY10009
PROJECT CONTACT,DAY TREATMENT,380 LAFAYETTE STREET,,,NEW YORK,NY,10003.0,(212)962-8130EXT.42,Alcoholism/Drug,8421NY10003
PROJECT CONTACT,RESIDENCE,371 EAST TENTH STREET,,,NEW YORK,NY,10009.0,(212)475-6200EXT.42,Alcohol�sm/Drug,6286NY10009
PROJECT CREATE,DAY CARE AND OUTPATIENT,20 SAINT NICHOLAS AVENUE,,,NEW YORK,NY,10026.0,(212)678-1575,Drug,4607NY10026
PROJECT CREATE,RESIDENCE I,121 WEST 111TH STREET,,,NEW YORI<,NY,10026.0,(212)678-1575,Drug,3305NY10026
FROJECT CREATE,RESIDENCE II,123 WEST 111TH STREET,,,NEW YORK,NY,10026.0,(212)678-1575,Drug,3172NY10026
PROJECT GREEN HOPE,SERVICES FOR WO�EN INC,448 EAST 119 STREET,,,NEW YORK,NY,10035.0,(212)369-5100,Alcoholism/Drug,9546NY10035
PROJECT RETURN,GAY WOMENS UNIT LEGAL & MEDICAL SERV,317 WEST 48TH STREET,,,NEW YORK,NY,10036.0,(212)265-2850,Drug,2422NY10036
PROJECT RETURN,PRODIGAL PLACE,814 AMSTERDAM AVENUE,,,NEW YORK,NY,10025.0,(212)850-6700,Drug,7248NY10025
PROJECT RETURN,PYRAMID PLACE,814 AMSTERDAM AVENUE,,,NEW YORK,NY,10025.0,(212)850-6700,Drug,7248NY10025
REALITY HOUSE,,637 WEST 125TH STREET,,,NEW YORK,NY,10027.0,(212)666-8000,Drug,4392NY10027
RICHARD KOEPPEL HD,HHTP,301 WEST 37TH STREET,THIRD FLOOR,,NEW YORK,NY,10018.0,(212)736-5900,Drug,6864NY10018
RICHARD KOEPPEL HD,HHTP 2,301 WEST 37TH STREET,THIRD FLOOR,,NEW YORK,NY,10018.0,(212)736-5900,Drug,6864NY10018
RIKERS ISLAND SUBSTANCE,ABUSE TREATMENT PROJECT,1010 HAZEN STREET,C-76,,NEW YORK,NY,11370.0,(212)728-7000EXT.361,Drug,4975NY11370
ROCKEFELLER UNIVERSITY,CLINICAL RESEARCH,1230 YORK AVENUE,ROON 209,,NEW YORK,NY,10021.0,(212)360-1312,Drug,0081NY10021
THE NEW YORK HOSPITAL,ADOLESCENT DEVE I.OPtIENT PROGRAM,411 EAST 69TH STREET,,,NEW YORK,NY,10021.0,(212)472-1707,Drug,6814NY10021
THE SALVATION ARMY STUYVESANT SQ CTR,WOMENS CORRECTIONAL SERVICES,233 EAST 17TH STREET,,,NEW YORK,NY,10003.0,(212)673-7227,Drug,0271NY10003
VERITAS INC,,455 WEST 50TH STREET,,,NEW YORK,NY,10019.0,(212)586-5822,Drug,1957NY10019
NIAGARA DRUG ABUSE PROGRAM,,775 THIRD STREET,NIAGARA COUNTY CIVIC BUILDING,,NIAGARA FALLS,NY,14301.0,(716)285-9636,Drug,6316NY14301
SISTERS OF CHARITY HOSPITAL,METHADONE MEDICATION SITE,775 THIRD STREET,CIVIC BUILDING,,NIAGARA FALLS,NY,14302.0,(716)862-2623,Drug,9871NY14302
BABYLON MMTP CLINIC,,1121 DEER PARK AVENUE,,,NORTH BABYLON,NY,11703.0,(516)667-6644,Drug,4037NY11703
EAST MEADOW COMMUNITY COUNSELING CTR,,2036 NORTH JERUSALEM ROAD,,,NORTH BELLMORE,NY,11710.0,,Drug,4190NY11710
CATHOLIC FAMILY CENTER - UNION STREET,,3161 UNION STREET,,,NORTH CHILI,NY,14514.0,(716)546-3046,Drug,3147NY14514
CONCEPTS FOR NARCOTICS PREVENTION,THE PLACE,324 MAIN STREET,P.O. BOX 434,,NORTHPORT,NY,11768.0,(516)261-5554,Drug,7334NY11768
CHENANGO COUNTY DRUG ABUSE COUNCIL,,11 SOUTH BROAD STREET,,,NORWICH,NY,13815.0,(607)335-4615,Drug,5230NY13815
OCEANSIDE COUNSELING CENTER INC,,FOXHURST ROAD,COMt1UNITY CENTER ROOM 14,,OCEANSIDE,NY,11572.0,(516)766-6283EXT.5794,Drug,4158NY11572
MADISON COUNTY ALCOHOL AND DRUG ABUSE,PREVENTION AND TREATMENT PROGRAM,248 HAIN STREET,JOliNSON HALL,,ONEIDA,NY,13421.0,(315)363-8730,Alcoholism/Drug,2082NY13421
COMMUNITY ALCOHOLISM PROGRAM,OSSINING C A P DRUG FREE PROGRAM,63 CENTRAL AVENUE,,,OSSINING,NY,10562.0,(914)762-2369,Drug,9607NY10562
TAPPAN SUBSTANCE ABUSE TREATMENT PROG,,354 HUNTER STREET,BLDG ELEVEN OSSINING CORR FACIL,,OSSINING,NY,10562.0,(914)941-0108EXT.39,Drug,1073NY10562
FARNHAM YOUTH DEVELOPMENT CENTER INC,,145 EAST BRIDGE STREET,,,OS�IEGO,NY,13126.0,(315)342-4474,Drug,1217NY13126
TIOGA COUNTY ALCOHOL AND DRUG SERVICES,,175 FRONT STREET,,,OWEGO,NY,13827.0,(607)687-5555,Alcoholism/Drug,4038NY13827
YOUTH ANO FAMILY COUNSELING AGENCY,OF OYSTER BAY,193 SOUTH STREET,,,OYSTER BAY,NY,11771.0,(516)922-6867,Drug,6655NY11771
DAYTOP VILLAGE INC,PARKSVILLE RESIDENCE,OLD ROUTE 17,P.O. BOX 368,,PARKSVILLE,NY,12768.0,(914)292-6372,Drug,3447NY12768
PEEKSKILL COMMUNITY HOSPITAL,METHADONE MAINTENANCE TREATMENT PROG,1980 CROMPOND ROAD,,,PEEKSKILL,NY,10566.0,(914)737-6117,Drug,9161NY10566
PELHAM GUIDANCE COUNCIL,,253 WOLFS LANE,,,PELHAM,NY,10803.0,(914)738-0530,Drug,7693NY10803
NCDDAAC,TOPIC HOUSE,1425 OLD COUNTRY ROAD,BUILDING L,,PLAINVIEW,NY,11803.0,(516)420-5136,Drug,6862NY11803
PLATTSBURGH COMMUNITY CRISIS CENTER,,53 BROAD STREET,,,PLATTSBURGH,NY,12901.0,(518)561-2330,Drug,8034NY12901
ROCKLAND COUNTY CMHC,METHADONE MAINTENANCE PROGRAM,SANATORIUM ROAD,,,POMONA,NY,10970.0,(914)354-0200EXT.2449,Drug,2153NY10970
PORT CHESTER OUTREACH,,4 PONINGO STREET,,,PORT CHESTER,NY,10573.0,(914)939-2700,Drug,4674NY10573
SAINT VINCENTS HOSPITAL,METHADONE MAINTENANCE TREATMENT PROG,350 NORTH MAIN STREET,,,PORT CHESTER,NY,10573.0,(914)937-1105,Drug,9329NY10573
EOC NASSAU/PORT WASHINGTON,LEARNING TREE,382 MAIN STREET,,,PORT WASHINGTON,NY,11050.0,(516)883-6598,Drug,0350NY11050
PORT ALERT INC,,225 MAIN STREET,,,PORT WASHINGTON,NY,11050.0,(516)767-1133,Drug,6122NY11050
ALTERNATIVES AND DIRECTIONS FOR YOUTH,OUTPATIENT SERVICES,9 VASSAR STREET,,,POUGHKEEPSIE,NY,12601.0,(914)454-4510EXT.440,Drug,4341NY12601
DUTCHESS COUNTY DEP OF MENTAL HYGIENE,ALCOHOL ANO SUBSTANCE ABUSE CLINIC,230 NORTH ROAD,,,POUGHKEEPSIE,NY,12601.0,(914)485-9700,Alcoholism/Drug,4467NY12601
DUTCHESS COUNTY METHADONE CLINIC,,230 NORTH ROAD,,,POUGHKEEPSIE,NY,12601.0,(914)485-9700EXT.533,Drug,6721NY12601
NEW HOPE MANOR INC,RE-ENTRY HOUSE,141 SOUTH AVENUE,,,POUGHKEEPSIE,NY,12601.0,(914)471-7645,Drug,4469NY12601
DAYTOP VILLAGE INC,QUEENS DAYCARE AND OUTPATIENT,16610 91ST AVENUE,,,QUEENS,NY,11432.0,(212)523-8288,Drug,7703NY11432
JEWISH COMM SERV OF LONG ISLAND INC,REGO PARK CLINIC,9745 QUEENS BOULEVARD,,,REGO PARK,NY,11374.0,(212)896-9090EXT.714,Drug,4686NY11374
ALTERNATIVES ANO DIRECTION FOR YOUTH,RHINEBECK MENTAL HEALTH CLINIC,15 SPRINGBROOK AVENUE,,,RHINEBECK,NY,12572.0,(914)876-2523,Drug,6426NY12572
SAMARITAN HALFWAY SOCIETY,CLINIC I,13015 89TH ROAD,,,RICHMOND HILL,NY,11418.0,(212)520-5200,Drug,1305NY11418
SOUTHAMPTON DRUG ABUSE COUNCIL,ALTERNATIVES CENTER,49 EAST MAIN STREET,,,RIVERHEAD,NY,11901.0,(516)369-1200,Drug,4791NY11901
BADEN STREET SETTLEMENT,COUNSELING CENTER,30 VIENNA STREET,,,ROCHESTER,NY,14605.0,(716)546-3410,Drug,1280NY14605
CATHOLIC FAMILY CENTER,,55 TROUP STREET,PLYMOUTH PARK WEST,,ROCHESTER,NY,14608.0,(716)546-3046,Drug,9228NY14608
DELPHI DRUG ABUSE CENTER,,396 ALEXANDER STREET,,,ROCHESTER,NY,14607.0,(716)244-4940,Drug,7009NY14607
DIVISION OF SUBSTANCE ABUSE SERVICES,SPECIALIZED TREATMENT SERVICES,83 CLINTON AVENUE NORTH,SUITE 600,,ROCHESTER,NY,14604.0,(716)546-5810,Drug,6194NY14604
ROCHESTER MENTAL HEALTH CENTER,DRUG TREATMENT SERVICES,1425 PORTLAND AVENUE,,,ROCHESTER,NY,14621.0,(716)544-5220,Drug,3747NY14621
THRESHOLD,,115 SOUTH CLINTON AVENUE,,,ROCHESTER,NY,14604.0,(716)454-7530,Drug,5278NY14604
UNIVERSITY OF ROCHESTER,METH MAINTENANCE TRTMT PROG,300 CRITTENDEN BOULEVARD,ROOM 69323 R-WING PSYCH DEPT,,ROCHESTER,NY,14642.0,(716)275-5489,Drug,4867NY14642
YWCA DRUG AFTERCARE PROGRAM,,175 NORTH CLINTON AVENUE,,,ROCHESTER,NY,14604.0,(716)546-5820EXT.233,Drug,0553NY14604
EDC NASSAU COUNTY,ROCKVILLE CENTRE YOUTH INTERACTION,148 NORTH PARK AVENUE,,,ROCKVILLE CENTRE,NY,11570.0,(516)536-6008,Drug,9284NY11570
ROCKVILLE CTR NARCOTICS/DRUG ABUSE,CONFIDE,30 HEMPSTEAD AVENUE,,,ROCKVILLE CENTRE,NY,11570.0,(516)764-5522,Drug,9499NY11570
EOC NASSAU COUNTY,ROOSEVELT RUSH,21 MANSFIELD AVENUE,,,ROOSEVELT,NY,11575.0,(516)546-4884,Drug,4522NY11575
NCDDAA,ROOSEVELT com�SE LING CENTER,42 EAST FULTON AVENUE,,,ROOSEVELT,NY,11575.0,(516)546-1965,Drug,3779NY11575
SARATOGA SPRINGS OFFICE OF ABUSED,SUBSTANCES & INTERVENTION SERVICES INC,177 VANDAM STREET,,,SARATOGA SPRINGS,NY,12866.0,(518)587-2992,Drug,9214NY12866
BRIDGE CENTER RESIDENTIAL,,70 UNION AVENUE,,,SCHENECTADY,NY,12308.0,(518)346-12771,Drug,1488NY12308
CARVER COMMUNITY ',COUNSELING SERVICES,605 CRAIG STREET,,,SCHENECTADY,NY,12307.0,(518)377-8873,Drug,1785NY12307
SOUTHAMPTON DRUG ABUSE COUNCIL,SHELTER ISLAND COUNCIL CENTER,ROUTE 114,MEDICAL CENTER,,SHELTER ISLAND,NY,11964.0,(516)283-4440,Drug,3254NY11964
YMCA OF LONG ISLAND,,DEFENSE HILL ROAD,,,SHOREHAM,NY,11786.0,,Drug,9408NY11786
HORIZONS COUNSELING CENTER,,99 WEST MAIN STREET,,,SMITHTOWN,NY,11787.0,(516)360-7578,Drug,9159NY11787
SOUTHAMPTON DRUG ABUSE COUNCIL,SOUTH FORK COUNSELING CENTER,39 COUNTY ROAD,,,SOUTHAMPTON,NY,11968.0,(516)283-4440,Drug,5443NY11968
TOWN OF RAMAPO,RAMAPO COMM WORKSHOP,1214 CHURCH STREET,P.O. BOX 62,,SPRING VALLEY,NY,10977.0,(914)356-4901,Drug,4434NY10977
BETH ISRAEL MED CENTER METHADONE MAINT,TREATMENT PROG ST VINCENTS S I CLINIC,111 WATER STREET,,,STATEN ISLAND,NY,10304.0,(212)448-3976,Drug,0110NY10304
DAYTOP VILLAGE me,STATEN ISLAND OUTREACH,280 BROADWAY,,,STATEN ISLAND,NY,10310.0,(212)981-3270,Drug,6330NY10310
HERBERT BERGER MD,,7440 AMBOY ROAD,,,STATEN ISLAND,NY,10307.0,(212)954-2800,Drug,7436NY10307
NY THERAPEUTIC COt1M INC (STAY N OUTl,ARTHUR KILL CORRECTIONAL FACILITY,2911 ARTHUR KILL ROAD,C-5 C-6,,STATEN ISLAND,NY,10309.0,(212)356-7333EXT.312,Drug,4410NY10309
THE NORTH SHORE KI�ANIS CHARITABLE,FOUNDATION INC - CAMELOT,263 RICHMOND AVENUE,,,STATEN ISLAND,NY,10302.0,(212)981-8100,Drug,0028NY10302
DAYTOP VILLAGE INC,SWAN LAKE RESIDENCE,ROUTE 55,P.O. BOX 340,,SWAN LAKE,NY,12783.0,(914)292-6880,Drug,6345NY12783
SYOSSETS CONCERN ABOUT ITS,NEIGHBORHOOD S C A N,184 JACKSON AVENUE,,,SYOSSET,NY,11791.0,(516)921-3740,Drug,7224NY11791
SYRACUSE BRICK HOUSE,,606 SOUTH SALINA STREET,,,SYRACUSE,NY,13202.0,(315)475-4176,Drug,7760NY13202
S�RACUSE BRICK HOUSE,DRUG REHABILITATION RESIDENCE,714 WEST OMOMDAGA STREET,,,SYRACUSE,NY,13203.0,,Drug,8380NY13203
MENTAL HEALTH SERVICES CORP II,,BOULEVARD COUNSELING CENTER,1370 NIAGARA FALLS BOULEVARD,,TONAWANDA,NY,14150.0,(716)833-3708,Drug,4943NY14150
MENTAL HEALTH SERVICES CORP II,TONAWANDA COMMUNITY COUNSELING CENTER,430 DELAWARE AVENUE,,,TONAWANDA,NY,14150.0,(716)693-4622,Drug,9556NY14150
RENSSELAER COUNTY MENTAL HEALTH,UNIFIED SERVICES,SEVENTH AVENUE AND STATE STREET,COUNTY OFFICE BUILDING,,TROY,NY,12180.0,(518)270-5262,Drug,0160NY12180
ITHACA ALPHA HOUSE CENTER,RESIDENTIAL,RD 1 ROUTE 227,,,TRUMANSBURG,NY,14886.0,(607)387-6118,Drug,3835NY14886
EOC NASSAU COUNTY,OPERATION OUTREACH,546 UNIONDALE AVENUE,,,UNIONDALE,NY,11553.0,(516)485-0003,Drug,1539NY11553
INSIGHT HOUSE,ONEIDA COUNTY DRUG ABUSE TREATMENT,400 RUTGER STREET,,,UTICA,NY,13501.0,(315)724-5168,Drug,2708NY13501
RENAISSANCE PROJECT,JAIL PROGRAM,,WESTCHESTER,,VALHALLA,NY,10595.0,(914)347-6000,Drug,3823NY10595
WESTCHESTER CO DEPT OF CORRECTIONS,CORRECTIONAL HEALTH SERVICES,,BOX 10,,VALHALLA,NY,10601.0,(914)682-3134,Drug,2176NY10601
FRIENDS OF BRIDGE INC,,134 ROCKAWAY AVENUE,,,VALLEY STREAM,NY,11580.0,(516)825-4242,Drug,0960NY11580
SOUTHEAST NASSAU GUIDANCE CENTER,,5 N G COUNSELING CENTER,3375 PARK AVENUE,SUITE 2005,WANTAGH,NY,11793.0,(516)781-1911,Drug,3959NY11793
ALTERNATIVES & DIRECTION FOR YOUTH YDA,,5 GIVENS AVENUE,,,WAPPINGERS FALLS,NY,12590.0,(914)297-1214,Drug,8353NY12590
ALLEGANY AREA COUNCIL ON ALCOHOLISM,,6 WEST GENESEE STREET,,,WELLSVILLE,NY,14895.0,(716)593-6738,Alcoholism/Drug,6502NY14895
NEW YORK STATE T R A P PROGRAM,COXSACKIE CORRECTIONAL FACILITY,,,,WEST COXSACKIE,NY,12192.0,(518)731-2781EXT.269,Drug,5570NY12192
LONG ISLAND JEWISH HOSPITAL MED CTR,PROJECT OUTREACH,600 HEMPSTEAD TURNPIKE,,,WEST HEMPSTEAD,NY,11352.0,(516)481-2890,Drug,4954NY11352
EOC NASSAU COUNTY,WESTBURY PHASE I,GRAND STREET,GRAND STREET SCHOOL,,WESTBURY,NY,11590.0,(516)334-5611,Drug,0590NY11590
CAGE TEEN CENTER INC,CAGE CENTER,5 NEW STREET,,,WHITE PLAINS,NY,10601.0,(914)428-1600,Drug,9106NY10601
PSYCHIATRIC SERVICES CENTER INC,NFPC,68 EAST POST ROAD,,,WHITE PLAINS,NY,10601.0,(914)949-7880,Alcoholism/Drug,6033NY10601
WESTCHESTER COMM OPPORTUNITY PROG,GREENBURGH OPEN DOOR DRUG PROGRAM,5 PROSPECT AVENUE,SECOND FLOOR,,WHITE PLAINS,NY,10607.0,(914)761-8264,Drug,5505NY10607
HERRICKS COMMUNITY LIFE CENTER EPOD,,348 HILLSirE AVENUE,,,WILLISTON PARK,NY,11596.0,(516)294-6969,Drug,0736NY11596
TEMPO GROUP INC,,112 FRANKLIN PLACE,P.O. BOX 337,,WOODMERE,NY,11598.0,(516)374-3671EXT.76,Drug,6529NY11598
SAINT JOSEPHS HOSPITAL,METHADONE MAINTENANCE TREATMENT PROG,8 GUION STREET,,,YONKERS,NY,10701.0,(914)965-6700,Drug,4620NY10701
YONKERS GENERAL HOSPITAL,METHADONE MAINTENANCE TREATMENT PROG,185 ASHBURTON AVENUE,,,YONKERS,NY,10701.0,(914)965-8200EXT.3211,Drug,3075NY10701
YONKERS OUTREACH,,42 WARBURTON AVENUE,,,YONKERS,NY,10701.0,(914)423-4466,/,5876NY10701
RANDOLPH COUNTY,MENTAL HEALTH CENTER,204 EAST ACADEMY STREET,,,ASHEBORO,NC,27203.0,(919)625-1113,Alcoholism/Drug,2781NC27203
APPALACHIAN HALL INC,,CALEDONIA ROAD,P.O. BOX 5534,,ASHEVILLE,NC,28813.0,(704)253-3681,Alcoholism/Drug,9651NC28813
BLUE RIDGE MENTAL HEALTH CENTER,DRUG PROGRAM,283 BILTMORE AVENUE,,,ASHEVILLE,NC,28801.0,(704)253-3716,Drug,7218NC28801
MENTAL HEALTH CENTER,,BAt1B00 ROAD,ROUTE 1 BOX 20-A,,BOONE,NC,28607.0,(704)264-8759,Alcoholism/Drug,6565NC28607
ALAMANCE COUNTY DRUG PREV & TRT,,1946 MARTIN STREET,,,BURLINGTON,NC,27215.0,(919)228-0581,Alcoholism/Drug,6733NC27215
WESLEY HALL OF ALAMANCE COUNTY,,136 HALL AVENUE,,,BURLINGTON,NC,27215.0,(919)227-7417,Alcoholism/Drug,3757NC27215
OPEN HOUSE,OUTPATIENT CLINIC,717 SOUTH KINGS DRIVE,,,CHARLOTTE,NC,28204.0,(704)333-6611,Drug,0231NC28204
OPEN HOUSE METHADONE CLINIC,,1218 BEATTIES FORD ROAD,,,CHARLOTTE,NC,28216.0,(704)333-6128,Drug,5521NC28216
OPEN HOUSE THERAPEUTIC COMMUNITY,,518 EAST MOREHEAD STREET,,,CHARLOTTE,NC,28202.0,(704)334-7323,Drug,8834NC28202
DRUG COUNSELING & EVALUATION SERVICES,,904 RAMSEUR STREET,,,DURHAM,NC,27701.0,(919)688-8244,Drug,0001NC27701
CUMBERLAND COUNTY MENTAL HEALTH,CAPE FEAR VALLEY HOSPITAL,OWEN DRIVE,P.O. BOX 1406,,FAYETTEVILLE,NC,28304.0,(919)323-0601,Drug,9555NC28304
WAYNE COUNTY MENTAL HEALTH CENTER,,301 NORTH HERMAN STREET,COUNTY OFFICE BUILDING P.O. BOX DD,,GOLDSBORO,NC,27530.0,(919)736-7330,Alcoholism/Drug,4680NC27530
GREENSBORO DAC THERAPEUTIC COMMUNITY,,108 CYPRESS STREET,P.O. BOX 2519,,GREENSBORO,NC,27401.0,(919)274-2915,Drug,6917NC27401
GREENSBORO DRUG ACTION COUNCIL,OUTPATIENT/SUPPORTIVE SERVICES,708 SUMMIT AVENUE,P.O. BOX 2519,,GREENSBORO,NC,27402.0,(919)275-4519,Drug,3436NC27402
PITT COUNTY MENTAL HEALTH CENTER,SUBSTANCE ABUSE PROGRAM,2020 WEST GREENVILLE BOULEVARD,,,GREENVILLE,NC,27834.0,(919)756-9100,Alcoholism/Drug,3883NC27834
ROANOKE-CHOWAN MENTAL HEALTH SERVICE,WICCACON HOUSE,HIGHWAY 45,,,HARRELLSVILLE,NC,27942.0,(919)356-2938,Alcoholism/Drug,2078NC27942
YOUTH ENABLING SERVICES INC,THE BRIDGE,256 SECOND AVENUE NW ROOM 107,P.O. BOX 2636,,HICKORY,NC,28601.0,(704)327-4131,100,4159NC28601
HIGH POINT DRUG ACTION COUNCIL INC,,416 GATEWOOD AVENUE,,,HIGH POINT,NC,27260.0,(919)882-2125,Drug,0942NC27260
BEACON HOUSE,,1201 EVANS STREET,,,MOREHEAD CITY,NC,28557.0,(919)726-7039,Alcoholism/Drug,0922NC28557
NEW RIVER MENTAL HEALTH CENTER,,P.O. BOX 93,,,NEWLAND,NC,28657.0,(204)733-5889,Alcoholism/Drug,2667NC28657
SANDHILLS MENTAL HEALTH CENTER,MOORE COUNTY UNIT,P.O. DRAWER 639,,,PINEHURST,NC,28374.0,(919)295-6853,Alcoholism/Drug,1247NC28374
SANDHILLS MEIHAL HEALTH CENTER,HOKE COUNTY UNIT,116 CAMPUS AVENUE,,,RAEFORD,NC,28376.0,(919)875-8156,Alcoholism/Drug,4011NC28376
DRUG ACTION OF WAKE COUNTY INC,COMMUNITY TREATMENT PROJECT,1300 SAINT MARYS STREET,P.O. BOX 12021,,RALEIGH,NC,27605.0,(919)832-4453,Drug,0643NC27605
DRUG ACTION OF WAKE COUNTY INC,TRANSITION PROJECT,1300 SAINT MARYS STREET,P.O. BOX 12021,,RALEIGH,NC,27605.0,(919)832-4453,Drug,0643NC27605
SANDHILLS MENTAL HEALTH,RICHMOND COUNTY UNIT,P.O. BOX 631,,,ROCKINGHAM,NC,28379.0,(919)895-2462,Alcoholism/Drug,2849NC28379
RUTHERFORD MENTAL HEALTH CENTER,,GREEN STREET CENTER,HORTH WASHINGTON STREET,,RUTHERFORDTON,NC,28139.0,(704)286-9191,Alcoholism/Drug,8928NC28139
HEW RIVER MENTAL HEALTH CENTER,,P.O. BOX 162,,,SPARTA,NC,28675.0,(919)372-4095,Alcoholism/Drug,4717NC28675
DAVIDSON COUNTY MH/MR CENTER,TREATMENT UNIT,205 OLD LEXINGTON ROAD,,,THOMASVILLE,NC,27360.0,(919)475-8184,Alcoholism/Drug,5638NC27360
SANDHILLS MENTAL HEALTH CENTER,,SOUTH MAIN STREET,,,TROY,NC,27371.0,(919)572-3681,Alcoholism/Drug,2585NC27371
POLK CO�NTY MENTAL HEALTH CENTER,,P.O. BOX 1158,,,TRYON,NC,28782.0,(704)859-6661,Alcoholism/Drug,7837NC28782
SANDHILLS MENTAL HEALTH CENTER,ANSON COUNTY UNIT,P.O. DRAWER 431,,,WADESBORO,NC,28170.0,(704)694-3121,Alcoholism/Drug,3246NC28170
ROCKINGHAM COUNTY,MENTAL HEALTH CENTER,P.O. BOX 55,,,WENTWORTH,NC,27375.0,(919)349-7021,Alcoholism/Drug,6723NC27375
NEW RIVER MENTAL HEALTH CENTER,WILKES COUNTY,P.O. BOX 831,,,WILKESBORO,NC,28695.0,(919)667-5151,Alcoholism/Drug,5963NC28695
CAPE FEAR SUBSTANCE ABUSE,,202 NORTH FIFTH STREET,,,WILMINGTON,NC,28401.0,(919)343-0145,Drug,6822NC28401
PENDER CORRECTIONS UNIT,,202 NORTH FIFTH STREET,,,WILMINGTON,NC,28401.0,(919)343-0145,Drug,3592NC28401
WILSON GREEN MENTAL HEALTH CENTER,,1709 TARBORO STREET SW,,,WILSON,NC,27893.0,(919)399-8021,Alcoholism/Drug,2768NC27893
COUNCIL ON DRUG ABUSE,,322 GREEN STREET,,,WINSTON-SALEM,NC,27102.0,(919)725-8389,Drug,0360NC27102
CASWELL COUNTY DRUG TREATMENT UNIT,,P.O. BOX 716,,,YANCEYVILLE,NC,27379.0,(919)694-4333,Alcoholism/Drug,8911NC27379
NORTH CENTRAL MH/MR CENTER,DEVILS LAKE ALCOHOL AND DRUG ABUSE PROGRAM,140 SOURIS DRIVE,,,LAKE REGION HUMAN SERVICE CENTER MINOT,ND,58701.0,,Alcoholism/Drug,4515ND58701
COUNCIL ON ALCOHOL & DRUG PROBLEMS INC,UNITED HOSPITAL NORTH UNIT,1ST FLOOR,,,GRAND FORKS,ND,58201.0,(701)772-7203,Alcoholism/Drug,9896ND58201
NORTH DAKOTA STATE HOSPITAL,CHEMICAL DEPENDENCY UNIT,,BOX 476,,JAMESTOWN,ND,58401.0,(701)253-2750EXT.201,Alcoholism/Drug,0456ND58401
SOUTH CENTRAL MH/MR CENTER,ALCOHOL AND DRUG ABUSE PROGRAM,1521 BUSINESS LOOP EAST,,,JAMESTOWN,ND,58401.0,(701)252-2641,Alcoholism/Drug,1017ND58401
MEMORIAL MH/NR CENTER,ALCOHOL ANQ DRUG ABUSE PROGRAM,1007 NW 18TH STREET,,,MANDAN,ND,58554.0,(701)663-6575,Alcoholism/Drug,5037ND58554
AUSTIN FULL LIFE CENTER,,2001 WALKER ROAD,BOX 2227,,MINOT,ND,58701.0,(701)852-5448,Alcoholism/Drug,9428ND58701
AKRON DRUG ABUSE CLINIC,,513 WEST MARKET STREET,,,AKRON,OH,44303.0,(216)253-2154,Drug,7840OH44303
AKRONS HOUSE EXTENDING AID ON DRUGS,IAHEADJ,633 EAST MARKET STREET,,,AKRON,OH,44304.0,(216)535-5181,Drug,4980OH44304
EMPLOYEE SPECIAL SERVICE CENTER,,1717 BRITTAIN ROAD,SUITE 305,,AKRON,OH,44310.0,(216)630-2393,Alcoholism/Drug,6990OH44310
ALLIANCE CENTER,,421 SOUTH ARCH,,,ALLIANCE,OH,44601.0,(216)821-1840,Drug,0485OH44601
ASHLAND COUNTY,SUBSTANCE ABUSE PROGRAM,738 CLAREMONT AVENUE,,,ASHLAND,OH,44805.0,(419)289-2522,Drug,5279OH44805
CAD A,HUMAN SERVICES CENTER COURT,P.O. BOX 890,,,ASHTABULA,OH,44004.0,(216)998-0722,Alcoholism/Drug,4115OH44004
CLERMONT COUNTY COUNCIL ON,ALCOHOLISM/DRUG ABUSE INC,160 WEST MAIN STREET,,,BATAVIA,OH,45103.0,(513)732-1710,Alcoholism/Drug,7591OH45103
BELLAIRE DRUG ANO ALCOHOL OFFICE,,3201 BELMONT STREET,,,BELLAIRE,OH,43906.0,(614)676-5741,Alcoholism/Drug,4648OH43906
