Name1,Name2,Address1,Address2,City,State,ZIP_Code,Contact,Keys
PROJECT HELP OF PROVINCETOWN,,293 COMMERCIAL STREET,,PROVINCETOWN,MA,02657,(617)487-2031,Drug
JOS H WHITEMAN HOUSE,,24 GARFIELD STREET,,QUINCY,MA,02169,(617)479-3660,Drug
SURVIVAL,MULTI SERVICE CENTER,1354 HANCOCK STREET,,QUINCY,MA,02169,(617)471-8400,Drug
SURVIVAL INC,INDEPENDENT LIVING,1354 HANCOCK STREET,,QUINCY,MA,02169,(617)471-8400,Drug
SALEM YOUTH COMMISSION,,25 MEMORIAL DRIVE,,SALEM,MA,01970,(617)745-8966,Alcoholism/Drug
LISTEN INC,,28 TAYLOR STREET,,SAUGUS,MA,01906,(617)233-8916,Drug
SHARON OPERATION SERV INC,cs o s me>,P.O. BOX 2,,SHARON,MA,02067,(617)784-7777,Drug
CASH INC,MCI WALPOLE,P.O. BOX 100,,SOUTH WALPOLE,MA,02071,(617)727-1687EXT.113,Drug
TRI-LINK INC,,51 EVERETT STREET,P.O. BOX 471,SOUTHBRIDGE,MA,01550,(617)765-9101,Drug
SOUTHWICK YOUTH COMMISSION,,4 JUNIPER STREET,SOUTHIUCK TOWN HALL,SOUTHWICK,MA,01077,(413)569-5t68,Drug
MARATHON HOUSE,SPENCER UNIT,ROUTE 31,,SPENCER,MA,01562,(617)885-6386,Drug
EXPERIMENT WITH TRAVEL,,281 FRANKLIN STREET,BOX 2452,SPRINGFIELD,MA,01101,(413)788-0973,Drug
HILL MCKNIGHT CENTER,,133 SAINT JAMES AVENUE,,SPRitlGFIELD,MA,01109,(413)736-7282,Drug
INSIGHTS OF WESTERN MASS INC,,150 SUMNER AVENUE,,SPRINGFIELD,MA,01108,(413)732-2553,Drug
JOSE GONDARA MENTAL HEALTH CENTER,OUTPATIENT DRUG TREATMENT UNIT,209 CAREW STREET,,SPRINGFIELD,MA,01104,(413)736-8328,Drug
MARATHON HOUSE INC,RESIDENTIAL UNIT,5 MADISON AVENUE,,SPRINGFIELD,MA,01105,(413)733-2178,Drug
735 INC,OUTPATIENT UNIT,273 MAIN STREET,,STONEHAM,MA,02180,(617)438-6648,Drug
MARATHON HOUSE INC,TAUNTON UNIT,76 FIELD STREET,,TAUNTON,MA,02780,(617)822-7101,Drug
TRI-TOWN COUNCIL ON YOUTH AND FAMILY SERVICE INC,,447 OLD BOSTON ROAD,,TOPSFIELD,MA,01983,(617)887-6512,Drug
MARTHAS VINEYARD PROJECT,,BEACH ROAD,,VINEYARD HAVEN,MA,02568,(617)627-8300,Drug
735 INC,RESIDENTIAL UNIT,18 LAFAYETTE STREET,,WAKEFIELD,MA,01880,(617)245-7350,Drug
WALPOLE HOTLINE INC,PROJECT FACE,32-34 COMMON STREET,,WALPOLE,MA,02081,(617)668-3223,Alcoholism/Drug
METRO BEAVERBROOK MH/MR CENTER,OUTPATIENT DRUG FREE,32 SOUTH STREET,,WALTHAM,MA,02154,(617)894-8440,Drug
VALLEY HUMAN SERVICES,DRUG COUNSELING CENTER,96 SOUTH STREET,,WARE,MA,01082,(413)967-6241,Drug
WAREHAM AREA,COUNSELING SERVICES INC,215 SANDWICH ROAD,,WAREHAM,MA,02571,(617)295-3600,Drug
M C I CONCORD COUNSELING SERVICES,COMMUNITY REENTRY PROGRAM,,,WEST CONCORD,MA,01742,(617)369-3220EXT.127,Drug
WEST SPRINGFIELD COUNSELING CENTER INC,,278 ELM STREET,,WEST SPRINGFIELD,MA,01089,(413)737-4718,Drug
SPECTRUM HOUSE,,OAK STREET,BOX 562,WESTBORO,MA,01581,(617)366-1416,Drug
YOUTH AND FAMILY SERVICES OF,GREATER WESTFIELD,41 CHURCH STREET,,WESTFIELD,MA,01085,(413)568-3368,Drug
CHANDLER STREET CENTER,,162 CHANDLER STREET,,WORCESTER,MA,01609,(617)799-2753,Drug
PRIMERA PARADA,,19A RIPLEY STREET,,WORCESTER,MA,01610,(617)756-4352,Drug
SPECTRUM DETOXIFICATION CENTER,,305 BELMONT STREET,BRYAN BUILDING WARD 3E,WORCESTER,MA,01605,(617)757-8827,Drug
THE VINTAGE PROGRAM,,231 TROWBRIDGE STREET,ALLEGAN PROFESSIONAL BLDG SUITE 15,ALLEGAN,MI,49010,(616)673-8735,Alcoholism/Drug
DOWNRIVER GROWTH CENTER,SUBSTANCE ABUSE PROGRAM,6735 PARK AVENUE,,ALLEN PARK,MI,48101,(313)381-7956,Alcoholism/Drug
ALCOHOL & DRUG ABUSE INFO CTR,,320 WARWICK DRIVE,,ALNA,MI,48801,(517)463-4971EXT.43,Alcoholism/Drug
COMMUNITY FAMILY & CHILDREN SERVICES,ALCOHOL DRUG SERVICES,614 WEST OLDFIELD,,ALPENA,MI,49707,(517)354-3233,Alcoholism/Drug
ANN ARBOR COMMUNITY CENTER PROJECT,,625 NORTH MAIN STREET,,ANN ARBOR,MI,48108,(313)662-3128,Alcoholism/Drug
COMMUNITY MENTAL HEALTH,TREATMENT FACILITY,2035 HOGBACK ROAD,,ANN ARBOR,MI,48104,(313)971-8132,Drug
UNIVERSITY OF MICHIGAN,ALC AND OTHER CHEM DEPENDENCIES CLINIC,900 WALL STREET,,ANN ARBOR,HI,48105,(313)764-6160,Alcoholism/Drug
REGIONAL HEALTH CARE,SUBSTANCE ABUSE PROGRAM,4769 NORTH MICHIGAN STREET,P.O. BOX 638,BALDWIN,HI,49304,(616)745-4624EXT.44,Alcoholism/Drug
CALHOUN ALCOHOL & DRUG RE-ENTRY HOUSE,,89 FRELINGHUYSEN,,BATTLE CREEK,MI,49017,(616)964-8845,Alcoholism/Drug
EASTER HOUSE INC,,180 HAMBLIN AVENUE,,BATTLE CREEK,MI,49017,(616)968-3383,Drug
FRIENDSHIP HOUSES,,700 NORTH JACKSON,,BAY CITY,MI,48706,(517)894-2721,Alcoholism/Drug
RIVERSIDE CENTER FOR SUBSTANCE ABUSE,TREATMENT AND PREVENTION,1110 NORTH WASHWGTON,,BAY CITY,MI,48706,(517)894-2991,Alcoholism/Drug
BERRIEN COUNTY HEALTH DEPT,SUBSTANCE ABUSE SERVICES,769 PIPESTONE,P.O. BOX 706,BENTON HARBOR,MI,49022,(616)926-7121EXT.260,Alcoholism/Drug
BLOOtlFIELD - BIRMINGHAM CENTER FOR,HUMAN DEVELOPMENT INC,2636 FRANKLIN ROAD,,BLOOMFIELD HILLS,MI,48013,(313)858-2620,Alcoholism/Drug
PHOENIX HOUSE INC,,422 PINE STREET,,CALUMET,MI,49913,(906)337-0763,Alcoholism/Drug
MACOMB COUNTY DRUG ABUSE,TREATMENT CLINIC,26328 VAN DYKE,,CENTER LINE,MI,48015,(313)758-6670,Drug
EATON SUBSTANCE ABUSE PROGRAM INC,,114 WEST LOVETT,P.O. BOX 13,CHARLOTTE,MI,48813,(517)543-1340,Alcoholism/Drug
CONSORTIUM FOR HUMAN DEVELOPMENT INC,,5645 SASHABAW ROAD,,CLARKSTON,MI,48057,(313)625-9600,Alcoholism/Drug
CITIZENS DRG ABUSE COMMITTEE OF BRANCH,COUNTY - LISTENING EAR,22 WEST PEARL STREET,,COLDWATER,MI,49036,(517)279-9759,Alcoholism/Drug
DEARBORN HOSPITAL HUMAN SERV CTR,HEALTH EDUCATION ABOUT DRUGS,5920-28 NORTH TELEGRAPH ROAD,,DEARBORN HEIGHTS,MI,48127,(313)277-3293,Drug
ALEXANDRIHE HOUSE,,4139 SECOND AVENUE,,DETROIT,MI,48201,(313)833-7611,Drug
ALLIED HEALTH SERVICES,TEEN SCENE,13500 FENKELL,,DETROIT,MI,48227,(313)838-9494,Drug
BILLY HOLIDAY HOUSE,,7302 FREDERICK BOULEVARD,,DETROIT,MI,48213,(313)925-1144,Drug
BONIFACE COMMUNITY ACTION CORP,,FORT STREET CLINIC,5882 WEST FORT STREET,DETROIT,MI,48209,(313)842-5077,Drug
COMPREHENSIVE DRUG ABUSE PROGRAM,,18000 JAMES COUZENS,,DETROIT,MI,48235,(313)341-0181,Drug
DETROIT RUBICON ODYSSEY HOUSE,,7441 BRUSH STREET,,DETROIT,MI,48202,(313)871-0404,Drug
DRUG ABUSE SYSTEMS INC,ALLIED HEALTH SERVICES INC,15500 SCHAFER,,DETROIT,MI,48227,(313)836-0325,Drug
FAMILY COUNSELING,,17800 EAST EIGHT MILE SUITE 452,HARPER WOODS,DETROIT,MI,48225,(313)525-6000EXT.28,Drug
GRATIOT SERVICES,DETOX CENTER,3361 GRATIOT AVENUE,,DETROIT,MI,48207,(313)224-6290,Drug
KIRWOOD GENERAL HOSPITAL,NEI� HORIZONS DRUG FREE CLINIC,2936 WEST DAVISON,,DETROIT,MI,48238,(313)868-7200,Drug
LA CASA,,4124 WEST VERNOR,,DETROIT,MI,48209,(313)842-3393,Alcoholism/Drug
LAFAYETTE CLINIC,SUBSTANCE ABUSE TRT PROG,951 EAST LAFAYETTE,,DETROIT,MI,48207,(313)256-9555,Drug
LEAGUE FOR THE HANDICAPPED,GOODWILL INDUSTRIES INC,1401 ASH STREET,,DETROIT,MI,48208,(313)964-3900EXT.319,Drug
MALCOM X ACADEMY,ROBESON/TUBMAN,4711 WOODWARD AVENUE,,DETROIT,MI,48201,(303)831-1033,Drug
METRO EAST DRUG TREATMENT CORP,RIVERSIDE DRUG TREATMENT CENTER,11730 EAST JEFFERSON,,DETROIT,MI,48214,(313)824-1110,Drug
METRO-EAST DRUG TREATMENT CORP,HARPER DRUG TREATMENT CENTER,8061 EAST HARPER AVENUE,SECOND FLOOR,DETROIT,MI,48213,(313)571-3140,Drug
METROPOLITAN HOSPITAL,SUBSTANCE ABUSE CENTER,1800 TUXEDO,,DETROIT,MI,48206,(313)252-1065EXT.741,Drug
NARDIN PARK,SUBSTANCE ABUSE TREATMENT CENTER,9605 GRAND RIVER,,DETROIT,MI,48204,(313)834-5930,Drug
NEIGHBORHOOD SERVICES DEPARTMENT,DRUG ABUSE CENTER AREA I - NSD,8809 JOHN C LODGE,BUILDING 5,DETROIT,MI,48202,(313)876-4227,Drug
NEIGHBORHOOD SERVICES DEPARTMENT,DRUG TREATMENT CENTER AREA IV,1512 MARQUETTE STREET,,DETROIT,MI,48208,(313)224-6271,Drug
NEIGHBORHOOD SERVICES DEPT DRUG ABUSE,CENTER AREA III - NSD,9100 KERCHEVAL AVENUE,,DETROIT,MI,48214,(313)224-6280,Drug
NORTHWEST DRUG TREATMENT CENTER,,14602 GREENFIELD,,DETROIT,MI,48227,(313)835-7751,Drug
NSD SOUTHEAST DAY TREATMENT CENTER,,7300 FREDERICK,2ND FLOOR,DETROIT,MI,48213,(313)921-2323EXT.7751,Drug
PARKER/COLTRANE CLINIC,,4707 WOODWARD AVENUE,,DETROIT,MI,48201,(313)831-1033,Drug
PROJECT HEADLINE,BEGINNINGS,13627 GRATIOT AVENUE,,DETROIT,MI,48205,(313)526-6000,Drug
PROJECT LIFE,SUBSTANCE ABUSE CENTER,18609 WEST SEVEN MILE ROAD,,DETROIT,MI,48219,(313)532-8015,Drug
REDFORD INFORMATION ANO,COUNSELING CENTER,25945 WEST SEVEN MILE,,DETROIT,MI,48240,(313)535-6560,Drug
RUBICON ODYSSEY HOUSE,ADOLESCENT UNIT,7441 BRUSH STREET,,DETROIT,MI,48202,(313)962-2232,Drug
SALVATION ARMY,SUBSTANCE ABUSE TREATMENT CENTER,415 BRAINARD,,DETROIT,MI,48201,(313)833-8288,Drug
SALVATION ARMY HARBOR LIGHT - RES,SUBSTANCE ABUSE TREATMENT CENTER,415 BRAINAID,,DETROIT,MI,48201,(313)833-8288,Alcoholism/Drug
SELF-HELP ADDICTION REHAB INC,SHAR HOUSE INC,1852 WEST GRAND BOULEVARD,,DETROIT,MI,48208,(313)894-8444,Drug
VANTAGE POINT INC,YOUTH DEVELOPMENT CENTER,10690 GRAND RIVER,,DETROIT,MI,48204,(313)834-2401,Drug
CASS COUNTY DRUG AND ALCOHOL PROGRAM,,102 MCCLEARY,,DOWAGIAC,MI,49047,(616)782-7011,Alcoholism/Drug
D E C INC,,398 PARK LANE,,EAST LANSING,MI,48823,(517)351-4000,Drug
FARMINGTON AREA ADVISORY COUNCIL INC,,23450 MIDDLEBELT ROAD,,FARMINGTON HILLS,MI,48024,(313)477-6767,Drug
UNITED DRUG ABUSE PROG SERVICES TO,OVERCOME DRUG ABUSE AMONG TEENAGERS,432 NORTH SAGINAW,METROPOLITAN BUILDING ROOM 920,FLINT,MI,48502,(313)239-2106,Drug
UNITED DRUG ABUSE PROGRAM,METHADONE OUTPATIENT UNIT,710 EAST FIFTH AVENUE,"FLINT, MI 48S03",,1313),238-S648,,Drug
LIFE COUNSELING SERVICES INC,,202 WEST MAPLE,,FREMONT,MI,49412,(616)924-2280,Alcoholism/Drug
GARDEN CITY SUBSTANCE DEPENDENCE,TREATMENT CENTER,1803 MIDDLEBELT ROAD,,GARDEN CITY,MI,48135,(313)427-4357,Drug
BULLOCK HOUSE,,200 EASTERN SE,"GRAND RAPIDS, MI 49S03",,(616),458-6131,,Drug
PROJECT REHAB SHILOH FAMILY,,750 CHERRY STREET SE,,GRAND RAPIDS,MI,49503,(616)774-9536,Alcoholism/Drug
WEST SHORE ALCOHOL AND DRUG ABUSE INC,,P.O. BOX 228,,HART,MI,49420,(616)873-4015,Alcoholism/Drug
BARRY COUNTY,SUBSTANCE ABUSE SERVICES,220 WEST COURT STREET,COURTS AND HEALTH BUILDING,HASTINGS,Ml,49058,(616)948-8085,Alcoholism/Drug
THRESHOLD CENTER FOR SUBSTANCE ABUSE &,COMMUNITY MENTAL HEALTH-HAZEL PARK,723 WOODWARD HEIGHTS BOULEVARD,,HAZEL PARK,HI,48030,(313)543-4680,Alcoholism/Drug
SUBSTANCE ABUSE COUNCIL OF,HILLSDALE COUNTY,23 NORTH BROAD STREET,,HILLSDALE,MI,49242,(517)439-9319,Alcoholism/Drug
CHILD & FAMILY SERVICES OF MICH INC,SUBSTANCE ABUSE SERVICES,680 WASHINGTON AVENUE,,HOLLAND,MI,49423,(616)396-2301,Alcoholism/Drug
HOY INC,,563 COLLEGE AVENUE,,HOLLAND,MI,49423,(616)392-5949,Alcoholism/Drug
LIVINGSTON COUNTY COMM MHS,210-B SOUTH HIGHLANDER WAY,,,HOWELL,MI,48843,(313)546-4126,Drug
HEGIRA PROGRAMS INC,THERAPEUTIC DAY CLINIC,1387 INKSTER ROAD,,INKSTER,MI,48141,(313)565-0650,Drug
HEGIRA REHABILITATION CLINIC,,2920 INKSTER ROAD,,INKSTER,HI,48141,(313)562-5323,Drug
IONIA COUNTY,SUBSTANCE ABUSE SERVICES,437 WEST LINCOLN AVENUE,,IONIA,MI,48846,(616)527-1620,Alcoholism/Drug
ALTERNATIVES TO ADDICTION,,2904 FRANCIS STREET,,JACKSON,MI,49203,(517)787-9433,Drug
GRYPHON PLACE,,1104 SOUTH WESTNEDGE,,KALAMAZOO,MI,49008,(616)381-1510,Drug
PROJECT RECOVERY,,814 WEST KALAMAZOO,,KALAMAZOO,MI,49007,(616)342-9891,Drug
CRISTO REY,SUBSTANCE ABUSE PROGRAM,1314 BALLARD STREET,,LANSING,MI,48906,(313)372-4700,Alcoholism/Drug
HOUSE OF COMMONS,,517 NORTH WALNUT,"LANSING, Ml 48933",,(517),489-1485,,Drug
NEW BIRTH CENTER,,"1023 WEST ,OTTAWA",,LANSING,MI,48915,(517)485-7212,Drug
WESTSIDE CRISIS AND COUNSELING CENTER,,701 NORTH LOGAN,SUITE 620,LANSING,MI,48910,(517)482-1181,Drug
CHRISTIAN FAMILY AND MENTAL HEALTH,SERVICES OF LAPEER COUNTY,441 CLAY STREET,,LAPEER,MI,48446,(313)664-4557,Alcoholism/Drug
LIVONIA CRISIS CENTER,,13325 FARMINGTON ROAD,,LIVONIA,HI,48150,(313)261-3760,Drug
MASON CO SUBSTANCE ABUSE SVCS MASON,CO COMMUNITY MENTAL HEALTH SERVICES,1105 SOUTH WASHHIGTON AVENUE,,LUDINGTON,MI,49431,(616)845-6294,Alcoholism/Drug
GATEWAY CRISIS CENTER,,26�27 JOHN R ROAD,,MADISON HEIGHTS,MI,48071,(313)545-5926,Drug
CORRECTIONAL ASSESSMENT AND TRTMT SERV,,630 NORTH CEDAR,,MASON,MI,48854,(517)676-2431EXT.254,Alcoholism/Drug
MEHOMIHEE MUSKEGON COUNTY,TURNING POINT,M AND M ALCOHOL AND DRUG 1611 EAST OAK AVENUE,,INFORMATION AND REFERRAL CENTER MUSKEGON,MI,49442,,534
MIDLAHD PACE INC,PROJECT ALTERNATIVE-COUN & EDUC,COMPREHENSIVE DRUG SERVICES 308 WEST MAIN STREET,2218 N SAGINAW ROAD ROOM 208 MATTHEWS,SUITE 7 OWOSSO,MI,48867,,"MIDLAND,"
NON-NARA UNIT PLYMOUTH,,P.O. BOX 1000,"MILAN, MI 48160 DETROIT HOUSE OF CORRECTIONS",(313) 439-1571 EXT. 21 ALEX DEHOCO ,MENS,DIVISION,,Alcoholism/Drug
CENTRAL MICHIGAN DISTRICT HEALTH DEPT PORT HURON,SUBSTANCE ABUSE CENTER,1222 NORTH DRIVE CENTER FOR DRUG CONCERNS INC,"MOUNT PLEASANT, MI 48858 503 TENTH STREET",(517) 773-9655 PORT HURON,MI,48060,,Alcoho-lism/Drug
MUSKEGON COUNTY,THE CENTER,1611 EAST OAK STREET,,MUSKEGON,MI,49442,,68
BONIFACE OUTREACH,,11397 WEST JEFFERSON,,RIVER ROUGE,MI,48218,(313)841-8950,Drug
DOWNRIVER GUIDANCE CLINIC,TRI-CITY CLINIC,252 VISGER ROAD,,RIVER ROUGE,MI,48218,(313)383-7660EXT.268,Drug
COMMUNITY HUMAN SERVICES INC,,332 SOUTH MAIN STREET,,ROMEO,MI,48065,(313)752-9696,Alcoholism/Drug
ROMULUS DRUG USE & ABUSE COUNCIL INC,ROMULUS HELP CENTER,35085 GODDARD ROAD,,ROMULUS,MI,48174,(313)941-7970,Drug
CATHOLIC SOC SERVICES OF OAKLAND CO,TALBOTT CENTER,1424 EAST ELEVEN MILE ROAD,,ROYAL OAK,MI,48067,(313)548-4044,Alcoholism/Drug
ROBERT W GROVES CENTER INC,ALCOHOL AND DRUG ABUSE SERVICES,301 WEST FOURTH,ROOM 210,ROYAL OAK,MI,48067,(313)545-2725,Alcoholism/Drug
SAGINAW COUlffY DRUG TREATMENT CENTER,THE LIGHTHOUSE,1422 EAST GENESEE AVENUE,,SAGINAW,MI,48607,(517)753-6483,Drug
SAGINAW COUNTY YOUTH PROTECTION COUNCL,YOUTH IN CONFLICT,129 SOUTH WASHINGTON,,SAGINAW,MI,48607,(517)755-4458,Alcoholism/Drug
MACKINAC COUNTY,YOUTH SERVICES BUREAU,10 NORTH STATE STREET,,SAINT IGNACE,MI,49781,(906)643-9550EXT.27,Drug
GUIDANCE AND COUNSELING CENTER,,198 FLYNN STREET,,SANDUSKY,MI,48471,(313)648-2988,Alcoholism/Drug
SANILAC COUNTY ALCOHOL,AND DRUG PROGRAM,37 AUSTIN STREET,,SANDUSKY,MI,48471,(313)648-4172,Alcoholism/Drug
PERSONAL IMPROVEMENT TRAINING,,1000 COLLEGE DRIVE,LAKE SUPERIOR STATE COLLEGE,SAULT SAINTE MARIE,MI,49783,(906)632-6841EXT.451,Alcoholism/Drug
GANESH CLitlIC,,28165 GREENFIELD,,SOUTHFIELD,MI,48076,(313)569-6642,Alcoholism/Drug
SOUTHFIELD/LATHRUP COUNSELING SERVICES,HUMAN RESOURCE DEPARTMENT,26080 BERG ROAD,,SOUTHFIELD,MI,48034,(313)354-4864,Drug
BOYD ACRES TREATMENT CENTER INC,,17160 130TH AVENUE,P.O. BOX 766,SPRING LAKE,MI,49456,(616)846-6790,Alcoholism/Drug
THE PHOENIX CENTER,,35537 RYAN ROAD,,STERLING HEIGHTS,MI,48077,(313)939-7650,Alcoholism/Drug
TAMSON CENTER INC,,24392 GODDARD ROAD,,TAYLOR,MI,48180,(313)295-1400,Alcoholism/Drug
ALKAR MEDICAL CENTER,,2151 LIVERNOIS,,TROY,MI,48084,(313)362-4144,Alcoholism/Drug
CONSORTIUM FOR HUMAN DEVELOPMENT INC,,755 WEST BIG BEAVER ROAD,20TH FLOOR SUITE 2019,TROY,MI,48084,(313)362-4333,Alcoholism/Drug
THE PHOENIX CENTER,NORTH BRANCH OFFICE,52950 MOUND ROAD,,UTICA,MI,48087,(313)739-7440,Alcoholism/Drug
CATHOLIC SOCIAL SERVICES OF MACOMB,SUBSTANCE ABUSE PROGRAM,24900 HOOVER,,WARREN,MI,48089,(313)757-3800,Alcoholism/Drug
HENRY FORD HOSP SUBSTANCE ABUSE DEPT,WEST BLOOMFIELD CLINIC,6777 WEST MAPLE ROAD,,WEST BLOOMFIELD,MI,48033,(313)661-4100EXT.333,Alcoholism/Drug
WESTLAND CRISIS CENTER,,2535 SOUTH WAYNE ROAD,,WESTLAND,MI,48185,(313)326-4320,Drug
DOWNRIVER GUIDANCE,HUt1AN RESOURCE CENTER - ADULT,1642 EUREKA,,WYANDOTTE,MI,48192,(313)283-7123,Drug
HURON VALLEY WOtlENS CORRECTIONAL INST,SELF-HELP ADDICTION REHABILITATION,3811 BEMIS ROAD EAST,P.O. BOX 910,YPSILANTI,MI,48197,(313)962-3078,Drug
AGAPE HALFWAY HOUSE,,200 FIFTH STREET SW,,AUSTIN,MN,55912,(507)433-8819,Alcoholism/Drug
COUNSELING ASSOCIATES OF BEMIDJI,BOX 517,,,BEMIDJI,MN,56601,(218)751-9510,Alcoholism/Drug
THE COUNSELING CLINIC INC,,6860 SHINGLE CREEK PARKWAY,,BROOKLYN CENTER,MN,55430,(612)560-4860,Alcoholism/Drug
LAKE VENOAH COMMUNITY,,EAST CHUB LAKE ROAD,,CARLTON,MN,55718,(218)384-4642,Alcoholism/Drug
LEECH LAKE OUTPATIENT,DRUG ABUSE PROGRAM,,BOX 308,CASS LAKE,MN,56633,(218)335-2207EXT.330,Drug
NORTHWESTERN MENTAL HEALTH CENTER,,P.O. BOX 603,,CROOKSTON,MN,56716,(218)281-3940,Drug
BECKER COUNTY WELFARE DEPARTMENT,ALCOHOLISM REFERRAL CENTER,,COUNTY COURTHOUSE,DETROIT LAKES,MN,56501,(218)847-5684,Alcoholism/Drug
FAMILY SERVICES,YOUTH SERVICES OUTPATIENT TREATMENT,424 WEST SUPERIOR STREET,SUITE 600 ORDEAN BUILDING,DULUTH,MN,55802,(218)722-7766,Drug
PORT REHABILITATION CENTER,,23 MESABA AVENUE,,DULUTH,MN,55806,(218)727-7415,",Alcoholism/Drug"
DOUGLAS PLACE INC,,322 FIFnt STREET NW,,EAST GRAND FORK,MN,56721,(218)773-9801,Alcoholism/Drug
FARIBAULT MARTIN WATONWAN,HUMAN SERVICES BOARD,201 LAKE AVENUE,SECURITY BUILDING ROOM 339,FAIRMONT,MN,56031,(507)238-4447,Alcoh0Hs1n/Drug
LAKE REGION HALFWAY HOUSE,,217 NORTH UNION,,FERGUS FALLS,MN,56537,(218)739-9084,Alcoholism/Drug
NEXUS INC,,5915 EDEN PRAIRIE ROAD,,HOPKINS,MN,55343,(612)934-4000,Alcoholism/Drug
JACKSON COUNTY,WELFARE DEPARTMENT,,BOX 67,JACKSON,MN,56143,(507)847-4000,Alcoholism/Drug
BLUE EARTH COUNTY HUMAN SERVICES,DRUG ABUSE TREATMENT PROGRAM,410 SOUTH FIFTH STREET,. GOVERNMENT CENTER,MANKATO,MN,56001,(507)625-9034,Drug
HOUSE OF HOPE,,119 FULTON STREET,,MANKATO,MN,56001,(507)625-4373,Alcoholism/Drug
WESTERN HUMAN DEVELOPMENT CENTER,,1106 EAST COLLEGE DRIVE,,MARSHALL,MN,56258,(507)532-3236,Alcoholism/Drug
CREATE INC,,104 WEST FRANKLIN AVENUE,SUITE B-3,MINNEAPOLIS,MN,55404,(612)874-9811,Alcoholism/Drug
EDEN DAY FAMILY PROGRAM,,1025 PORTLAND AVENUE SOUTH,,MINNEAPOLIS,MN,55404,(612)338-0723,Drug
EDEN HOUSE,,1025 PORTLAND AVENUE,,MINNEAPOLIS,MN,55404,(612)338-0723,Drug
EDEN YOUTH PROGRAM,,749 EAST FRANKLIN AVENUE,,MINNEAPOLIS,MN,55404,(612)874-9441,Drug
FREEDOM HOUSE REHABILITATION AND RE-ENTRY FACILITY INC,,3020 LYNDALE AVENUE SOUTH,,MINNEAPOLIS,MN,55408,(612)827-3300,Drug
HENNEPIN COUNTY,METHADONE REHAB PROGRAM,1800 CHICAGO AVENUE SOUTH,,MINNEAPOLIS,MN,55404,(612)347-6051,Drug
METROPOLITAN CLINIC OF COUNSELING INC,,2829 UNIVERSITY AVENUE SOUTH EAST,SUITE 622,MINNEAPOLIS,MN,55407,(612)379-2931,Alcoholism/Drug
MULTI RESOURCE CENTERS INC,DRUG ABUSE SERVICES PROJECT (MRC/DASPJ,1900 CHICAGO AVENUE,,MINNEAPOLIS,MN,55404,(612)871-2402,Drug
THE JOHNSON INSTITUTE,FAMILY CARE AND COUNSELING DEPARTMENT,10700 OLSON MEMORIAL HIGHWAY,,MINNEAPOLIS,MN,55441,(612)544-4165,Alcoholism/Drug
THE THREE R'S FAMILY CENTER INC,,1304 UNIVERSITY AVENUE NE,,MINNEAPOLIS,MN,55413,(612)379-1622,Alcoholism/Drug
TURNING POINT,,1523 EMERSON AVENUE NORTH,,MINNEAPOLIS,MN,55411,(612)588-0707,Alcoholism/Drug
PROFESSIONAL CHEMICAL DEPENDENCY,CONSULTANTS INC,209 EAST MAPLE STREET,,MORA,MN,55051,(612)679-2093,Alcoholism/Drug
SERENITY MANOR INC,,106 EAST MAPLE AVENUE,,MORA,MN,55051,(612)679-1936,Alcoholism/Drug
BROWN COUNTY FAMILY SERVICES,CHEMICAL DEPENDENCY COUNSELING SERV,114 NORTH STATE STREET,,NEW ULM,MN,56073,(507)354-8246,Alcoholism/Drug
BIG STONE FAMILY SERVICE CENTER,,P.O. BOX 338,,ORTONVILLE,MN,56278,(612)839-2555,Alcoholism/Drug
NEW PIONEER HOUSE,,11111 36TH AVENUE NORTH,,PLYMOUTH,MN,55441,(612)559-2022,Alcoholism/Drug
PRODIGAL HOUSE,THERAPEUTIC COMMUNITY,11505 36TH AVENUE NORTH,,PLYMOUTH,MN,55441,(612)559-0707,Drug
SAHARA HOUSE,SERENITY MANOR INC,407 FIFTH AVENUE SOUTH,,PRINCETON,MN,55371,(612)389-5703,Alcoholism/Drug
INDIAN AND FREE,DRUG ABUSE PROGRAM,,,RED LAKE,MN,56671,(218)679-3321,Drug
HENNEPIN AREA YOUTH DIVERSION,,7145 HARRIET AVENUE SOUTH,,RICHFIELD,MN,55423,(612)861-3881,Alcoholism/Drug
OLMSTED COUNTY,DEPARTtlENT OF SOCIAL SERVICES,1500 FIRST AVENUE NE,,ROCHESTER,MN,55901,(507)285-8424,Alcoholism/Drug
ROCHESTER CHEMICAL DEPENDENCY SERV INC,SUNRISE,119 1/2 FIRST AVENUE NW,,ROCHESTER,MN,55901,(507)288-0153,Alcoholism/Drug
ZUtlBRO VALLEY CTR ON Alt & DRUG PROB,OUTPATIENT UNIT,2100 EAST CENTER STREET,,ROCHESTER,MN,55901,(507)282-4814,Alcoholism/Drug
DAYTON HOUSE,,565 DAYTON AVENUE,,SAINT PAUL,MN,55102,(612)222-1009,Drug
GRANVILLE HOUSE INC,THE EXCHANGE PROGRAM,54 WEST EXCHANGE STREET,,SAINT PAUL,MN,55102,(612)291-2800EXT.19,Drug
KENT HOUSE,,197 NORTH KENT STREET,,SAINT PAUL,MN,55102,(612)222-1009,Drug
PROJECT REMAND,,46 EAST FOURTH STREET,MINNESOTA BUILDING SUITE 700,SAINT PAUL,MN,55101,(612)298-4932,Drug
