Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,zip1,zip2,ID,Longitude,Latitude,Match Score
Regents Hosp/New Connections Programs,Eden Prairie Outpatient Treatment,,6446 City West Parkway,Suite 205,,Eden Prairie,MN,55344,(612)941-5151,TX/PV/OS/OR/IO/AD/DD/HV/PW/SS,55344,,9903MN55344,-93.41287020287136,44.885470869431884,100.0
Allina Behavioral Health Services,Edina Program,,3400 West 66th Street,Southdale Place Suite 385,,Edina,MN,55435,(612)920-6460 Hotline:,TX/OS/DT/OD/OR/IO/DD/PW/SS/CM/PI,55435,,1355MN55435,-93.32418103391501,44.883667502963846,100.0
Fairview Recovery Services,Outpatient Program,,7600 France Avenue,Suite 439,,Edina,MN,55435-5924,(612)924-5901 Hotline: (612)672-2222,TX/OS/IO/SS/MC/MD/PI,55435,5924.0,0999MN55435,-93.32897749418842,44.86430501326189,99.53
Arrowhead Center Inc,,,118 South 4th Avenue East,,,Ely,MN,55731,,TX/PV/OS/OR/IO/AD/SS/HH/CO,55731,,8333MN55731,-91.86098265940569,47.901140307630406,100.0
Chain of Lakes,Behavioral Health Services Inc,,Rural Route I,,,Fairmont,MN,56031,(507)235-6657,TX/IO/RR/DD/SS/TC/HH/CO/SG/PI,56031,,2399MN56031,-94.45865499999996,43.65396000000004,85.0
Sunrise Recovery Center,Adolescent Outpatient Program,,Rural Route l,,,Fairmont,MN,56031,(507)238-4382,TX/OS/OR/IO/AD/SS/PI,56031,,3857MN56031,-94.45865499999996,43.65396000000004,85.0
Sunrise Recovery Center,Adult Outpatient Program,,Rural Route I,,,Fairmont,MN,56031,(507)238-4382,TX/PV/OS/OR/IO/AD/SS/MD/PI,56031,,2399MN56031,-94.45865499999996,43.65396000000004,85.0
Faribault Family Focus,,,303 NE 1st Avenue,Suite 110,,Faribault,MN,55021,(507)334-6413,TX/PV/OS/IO/DD/SS/GH/PI,55021,,2110MN55021,-93.26680246427034,44.293898020076504,99.89
New Dimensions Program,I IO I Linden Lane,,,,,Faribault,MN,55021-6400,(507)334-0071,TX/PV/OS/DT/OD/OR/IO/SS/CJ,55021,6400.0,6549MN55021,-93.27302999999996,44.29306000000002,100.0
Journey Counseling Services,,,209 Oak Street,,,Farmington,MN,55024,(651)460-8085,TX/PV/OS/OR/IO/DD/HV/PW/SS/PI,55024,,7592MN55024,-93.14583751985144,44.639390597417666,100.0
Fergus Falls Regional Treatment Center,Chemical Dependency Services,,1400 North Union Avenue,,,Fergus Falls,MN,56537,(218)739-7298,TX/OS/DT/OR/ID/IR/AD/PW/SS/PH/TC/PI,56537,,2025MN56537,-96.07907154643999,46.29840693033674,100.0
Lakeland Mental Health Center Inc,Chemical Dependency Outpatient Program,,126 East Alcott Avenue,,,Fergus Falls,MN,56537,(218)736-6987,TX/OS/IO/SS/CM/CO/CJ/PI,56537,,9306MN56537,-96.0729505755347,46.276172523515314,100.0
Lakes Region Halfway House,,,217 North Union Avenue,,,Fergus Falls,MN,56537,(218)739-9084,TX/OS/RR/HH,56537,,5651MN56537,-96.0778697468704,46.28516001919525,100.0
Fairview Recovery Services,Adolescent Residential Treatment Prog,,246 I Ith Avenue SE,,,Forest Lake,MN,55025,(651)982-2066 Hotline: (612)672-2222,TX/OS/RR/AD/SS/MD/PI,55025,,6684MN55025,-92.98888219999998,45.27610480000004,85.0
Fairview Recovery Services,Outpatient Program,,1120 SE 4th Street,,,Forest Lake,MN,55025,(651)464-7016 Hotlines: (612)672-2222 (651)777-4455,TX/PV/OS/IO/AD/SS/PI,55025,,3451MN55025,-92.97836532499113,45.268086492766294,99.89
Transformation House I,,,351-7 4th Avenue NE,,,Fridley,MN,55432,(651)786-8172,TX/ML/OS/RR/DD/HV/PW/HH/PI,55432,,6220MN55432,-93.26277898310812,45.10318753547189,99.0
Cook County Social Services,Outpatient Treatment Services,,Arrowhead Professional Building,,,Grand Marais,MN,55604,,TX/PV/OS/IO/SS,55604,,9740MN55604,-90.33455499999997,47.75374500000004,85.0
Grand Portage Chemical Dep Services,,,,,,Grand Portage,MN,55605,(218)475-2208,TX/PV/OS/OR/AD/DD,55605,,6549MN55605,-89.68900149999996,47.966323200000026,100.0
Hope House of Itasca County,,,604 South Pokegama Avenue,,,Grand Rapids,MN,55744,(218)326-1443,TX/OS/RR/AD/DD/PW/HH/MD/FG,55744,,6364MN55744,-93.52850735817495,47.225949106377534,100.0
North Homes Inc,Adolescent Outpatient Program,,924 County Home Road,,,Grand Rapids,MN,55744,(218)327-3055,TX/PV/OS/OR/IO/AD/SS/SC/PI,55744,,3492MN55744,-93.56392571476549,47.24690837124618,100.0
Northland Recovery Center,Substance Abuse Services,,1215 7th Avenue SE,,,Grand Rapids,MN,55744,(218)327-1105 Hotlines: (218)327-1105 (218)327-1026,TX/PV/OS/DT/OR/IO/RD/RR/AD/DD/PW/SS/MD/PI,55744,,3115MN55744,-93.51802201639788,47.21825648900971,99.89
Rapids Counseling Services Inc,,,717 NE 4th Street,,,Grand Rapids,MN,55744,(218)327-2001,TX/PV/OS/OR/IO/DD/SS/MD/PI,55744,,9253MN55744,-93.51654797490524,47.23593752702517,100.0
Project Turnabout,,,660 18th Street,,,Granite Falls,MN,56241-1099,(320)564-4911 Hotlines: (800)862-1453 (800)299-9946,TX/PV/OS/DT/IO/RD/RR/SS/PI,56241,1099.0,4469MN56241,-95.56674503939163,44.813355832978296,100.0
Cochran Programs,,,1200 East 18th Street,Building 4,,Hastings,MN,55033,(651)437-4585,TX/OS/RR/DD/OH/HH/FG/PI,55033,,9887MN55033,-92.84097242345815,44.72728643934394,100.0
Dakota County Receiving Center Inc,Detox,,1200 East 18th Street,Building I,,Hastings,MN,55033,(651)437-4209 Hotline: (651)437-4209,TX/PV/OS/DT/RD/DD/SS,55033,,9887MN55033,-92.84097242345815,44.72728643934394,100.0
Twin Town Dakota County Jail Program,Dakota County Workhouse,,1580 West Highway 55,,,Hastings,MN,55033,(651)438-4813,TX/PV/OS/OR/IO/DD/HV/SS/CJ/PI,55033,,8427MN55033,-92.8868212052094,44.74123755225037,98.85
University Medical Center Mesabi,Outpatient,,750 34th Street East,,,Hibbing,MN,55746,,TX/IO/AD/DD/GH/MC/MD/FG/PI,55746,,3498MN55746,-92.92966832077585,47.41094311578697,100.0
Omegon Inc,,,2000 Hopkins Crossroads,,,Hopkins,MN,55305,(612)541-4738,TX/PV/OS/RR/AD/DD/SS/TC/PI,55305,,7624MN55305,-93.42056923239531,44.9637370160612,100.0
Hutchinson Area Health Care,,,1095 Highway 15 South,,,Hutchinson,MN,55350,(320)234-4610 Hotline: (320)587-5502,TX/PV/OS/DT/OR/IO/ID/AD/SS/GH/CM/MC/PI,55350,,1585MN55350,-94.3755125041932,44.875654990261275,100.0
Northland Counseling Center,,,1404 Highway 71,,,International Falls,MN,56649,(218)283-3406 Hotlines: (218)283-3406 (800)626-0377,TX/PV/OS/OR/IO/AD/CM/MD/PI,56649,,4117MN56649,-93.42970761168031,48.5946135314256,100.0
Rational Alternatives,,,206 14th Street East,,,International Falls,MN,56649-0229,(218)285-7029,TX/OS/IO/SS/PI,56649,229.0,5729MN56649,-93.3958639080617,48.59195080054555,100.0
Ashley House Inc,,,OBA Road to Recovery,308 West Ashley Street,,Jackson,MN,56143,(507)847-3148,TX/PV/OS/OR/IO/SS/PI,56143,,7125MN56143,-94.99312999999997,43.621580000000044,85.0
Counseling Clinic of La Crescent,,,33 South Walnut Street,,,La Crescent,MN,55947,(507)895-6666,TX/PV/OS/OR/IO/CM/PI,55947,,2709MN55947,-91.30379200508058,43.82857171996895,100.0
Charter Behavioral Health Systems of,Litchfield,,114 North Holcombe Street,,,Litchfield,MN,55355,(320)693-2461 Hotlines: (612)658-5800 (800)487-8758,TX/OS/IO/SS/FG/PI,55355,,3920MN55355,-94.52516107565029,45.12687999062561,98.06
Effective Living Center Inc,,,72 East Broadway Street,,,Little Falls,MN,56345,(320)632-3166,TX/PV/OS/OR/IO/AD/SS/PI,56345,,1490MN56345,-94.36354440342713,45.97649951252742,98.06
Saint Gabriels Hospital,,,815 SE 2nd Street,,,Little Falls,MN,56345,(320)632-1131,TX/PV/OS/OR/IO/DD/SS/GH/CO/PI,56345,,0793MN56345,-94.36262231057623,45.96737168541523,99.89
Pineview Recovery Center,,,912 Main Street,,,Littlefork,MN,56653,(218)278-4607,TX/PV/OS/DT/RD/RR/SS/PI,56653,,7832MN56653,-93.55303247159009,48.401756993682,100.0
Vinland National Center,,,,,,Loretto,MN,55357,(612)479-3555,TX/OS/OR/IO/RR/DD/SS/PI,55357,,6549MN55357,-93.63541499999997,45.05747500000007,100.0
Southwestern Mental Health Center,Challenges,,2 Round Wind Road,,,Luverne,MN,56156,(507)283-9511 Hotlines: (507)372-7671 (800)642-1525,TX/PV/OS/OR/IO/AD/DD/CM,56156,,8155MN56156,-96.20174891138537,43.66306672508976,99.5
Mahnomen County Human Services,Outpatient Services,,311 North Main Street,,,Mahnomen,MN,56557,(218)935-2568 Hotline: (218)935-2255,TX/PV/OS/IO/AD/PW/SS/CM/CH/CJ/MD/PI,56557,,5737MN56557,-95.96863463407078,47.317442850801314,100.0
Addictions Recovery Technologies,12 Civic Center Plaza,,Suite 2116,,,Mankato,MN,56001,(507)345-4670,TX/PV/OS/OR/IO/AD/SS/PI,56001,,3943MN56001,-93.99536499999995,44.168085000000076,85.0
House of Hope,,,119 Fulton Street,,,Mankato,MN,56001,(507)625-4373,TX/PV/OS/RR/HH,56001,,9457MN56001,-94.00952365901762,44.15685285542008,100.0
Immanuel/St Josephs Mayo Health System,Family Recovery Program,,1025 Marsh Street,4th Floor,,Mankato,MN,56002-8673,(507)345-2650,TX/OS/OR/IO/IR/DD/PW/SS/GH/MC/MD/PI,56002,8673.0,1040MN56002,-93.98505352713524,44.16457337073648,99.51
Maple Lake Recovery Center,,,207 Division Street,,,Maple Lake,MN,55358,(320)963-6865,TX/OS/RR/AD/SS,55358,,7558MN55358,-94.00011941511191,45.22966747881369,99.55
Project Turnabout,Marshall,,1220 Birch Street,,,Marshall,MN,56258-1500,(507)532-3008 Hotlines: (800)862-1453 (800)299-9946,TX/PV/OS/IO/RR/SS/HH/PI,56258,1500.0,0933MN56258,-95.77110994410288,44.45265327787608,100.0
3 RS/Nuway Counseling Center Inc,,,2220 Central Avenue NE,,,Minneapolis,MN,55418,(612)789-8030,TX/PV/OS/OR/IO/SS/PI,55418,,2119MN55418,-93.24738746194521,45.010691012726475,100.0
African American Family Services,,,2616 Nicollet Avenue South,,,Minneapolis,MN,55408,(612)871-7878,TX/PV/OS/IO/SS/PI,55408,,6272MN55408,-93.2779209356682,44.955189835191014,100.0
Allina Behavioral Health Services,Minneapolis Program,,825 Nicollet Avenue,Suite 1020,,Minneapolis,MN,55402-2614,(612)339-0285,TX/PV/OS/DT/OD/OR/IO/MD/PI,55402,2614.0,3925MN55402,-93.27321714900984,44.97563950938807,99.55
American Indian Services Inc,,,735 East Franklin Avenue,,,Minneapolis,MN,55404,(612)871-2175,TX/PV/OS/OD/OR/RR/OH/HH,55404,,2862MN55404,-93.26340703911306,44.96267247244835,99.89
Anthony Louis Center,Blaine,I 000 Paul Parkway,,,,Minneapolis,MN,55434,(612)757-2906,TX/PV/OS/IO/RR/AD/SS,55434,,6549MN55434,-93.24623499999996,45.14998000000003,100.0
Bridgeway,,,22 27th Avenue SE,,,Minneapolis,MN,55414,,TX/RR/SS/MC/MD/FG/PI,55414,,2375MN55414,-93.22052446809609,44.96532572198908,100.0
Changing Lifestyle Counseling of,Saint Louis Park,,7515 Wayzata Boulevard,Suite 202,,Minneapolis,MN,55426,(612)542-8751,TX/PV/OS/OR/SS/SG/PI,55426,,7702MN55426,-93.37486531276949,44.97095400233327,100.0
Chemical Health Advisory Services Inc,DBA Basics,,2415 Emerson Avenue South,,,Minneapolis,MN,55405,(612)872-1814,TX/PV/OS/IO/AD/PW/SS/MD,55405,,4059MN55405,-93.29437607587043,44.95831371515914,100.0
Chicanos Latinos Unidos En Servicio,,,2110 Nicollet Avenue,,,Minneapolis,MN,55404-2528,(612)871-0200,TX/PV/OS/OR/IO/AD/SS/FG/PI,55404,2528.0,3514MN55404,-93.27783413849676,44.96150558579782,100.0
Chrysalis/A Center for Women,Adult Chemical Dependency Program,,2650 Nicollet Avenue South,,,Minneapolis,MN,55408,,TX/OS/OR/PW/CM/PI,55408,,7819MN55408,-93.27792741366949,44.954608570670906,100.0
Community Health and Human Services,,,4149 Lyndale Avenue North,,,Minneapolis,MN,55412,(612)522-8523,TX/PV/OS/OR/IO/AD/DD/SS/PI,55412,,2910MN55412,-93.28808746919422,45.03079098417925,100.0
Community University Hlth Care Center,Southeast Asian Outpatient Program,,2001 Bloomington Avenue South,,,Minneapolis,MN,55404,(651)627-4774,TX/PV/OS/OR/CH/MD/PI,55404,,8867MN55404,-93.25223765583685,44.96257845366034,100.0
Create Inc,Telesis,,1345 Shenandoah Lane,Hennepin County Adult Workhouse,,Minneapolis,MN,55447,(612)475-4542,TX/OS/IO/SS/PI,55447,,6092MN55447,-93.4774488273438,44.995066809931316,99.55
Create Inc,,,191 I Pleasant Avenue South,,,Minneapolis,MN,55403,,TX/PV/OS/OR/SS/PI,55403,,0585MN55403,-93.28335894441179,44.96320570382357,96.59
Eden Day Mens Program,,,l025 Portland Avenue South,,,Minneapolis,MN,55404,,TX/PV/OS/IO/SS/PI,55404,,1976MN55404,-93.26766990743003,44.96426583622448,96.59
Eden Reknew,Outpatient Program,,2649 Park Avenue South,,,Minneapolis,MN,55407,(651)338-2158,TX/OS/OR/IO/DD/HV/PW/SS,55407,,7918MN55407,-93.26510143141226,44.954636101446496,100.0
Eden Womens Program,,,2649 Park Avenue South,,,Minneapolis,MN,55407,(651)338-2158,TX/OS/IO/DD/PW/SS/CJ,55407,,7918MN55407,-93.26510143141226,44.954636101446496,100.0
Fairview Recovery Services,Adolescent Outpatient,,2960 Winnetka Avenue North,Suite IOI,,Minneapolis,MN,55427,(612)541-4993 Hotline: (612)672-2222,TX/OS/OR/IO/AD/SS/MD/PI,55427,,2445MN55427,-93.38028253679168,45.01137598185397,100.0
Fairview Recovery Services,Adolescent Treatment,,2450 Riverside Avenue,,,Minneapolis,MN,55454,(612)672-2222 Hotline: (612)672-2222,TX/OS/DT/IO/ID/IR/AD/GH/MD/PI,55454,,3634MN55454,-93.23747167048857,44.96609174412036,100.0
Fairview Recovery Services,Adult Inpatient Program,,2450 Riverside Avenue,,,Minneapolis,MN,55454,(612)672-1400 Hotlines: (612)672-2222 (612)672-6600,TX/OS/DT/OR/IO/ID/IR/DD/GH/MC/MD/PI,55454,,3634MN55454,-93.23747167048857,44.96609174412036,100.0
Fairview Recovery Services,Deaf and Hard of Hearing Program,,2450 Riverside Avenue,Fairview University Medical Center,,Minneapolis,MN,55454,(612)672-4402,TX/PV/OS/DT/OR/IO/ID/IR/GH/MC/PI,55454,,3634MN55454,-93.23747167048857,44.96609174412036,100.0
HFA Addiction Medicine,,,914 South 8th Street,Suite D-131,,Minneapolis,MN,55404,(612)347-7600,TX/ML/PV/OS/DT/OD/OR/IO/DD/PW/SS/GH/MC/MD/PI,55404,,5707MN55404,-93.25991136639372,44.970380973522815,100.0
Hazelden Center for Youth and Families,,,11505 36th Avenue North,,,Minneapolis,MN,55441,(612)509-3873,TX/PV/OS/DT/OR/IO/RD/RR/AD/DD/HV/PW/SS/TC/CM/PI,55441,,2151MN55441,-93.42556995964868,45.021892546220315,100.0
Health Recovery Center Inc,,,3255 Hennepin Avenue South,,,Minneapolis,MN,55408,(612)827-7800,TX/PV/OS/DT/OD/IO/AD/DD/SS/PI,55408,,4445MN55408,-93.29829810481834,44.94373823507457,100.0
Hennepin County Methadone Program,,,1800 Chicago Avenue South,,,Minneapolis,MN,55404,(612)879-3642,TX/ML/OR/PI,55404,,6891MN55404,-93.26259781456771,44.965163321163864,100.0
Intervention Institute,,,349 13th Avenue NE,,,Minneapolis,MN,55413,,TX/OS/OR/IO/DD/SS,55413,,7459MN55413,-93.26205202064571,45.00092747854116,100.0
Lifestyle Counseling of,Richfield Bloomington,,9607 Girard Avenue South,,,Minneapolis,MN,55424,(612)888-3511,TX/PV/OS/OR/SS/PI,55424,,4586MN55424,-93.29744263166641,44.829607334176686,98.72
Living Word Recovery Services,,,7308 Aspen Lane,Suite 153-A,,Minneapolis,MN,55428,(612)424-5259,TX/OS/OR/SS/PI,55428,,5536MN55428,-93.38970253867537,45.08820932595441,99.55
Minneapolis Psychiatric Institute,Abbott/Northwestern Hospital Campus,,800 East 28th Street,Wasie Center 4th Floor,,Minneapolis,MN,55407-3799,(612)863-4930,TX/OS/IO/SS/GH/MD/PI,55407,3799.0,8650MN55407,-93.26130896492924,44.95458200804637,100.0
Minnesota Indian Womens Resource Ctr,,,2300 15th Avenue South,,,Minneapolis,MN,55404,(612)728-2000,TX/PV/OS/OR/IO/PW/SS/PI,55404,,5537MN55404,-93.25358143693485,44.95972279690194,100.0
Mission Care Detox Center,,,3409 East Medicine Lake Boulevard,,,Minneapolis,MN,55441,(612)559-1402,OS/DT/RD/SS/PI,55441,,8607MN55441,-93.4207649498348,45.01960059861634,100.0
My Home/Excelsior Project Inc,Outpatient Program,,2344 Nicollet Avenue South,Suite 20,,Minneapolis,MN,55401,(612)872-6683,TX/OS/IO/SS,55401,,6883MN55401,-93.27787672687164,44.959697777568415,98.78
New Connection Programs,Blaine Outpatient Treatment,,l0267 University Avenue NE,,,Minneapolis,MN,55434,(651)784-2454,TX/OS/OR/IO/AD/SS/GH/PI,55434,,7879MN55434,-93.2657686534699,45.12702768590485,95.73
Nuway House II,,,2518 First Avenue South,,,Minneapolis,MN,55404-4321,(612)872-0506,TX/PV/OS/OR/RR/HH,55404,4321.0,7451MN55404,-93.276578277944,44.956657870186795,100.0
On Belay House,,,115 Forestview Lane North,,,Minneapolis,MN,55441-5910,(612)546-8008,TX/OS/RR/AD/SS/HH/PI,55441,5910.0,3435MN55441,-93.42916093460728,44.97975793433379,100.0
Park A venue Center,,,2525 Park Avenue,,,Minneapolis,MN,55404,(612)871-7443,TX/OS/OR/IO/SS/PI,55404,,0508MN55404,-93.2651066376198,44.95635272700171,100.0
Pathways Psychological Services PA,Outpatient Program,,7575 Golden Valley Road,Suite 119,,Minneapolis,MN,55427,(612)525-8590,TX/PV/OS/OR/IO/DD/SS/CM/SG/PI,55427,,7451MN55427,-93.37647497345527,44.986250975628394,100.0
Pride Institute,Outpatient Program,,2445 Park Avenue South,,,Minneapolis,MN,55404,(612)825-8714 Hotline: (800)547-7433,TX/OS/IO/HV/SS,55404,,0709MN55404,-93.26506258532841,44.95810108999281,100.0
Prodigal House,,,5103 Minnehaha Avenue South,Minnesota Veterans Home Building l,,Minneapolis,MN,55417,(612)721-8556,TX/IO/RR/HH,55417,,8648MN55417,-93.2080388920722,44.911479766628844,98.87
Progress Valley I,,,3033 Garfield Avenue South,,,Minneapolis,MN,55408,(612)827-2517,TX/RR/HH/PI,55408,,3789MN55408,-93.28680570856042,44.94718569095582,98.87
Progress Valley II,,,308 East 78th Street,,,Minneapolis,MN,55423,(612)869-3223,TX/OS/RR/HH,55423,,0576MN55423,-93.27338410228182,44.86199483501825,100.0
Recovery Resource Center,,,1900 Chicago Avenue South,,,Minneapolis,MN,55404,(612)879-5480,TX/OS/OR/IO/PW/SS/FG,55404,,1208MN55404,-93.26260720139292,44.96391273727091,100.0
River Ridge Treatment Center,,,700 South 3rd Street,Suite IOI,,Minneapolis,MN,55415,(612)630-2570,TX/PV/OS/OR/SS/PI,55415,,0831MN55415,-93.25895071647078,44.97652021468462,100.0
Salvation Anny Harbor Light,Beacon Program,,1010 Curne Avenue North,,,Minneapolis,MN,55405,(651)338-0113 Hotlines: (651)335-5000,TX/PV/OS/RR/SS/HH/PI,55405,,0232MN55405,-93.30834999999996,44.976180000000056,85.0
The Wayside House Inc,3705 Park Center Boulevard,,,,,Minneapolis,MN,55416,(612)926-5626,TX/OS/RR/DD/SS/HH/MD,55416,,6549MN55416,-93.34182499999996,44.93377500000002,100.0
Turning Point Inc,,,1105 16th Avenue North,,,Minneapolis,MN,55411-1334,(612)588-0707,TX/PV/OS/RR/AD/HV/SS/OH/HH/CJ/PI,55411,1334.0,0319MN55411,-93.29424721547636,44.995149025886576,100.0
Turning Point Inc,,,1500 Golden Valley Road,,,Minneapolis,MN,55411,(612)520-4004,TX/OS/RR/AD/HV/SS/OH/HH/CJ/PI,55411,,2164MN55411,-93.2999870056752,44.9987675459119,100.0
Unity Hospital,Substance Abuse Services,,550 Osborne Road,2 East,,Minneapolis,MN,55432,(651)780-7821,TX/PV/OS/DT/OR/IO/ID/IR/GH/MC/PI,55432,,2845MN55432,-93.25662398396835,45.10790252364574,99.55
Veterans Affairs Medical Center,Addictive Disorders Section,,I Veterans Drive,Highway 55 and County 62,,Minneapolis,MN,55417,(612)725-2228,TX/ML/PV/OS/DT/OD/OR/IO/ID/RR/DD/GH/FG,55417,,9219MN55417,-93.20389969234257,44.90198888981095,98.91
West Metro Recovery Services,,,5 810 North 42nd Avenue,,,Minneapolis,MN,55422,(612)531-9488,TX/PV/OS/IO/DD/SS/CJ/PI,55422,,4477MN55422,-93.28954650095508,45.03158263233611,98.44
New Connection Programs,Adolescent Outpatient Program,Hennepin County Home School,14300 County Road 62,,,Minnetonka,MN,55345,(612)784-2454,TX/PV/OR/IO/AD/DD/SS/CJ,55345,,0301MN55345,-93.46228797615612,44.896938989356585,100.0
Regents Hosp/New Connections Program,Home School Program,,14300 County Road,Suite 62,,Minnetonka,MN,55345,(612)974-2408,TX/PV/OR/IO/AD/DD/HV/PW/CJ,55345,,2507MN55345,-93.50318999999996,44.90990500000004,85.0
River Ridge Treatment Center,Nonresidential,,15612 West Highway 7,Highwood Office Center Suite 150,,Minnetonka,MN,55345,(612)936-0304 Hotline: (612)936-3043,TX/PV/OS/IO/SS,55345,,0458MN55345,-93.47831568145382,44.92045326760892,99.88
District Counseling Center,Monticello/Big Lake Community Hospital,,407 Washington Street,,,Monticello,MN,55362,(612)295-4001,TX/PV/OS/IO/CM/PI,55362,,0017MN55362,-93.78572248564379,45.2997025127056,100.0
Clay County Receiving Center,,,715 North I Ith Street,Suite 303,,Moorhead,MN,56560,(218)299-5171,PV/OS/DT/RD/CH,56560,,0515MN56560,-96.75690499999996,46.876010000000065,85.0
Wellness Center of Fargo/Moorhead,403 Center A venue,,Suite 409,,,Moorhead,MN,56560,(218)233-6398,TX/OS/OR/IO/AD/DD/SS/PI,56560,,2699MN56560,-96.75690499999996,46.876010000000065,86.09
Stevens Community Medical Center,New Beginning Center,,400 East First Street,,,Morris,MN,56267,(320)589-1313,TX/PV/OS/DT/IO/ID/GH/MC/MD/PI,56267,,1464MN56267,-95.90516003070252,45.585285726704214,100.0
Lower Sioux Treatment Program,,,Route I,,,Morton,MN,56270,(507)697-6185,TX/PV/OS/OR/IO/SS/MD/PI,56270,,3948MN56270,-94.98409499999997,44.55120500000004,87.37
Lifestyle Counseling of,Mound,,2389 Blaine Avenue,,,Navarre,MN,55392,(612)472-3444,TX/PV/OS/OR/IO/SS/PI,55392,,5227MN55392,-93.61472746991316,44.934961020450544,96.8
Anishinaabe Miikana,Gidamaajitaamin Bois Forte,,13090 Westley Drive,,,Nett Lake,MN,55772,,TX/OS/OR/IO/AD/SS,55772,,6076MN55772,-93.09375866149652,48.11148584446251,96.8
Pine Manors Inc,Chemical Dependency Services,,Route 2,,,Nevis,MN,56467,(218)732-4337,TX/DT/OR/IO/RD/RR/SS/HH/PI,56467,,2680MN56467,-94.83592917439816,47.02382272994363,100.0
Amethyst Counseling Services,Outpatient Chem Dep Treatment Services,,1405 Silver Lake Road,,,New Brighton,MN,55112,(651)633-4532,TX/OS/OR/IO/SS/MD/FG/PI,55112,,9632MN55112,-93.21862521265551,45.07201201052964,99.53
Brown County Evaluation Center,,,510 North Front Street,,,New Ulm,MN,56073,(507)359-9111,TX/OS/DT/RD/SS/PI,56073,,4710MN56073,-94.45835697206584,44.32120198585152,100.0
New Ulm Medical Center,Substance Abuse Services,,1324 North 5th Street,,,New Ulm,MN,56073,(507)354-0118 Hotline: (507)354-1055,TX/PV/OS/OR/IO/ID/IR/AD/DD/GH/MD/PI,56073,,3214MN56073,-94.47569200511849,44.31222609910782,95.68
Northfield Family Focus,,,220 Division Street,,,Northfield,MN,55057,(507)451-0511,TX/PV/OS/OR/IO/SS/MD/PI,55057,,4469MN55057,-93.15955182218909,44.457434734542616,99.55
We Care Counseling Center,,,6060 50th Street North,Suite I,,Oakdale,MN,55128,(651)777-4233,TX/PV/OS/OR/IO/SS/PI,55128,,6096MN55128,-92.98314109117874,45.0213237083617,100.0
Owatonna Family Focus,,,215 South Oak Avenue,,,Owatonna,MN,55060,(507)451-0511,TX/PV/OS/OR/IO/SS/MD/PI,55060,,3656MN55060,-93.22851946262101,44.08311113439646,100.0
West Hills Lodge Inc,,,545 Florence Avenue,,,Owatonna,MN,55060,(507)451-1172,TX/RR/HH,55060,,6511MN55060,-93.23832302039409,44.091103656259726,100.0
