Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,zip1,zip2,ID
Affordable Counseling,,,5745 West Maple Street,Suite 207,,West Bloomfield,MI,48322,(248)737-9820,TX/PV/OS/OR/IO/SS/SG,48322,,0841MI48322
Henry Ford Health Systems,AKA Henry Ford Behav Serv Maplegrove,,6773 West Maple Road,,,West Bloomfield,MI,48322-3031,(248)661-6100,TX/PV/OS/DT/OD/OR/IO/ID/IR/AD/DD/SS/OH/CM/MC/PI,48322,3031.0,9978MI48322
New Oakland Child Adoles Family Center,,,5600 West Maple Road,Suite D-402,,West Bloomfield,MI,48322,(248)634-6303,TX/PV/OS/OD/OR/AD/DD/SS/SG,48322,,8403MI48322
New Start Inc,,,5839 West Maple Road,Suite 112,,West Bloomfield,MI,48322,(248)855-3919,TX/OS/OR/IO/DD/SS/SG/PI,48322,,8564MI48322
Ausable Valley Comm Mental Health Ctr,Substance Abuse Program,,511 Griffin Street,,,West Branch,MI,48661,(517)345-5571 Hotline: (800)442-7315,TX/PV/OS/OR/AD/DD/CM/MD/PI,48661,,1287MI48661
Ausable Valley Comm Mental Health Ctr,Substance Acute Detox,,403 East Houghton Avenue,,,West Branch,MI,48661,(517)345-3093 Hotline: (800)442-7315,PV/OS/DT/RD/DD/HV/PW/SS/CM/FG,48661,,5453MI48661
Hegira Programs Inc (HP!),Westland Counseling Center,,8623 North Wayne Road,Suite 310,,Westland,MI,48185,(734)425-0636,TX/OS/OR/DD/SS/MC/MD/PI,48185,,2710MI48185
Oakwood Healthcare Systems,,,2001 South Merriman Road,Suite 500,,Westland,MI,48186,(734)727-1111,TX/OS/OR/IO/DD/SS/MC/MD/PI,48186,,8212MI48186
Pro Med Management,DBA Evergreen Counseling Ctrs/Westland,,8623 North Wayne Road,Suite 300,,Westland,MI,48185,(734)261-2172,TX/OS/OR/AD/DD/SS,48185,,6468MI48185
LMAS Addiction Services,Alger County,,9526 Prospect Avenue,,,Wetmore,MI,49895,(906)387-3210,TX/PV/OS/OR/AD/PW/MD/PI,49895,,2976MI49895
Hannahville Health Center,,,14925-N Hannahville Road,Suite 8-1,,Wilson,MI,49896,(906)466-9217,TX/OS/OR/IO/SS/CM/CH/CO/MD,49896,,2973MI49896
Henry Ford Wyandotte Hospital,,,2333 Biddle Avenue,,,Wyandotte,MI,48192,,TX/PV/OS/DT/OR/IO/ID/IR/DD/SS/PH,48192,,8871MI48192
Wyandotte Health Center,,,1622 Eureka Street,,,Wyandotte,MI,48192,(734)284-8380,TX/PV/OS/OR/AD/DD/SS/PI,48192,,2536MI48192
Beyer Hospital,Chemical Dependency Services,,135 South Prospect Street,,,Ypsilanti,MI,48198,(734)484-2350 Hotline: (800)427-7677,TX/OS/OR/SS/GH/PI,48198,,6373MI48198
Christine Morgan and Therry,Ministering Center,,948 Watling Boulevard,,,Ypsilanti,MI,48197,(734)485-8690,TX/PV/OS/OR/IO/SS/CO,48197,,9338MI48197
Dawn Inc,,,Dawn Farm\Stony Creek Road,6633 Stony Creek Road,,Ypsilanti,MI,48197,(734)485-8725,TX/OS/RR/SS,48197,,1082MI48197
Lakeside Center,Chemical Dependency Services,,7232 Ah-gwah-ching Road North West,,,Ah Gwah Ching,MN,56430,(218)547-3369,TX/OS/OR/RR/DD/SS/TC,56430,,4694MN56430
Northland Counseling Center,,,936 2nd Street NW,,,Aitkin,MN,56431-1104,(218)927-3718,TX/PV/OS/OR/SS/CM/PI,56431,1104.0,8377MN56431
Fountain Centers Recovery House,Halfway House,,408 West Fountain Street,,,Albert Lea,MN,56007,(507)377-6411,TX/OS/RR/SS/HH,56007,,4100MN56007
Fountain Lake Treatment Center,,,408 West Fountain Street,,,Albert Lea,MN,56007,(507)377-6411,TX/OS/DT/OR/IO/RD/RR/AD/SS/HH/MD/PI,56007,,0401MN56007
Lakeview Chemical Dependency Unit of,Douglas County Hospital,,700 Cedar Street,Marian Building Suite 154,,Alexandria,MN,56308,(320)762-8135,TX/PV/OS/OR/AD/DD/SS/GH/CM/MC/MD/PI,56308,,8043MN56308
Anoka/Metro Regional Treatment Center,,,3300 4th Avenue North,Cronin Building,,Anoka,MN,55303-1119,(612)576-5533,TX/ML/OS/DT/OR/ID/IR/DD/SS/PH/TC,55303,1119.0,7214MN55303
Riverplace Counseling Center,,,1814 South Ferry Street,,,Anoka,MN,55303,(612)427-9777,TX/PV/OS/OR/IO/RR/DD/HV/PW/SS/PI,55303,,2999MN55303
Transformation House,,,1410 South Ferry Street,,,Anoka,MN,55303,(612)427-7155,TX/ML/OS/OR/RR/DD/HV/PW/HH/PI,55303,,2242MN55303
Transformations House II,,,2532 North Ferry Street,,,Anoka,MN,55303,(612)786-8172,TX/OS/OR/DD/HV/PW/SS,55303,,0965MN55303
Agape Halfway House,,,200 SW 5th Street,,,Austin,MN,55912,(507)433-8819,TX/OS/RR/AD/DD/HV/PW/HH,55912,,7474MN55912
Austin Med Ctr Behavioral Hlth Center,Chemical Dependency Services,,IOI 14th Street NW,Suite 4,,Austin,MN,55912,(507)433-7389 Hotline: (800)422-1295,TX/PV/OS/DT/OR/IO/ID/GH/CM/MD/PI,55912,,9716MN55912
Red River Serenity Manor,,,123 2nd Street NE,,,Barnesville,MN,56514,(218)354-2338,TX/OS/RR/HH,56514,,0889MN56514
Minneaota Correctional Facility,Stillwater,,970 Pickett Street North,,,Bayport,MN,55003-1490,,TX/RR/SS/TC/CJ,55003,1490.0,5232MN55003
Counseling Associates of Bemidji,,,3217 Bemidji Avenue North,Suite 7,,Bemidji,MN,56601-0577,(218)751-9510,TX/OS/OR/IO/SS/PI,56601,577.0,6783MN56601
Lakes Region,Chemical Dependency Program,,1411 Bemidji Avenue,,,Bemidji,MN,56601,(218)759-2116,TX/OS/IO/SS/SG/MD/PI,56601,,4706MN56601
Upper MS Mental Health Center,Program for Addictions Recovery,,722 15th Street,,,Bemidji,MN,56601,(218)751-3280,TX/PV/OS/OR/IO/AD/CM/PI,56601,,0634MN56601
Adapt of Minnesota,,,510 Bluff Avenue,,,Brainerd,MN,56401,,TX/OS/OR/IO/AD/DD/HV/PW/SS/MD/PI,56401,,6539MN56401
Brainerd Regional Human Services Ctr,Aurora/Four Winds Lodge Treatment Prog,,1777 Highway 18 East,,,Brainerd,MN,56401,,TX/OS/OR/IO/IR/AD/DD/PH/PI,56401,,4502MN56401
Break Free,Adolescent Outpatient,,280 I Andrew Street,,,Brainerd,MN,56401,(218)829-0307,TX/PV/OS/OR/IO/AD/SS/MD/PI,56401,,5227MN56401
Saint Josephs Medical Center,Focus Unit,,523 North 3rd Street,,,Brainerd,MN,56401,(218)828-7379,TX/PV/OS/OR/IO/IR/GH/SC/MC/FG/PI,56401,,4284MN56401
Saint Francis Medical Center,Hope Unit,,401 Oak Street,,,Breckenridge,MN,56520,Hotline: (218)643-3000,TX/OS/IO/AD/SS/GH/PI,56520,,2592MN56520
Allina Behavioral Health Services,Brooklyn Center Program,,6200 Shingle Creek Parkway,Brookdale Corporate Ctr Suite 480,,Brooklyn Center,MN,55430,(612)560-6922,TX/PV/OS/OR/DD/CM/MD/PI,55430,,2190MN55430
Central Minnesota Mental Health Center,,,105 2nd Avenue NE,,,Buffalo,MN,55313,(612)682-4400 Hotlines: (800)635-8008 (612)682-4400,TX/PV/OS/OR/IO/SS/CM/PI,55313,,0627MN55313
Professional Counseling Ctr of Buffalo,(PCC Inc),Wright One Plaza,Highway 55 West,,,Buffalo,MN,55313,(612)682-2829,TX/PV/OS/OR/IO/SS/PI,55313,,4899MN55313
Fairview Ridges,Adult Outpatient Program,,156 Cobblestone Lane,,,Burnsville,MN,55337-4578,(612)672-4439 Hotline: (612)672-2222,TX/OS/IO/SS,55337,4578.0,6475MN55337
River Ridge Treatment Center,,,1510 East 122nd Street,,,Burnsville,MN,55337,(612)894-7722 Hotline: (612)894-7722,TX/PV/OS/DT/OD/OR/IO/SS/FG/PI,55337,,3921MN55337
Cambridge Memorial Hospital,Dellwood Recovery Center,,701 South Dellwood Avenue,,,Cambridge,MN,55008,(612)689-7723,TX/PV/OS/DT/OR/IO/ID/IR/AD/GH,55008,,9356MN55008
Ahnji-Be-Mah-Diz Center,Leech Lake Halfway House,,421 3rd Street NE,,,Cass Lake,MN,56633,,TX/RR/HH,56633,,8605MN56633
Hazelden Foundation,,,15245 Pleasant Valley Road,,,Center City,MN,55012,(651)257-4010,TX/PV/OS/DT/IO/RD/RR/AD/DD/SS/HH/CM/PI,55012,,2956MN55012
Stafford CD Treatment Center Inc,,,212 Walnut Street,,,Chaska,MN,55318-2044,(612)448-6557,TX/PV/OS/OR/IO/PW/SS/MD/PI,55318,2044.0,0703MN55318
Lino Lakes Correctional Facility,Triad Center,,7525 4th Avenue,,,Circle Pines,MN,55014,(651)717-6530,TX/OS/RR/DD/CJ,55014,,5903MN55014
Liberalis Womens Program,,,512 Skyline Boulevard,,,Cloquet,MN,55720,(218)879-0712,TX/OS/OR/IO/RR/SS/TC/CH/FG/PI,55720,,7828MN55720
Anthony Louis Center,Adolescent Outpatient Program,,7064 West Point Douglas Road,,,Cottage Grove,MN,55016,(651)459-6161,TX/OS/OR/AD/SS/PI,55016,,3944MN55016
Glenmore Recovery,Adolescent Outpatient Program,,323 South Minnesota Street,,,Crookston,MN,56716,(218)281-3123 Hotline: (800)282-5005,TX/PV/OS/OR/IO/AD/SS/GH/PI,56716,,1040MN56716
Glenmore Recovery,Chemical Dependency Program,,323 South Minnesota Street,Riverview Healthcare Association,,Crookston,MN,56716-0497,Hotline: (218)584-9226,TX/PV/OS/DT/ID/IR/AD/DD/GH/PI,56716,497.0,1040MN56716
PCC Inc/DBS Professional Counseling,Center of Delano,,500 Highway 12,,,Delano,MN,55328,(612)972-6527,TX/OS/OR/IO/SS/PI,55328,,1788MN55328
Glenmore Clinic,Outpatient Program,,714 Lake Avenue,,,Detroit Lakes,MN,56501,(800)584-9226,TX/PV/OS/OR/IO/DD/SS/PI,56501,,9584MN56501
Lakes Counseling Center Inc,,,211 West Holmes Street,,,Detroit Lakes,MN,56501,(218)847-0696,TX/PV/OS/OR/IO/AD/DD/HV/SS/PI,56501,,9785MN56501
Equay-Say-Way Treatment Center,,,205 West 2nd Street,Suite 150,,Duluth,MN,55802,(218)727-9052,TX/PV/OS/OR/IO/PW/SS/MC/MD/PI,55802,,7826MN55802
Howard Friese Memorial Halfway House,,,1520 East 2nd Street,,,Duluth,MN,55812,(218)728-4566,TX/RR/SS/HH,55812,,3443MN55812
Marty Mann Halfway House,,,714 North I Ith Avenue East,,,Duluth,MN,55805,(218)724-5424 Hotline: (218)724-5424,TX/PV/OS/IO/RR/DD/HV/PW/SS/TC/HH/CM/CH/CO/SC/CJ,55805,,5999MN55805
Messabi Work Release Program,,,23 Mesaba Avenue,,,Duluth,MN,55806,(218)722-1724,TX/PV/OS/OR/IO/SS,55806,,6446MN55806
Miller Dawn Medical Center Inc,Chemical Dependency Program,,502 East 2nd Street,,,Duluth,MN,55805,(218)720-1356 Hotline: (218)720-1950,TX/OS/DT/OD/OR/IO/ID/IR/AD/DD/SS/OH/MC/MD/PI,55805,,1338MN55805
Port Rehabilitation Center,,,23 Mesaba Avenue,,,Duluth,MN,55806,(218)727-7415,TX/PV/OS/RR/DD/HH,55806,,5474MN55806
Pride Institute,Outpatient Program,,205 West 2nd Street,Suite 448,,Duluth,MN,55801,(218)723-8600 Hotlines: (800)547-7433 (888)773-8910,TX/OS/IO/SS/PI,55801,,8769MN55801
Thunderbird and Wren Halfway House,,,229 North 4th Avenue West,,,Duluth,MN,55806,(218)727-7699,TX/OS/RR/HH/FG,55806,,0240MN55806
Twin Town Treatment Center,Eagan Outpatient,,2121 Cliff Drive,Suite IOI,,Eagan,MN,55122,(651)454-2833,TX/OS/OR/IO/SS/MD/PI,55122,,9489MN55122
Northwest Recovery Center Inc,,,910 Central Avenue,,,East Grand Forks,MN,56721,(218)773-0812,TX/PV/OS/OR/IO/AD/DD/HV/PW/SS/OH/CJ/PI,56721,,0099MN56721
Northern Healthcare Associates,DBA Pride Institute,,14400 Martin Drive,,,Eden Prairie,MN,55344,(612)934-7554 Hotline: (800)547-7433,TX/OS/DT/RD/RR/HV/SS/OH/HH,55344,,7388MN55344
Regents Hosp/New Connections Programs,Eden Prairie Outpatient Treatment,,6446 City West Parkway,Suite 205,,Eden Prairie,MN,55344,(612)941-5151,TX/PV/OS/OR/IO/AD/DD/HV/PW/SS,55344,,1861MN55344
Allina Behavioral Health Services,Edina Program,,3400 West 66th Street,Southdale Place Suite 385,,Edina,MN,55435,(612)920-6460 Hotline:,TX/OS/DT/OD/OR/IO/DD/PW/SS/CM/PI,55435,,8516MN55435
Fairview Recovery Services,Outpatient Program,,7600 France Avenue,Suite 439,,Edina,MN,55435-5924,(612)924-5901 Hotline: (612)672-2222,TX/OS/IO/SS/MC/MD/PI,55435,5924.0,0675MN55435
Arrowhead Center Inc,,,118 South 4th Avenue East,,,Ely,MN,55731,,TX/PV/OS/OR/IO/AD/SS/HH/CO,55731,,3667MN55731
Chain of Lakes,Behavioral Health Services Inc,,Rural Route I,,,Fairmont,MN,56031,(507)235-6657,TX/IO/RR/DD/SS/TC/HH/CO/SG/PI,56031,,6496MN56031
Sunrise Recovery Center,Adolescent Outpatient Program,,Rural Route l,,,Fairmont,MN,56031,(507)238-4382,TX/OS/OR/IO/AD/SS/PI,56031,,1725MN56031
Sunrise Recovery Center,Adult Outpatient Program,,Rural Route I,,,Fairmont,MN,56031,(507)238-4382,TX/PV/OS/OR/IO/AD/SS/MD/PI,56031,,5019MN56031
Faribault Family Focus,,,303 NE 1st Avenue,Suite 110,,Faribault,MN,55021,(507)334-6413,TX/PV/OS/IO/DD/SS/GH/PI,55021,,8124MN55021
New Dimensions Program,I IO I Linden Lane,,,,,Faribault,MN,55021-6400,(507)334-0071,TX/PV/OS/DT/OD/OR/IO/SS/CJ,55021,6400.0,9657MN55021
Journey Counseling Services,,,209 Oak Street,,,Farmington,MN,55024,(651)460-8085,TX/PV/OS/OR/IO/DD/HV/PW/SS/PI,55024,,9429MN55024
Fergus Falls Regional Treatment Center,Chemical Dependency Services,,1400 North Union Avenue,,,Fergus Falls,MN,56537,(218)739-7298,TX/OS/DT/OR/ID/IR/AD/PW/SS/PH/TC/PI,56537,,1539MN56537
Lakeland Mental Health Center Inc,Chemical Dependency Outpatient Program,,126 East Alcott Avenue,,,Fergus Falls,MN,56537,(218)736-6987,TX/OS/IO/SS/CM/CO/CJ/PI,56537,,0455MN56537
Lakes Region Halfway House,,,217 North Union Avenue,,,Fergus Falls,MN,56537,(218)739-9084,TX/OS/RR/HH,56537,,3980MN56537
Fairview Recovery Services,Adolescent Residential Treatment Prog,,246 I Ith Avenue SE,,,Forest Lake,MN,55025,(651)982-2066 Hotline: (612)672-2222,TX/OS/RR/AD/SS/MD/PI,55025,,2479MN55025
Fairview Recovery Services,Outpatient Program,,1120 SE 4th Street,,,Forest Lake,MN,55025,(651)464-7016 Hotlines: (612)672-2222 (651)777-4455,TX/PV/OS/IO/AD/SS/PI,55025,,5819MN55025
Transformation House I,,,351-7 4th Avenue NE,,,Fridley,MN,55432,(651)786-8172,TX/ML/OS/RR/DD/HV/PW/HH/PI,55432,,0617MN55432
Cook County Social Services,Outpatient Treatment Services,,Arrowhead Professional Building,,,Grand Marais,MN,55604,,TX/PV/OS/IO/SS,55604,,3879MN55604
Grand Portage Chemical Dep Services,,,,,,Grand Portage,MN,55605,(218)475-2208,TX/PV/OS/OR/AD/DD,55605,,0035MN55605
Hope House of Itasca County,,,604 South Pokegama Avenue,,,Grand Rapids,MN,55744,(218)326-1443,TX/OS/RR/AD/DD/PW/HH/MD/FG,55744,,9029MN55744
North Homes Inc,Adolescent Outpatient Program,,924 County Home Road,,,Grand Rapids,MN,55744,(218)327-3055,TX/PV/OS/OR/IO/AD/SS/SC/PI,55744,,0743MN55744
Northland Recovery Center,Substance Abuse Services,,1215 7th Avenue SE,,,Grand Rapids,MN,55744,(218)327-1105 Hotlines: (218)327-1105 (218)327-1026,TX/PV/OS/DT/OR/IO/RD/RR/AD/DD/PW/SS/MD/PI,55744,,3031MN55744
Rapids Counseling Services Inc,,,717 NE 4th Street,,,Grand Rapids,MN,55744,(218)327-2001,TX/PV/OS/OR/IO/DD/SS/MD/PI,55744,,1583MN55744
Project Turnabout,,,660 18th Street,,,Granite Falls,MN,56241-1099,(320)564-4911 Hotlines: (800)862-1453 (800)299-9946,TX/PV/OS/DT/IO/RD/RR/SS/PI,56241,1099.0,3540MN56241
Cochran Programs,,,1200 East 18th Street,Building 4,,Hastings,MN,55033,(651)437-4585,TX/OS/RR/DD/OH/HH/FG/PI,55033,,5877MN55033
Dakota County Receiving Center Inc,Detox,,1200 East 18th Street,Building I,,Hastings,MN,55033,(651)437-4209 Hotline: (651)437-4209,TX/PV/OS/DT/RD/DD/SS,55033,,8973MN55033
Twin Town Dakota County Jail Program,Dakota County Workhouse,,1580 West Highway 55,,,Hastings,MN,55033,(651)438-4813,TX/PV/OS/OR/IO/DD/HV/SS/CJ/PI,55033,,3668MN55033
University Medical Center Mesabi,Outpatient,,750 34th Street East,,,Hibbing,MN,55746,,TX/IO/AD/DD/GH/MC/MD/FG/PI,55746,,6772MN55746
Omegon Inc,,,2000 Hopkins Crossroads,,,Hopkins,MN,55305,(612)541-4738,TX/PV/OS/RR/AD/DD/SS/TC/PI,55305,,7223MN55305
Hutchinson Area Health Care,,,1095 Highway 15 South,,,Hutchinson,MN,55350,(320)234-4610 Hotline: (320)587-5502,TX/PV/OS/DT/OR/IO/ID/AD/SS/GH/CM/MC/PI,55350,,7613MN55350
Northland Counseling Center,,,1404 Highway 71,,,International Falls,MN,56649,(218)283-3406 Hotlines: (218)283-3406 (800)626-0377,TX/PV/OS/OR/IO/AD/CM/MD/PI,56649,,0945MN56649
Rational Alternatives,,,206 14th Street East,,,International Falls,MN,56649-0229,(218)285-7029,TX/OS/IO/SS/PI,56649,229.0,6984MN56649
Ashley House Inc,,,OBA Road to Recovery,308 West Ashley Street,,Jackson,MN,56143,(507)847-3148,TX/PV/OS/OR/IO/SS/PI,56143,,2122MN56143
Counseling Clinic of La Crescent,,,33 South Walnut Street,,,La Crescent,MN,55947,(507)895-6666,TX/PV/OS/OR/IO/CM/PI,55947,,4332MN55947
Charter Behavioral Health Systems of,Litchfield,,114 North Holcombe Street,,,Litchfield,MN,55355,(320)693-2461 Hotlines: (612)658-5800 (800)487-8758,TX/OS/IO/SS/FG/PI,55355,,4497MN55355
Effective Living Center Inc,,,72 East Broadway Street,,,Little Falls,MN,56345,(320)632-3166,TX/PV/OS/OR/IO/AD/SS/PI,56345,,0207MN56345
Saint Gabriels Hospital,,,815 SE 2nd Street,,,Little Falls,MN,56345,(320)632-1131,TX/PV/OS/OR/IO/DD/SS/GH/CO/PI,56345,,2387MN56345
Pineview Recovery Center,,,912 Main Street,,,Littlefork,MN,56653,(218)278-4607,TX/PV/OS/DT/RD/RR/SS/PI,56653,,9329MN56653
Vinland National Center,,,,,,Loretto,MN,55357,(612)479-3555,TX/OS/OR/IO/RR/DD/SS/PI,55357,,0933MN55357
Southwestern Mental Health Center,Challenges,,2 Round Wind Road,,,Luverne,MN,56156,(507)283-9511 Hotlines: (507)372-7671 (800)642-1525,TX/PV/OS/OR/IO/AD/DD/CM,56156,,7015MN56156
Mahnomen County Human Services,Outpatient Services,,311 North Main Street,,,Mahnomen,MN,56557,(218)935-2568 Hotline: (218)935-2255,TX/PV/OS/IO/AD/PW/SS/CM/CH/CJ/MD/PI,56557,,3396MN56557
Addictions Recovery Technologies,12 Civic Center Plaza,,Suite 2116,,,Mankato,MN,56001,(507)345-4670,TX/PV/OS/OR/IO/AD/SS/PI,56001,,3080MN56001
House of Hope,,,119 Fulton Street,,,Mankato,MN,56001,(507)625-4373,TX/PV/OS/RR/HH,56001,,9105MN56001
Immanuel/St Josephs Mayo Health System,Family Recovery Program,,1025 Marsh Street,4th Floor,,Mankato,MN,56002-8673,(507)345-2650,TX/OS/OR/IO/IR/DD/PW/SS/GH/MC/MD/PI,56002,8673.0,7860MN56002
Maple Lake Recovery Center,,,207 Division Street,,,Maple Lake,MN,55358,(320)963-6865,TX/OS/RR/AD/SS,55358,,2204MN55358
Project Turnabout,Marshall,,1220 Birch Street,,,Marshall,MN,56258-1500,(507)532-3008 Hotlines: (800)862-1453 (800)299-9946,TX/PV/OS/IO/RR/SS/HH/PI,56258,1500.0,7787MN56258
3 RS/Nuway Counseling Center Inc,,,2220 Central Avenue NE,,,Minneapolis,MN,55418,(612)789-8030,TX/PV/OS/OR/IO/SS/PI,55418,,6363MN55418
African American Family Services,,,2616 Nicollet Avenue South,,,Minneapolis,MN,55408,(612)871-7878,TX/PV/OS/IO/SS/PI,55408,,9963MN55408
Allina Behavioral Health Services,Minneapolis Program,,825 Nicollet Avenue,Suite 1020,,Minneapolis,MN,55402-2614,(612)339-0285,TX/PV/OS/DT/OD/OR/IO/MD/PI,55402,2614.0,6221MN55402
American Indian Services Inc,,,735 East Franklin Avenue,,,Minneapolis,MN,55404,(612)871-2175,TX/PV/OS/OD/OR/RR/OH/HH,55404,,6853MN55404
Anthony Louis Center,Blaine,I 000 Paul Parkway,,,,Minneapolis,MN,55434,(612)757-2906,TX/PV/OS/IO/RR/AD/SS,55434,,1983MN55434
Bridgeway,,,22 27th Avenue SE,,,Minneapolis,MN,55414,,TX/RR/SS/MC/MD/FG/PI,55414,,7247MN55414
Changing Lifestyle Counseling of,Saint Louis Park,,7515 Wayzata Boulevard,Suite 202,,Minneapolis,MN,55426,(612)542-8751,TX/PV/OS/OR/SS/SG/PI,55426,,8772MN55426
Chemical Health Advisory Services Inc,DBA Basics,,2415 Emerson Avenue South,,,Minneapolis,MN,55405,(612)872-1814,TX/PV/OS/IO/AD/PW/SS/MD,55405,,0806MN55405
Chicanos Latinos Unidos En Servicio,,,2110 Nicollet Avenue,,,Minneapolis,MN,55404-2528,(612)871-0200,TX/PV/OS/OR/IO/AD/SS/FG/PI,55404,2528.0,7641MN55404
Chrysalis/A Center for Women,Adult Chemical Dependency Program,,2650 Nicollet Avenue South,,,Minneapolis,MN,55408,,TX/OS/OR/PW/CM/PI,55408,,2929MN55408
Community Health and Human Services,,,4149 Lyndale Avenue North,,,Minneapolis,MN,55412,(612)522-8523,TX/PV/OS/OR/IO/AD/DD/SS/PI,55412,,3154MN55412
Community University Hlth Care Center,Southeast Asian Outpatient Program,,2001 Bloomington Avenue South,,,Minneapolis,MN,55404,(651)627-4774,TX/PV/OS/OR/CH/MD/PI,55404,,7169MN55404
Create Inc,Telesis,,1345 Shenandoah Lane,Hennepin County Adult Workhouse,,Minneapolis,MN,55447,(612)475-4542,TX/OS/IO/SS/PI,55447,,7905MN55447
Create Inc,,,191 I Pleasant Avenue South,,,Minneapolis,MN,55403,,TX/PV/OS/OR/SS/PI,55403,,9621MN55403
Eden Day Mens Program,,,l025 Portland Avenue South,,,Minneapolis,MN,55404,,TX/PV/OS/IO/SS/PI,55404,,3950MN55404
Eden Reknew,Outpatient Program,,2649 Park Avenue South,,,Minneapolis,MN,55407,(651)338-2158,TX/OS/OR/IO/DD/HV/PW/SS,55407,,0141MN55407
Eden Womens Program,,,2649 Park Avenue South,,,Minneapolis,MN,55407,(651)338-2158,TX/OS/IO/DD/PW/SS/CJ,55407,,2479MN55407
Fairview Recovery Services,Adolescent Outpatient,,2960 Winnetka Avenue North,Suite IOI,,Minneapolis,MN,55427,(612)541-4993 Hotline: (612)672-2222,TX/OS/OR/IO/AD/SS/MD/PI,55427,,0564MN55427
Fairview Recovery Services,Adolescent Treatment,,2450 Riverside Avenue,,,Minneapolis,MN,55454,(612)672-2222 Hotline: (612)672-2222,TX/OS/DT/IO/ID/IR/AD/GH/MD/PI,55454,,8718MN55454
Fairview Recovery Services,Adult Inpatient Program,,2450 Riverside Avenue,,,Minneapolis,MN,55454,(612)672-1400 Hotlines: (612)672-2222 (612)672-6600,TX/OS/DT/OR/IO/ID/IR/DD/GH/MC/MD/PI,55454,,8718MN55454
Fairview Recovery Services,Deaf and Hard of Hearing Program,,2450 Riverside Avenue,Fairview University Medical Center,,Minneapolis,MN,55454,(612)672-4402,TX/PV/OS/DT/OR/IO/ID/IR/GH/MC/PI,55454,,8718MN55454
HFA Addiction Medicine,,,914 South 8th Street,Suite D-131,,Minneapolis,MN,55404,(612)347-7600,TX/ML/PV/OS/DT/OD/OR/IO/DD/PW/SS/GH/MC/MD/PI,55404,,2480MN55404
Hazelden Center for Youth and Families,,,11505 36th Avenue North,,,Minneapolis,MN,55441,(612)509-3873,TX/PV/OS/DT/OR/IO/RD/RR/AD/DD/HV/PW/SS/TC/CM/PI,55441,,8139MN55441
Health Recovery Center Inc,,,3255 Hennepin Avenue South,,,Minneapolis,MN,55408,(612)827-7800,TX/PV/OS/DT/OD/IO/AD/DD/SS/PI,55408,,7974MN55408
Hennepin County Methadone Program,,,1800 Chicago Avenue South,,,Minneapolis,MN,55404,(612)879-3642,TX/ML/OR/PI,55404,,3096MN55404
Intervention Institute,,,349 13th Avenue NE,,,Minneapolis,MN,55413,,TX/OS/OR/IO/DD/SS,55413,,7323MN55413
Lifestyle Counseling of,Richfield Bloomington,,9607 Girard Avenue South,,,Minneapolis,MN,55424,(612)888-3511,TX/PV/OS/OR/SS/PI,55424,,9606MN55424
Living Word Recovery Services,,,7308 Aspen Lane,Suite 153-A,,Minneapolis,MN,55428,(612)424-5259,TX/OS/OR/SS/PI,55428,,7081MN55428
Minneapolis Psychiatric Institute,Abbott/Northwestern Hospital Campus,,800 East 28th Street,Wasie Center 4th Floor,,Minneapolis,MN,55407-3799,(612)863-4930,TX/OS/IO/SS/GH/MD/PI,55407,3799.0,3834MN55407
Minnesota Indian Womens Resource Ctr,,,2300 15th Avenue South,,,Minneapolis,MN,55404,(612)728-2000,TX/PV/OS/OR/IO/PW/SS/PI,55404,,5684MN55404
Mission Care Detox Center,,,3409 East Medicine Lake Boulevard,,,Minneapolis,MN,55441,(612)559-1402,OS/DT/RD/SS/PI,55441,,6160MN55441
My Home/Excelsior Project Inc,Outpatient Program,,2344 Nicollet Avenue South,Suite 20,,Minneapolis,MN,55401,(612)872-6683,TX/OS/IO/SS,55401,,8539MN55401
New Connection Programs,Blaine Outpatient Treatment,,l0267 University Avenue NE,,,Minneapolis,MN,55434,(651)784-2454,TX/OS/OR/IO/AD/SS/GH/PI,55434,,8512MN55434
Nuway House II,,,2518 First Avenue South,,,Minneapolis,MN,55404-4321,(612)872-0506,TX/PV/OS/OR/RR/HH,55404,4321.0,4894MN55404
On Belay House,,,115 Forestview Lane North,,,Minneapolis,MN,55441-5910,(612)546-8008,TX/OS/RR/AD/SS/HH/PI,55441,5910.0,4385MN55441
Park A venue Center,,,2525 Park Avenue,,,Minneapolis,MN,55404,(612)871-7443,TX/OS/OR/IO/SS/PI,55404,,6952MN55404
Pathways Psychological Services PA,Outpatient Program,,7575 Golden Valley Road,Suite 119,,Minneapolis,MN,55427,(612)525-8590,TX/PV/OS/OR/IO/DD/SS/CM/SG/PI,55427,,0354MN55427
Pride Institute,Outpatient Program,,2445 Park Avenue South,,,Minneapolis,MN,55404,(612)825-8714 Hotline: (800)547-7433,TX/OS/IO/HV/SS,55404,,8330MN55404
Prodigal House,,,5103 Minnehaha Avenue South,Minnesota Veterans Home Building l,,Minneapolis,MN,55417,(612)721-8556,TX/IO/RR/HH,55417,,3639MN55417
